,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1437773719.46,902561228.79,502013977.82,304850661.49,1374535395.25,911701639.37,551805666.81,114021212.01,1350103485.50,1053148830.75,645089776.46,184146030.43,961329438.52,684564290.44,461397760.48,165771808.96,2010255610.90,1326460441.36,967649630.11,400951532.03,2502590145.29,1634747575.56,1058906350.10,309382024.54,2830022710.08,1666057122.27,1039779482.29,405253488.75,2735289204.04,2129237238.26,1399103085.56,588136184.74,2161720518.00,1554684062.33,1076378204.79,430061034.63,1737090887.37,1178320948.46,863703285.14,325256682.44,1509729448.39,937469759.62,572073196.66,300940365.10,1944409940.31,1109496231.42,689324313.40,281096856.72,1050240227.22,748653192.72,531728517.10,173243796.38,851926359.86,579679665.98,337021341.86,79906325.33,279989134.60,193538711.68,125821976.11,68025334.62,237814898.98,159351350.24,96220601.72,47291890.98,187006832.67,133399268.83,80496731.04,156836514.10,152376952.24,0.0
2,营业收入,1437773719.46,902561228.79,502013977.82,304850661.49,1374535395.25,911701639.37,551805666.81,114021212.01,1350103485.50,1053148830.75,645089776.46,184146030.43,961329438.52,684564290.44,461397760.48,165771808.96,2010255610.90,1326460441.36,967649630.11,400951532.03,2502590145.29,1634747575.56,1058906350.10,309382024.54,2830022710.08,1666057122.27,1039779482.29,405253488.75,2735289204.04,2129237238.26,1399103085.56,588136184.74,2161720518.00,1554684062.33,1076378204.79,430061034.63,1737090887.37,1178320948.46,863703285.14,325256682.44,1509729448.39,937469759.62,572073196.66,300940365.10,1944409940.31,1109496231.42,689324313.40,281096856.72,1050240227.22,748653192.72,531728517.10,173243796.38,846602876.61,576515350.38,336100011.54,79872905.57,279803308.27,193440166.09,125744453.18,67997207.54,237456415.95,159053811.76,95991989.79,47139905.72,186973518.33,132306021.24,79808624.12,155372922.24,150282782.29,0.0
3,二、营业总成本,1410223464.87,884418521.78,507989338.05,305504007.91,1391039333.97,900158373.60,548263594.98,137151133.45,1357159764.63,1039050193.59,650255382.60,200878684.88,995831929.63,719996920.21,470902516.33,180567268.10,1947041987.41,1302619637.65,956773312.84,404278953.90,2494153979.54,1593459306.02,1030531660.96,314101483.57,2773463438.15,1629091060.33,1023912755.02,400267815.13,2611729475.40,2029778243.01,1349502858.53,582560540.98,2066632327.16,1499418190.92,1033098842.02,410396266.30,1693417574.32,1154814286.73,844611566.66,320967901.05,1478175986.57,934606073.77,563710014.78,296378472.37,1839133313.03,1039728628.62,637121311.70,268991587.89,978270215.82,710870230.24,504599419.06,166411627.56,786945962.71,526454893.08,300111984.29,73933053.89,251421451.70,173452828.66,113642506.32,62414524.47,224325551.13,145055552.85,88553003.29,43344002.20,167537306.80,119873832.91,73894342.31,138391309.67,135538334.61,0.0
4,营业成本,1186538866.71,748085234.84,428029966.10,270444179.02,1133764752.91,740204293.04,448038432.17,97206941.40,1106326546.68,873780189.26,544374480.80,156456470.49,820184950.98,606795143.63,406155898.46,154690714.19,1730616482.10,1183414251.30,868272177.05,358695612.11,2286973667.62,1477790367.55,961272457.50,285284822.16,2521153089.25,1481446765.80,923934403.77,361432592.28,2411354710.79,1890935841.07,1266599929.06,531787709.65,1880731031.50,1380012252.84,944196286.59,379691438.38,1536670809.91,1059511885.99,783178054.61,298973632.44,1320001666.67,837417251.64,504312883.37,264630767.08,1665662257.01,957696973.71,585751831.27,237047717.97,911180417.57,658030008.16,465823421.87,152365451.33,712641256.57,480351182.30,270984189.08,62048210.43,225812315.01,155324517.88,102090571.34,55792146.49,193404906.94,131897534.07,81007611.57,38800599.24,145078874.12,103226894.78,63086235.72,123623260.45,120410994.97,0.0
5,营业税金及附加,10118985.54,6116819.44,4134439.06,1902994.76,11293239.46,7495314.53,5053777.42,1616096.96,11791543.14,8126208.60,4708475.63,1720108.95,10947554.58,2492802.61,2055374.73,1861533.66,2387978.05,453309.59,357828.43,98088.34,2460230.59,2339387.87,221526.47,75300.27,6478340.92,4211348.02,887439.78,431508.43,7667939.68,4704571.82,1042960.46,309296.59,7160234.21,4243685.37,3486109.38,1062099.52,6151708.17,3651373.19,2717991.21,597480.66,5941278.10,2135449.02,617505.74,176684.41,4873557.03,2784061.28,2212094.34,1626977.50,4017404.96,2919622.94,2537929.38,393770.23,3225883.03,2167627.13,1151325.38,0,905381.69,344020.51,222135.87,146670.31,1259369.88,816825.91,430887.95,263729.03,1678638.78,1207125.96,553653.95,675082.19,241267.34,0.0
6,销售费用,33178864.91,21400520.10,14171069.08,5667600.22,28773568.08,19833756.91,11568160.25,4283834.24,27362949.85,23454377.70,14631621.22,4566441.26,24249546.61,16713106.71,11004600.33,3966563.29,68480548.62,48647383.70,31893365.71,12454485.31,41492648.74,24442328.95,13868205.99,7700567.30,42755563.66,30492175.67,13175797.96,5148318.45,36032610.28,25922391.88,17791993.63,7910812.43,26114077.12,19186133.31,12352330.68,4818388.11,31033915.33,25531106.92,17054083.66,6046344.67,27185531.58,21963057.61,14413146.04,7797602.54,42434462.38,24044499.43,14817719.48,5765719.55,14707683.18,12553832.04,8183655.59,3033941.97,21809552.94,14741902.86,9544809.30,3600286.38,8137154.72,4943123.42,2894646.77,1248593.53,5091789.80,3046949.94,1312780.97,1485938.65,5557549.31,4149971.91,2925862.59,4052621.25,3806467.99,0.0
7,管理费用,89612774.19,61676041.72,38820600.39,19864043.84,131362324.58,74348512.33,82771257.99,33013378.66,176833621.76,123056422.24,78667928.33,36669918.10,124467726.29,94860433.92,52462863.43,20712198.13,155614547.21,83830645.76,62124678.85,36004576.18,164435822.22,88251278.57,55133307.73,25180941.57,194751066.01,101757543.90,74524676.81,31788138.25,148796376.49,101386433.25,59003086.22,32091054.74,139797749.12,86380431.04,64955308.40,24261881.58,116757440.48,63203929.50,38949785.11,17154969.25,119229273.83,78319331.79,45947685.26,23227773.17,104525535.40,43250501.16,22250084.61,10298589.74,37087502.75,25597538.78,17486664.85,2902523.55,43423000.82,25028578.22,16183496.40,7599055.66,14859378.71,11203142.20,7535373.15,4519290.92,13313005.86,7178748.11,4196974.59,1959771.81,11256478.65,8260052.98,5267104.04,7061574.40,9440618.75,0.0
8,财务费用,-4867630.48,-3146230.82,-1939668.44,867036.48,-2166148.91,-1657236.52,436239.36,2128214.85,4246178.16,3778226.89,2292589.49,1446813.98,-6963739.90,-2629074.13,-2217921.97,-979507.35,-14841365.28,-13547271.58,-6444292.82,-2895359.11,-9470775.26,-6444580.69,-5842587.06,-1910486.79,3701258.70,4493332.67,4404832.81,2174745.21,4747865.70,4491024.72,2546502.09,694048.99,829680.09,-116814.92,-544743.78,-213120.92,1816107.97,1850109.24,2279479.93,310897.19,4805444.19,2811128.07,4119669.09,4326367.68,24909010.48,13105576.48,8262229.54,3756738.28,8501366.47,5831666.21,3394139.38,1499900.32,5846269.35,4165602.57,2248164.13,685501.42,1707221.57,1638024.65,899779.19,707823.22,11256478.65,2115494.82,1604748.21,833963.47,3965765.94,3029787.28,2061486.01,2978771.38,1638985.56,0.0
9,研发费用,95641604.00,50286136.50,24772931.86,6818184.56,77457477.75,55131513.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,961596.82,10554120.10,4802220.10,395727.79,-1097332.66,30598925.04,6854768.90,5580287.13,18932.10,22945891.07,1764507.47,1441701.35,315766.18,4783796.71,-178681.12,569555.62,-78448.93,8262385.63,7080523.77,5878750.33,-2229660.94,4624119.61,6689894.27,6985603.89,-707487.49,3129972.46,2337980.27,2518387.07,9767618.58,11999555.12,9712503.28,8653550.75,775579.63,987592.46,1065881.89,432172.14,-2115423.16,1012792.20,-8040144.36,-5700874.72,-3780722.51,-3271509.27,-1152983.44,3827352.46,10495844.85,2775840.89,5937562.11,7173607.99,6216040.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
