,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4224730008.38,2866076408.32,1479354700.87,6059889289.10,4745875988.44,3211223994.94,1300634802.13,5195202111.76,3825614270.62,2583183933.17,1118867123.26,4085467260.70,2925924254.51,1823567211.67,800890235.48,3046708978.24,2113137869.86,1438808794.70,750305726.29,3399460855.94,2388870355.37,1621765186.44,814537651.60,3260033124.36,2383860594.79,1581010339.26,774069786.69,3157711398.08,2302845526.39,1524704294.80,711184503.09,2971606619.49,2111220160.97,1342729318.74,640382711.94,2408079911.75,1670457074.67,1063239756.09,483525272.36,1804076530.86,1297589174.47,805318980.08,377352805.42,1649886934.60,1278961046.40,791419520.05,366943817.27,1474272446.95,1145843055.38,668441182.16,354847856.31,1315485093.89,1084513647.51,611961340.40,303582899.32,1274039458.70,1158329463.25,934606420.11,0.0
2,营业收入,4224730008.38,2866076408.32,1479354700.87,6059889289.10,4745875988.44,3211223994.94,1300634802.13,5195202111.76,3825614270.62,2583183933.17,1118867123.26,4085467260.70,2925924254.51,1823567211.67,800890235.48,3046708978.24,2113137869.86,1438808794.70,750305726.29,3399460855.94,2388870355.37,1621765186.44,814537651.60,3260033124.36,2383860594.79,1581010339.26,774069786.69,3157711398.08,2302845526.39,1524704294.80,711184503.09,2971606619.49,2111220160.97,1342729318.74,640382711.94,2408079911.75,1670457074.67,1063239756.09,483525272.36,1804076530.86,1297589174.47,805318980.08,377352805.42,1649886934.60,1278961046.40,791419520.05,366943817.27,1474272446.95,1145843055.38,668441182.16,354847856.31,1314916849.32,1084513647.51,611773072.36,303582899.32,1273594465.77,1157836117.79,934114983.20,0.0
3,二、营业总成本,3966673974.34,2670787113.30,1389722813.83,5646445227.55,4393886535.05,3013828307.73,1243272419.72,4896194343.34,3536003004.80,2410027779.88,1097132105.61,3990946444.40,2775814677.11,1752509394.95,788226613.24,3024767284.45,2058561495.31,1398902982.49,742067267.89,3361513087.61,2360276461.29,1603677782.34,806935712.40,3229294796.64,2341970566.25,1541258189.43,760414026.35,3117608922.07,2273337129.63,1502798906.42,703320085.44,2909115094.27,2059493686.30,1297667598.30,626040354.21,2319260049.25,1611058702.96,1033910218.10,475933262.64,1798612350.28,1290247505.17,802311467.18,376411484.99,1613906814.58,1245450975.69,758936050.42,353161334.93,1381833047.36,1069687668.80,628039749.90,333229314.25,1232676961.33,0,578088237.31,286929659.81,1199106184.98,1088680702.86,880341579.04,0.0
4,营业成本,3515970802.68,2401008453.17,1233772875.29,5001972123.72,3943567127.76,2709251686.71,1091266826.70,4297680404.51,3105622520.79,2096945572.75,942845884.55,3367447817.67,2367918215.96,1467964145.54,664714448.89,2556868657.89,1789238141.72,1220970171.68,649165389.71,2954643500.79,2092640312.83,1432244431.09,726152695.19,2856431813.52,2118401230.46,1391392811.94,693576776.88,2780716349.81,2074086436.19,1369243433.91,642646174.99,2645157836.54,1905829109.52,1200290138.88,575415011.59,2108848513.42,1475525213.80,946310714.02,438248525.49,1644122431.99,1179466449.60,731862232.58,341817188.46,1444330213.71,1120171172.76,676129917.14,321993112.92,1218088281.74,948976993.53,555488718.44,298858749.60,1088309961.73,0,508941722.50,254622588.25,1061268191.52,956223698.37,789711763.67,0.0
5,营业税金及附加,17141434.34,11184900.05,2879256.94,21559471.17,14430143.52,10594702.49,2163028.89,20260441.51,12662124.02,10264266.07,1940454.14,19539478.25,1676967.49,1653749.94,9314.82,4268507.85,1420023.43,877792.67,240448.21,7740521.53,1633930.74,1603674.34,1753.76,8827596.82,4041521.41,2708882.33,711749.76,8421565.50,4284108.12,3341914.97,901676.08,7595365.96,4080403.32,3233424.08,1672771.42,6287462.68,4683162.60,3883074.53,372290.09,1779474.64,1218457.21,940478.25,287359.38,2418490.96,918978.10,869102.59,110895.40,1981920.15,1162998.38,1156346.92,400000.00,3476421.71,0,638936.02,32000.00,2400000.00,2385184.82,2137598.94,0.0
6,销售费用,98507471.21,50750849.65,26755841.39,122526223.86,79537592.31,55926431.43,24450340.32,100886691.78,82055330.01,57779036.64,34630094.87,144949111.20,87034455.17,48164317.33,25204718.70,93914820.00,60825586.05,38212895.66,20650067.97,72805660.94,57279710.41,34856765.12,16168785.66,66998638.49,48396581.58,30750908.42,15094985.55,59351107.86,40987271.28,27023403.43,12762829.44,55040874.95,36292662.06,23849034.25,12225514.17,57863865.00,30563913.20,20590124.88,10541716.95,46367097.67,29797486.62,20025953.55,9422640.59,46528411.33,31031857.49,21007704.82,9666839.32,46294515.62,34821646.65,20858326.23,10245106.31,43461322.74,0,20007057.38,8773553.30,41293311.53,40403658.52,15184042.23,0.0
7,管理费用,60043722.05,40775903.24,29380415.89,102915293.88,59712124.62,121479246.11,64533561.67,242538268.68,158948685.64,119858821.48,57521293.85,235854314.74,137019605.58,112691932.95,44887342.44,181711559.13,77775964.80,51773804.51,24028594.19,145945954.33,85439756.22,54993757.85,22635625.29,120639787.04,60111569.78,42019149.93,11737715.77,101734242.62,41679374.44,28300367.63,11198059.80,62085106.70,34795115.14,22338623.12,10372193.96,48444927.08,30682503.43,20172177.92,9528939.11,43899150.33,27399796.58,17838727.15,9067048.37,46471891.65,32493204.48,21634000.29,8336780.40,46585330.86,35777456.91,21890059.86,10215046.30,41843008.16,0,20892748.03,10044395.36,40117933.35,39461731.21,28340029.31,0.0
8,财务费用,169488386.53,106815536.24,60108226.26,257841433.07,171164963.38,115510572.52,57715961.75,219401129.39,160686867.76,111061012.72,56554906.24,194576320.01,144693939.16,94086403.89,48181996.97,174149209.26,127454390.82,81992049.24,42598341.59,174749666.58,120085855.84,78689060.25,41588279.79,168266355.84,110797980.56,74729686.09,39292798.39,156589512.23,107162111.69,70903269.39,35811345.13,134957509.80,73713161.88,46522516.83,26354863.07,97540627.95,66946426.47,40996367.90,17241791.00,61293581.62,50481221.58,30564136.24,15817248.19,71289650.05,59694024.21,38818538.59,13053706.89,68251436.43,48948573.33,28646298.45,13510412.04,55586246.99,0,27607773.38,13457122.90,54026748.58,50206429.94,44968144.89,0.0
