,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3364646694.10,2327000577.19,1467098056.56,4757689007.21,3015926173.68,2222438463.97,1215844087.60,3083306575.48,1464946981.30,1181625543.76,624598279.63,2363561340.73,1398846503.91,1178690171.99,792512322.91,2095542399.06,1536648075.47,1033554222.04,630541782.73,1637371483.78,1066263344.09,959407991.30,527870368.35,1899485252.62,1062541430.66,874347612.10,497274838.94,2116823349.37,1597918981.86,1405995256.74,354153790.34,1621775733.94,533880417.87,279829984.03,122549642.53,804916063.36,511504221.52,347991412.42,90374076.69,1048454597.80,776726463.42,636417838.32,81159060.15,881951804.73,762917030.98,615018969.73,179502435.18,839252652.71,692583160.95,544964672.18,138611764.03,565828429.52,350862796.73,251686453.91,66792333.11,430167506.63,279300068.36,162334015.20,66389271.69,376881850.72,254376000.43,158920927.85,61428040.19,264279299.74,213129450.91,149669874.42,97880703.41,261003837.56,214090094.53,132650159.05,37902101.01,193226212.90,103701475.98,154019017.31,116193788.52,227694918.21,124965798.20,242227780.06,133464672.17,439035473.51,471940842.76,707833236.54,285718095.20,491256555.57,228896700.00,395372500.00,218864042.12,415254451.27,212334467.72,175363831.79,133866857.38,0.0
2,营业收入,3364646694.10,2327000577.19,1467098056.56,4757689007.21,3015926173.68,2222438463.97,1215844087.60,3083306575.48,1464946981.30,1181625543.76,624598279.63,2363561340.73,1398846503.91,1178690171.99,792512322.91,2095542399.06,1536648075.47,1033554222.04,630541782.73,1637371483.78,1066263344.09,959407991.30,527870368.35,1899485252.62,1062541430.66,874347612.10,497274838.94,2116823349.37,1597918981.86,1405995256.74,354153790.34,1621775733.94,533880417.87,279829984.03,122549642.53,804916063.36,511504221.52,347991412.42,90374076.69,1048454597.80,776726463.42,636417838.32,81159060.15,881951804.73,762917030.98,615018969.73,179502435.18,839252652.71,692583160.95,544964672.18,138611764.03,558636129.79,343142113.02,246829131.39,64478420.32,421191314.77,272616495.87,158313281.23,64718065.54,373005054.57,248700553.73,155112462.57,59604597.79,256499445.25,208115262.71,146797186.41,96554306.53,257083897.26,211671609.37,131102472.54,37565729.88,190805857.20,101641378.60,148395025.17,110743210.99,219935197.69,123536784.67,236359282.59,131656250.77,437528734.76,468809991.60,667424438.58,282451417.64,487013253.44,226142700.00,385211290.00,217435083.63,411609074.42,210895622.10,174697422.15,133607845.35,0.0
3,二、营业总成本,3068596824.36,2100677520.78,1344747439.71,3435366307.19,2156527660.41,1597026577.73,875136480.09,2271767930.59,944911464.88,776239359.82,431145597.10,2019525904.04,1181105953.48,1002717850.83,654847046.09,1831655972.32,1370358536.61,923971520.26,553451537.92,1330832679.40,845186553.97,721590057.78,397779997.59,1559544109.47,856487422.83,677335419.47,367358415.67,1820894249.34,1419201362.33,1221515050.38,353042504.71,1583360849.99,537850241.38,291333308.60,119829701.97,795582481.39,489599921.25,338131283.99,94754791.14,789928492.94,566601890.93,433458543.78,85214024.83,857145094.87,710446892.42,567568237.00,148441854.42,753687541.37,594528838.84,450402404.34,122508492.10,581473976.89,349594677.48,243985872.81,71000670.52,400732727.24,259381618.68,148228232.09,57346632.77,347054899.15,230984645.93,142382755.82,58101688.83,265193725.76,211081934.45,151780476.55,93674297.70,268585197.64,209162739.40,131916938.39,40666820.70,263202623.77,103757614.92,193593935.21,128729100.08,264996628.07,139896127.64,282716183.55,141928206.43,459540789.11,0,658164217.02,0,441563137.16,0,0,0,368983667.70,190993206.89,153603968.49,102739442.41,0.0
4,营业成本,2108254796.69,1501698544.63,1070721638.41,2047331063.79,1381403128.09,1073909447.82,525942031.23,1721777811.51,682603347.99,593920372.09,353523326.19,1644267500.79,964572367.04,819382201.90,525580172.89,1540421360.06,1163256347.93,783554959.77,476001384.67,984767360.75,603606608.17,513966748.26,283887913.04,1261803614.33,690415404.47,538637414.73,268074050.28,1582891334.03,1252964007.77,1075968260.48,332390773.95,1468579920.73,495220535.01,252751987.81,103754047.02,654885612.29,433843699.15,307954323.16,76763760.42,583652573.86,428924726.21,309600688.24,71147204.30,758084295.36,630532089.82,506427704.52,125336543.57,616723036.94,481689355.76,349197145.25,100372916.37,484213493.24,293226412.18,200891163.75,55995543.01,333365267.57,214881292.14,118591908.40,43869634.33,283991388.47,191288967.54,118264201.64,46330411.82,216590669.67,176923278.93,123725677.91,78630112.55,209924514.82,170400405.72,106470982.14,30773586.33,152424770.45,81900878.52,127751855.20,93321165.92,179597745.63,101424224.77,196510344.79,108362652.14,383613221.70,0,576092820.95,0,380660143.21,0,0,0,289340025.98,153957729.45,120956020.43,102739442.41,0.0
5,营业税金及附加,276526896.64,115666157.68,53912372.74,618432511.03,412886153.99,283314648.41,272750376.41,181848420.68,67814833.50,58455411.47,30470228.94,259929848.30,144940812.32,131779398.89,100726906.39,186763378.39,111426331.19,71954942.96,43131701.16,216138074.99,170495606.06,166137939.11,98025309.07,201300758.83,102817443.22,97557226.95,81937674.79,142209099.49,84898007.56,83782092.88,3051866.21,31993041.97,4413144.62,3455360.13,2800590.19,49835807.49,18156981.13,9013504.65,676506.23,146549616.55,99745426.57,96265981.50,623024.02,27529669.95,26730702.03,24753799.28,6053709.01,46755715.05,45740429.51,45158936.69,4355313.01,15724139.31,7939602.66,7093625.66,195022.43,11005624.44,5966272.90,3095760.15,1334325.44,9579601.42,6290194.89,4006957.15,1318014.91,4193225.18,4336248.81,3245583.98,2536217.67,5034063.17,4442412.56,2510061.12,549814.34,2212285.73,1297509.09,2943837.87,1874505.24,3203105.89,1714424.90,2239151.47,1370320.19,3449327.95,0,2174184.73,0,2025402.50,0,0,0,13530615.74,8217099.57,6892899.38,0,0.0
6,销售费用,96220638.21,79424412.48,27167925.90,114397143.16,88327385.67,64090099.82,5418437.97,81938070.28,33472032.81,17573582.40,3685127.07,43354834.70,27075455.05,18993539.20,10073211.37,36213693.61,27727206.62,20246471.56,10866989.85,35072070.31,25024794.12,16038116.52,10321100.28,32933068.23,22950324.37,15391811.80,6391423.59,47805167.67,41794990.27,35360511.43,6837137.20,39467081.17,23004669.22,17164165.26,4916276.15,30995457.01,24928225.31,17429817.25,7186093.71,25147287.67,20163965.17,14747055.92,10395704.67,19764761.08,23041556.55,17712684.91,6623752.78,15101976.61,11689829.51,7751562.80,4113401.72,14835188.73,12338500.39,9563348.89,3360092.62,12996822.79,9736581.82,7157244.27,2569893.67,10068823.34,6522460.33,3555929.07,1825169.56,5073895.89,3463212.30,2088517.50,1103120.65,3503423.35,2241749.45,1278725.53,504686.89,3906612.22,1720654.87,2965141.97,2827502.82,4440002.86,2456934.88,5440230.49,3390866.24,5876497.24,0,17708232.36,0,12156830.07,0,0,0,5343822.76,2588030.15,1466342.31,0,0.0
7,管理费用,248265567.65,166244061.73,82942060.11,409990200.01,173108959.79,116648311.17,48524406.45,270947100.90,151349198.04,105944178.36,40069871.71,56014637.39,28923724.13,21173010.64,10482262.56,32776291.66,26254287.58,19872793.41,8562572.18,76536915.60,38924822.64,26619631.15,6543161.74,58579414.42,36216660.72,24728259.46,10562680.45,58777627.26,35738411.57,24208682.93,12208714.18,52809293.53,28645697.72,19897412.76,9433272.50,77936153.50,33112659.09,21892569.43,13146199.83,49423748.17,28846773.83,17788629.53,6589115.57,52500856.65,29540722.61,18025329.90,9182071.95,74057271.73,55756309.72,48147800.85,14947597.10,67576941.82,37531615.43,27523983.93,12177866.06,43691336.98,29247020.92,19434153.84,9611716.63,43346085.39,28204181.79,17264982.10,8966669.71,38022646.73,23856407.50,18939381.09,9722952.56,47316357.80,29537321.46,18665144.01,7353046.85,96960622.88,15780830.04,55237723.07,24068303.00,62341046.12,27473447.65,55027041.52,22838367.09,51527041.37,0,41169097.16,0,31713932.86,0,0,0,46082943.41,19785789.23,13816964.05,0,0.0
8,财务费用,339328925.17,237644344.26,109971607.13,249504099.77,102834206.40,61998025.72,23860160.93,26503838.58,22096841.54,12769490.63,3354513.01,16313308.70,15925483.87,11664423.01,8003488.13,35010966.94,41241991.18,28198008.76,14901418.02,17644126.81,6814499.02,-1110879.17,-1008722.99,1662696.52,1194661.47,499034.18,56664.01,476719.47,-11484.12,-1117240.28,-1568926.12,-16233066.60,-14338453.93,-2698566.32,-1484712.61,-22919404.52,-20215170.93,-17892534.11,-2382068.07,-19967109.69,-12234078.43,-5838020.25,-3955757.72,-1839014.69,-246774.46,32811.78,897975.28,-699803.44,556917.41,-152107.73,-818334.73,-875786.21,-1441453.18,-1086249.42,-727853.60,-326324.54,-449549.10,-50834.57,-38937.30,69000.53,-1321158.62,-709314.14,-338577.17,1313288.29,2502786.91,3781316.07,1681894.27,2806838.50,2540850.21,2992025.59,1485686.29,7698332.49,3057742.40,10218530.17,6673972.57,15875864.56,6827095.44,23499415.28,5966000.77,15074700.85,0,21019881.82,0,15006828.52,0,0,0,14686259.81,6444558.49,10471742.32,0,0.0
