,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,367893877538.94,223914757487.12,139320076841.33,48374630775.09,297679331103.19,176022139199.75,105974537269.94,30825615283.99,242897110250.52,117100503696.73,69810477567.49,18589228819.05,240477236923.34,117054800129.06,74795294306.29,14611312019.58,195549130020.90,79596209996.91,50266797992.53,8894338157.14,146388004498.44,63139592563.49,40961902094.71,9497216581.95,135418791080.35,63415318186.37,41390345567.72,13999905876.13,103116245136.42,46128221600.95,30722991215.82,10345911610.85,71782749800.68,29308369223.23,19988838077.14,7970255508.29,50713851442.63,22380429859.16,16766330449.76,7504969754.53,48881013143.49,29543838457.46,21808652427.82,8164318688.66,40991779214.96,22541912977.14,17255013019.21,6400435839.58,35526611301.94,14173465879.06,11096520942.19,4114138824.22,17846777966.03,8473639473.61,6629180237.73,2286931525.95,10614198950.60,5568966131.76,4344575523.91,1890648974.94,7693149826.83,3488463472.68,2472532803.34,1032098673.15,6384672633.46,3270102898.87,2191714171.16,782487747.59,4591085627.67,2356191931.02,1502910310.15,550349863.20,4454000246.08,2440600148.73,3793311525.84,1435858655.96,2924621301.92,1016635697.20,2281149527.48,921224398.68,1966711582.11,829470534.14,1189214310.44,512115706.59,1515464942.37,653851844.30,1249663007.64,370022681.90,1091758858.90,467453712.88,661356211.38,0.0
2,营业收入,367893877538.94,223914757487.12,139320076841.33,48374630775.09,297679331103.19,176022139199.75,105974537269.94,30825615283.99,242897110250.52,117100503696.73,69810477567.49,18589228819.05,240477236923.34,117054800129.06,74795294306.29,14611312019.58,195549130020.90,79596209996.91,50266797992.53,8894338157.14,146388004498.44,63139592563.49,40961902094.71,9497216581.95,135418791080.35,63415318186.37,41390345567.72,13999905876.13,103116245136.42,46128221600.95,30722991215.82,10345911610.85,71782749800.68,29308369223.23,19988838077.14,7970255508.29,50713851442.63,22380429859.16,16766330449.76,7504969754.53,48881013143.49,29543838457.46,21808652427.82,8164318688.66,40991779214.96,22541912977.14,17255013019.21,6400435839.58,35526611301.94,14173465879.06,11096520942.19,4114138824.22,17848210282.17,8460029746.07,6617683195.77,2284328909.36,10614198950.60,5556130655.42,4334228230.75,1885656287.79,7667226237.03,3474852014.32,2468922169.21,1030585988.90,6380060435.28,3264655322.03,2190695080.85,779794223.23,4574359629.05,2354480155.61,1501988961.63,549639027.03,4455064776.93,2432696353.88,3783668674.18,1433755758.97,2912385561.43,1012041735.85,2268690805.06,914478564.74,1947640983.87,822813082.11,1177714050.96,508081329.56,1503755416.14,644648563.99,1227544063.55,366751009.95,1084044524.87,467453712.88,661356211.38,0.0
3,二、营业总成本,294321076571.79,181628494354.33,112258430222.58,42251576798.50,237051878549.68,147082932193.86,87131631791.63,27503227889.84,198323839985.10,99799946344.10,57668666741.88,17289943782.90,206467293987.86,103513671150.55,66233091162.02,13349692012.63,165988260802.07,68723619495.55,42463554178.34,8086334073.44,125578920876.15,55214173734.39,35417670139.08,8209714274.81,112162068455.31,53960019125.37,34674141967.70,11641557150.02,83023173062.97,38638284843.23,25181340052.78,8423986177.68,56716379546.64,23783476901.17,15602924379.16,6307071301.08,39581842880.99,17872514768.76,13136949443.01,6029802523.28,41122442525.36,24837033896.31,17778062447.79,6966013386.12,34855663288.39,18871375326.74,13947015728.89,5363943355.71,28059491714.41,11200738055.08,8546748043.72,3282171995.22,14393294429.82,6539564630.62,4906650288.57,1759554749.45,8691244579.50,4244618485.00,3210599982.38,1514841765.49,6421661722.05,2900830581.77,1993820818.14,866771342.37,5561272858.40,2891233815.50,1904516312.88,720229548.16,4062517300.03,2115959941.05,1325194467.54,508592088.21,4157430942.15,2208489997.79,3455871455.36,1279960946.94,2618777517.52,899973561.32,2020054708.54,814458609.23,1813817302.04,0,1081473770.98,0,1361898034.14,0,1115838439.80,0,1055528669.79,0,633539164.63,0.0
4,营业成本,234550332806.05,143327135634.62,88823086295.55,31422241430.86,186104224241.81,114832332139.32,69479913436.33,20291895150.26,160079915903.43,79943369965.46,47015024669.37,13048871982.50,169742403431.77,86003585977.58,55117487905.70,9967696885.63,138150628676.24,56467158104.29,34960814798.91,5870110226.47,102557063731.11,44157105583.25,28298414139.65,5706277172.09,92797650762.81,43030790288.57,27488879049.60,8801586374.70,65421614348.00,28885540216.07,19274445195.45,6022296925.45,43228163602.13,17044419257.51,10992730405.83,4068773609.46,30073495231.18,13696153473.17,10239748864.29,4749115444.95,34514717705.00,20618995957.09,15007303368.20,5404078573.96,25005274464.91,13416159543.85,10171411545.62,3925912602.33,20607338964.44,7516309610.30,6046315357.92,2280512837.18,11201866353.06,5125393980.30,3963537744.49,1405011401.00,6905898691.18,3281592252.64,2579548478.79,1210684372.50,5297369544.47,2234056324.45,1563681210.44,673700410.65,4639877677.85,2378603150.56,1576194091.14,567773541.23,3472885808.98,1718973731.90,1072018252.21,383431057.53,3434439752.26,1831922579.28,2839927976.60,1055948540.65,2140963749.49,720805877.70,1633050108.68,661291063.15,1403607371.86,0,819760752.62,0,1079269915.15,0,937599649.95,0,932322514.57,0,582970612.79,0.0
5,营业税金及附加,32905223898.57,19740563969.16,11407073837.04,4437555869.55,23176062239.30,12658192085.20,7502038722.41,2552262406.50,19722230687.35,9443711174.69,5160693843.77,1351479634.94,21978754590.73,10080222399.21,6284562411.14,1265343206.27,17980426847.11,6923134688.98,4411735616.20,753890851.96,13166745863.90,5729750412.19,3740227449.78,905257221.26,11544998138.82,5851811842.70,4109273223.40,1327261361.29,10916297537.10,5249540137.22,3300682282.69,1146408696.75,7778786086.49,3492173807.32,2523089527.29,1094144709.05,5624108804.74,2225886334.54,1698341175.00,745505790.15,3602580351.82,2209992143.41,1635821548.09,855571912.30,4533872994.46,2480041608.76,2039138265.25,647680675.15,4115772993.85,1700618268.87,1310168300.51,512349138.71,1573596770.31,500434617.18,390416655.68,136287465.67,779484482.43,306255896.98,238650716.30,99847249.29,435739508.84,194805248.38,138581111.79,54527918.10,349180276.14,163737561.46,106555510.87,40797573.28,215534742.77,120823365.44,76239862.34,28306625.87,179511205.51,87912662.70,128583823.75,42081846.04,105545554.35,30814485.42,82926204.52,30076051.87,73267855.67,0,39394328.20,0,40344097.77,0,36996826.74,0,15491104.86,0,6012853.20,0.0
6,销售费用,9044496840.07,5313612259.04,3186523909.51,1371392084.53,7868075611.02,4485487066.26,2808312262.36,1276146543.21,6261981320.76,3658524431.78,2102697423.47,1008335412.33,5160715903.60,3327746603.79,2045221097.89,726595796.37,4138273594.93,2672575879.81,1548692385.89,687244214.98,4521889478.29,2575251473.43,1542285908.15,710554989.67,3864713570.44,2321670644.72,1431103459.29,623399229.48,3056377656.90,2104935827.84,1238381864.65,582236412.73,2556775062.26,1689365264.12,956748185.17,393521353.24,2079092848.94,1006726765.61,606401577.33,293290365.10,1513716869.35,934484165.61,551447478.82,238578263.06,1860350084.01,1133777027.44,709183337.34,278414498.13,1194543702.00,711143642.86,406959103.69,184099938.25,625716844.96,372604297.72,217775679.78,95300187.72,466289323.58,335727505.68,174635021.32,80541465.56,328757938.63,217498820.00,115227861.89,42928639.38,210754591.18,134270858.28,83518164.52,38140801.58,126595070.85,102790034.86,61520843.17,32939691.15,273634648.34,172504455.37,293581490.94,122128887.88,197620064.11,88508423.49,147685492.76,65510039.78,66323381.12,0,45303747.80,0,55075767.93,0,13663068.74,0,0,0,0,0.0
7,管理费用,11018405286.60,7884735071.10,5184385079.18,2639014423.19,10340805184.61,6614035546.09,4342880662.02,2218197105.13,8865714082.09,5330651669.11,2604622562.22,1477469129.58,6800561936.62,3171476438.49,2176466310.87,1142819695.86,4745249792.81,2264474093.82,1418226266.60,712851878.37,3902617687.02,2092866817.66,1409092634.14,665240868.64,3002837563.15,1881104534.72,1192208746.81,572734921.67,2780308041.10,1596506826.61,843801467.17,506456706.84,2578214642.30,1271355291.69,870243389.76,562678787.41,1846369257.59,866287767.48,563265786.80,309252998.83,1441986772.29,887374561.72,569032075.09,282814192.37,1530799165.46,1003705599.45,816743868.44,371606638.70,1763765823.49,986294628.00,586131153.70,279078879.96,851962869.56,475082484.78,306965902.31,111077601.90,495367738.11,297838288.61,212264403.75,124662960.05,364015210.21,246809028.41,166678758.78,96266561.08,362260438.88,220590149.42,141891430.80,75448431.20,253026171.76,177298236.67,117028159.17,64582350.45,273123916.21,117373870.52,177459859.22,67937611.55,164402333.82,64296237.65,138855604.82,61647493.72,234754639.41,0,158491735.10,0,141389433.17,0,110560629.46,0,84221253.31,0,35227595.10,0.0
8,财务费用,5735941711.58,4825228689.24,3227583374.38,1841740626.81,5998574652.64,4629764384.36,2332376581.38,1040042779.76,2075256781.28,1326132832.36,718281887.40,369810863.19,1592067967.14,657045590.09,427124546.70,241815278.38,477735809.60,341032590.22,99727337.78,44343329.94,640839545.38,603385869.20,396758461.31,183481549.77,891715053.49,825408589.71,374778641.56,299501235.00,764757191.68,670414380.33,423712462.94,129311168.56,509812978.62,194880218.21,191674254.48,149239657.85,504227742.57,297152201.29,261326497.46,105592294.39,573680423.04,424340296.90,237104136.49,184318797.17,657253346.42,272855453.47,200770605.80,133089160.45,359500074.40,279083915.36,178146913.56,25926857.04,140151591.93,66049250.64,27954306.31,11878093.16,19702856.22,23204541.09,5501362.22,-894281.91,-4220480.10,7661160.53,9651875.24,-652186.84,-800125.65,-5967904.22,-3642884.45,-1930799.13,-5524494.33,-3925427.82,-1612649.35,-667636.79,-3278580.17,-1223570.08,1403648.37,-6597794.77,9638084.67,-3555706.59,15157939.89,-5179424.78,35864053.98,0,18523207.26,0,45818820.12,0,17018264.91,0,23493797.05,0,9328103.54,0.0
