,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2243775407.50,1449293087.37,690800656.28,3502762534.57,2507494673.68,1642356274.56,782762730.79,2458332708.71,1738809935.69,1074404253.85,419639605.39,2436786642.41,1575886781.89,921260236.81,405607166.58,2174791559.62,1304412101.28,816115298.91,367247893.68,1781167422.86,1230690886.60,791061117.57,343530271.79,1746901154.97,1146469885.99,753706963.97,340654112.36,1718867607.84,1168842321.27,765157710.94,399934007.35,1544368211.83,1047334359.79,657566426.84,293330307.92,1073091259.81,725599157.54,407682811.09,178892332.62,611523606.85,339388932.06,197659653.51,93278074.58,863391295.93,681397370.59,527589600.07,260867371.03,431486893.00,246127148.46,170586700.40,89127180.15,256769556.03,164049825.87,99260886.14,46169300.58,215032044.08,155896347.79,105620657.98,48748933.95,285801527.54,186778777.32,127908501.61,53581344.64,200937815.17,140376781.86,94626617.89,140420047.43,93806222.15,0.0
2,营业收入,2243775407.50,1449293087.37,690800656.28,3502762534.57,2507494673.68,1642356274.56,782762730.79,2458332708.71,1738809935.69,1074404253.85,419639605.39,2436786642.41,1575886781.89,921260236.81,405607166.58,2174791559.62,1304412101.28,816115298.91,367247893.68,1781167422.86,1230690886.60,791061117.57,343530271.79,1746901154.97,1146469885.99,753706963.97,340654112.36,1718867607.84,1168842321.27,765157710.94,399934007.35,1544368211.83,1047334359.79,657566426.84,293330307.92,1073091259.81,725599157.54,407682811.09,178892332.62,611523606.85,339388932.06,197659653.51,93278074.58,863391295.93,681397370.59,527589600.07,260867371.03,431486893.00,246127148.46,170586700.40,89127180.15,256482770.86,163867471.42,99171262.65,46057337.06,214572973.35,155494571.70,105320687.18,48574431.95,285357570.02,186476509.85,127645124.52,53453833.07,200303534.68,140102613.84,94464800.48,140381155.02,93470383.62,0.0
3,二、营业总成本,2165178898.04,1396361992.04,656725204.99,3375022628.07,2363354015.27,1522930320.22,710149914.63,2377080273.28,1638038383.98,1003482769.77,391102868.37,2363361817.79,1529030370.46,891930978.16,386256084.94,2091968361.73,1256773856.05,783248360.66,359128963.20,1747827955.58,1177906744.20,747856635.41,332729000.39,1710049118.66,1088238123.56,711940385.32,324028970.08,1681938373.40,1123793730.73,733569186.87,393537922.58,1518594687.18,985044585.84,604602073.88,280765779.41,993140406.57,664500490.03,372054358.08,165960477.67,624679433.73,352934009.86,216392991.47,92661765.60,788369964.33,602978327.19,452220188.06,211861358.45,380055868.40,225124391.91,149079866.08,75423542.01,217520523.91,131321864.32,78695354.23,39402194.75,173230934.88,123782151.35,83882232.69,44020338.70,249559951.88,160497105.40,109465383.88,47435225.21,167150839.01,117290615.83,78954639.62,113023957.44,74130268.94,0.0
4,营业成本,1814482283.56,1171956078.95,550802666.95,2792106273.19,1979599228.17,1268808054.57,593649955.73,1846928220.45,1290135571.57,796466136.87,294009952.40,1890922198.95,1220967817.73,705182934.43,291449972.24,1687686955.24,1008053673.58,631306233.60,293761660.51,1398919369.58,951438063.80,605191404.29,261821462.27,1388823978.66,883996389.60,576369057.93,262440659.09,1354139057.67,906353562.89,584903246.99,318450235.16,1189867190.93,808778489.26,485758708.37,217754031.47,826970398.94,564072875.87,307366269.21,134234039.54,488663320.41,276170176.68,164912852.33,70934919.59,664902629.71,515199370.27,393441635.51,184426399.40,308719744.80,173433569.60,114397750.90,63298633.33,170291178.06,99340160.63,59610996.94,30780299.31,139430700.81,101002934.44,66768208.50,37140341.15,207820793.38,137350169.50,95862219.98,39593116.16,142924839.61,101425334.74,67714888.12,92734155.81,59365522.69,0.0
5,营业税金及附加,21086938.39,12397719.26,6856518.72,32832540.11,21214860.01,13940464.13,6797361.97,35262505.75,22904935.50,16608747.49,8006934.71,37334493.44,12774081.60,7626322.01,4430921.69,18869519.78,9087875.33,4735138.30,2225018.52,9132879.01,4447605.37,2080843.76,1285027.45,8531388.55,4502450.31,3432434.76,1861570.70,11691602.24,4389446.44,3011193.85,1693116.16,13914012.85,8121066.03,5811171.58,2101638.52,10583787.49,5370243.70,3809666.93,2188528.47,10764038.43,5434308.74,3298680.66,2108717.55,23255487.22,14317669.52,12812187.17,8119606.46,2946547.86,1762440.86,1541127.52,811872.52,1062998.05,1655518.58,438753.45,332073.70,2665841.11,1068841.96,271459.14,154751.65,3546270.31,923638.06,647150.59,107179.92,-108590.82,120907.29,71612.83,991922.56,484844.07,0.0
6,销售费用,54477072.89,33260363.13,17089469.32,117353359.61,71598616.11,41389198.34,14883613.86,106973227.72,64584368.00,38129339.65,19302803.08,107866080.58,64246975.09,37971642.91,18566050.80,91210542.63,54020094.51,35518779.73,12830518.00,63826445.72,39761685.42,25184622.76,11756139.88,44086982.74,26595079.42,18635035.60,9739842.40,42553937.00,24919732.55,17112273.56,8010506.26,42896816.18,24588135.10,14897803.91,8678489.20,20697796.33,13190590.76,8896722.29,4321329.15,19359384.25,11943382.53,7504207.98,3696916.17,18523956.95,14434429.81,10100061.25,5110240.47,13839438.56,8818860.67,5641807.13,2420447.49,4714441.12,2175864.85,1383161.64,544224.37,3311182.70,2267564.66,1598310.66,612630.16,4310455.61,3175335.07,1681580.92,625778.14,2190099.26,1788176.59,1462553.80,1851231.50,2423538.34,0.0
7,管理费用,166062635.31,107863045.65,52559694.25,236228731.30,157037427.83,146414670.19,68481732.06,284072210.19,184516019.94,112143785.79,48128440.68,264809223.03,183645269.25,116424620.55,55319430.67,224726850.51,117998055.08,73748263.87,35774803.05,196534272.93,129138169.00,86502079.32,45628264.45,186648053.30,118786224.39,78716063.48,40438925.23,175887005.71,116638835.66,79648009.57,40728052.51,155895582.02,106509828.31,72139377.23,37515960.71,103311859.55,65322990.79,42865656.64,23401801.30,72614631.36,46934216.14,32151762.37,14974746.97,67400845.51,49118712.49,32929401.12,14901682.49,43967472.19,33091395.02,22956549.89,6447617.01,37427301.08,25716720.63,15426140.30,7286188.75,27240051.55,19334890.50,15305510.09,6390626.41,31466176.26,17274840.74,9903589.75,6440001.77,19585321.78,12017617.79,8415262.64,15217703.50,10295168.35,0.0
8,财务费用,38982199.55,25822371.72,9223799.38,57885758.03,35836105.74,30517056.25,21576672.63,54725133.12,40396355.64,18785638.93,13736603.42,29758754.15,22810246.68,12837605.76,10694246.70,41682907.27,36820890.91,28285053.33,17877423.13,62955737.02,50078326.20,31680385.34,14118720.46,74649004.93,58333193.29,41585890.15,22785444.56,82047428.16,63806971.08,43740563.71,20949453.75,65658987.12,38149705.26,26300173.21,12956686.42,29581910.73,20150478.05,11708152.49,5559744.83,24025577.62,15037982.55,11164163.26,3602634.83,11099379.80,8709015.90,4155830.24,1631996.41,5010165.37,3848598.51,4033025.15,2444971.66,4024605.60,2433599.63,1836301.90,459408.62,583158.71,107919.79,-61255.70,-278010.67,2416256.32,1773122.03,1370842.64,669149.22,2559169.18,1938579.42,1290322.23,2228944.07,1561195.49,0.0
