,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,12140214214.38,9365593311.48,6824846183.72,3401094902.14,11708311339.47,9648341655.74,6983295592.26,3576833506.91,10446775442.05,7949783072.06,5288481460.81,2451182299.86,7383730555.87,5278326702.96,3765200506.54,1681545524.18,5896255779.96,4441817188.71,3313421387.23,1469758554.39,6808447171.30,5152692593.36,3883894354.22,1842757035.84,6621619554.30,4904384929.35,3672609924.23,1702718811.85,6772965870.14,5095340987.90,3969634919.54,1858902619.49,8177773903.32,6627632179.55,5104184813.59,2462243413.63,6401973855.18,4931562701.34,3592683649.07,1670650769.69,4512840446.91,3162630325.73,2174650404.16,911634314.70,4790244365.68,4104893148.65,3342913424.05,1592231293.45,4812395633.15,3627000228.22,2753611928.42,1185158358.57,3525504714.27,2733170636.41,2069743353.25,978587583.19,3709693530.43,3045190624.43,2534434938.58,1319367944.26,3469690740.74,2754271610.49,2174631901.53,1087805944.76,2715414883.48,2052437159.12,1661149046.21,678258876.78,2141085534.28,1755325224.20,1612347394.49,750881248.19,2561725393.61,1919144456.61,1758152875.55,1099628721.92,1317758538.43,895530790.22,1218766462.15,665686278.77,874791096.77,630569806.00,1187039996.81,755890000.00,737353535.25,482630000.00,522196000.00,127832858.40,202133184.62,102282126.81,110336736.79,102177505.04,0.0
2,营业收入,12140214214.38,9365593311.48,6824846183.72,3401094902.14,11708311339.47,9648341655.74,6983295592.26,3576833506.91,10446775442.05,7949783072.06,5288481460.81,2451182299.86,7383730555.87,5278326702.96,3765200506.54,1681545524.18,5896255779.96,4441817188.71,3313421387.23,1469758554.39,6808447171.30,5152692593.36,3883894354.22,1842757035.84,6621619554.30,4904384929.35,3672609924.23,1702718811.85,6772965870.14,5095340987.90,3969634919.54,1858902619.49,8177773903.32,6627632179.55,5104184813.59,2462243413.63,6401973855.18,4931562701.34,3592683649.07,1670650769.69,4512840446.91,3162630325.73,2174650404.16,911634314.70,4790244365.68,4104893148.65,3342913424.05,1592231293.45,4812395633.15,3627000228.22,2753611928.42,1185158358.57,3482235737.88,2701586864.26,2042618259.95,966344840.39,3670450474.37,3023140924.27,2518898664.93,1312003017.64,3453803524.70,2738620854.46,2172040735.84,1080053965.97,2692628110.96,2035150497.97,1649430076.49,673274640.74,2141827994.16,1754423295.13,1616344707.65,748225739.70,2558683838.68,1912019067.11,1756773972.67,1093508034.94,1312547041.63,892737209.40,1213544063.21,662522217.15,863338119.67,627024070.00,1163580917.07,755060000.00,733718827.48,482000000.00,509998000.00,127058468.92,200138374.41,102056983.63,109320301.10,102177505.04,0.0
3,二、营业总成本,11790144095.91,9115582210.59,6620537132.31,3255508267.34,11324112812.67,9366039306.05,6755633189.95,3445094946.25,10117303778.81,7691301002.66,5146179963.21,2391645150.67,7235426975.90,5214115942.36,3711579844.95,1656575989.00,5831267022.07,4395799265.13,3234666826.73,1425209830.34,6703814356.02,5073977606.95,3803665263.95,1796441166.73,6519130197.66,4854399177.06,3615610686.01,1661068711.82,6559996053.12,4932945483.78,3813249405.51,1782901276.20,7898463910.87,6350893490.95,4868044429.37,2343934726.79,6141272533.95,4727740656.42,3416909925.47,1587955787.13,4448617167.97,3139542640.66,2210877334.85,1006786219.67,4703327811.52,3940422061.12,3187457196.64,1546302969.64,4751563612.67,3561766963.91,2680157804.01,1165072975.46,3445283670.85,2666455445.80,2000135591.10,927251277.95,3429409744.12,2740457804.40,2246737832.10,1163922820.06,3089345772.52,2477368145.43,1932131865.60,981070700.07,2624397741.57,2020980647.77,1609883177.43,657373920.81,2062344123.02,1608693644.62,1439666640.04,637998411.55,2308771372.18,1699270516.41,1591344422.30,998179529.60,1226938531.70,823263689.76,1157605256.09,615259135.96,860721150.42,0,984635746.66,0,634552090.87,0,0,86309657.06,141090750.33,63852032.59,96109496.52,66337503.42,0.0
4,营业成本,10393190227.75,8139394282.49,5923435753.29,2970508187.64,9856230967.16,8346216643.20,6061633294.52,3106957533.44,8824690304.66,6846882110.28,4599737571.26,2134492465.43,6192671906.39,4522796949.13,3219446685.10,1431344280.15,4983710472.30,3804955395.38,2857431567.23,1259170971.17,5953270583.90,4516617433.79,3433046304.22,1622634507.55,5787266431.27,4327986784.14,3249303090.58,1494786634.10,5794929313.96,4370650976.49,3420158328.36,1611075135.28,7132259721.94,5801359108.97,4482856820.35,2159334524.95,5505215744.45,4259869035.25,3086509878.77,1433813228.61,3901718703.13,2789018147.56,1974722740.49,889745506.78,4163204933.30,3522728545.47,2886487490.84,1404438844.43,4262046061.73,3211457601.99,2428419383.52,1060152957.55,3054955088.74,2372222908.37,1791109944.00,834294937.32,3052815142.48,2488177323.52,2056163548.63,1067528414.00,2714698833.41,2193176681.14,1719566874.38,861517997.45,2249837791.85,1792929678.29,1465879539.45,598548195.99,1651240623.67,1340597452.52,1234747125.97,544010603.64,1858961632.98,1407502776.29,1280784637.55,822339521.14,939205678.90,657654773.50,913715803.81,511223917.38,608513345.90,0,773019125.24,0,482129164.40,0,0,74497663.32,122034312.90,63124429.83,69419165.14,66337503.42,0.0
5,营业税金及附加,53732917.30,32370319.46,25603161.42,11192605.74,43890518.79,35243435.33,26478043.48,10424689.07,46142160.73,34748812.04,25849059.56,9243628.06,30128470.46,12343401.30,9826784.14,4464649.21,16915149.57,10670525.43,7230847.70,3133703.54,13094157.20,8400500.76,5152224.22,1957726.19,10083561.15,5194885.41,2371735.26,673555.54,12387640.71,8367953.48,7896071.85,820960.04,8118550.37,9479111.57,9904611.66,640749.13,1965295.72,1478864.97,1014315.61,465728.22,1610208.45,1138825.66,757907.16,287821.41,1486194.59,1141184.73,903120.32,366139.95,1269217.29,971597.43,577095.79,206813.30,342266.90,271511.08,193908.05,101428.00,340342.94,228355.20,202425.12,129737.02,161734.73,121413.18,92582.45,43703.85,5188492.56,4837250.00,4837250.00,176170.75,296029.33,40931.46,24295.91,5844.94,31468.76,85484.54,326187.96,621616.35,1541060.55,489506.24,2242258.04,483555.82,2758067.12,0,341587.61,0,440203.63,0,0,0,9529354.58,6152448.24,8448210.77,0,0.0
6,销售费用,340925734.17,252862460.77,170656102.34,82292848.25,346251952.04,260339995.56,184196275.43,97003593.46,304704100.49,223171858.68,144110662.08,68815776.39,231565263.52,165062327.71,112651131.17,50777606.95,159470071.28,119041600.94,87416606.90,36087706.79,166259593.62,125972597.87,89807774.72,45983283.98,155969363.94,124193045.37,90688189.92,40979596.54,163912767.21,118800996.59,83122208.77,36395243.10,187923287.23,144867280.86,105661318.75,46105992.07,174859890.68,128316317.30,93264267.73,38966560.12,137254177.83,91738946.24,62666673.20,27516758.17,146119639.88,130444161.22,99807742.87,51911806.59,147933452.10,116029631.91,84454070.09,41742336.20,114912795.10,88448212.98,68438537.26,33993631.24,114224966.55,89101952.59,68573928.28,31871313.99,137591708.73,111359364.27,87958374.88,48432573.27,154846402.94,105926525.33,70984456.04,30241975.55,114454100.71,98334553.53,84697039.69,32500134.20,142008000.84,91043920.52,91778502.57,55787423.85,65871727.18,42216915.20,60777010.04,30516180.85,40088137.32,0,44651675.39,0,22907853.95,0,0,915268.69,1315224.91,770962.08,814929.85,0,0.0
7,管理费用,388479706.17,286130944.74,222196380.52,71295903.60,481586802.16,364710376.11,396216337.74,160954867.33,769321853.36,452907201.13,286732075.65,153899194.10,680119152.78,431094119.16,309116007.62,129897970.53,539926611.97,371505168.76,239871653.30,108406048.23,456975794.85,335983736.49,213204941.75,92372532.10,437865589.73,292488286.61,202812630.72,92717986.81,413626158.35,305182222.83,202335303.77,84414463.01,435856103.62,306577257.60,213968150.29,117609904.38,398348770.58,288436359.75,203666307.71,100058330.79,340263655.99,206994561.48,137922725.24,70591902.50,308586424.86,238374244.97,172367174.27,76041320.43,274260842.34,201525332.34,144921055.91,51840303.98,222917990.16,162779699.40,106143887.41,43279725.58,213073698.12,126194698.14,95079095.69,52109021.82,180905331.72,128910935.92,93075821.15,54850703.82,142139445.19,62070567.50,30880937.88,8826475.67,213103549.71,104978349.53,75128641.16,42281673.13,234531450.77,158226701.05,166971163.00,84433740.79,136961971.40,83654854.03,114109431.73,45521948.37,107468178.52,0,121531008.99,0,99247585.55,0,0,13713689.32,24204049.96,8774546.27,8353251.68,0,0.0
8,财务费用,67921558.22,75717093.34,57608999.88,34139888.09,121963566.49,97575699.19,80046742.42,69754262.95,144681462.36,121716476.31,77877249.52,25344708.77,82664801.78,77693965.95,55282561.29,40172630.12,114894262.53,91568242.42,44657548.52,18414880.55,104966727.65,83854648.80,61323152.94,33518480.82,123956380.70,97757597.51,63678940.31,31963607.93,167777813.93,128124678.48,97918836.85,48289322.24,136634364.20,89642280.31,58185754.30,22917007.64,68980640.23,54502669.09,37263720.79,18100583.02,80323848.20,63401991.11,47557120.15,19852997.18,61860072.93,48074196.75,28231940.36,13544858.24,49334643.19,33523930.38,23527328.84,11130564.43,52155529.95,42733113.97,34249314.38,15581555.81,48955594.03,36755474.95,26718834.38,12284333.23,55988163.93,43799750.92,31438212.74,16225721.68,72385609.03,55216626.65,37300994.06,19581102.85,83249819.60,64742357.58,45069537.31,19200155.64,73238818.83,42411634.01,64916422.12,36029999.14,76535143.40,39247640.79,66651987.01,27513533.54,68163676.75,0,45092349.43,0,29827283.34,0,0,-2816964.27,-15992192.02,-14970353.83,9073939.08,0,0.0
