,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6563638225.95,4774448474.93,3074678464.60,1391686258.74,6488527425.83,4555363174.43,3056008895.34,1398303234.30,6010098429.44,4356713340.82,2738442269.17,1232411602.61,4710421226.97,3547014256.60,2355084537.50,1110104682.45,3958288174.47,2882584677.61,1800482184.38,851125768.71,3668800086.31,2678164795.96,1743899797.41,777671630.60,3268503002.12,2288495715.66,1449235018.46,635673581.82,2910289702.30,2394614734.58,1607465004.91,734775555.18,3521849558.65,2820090101.23,1958980725.09,964194248.42,3000658671.23,1889101075.20,1017888989.68,424882232.95,1350322486.26,955501968.23,559335199.10,231409608.80,1590129778.31,1305021338.36,848401965.63,388849958.76,1551535902.26,1156166194.53,745627475.29,344372619.13,1253251521.29,920283607.29,589532442.91,273908326.18,942345600.00,676219260.51,425690033.88,864567700.00,677905300.00,0.0
2,营业收入,6563638225.95,4774448474.93,3074678464.60,1391686258.74,6488527425.83,4555363174.43,3056008895.34,1398303234.30,6010098429.44,4356713340.82,2738442269.17,1232411602.61,4710421226.97,3547014256.60,2355084537.50,1110104682.45,3958288174.47,2882584677.61,1800482184.38,851125768.71,3668800086.31,2678164795.96,1743899797.41,777671630.60,3268503002.12,2288495715.66,1449235018.46,635673581.82,2910289702.30,2394614734.58,1607465004.91,734775555.18,3521849558.65,2820090101.23,1958980725.09,964194248.42,3000658671.23,1889101075.20,1017888989.68,424882232.95,1350322486.26,955501968.23,559335199.10,231409608.80,1590129778.31,1305021338.36,848401965.63,388849958.76,1551535902.26,1156166194.53,745627475.29,344372619.13,1249067482.22,917544643.89,587805333.61,273908326.18,938749300.00,672657312.90,423718628.31,861810500.00,676924800.00,0.0
3,二、营业总成本,5870327330.47,4283602838.43,2768143165.70,1317228598.96,5800324672.31,4066216722.86,2724219844.88,1298491648.65,5428404356.33,3942486112.29,2515831956.69,1169069825.99,4291931393.73,3248355474.55,2142932461.95,1013057478.48,3658074224.86,2598530725.52,1645913823.50,783246398.95,3297349566.81,2415768298.95,1569174551.33,720667265.86,2971120265.00,2086383959.35,1328417476.37,589745851.17,3133180298.78,2252148658.62,1527719374.44,706904741.40,3392666690.91,2595652534.37,1840884486.48,908039272.11,2576399441.66,1598579398.75,868764780.74,369419345.00,1165202745.20,822019072.05,497976007.75,225966557.56,1419715234.19,1133987304.94,733256267.47,342369706.81,1332692871.69,985489752.49,640669016.79,297353601.93,1079846751.16,793775291.21,514224225.36,248382628.50,823258400.00,588272979.48,372183744.85,772482200.00,590513000.00,0.0
4,营业成本,5066647246.98,3670068563.78,2358465545.88,1091555574.91,4907088063.61,3409659774.33,2289761297.45,1079056903.42,4618703527.27,3364382342.60,2162566804.65,999483285.18,3537573961.67,2665072812.92,1767526733.23,836449232.50,3017553962.76,2198639584.94,1372530854.93,650225196.77,2757614860.25,2009674780.63,1292464108.99,601568794.91,2350853340.84,1631300008.18,1008746994.31,446119538.01,2207106114.06,1857314460.17,1271931303.49,608938710.89,2729557021.26,2118709335.36,1510376957.95,770568353.76,2265594723.67,1381842417.08,727956350.75,306280841.16,972949932.66,691901744.09,416985816.17,188821642.94,1178815012.96,968084531.38,630061916.52,289055716.44,1103170784.27,817413207.41,530788141.70,238530612.30,875434366.14,636176713.83,408000340.91,196335513.65,643571000.00,445325643.49,284880814.18,595021300.00,449604900.00,0.0
5,营业税金及附加,32854697.70,35474090.92,22196792.22,11925991.56,43243850.31,32415598.66,18206120.38,11664207.65,36213275.70,23392219.66,15914913.13,8637198.84,35974499.63,20542043.63,12621580.86,5121254.36,26690139.47,19370673.84,11912175.24,5185473.65,24712011.72,16211628.39,10244604.33,4302027.96,21600586.98,14924056.96,8923516.48,4066906.49,16826077.89,10840962.55,7335975.17,3055823.90,9038358.71,5632464.03,3238093.21,974988.70,10783233.29,8397414.48,5394179.97,2642267.49,8856882.61,6896159.23,4240352.55,1868590.20,8739890.83,7552939.23,4586659.22,2331510.37,9609631.40,7465284.88,4741717.10,2090268.79,7856292.09,7170673.33,4679137.35,2417312.00,7752600.00,5467810.72,3562902.74,5116300.00,4264600.00,0.0
6,销售费用,236719285.46,174878450.89,116634831.89,55994468.10,219086781.67,160733133.08,106466322.21,52986313.57,179321058.21,134201016.82,85347092.23,41404350.52,147766007.37,109919678.76,73789335.74,39663541.14,136276128.50,97955263.81,61968259.29,31025043.46,132857105.87,105529419.34,70737682.34,31719139.39,130334941.24,95162588.77,63782588.63,32278592.01,132388988.35,98567421.90,64865633.36,30196963.86,116052027.20,89541360.55,58630615.10,28912502.16,100044657.16,75693094.69,47965406.63,22284620.92,67368460.21,53539043.78,30244656.26,13340550.04,79885740.22,60403173.36,39391434.53,18921987.50,68869246.16,56672484.49,38898864.87,19627573.92,62286305.18,53119841.95,35998597.74,16854995.97,51238600.00,50473821.31,26657719.53,52949200.00,35429300.00,0.0
7,管理费用,313645384.66,198238227.29,130961855.40,66682195.76,329287961.62,244488477.13,323367226.00,152640832.75,576701923.32,430870618.23,272840511.84,125096228.89,578706004.16,437869209.60,278127687.64,127047282.41,440339966.28,301853479.24,194877876.01,91770929.40,360619457.46,260809333.82,173566291.43,75450089.81,413302202.78,283962902.69,203301484.89,89793034.80,379399072.33,252809683.16,154440895.50,62642007.71,448609891.84,329538591.76,225756236.40,108420872.41,192799806.89,133068489.96,86021936.63,40339498.33,116078347.30,82068114.54,56595627.72,27777781.52,143121542.73,105461400.55,62427283.08,34492425.84,125618240.97,92004208.71,60897999.31,33012451.57,109526722.36,79583408.24,48291073.48,24910924.53,90255400.00,63304159.50,43215861.43,95553400.00,80711400.00,0.0
8,财务费用,-75138089.72,-40932338.47,-18011291.11,21725311.35,-41415944.53,-20084446.85,-16962479.30,2220561.52,11813536.39,-9064889.66,-14290422.94,-3442404.76,-9335935.35,10223721.00,8578247.69,3858893.27,-4760611.98,-19625293.18,-2175121.62,5039755.67,32193318.99,14434930.72,13143815.76,4624616.14,31557991.88,21566680.46,21885951.96,17095935.99,44888881.96,29291847.94,25821284.02,2071235.04,31626177.39,7941660.49,3506042.27,-836924.24,-6152099.69,-4889948.50,-370000.92,-2658783.67,-12722375.78,-12318300.92,-9472447.65,-5681586.27,-9330408.08,-9089054.69,-4743357.07,-2431933.34,23939608.83,12504584.65,5884498.19,4092695.35,24743065.39,17724653.86,17255075.88,7863882.35,30440800.00,23701544.46,13866446.97,23842000.00,20502800.00,0.0
