,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,19687602992.67,11746571613.07,5595050504.42,23103968544.14,17002184291.88,10778932179.86,5024165893.82,15230837652.33,10471188585.38,6617330299.27,2944694682.77,12319105877.69,8252209379.53,5140994078.03,2289804335.89,8347269023.23,5799659810.93,3452712535.49,1359235501.82,5979088239.17,4098934110.66,2628267688.93,1108808805.86,3583998130.40,2128813036.69,1183258646.44,489929869.46,2175378052.40,1522335169.93,897434468.66,335688486.44,1266058301.27,727142194.97,339103797.59,100156301.50,495723983.52,323952891.53,189195626.50,71263138.29,367612571.47,243457238.84,143715187.40,67552163.74,327303990.43,221084180.86,216650271.57,133038251.31,0.0
2,营业收入,19687602992.67,11746571613.07,5595050504.42,23103968544.14,17002184291.88,10778932179.86,5024165893.82,15230837652.33,10471188585.38,6617330299.27,2944694682.77,12319105877.69,8252209379.53,5140994078.03,2289804335.89,8347269023.23,5799659810.93,3452712535.49,1359235501.82,5979088239.17,4098934110.66,2628267688.93,1108808805.86,3583998130.40,2128813036.69,1183258646.44,489929869.46,2175378052.40,1522335169.93,897434468.66,335688486.44,1266058301.27,727142194.97,339103797.59,100156301.50,495723983.52,323952891.53,189195626.50,71263138.29,367612571.47,243457238.84,143715187.40,67552163.74,327303990.43,221084180.86,216650271.57,133038251.31,0.0
3,二、营业总成本,19159517704.83,11428633321.66,5476570326.93,22707329011.34,16626135543.53,10501955159.46,4892770002.51,15084678043.56,10257544960.01,6401528949.82,2877671674.44,11967947346.81,7952521250.36,4987460520.22,2209926451.55,8940523220.11,5571667373.16,3271578317.59,1319769063.69,5207271135.24,3581648748.45,2277996111.21,973840711.41,3059677909.19,1860876442.98,1024246503.74,433267976.83,1867796920.62,1252198529.07,750401846.38,282296563.36,1092960737.86,594527727.83,265821114.52,76989865.98,409075752.11,248062025.69,145105263.29,56739243.04,300121858.27,189069633.41,113925792.31,53958639.06,269363048.77,174399200.13,174718366.09,119255980.86,0.0
4,营业成本,17818886749.82,10524775132.11,5010912491.55,20396029347.45,15058166670.90,9457759791.37,4370738000.90,12458981086.35,8419579058.82,5207369942.71,2311998436.17,9651256951.54,6330594795.97,3914011158.04,1700617240.08,6047532460.59,4192814584.14,2445069306.49,955206763.96,4080568671.32,2848275734.18,1820001643.74,769282395.03,2346932278.61,1394829735.82,737549427.66,306887976.37,1406447433.18,936755131.49,556516563.46,207235640.28,815803900.42,433373430.31,163217124.76,43614201.22,234153987.60,144722007.23,78958797.23,27047704.52,162716793.95,102090711.02,58684568.82,26579527.50,149449419.33,94202975.90,100176825.25,63268641.96,0.0
5,营业税金及附加,15434326.40,10425948.11,6471054.19,46844761.43,28659739.78,16073524.54,9730271.89,42152116.21,28389845.18,16906738.27,6845027.62,36268236.91,15394795.88,13120457.00,6662799.49,32639807.08,22202321.51,13424894.84,4873315.71,29659971.53,19450133.99,12699013.49,5681316.16,19521902.47,11591205.86,7543134.36,2807351.97,35336299.71,38722204.07,24948040.19,9490234.67,53200725.50,29558487.84,17352783.01,5223994.83,26745699.04,17596601.00,10293814.38,3843605.57,19602963.83,13402772.54,7918754.03,3719386.70,16690961.96,10764020.70,5209800.58,2727167.46,0.0
6,销售费用,533341829.56,363336173.77,186035070.53,968566113.17,693040086.77,469869190.32,234880180.78,1141674877.40,820330744.55,542801029.54,246445427.53,1117069716.80,795039515.64,516263007.54,244150977.38,932779766.70,616963158.13,383370316.19,174500653.06,655634292.57,434274752.95,265991489.96,110182173.33,427718508.80,282986160.33,177626162.13,81968211.43,293071675.41,195419988.55,119774473.49,47988164.93,167090825.99,102102681.54,62859626.72,25397471.43,105577544.39,60838048.42,38697256.01,18380093.48,84703148.54,50941283.11,33242090.39,16847961.95,76286385.02,52537518.79,44295492.93,34199145.53,0.0
7,管理费用,649387404.95,427898914.64,194616855.66,894278552.57,639096042.40,426874107.52,182480517.15,1015499812.27,680314839.01,433923867.20,208885137.27,912093469.98,626191931.73,408234393.67,179065042.90,760462973.34,490910881.21,296996699.04,120629486.94,415100124.96,236004841.98,150372442.51,69297300.05,228119797.21,141262247.14,85897862.06,34674930.87,126960588.66,81128956.41,51481918.86,22151258.73,81047774.12,51393941.90,29696876.28,10900064.68,45116693.39,26549055.50,16242234.16,6637177.99,31168096.95,20314304.30,12965878.55,6536270.97,25479526.49,16539772.61,24881565.30,17611841.16,0.0
8,财务费用,119545151.77,84371814.98,45060522.04,245063668.08,167163866.29,114737210.74,77400979.57,289637756.33,253022768.18,158277292.17,77296767.09,150921383.18,155990367.69,117211153.82,70382088.68,184001499.78,202073133.66,105823431.49,53246007.30,20168524.09,23130517.90,17268276.01,15681579.67,26103982.03,22263320.28,11425081.65,6121634.61,1864985.57,-2821686.85,-4749619.90,-4792902.74,-13342091.19,-11059805.13,-8405087.00,-5910913.09,-4942801.82,-4299773.09,-241285.20,118874.26,265872.89,347741.39,429800.82,197403.64,-405025.27,-495087.23,-200499.52,-72038.79,0.0
9,研发费用,22922242.33,17825338.05,6258862.26,65788414.93,10507211.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
