,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140630,20131231,20130930,20130630,20130331,20121231,20120930,20111231,20110630,20101231,20100630,20091231,20090630,20081231,20080630,20071231,20070630,20061231,20060630,20051231,20050630,20041231,20040630,20031231,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,2583271531.26,1777270774.64,1183696286.05,810141040.51,1769901855.14,1256217154.87,761860165.98,442992747.50,1951668680.44,1365801585.04,872445256.45,368457928.72,2027620143.44,1454442289.84,829993330.48,382210787.67,3010161636.37,2094704598.27,1556812389.56,556040552.60,1858951780.42,694123546.64,1031723403.47,807000000.00,535112720.49,224000000.00,1038446151.68,701202952.76,893795983.24,499335896.80,996600929.16,451480220.32,997264046.48,501447558.57,577883715.76,185376140.11,1261763961.79,554543208.80,420461109.54,107520968.05,33176633.17,50795351.11,137229896.19,32237601.51,117327259.91,65741666.19,52449239.66,55705863.97,0.0
2,手续费及佣金净收入,1578021438.84,1077237691.11,716600293.32,358275581.16,1149030745.91,815858605.19,496242634.08,271401043.68,1348424559.18,953624489.73,623170453.19,272395618.06,1420635157.66,1034946504.02,636903013.65,306845179.32,1750698564.90,1251358764.34,842584994.49,335709954.50,1025178871.60,337006253.70,743546044.91,0,364951215.16,0,467257052.20,228021977.95,685578953.97,416219555.67,614647229.82,327808506.00,491817078.75,175405209.50,354480906.87,163848478.40,454093570.28,247237150.72,198675930.11,35679372.47,-61003839.76,3602518.74,56925799.72,17878609.37,22319452.50,12086969.42,16882523.58,31104220.48,0.0
3,代理买卖证券业务净收入,287116367.67,221777441.36,155180263.20,79879846.49,233439176.79,187454420.09,136696264.06,77677133.12,284128992.55,217506069.74,133906064.83,70841522.15,330608909.12,249102257.03,175351572.53,9188509.90,757537352.44,608570699.63,437379904.78,137960989.68,287227447.61,91127156.86,212049361.69,0,97807250.63,0,151502073.97,113551797.63,176950702.25,96279444.45,261244133.57,114387724.35,358847358.20,139538711.26,188596882.84,114192891.18,362231070.74,0,0,0,0,0,0,0,0,0,0,0,0.0
4,证券承销业务净收入,415018164.60,252637876.49,161789977.99,86434785.23,255431310.92,154289720.90,55314414.25,32152115.21,385036620.56,246517197.81,166278023.49,46061347.79,504855571.59,409527562.70,213788644.47,107098490.10,660239965.64,405521576.28,208452937.77,124197201.75,483945189.51,168903348.16,292917427.99,0,81192376.19,0,274962298.78,91628012.50,489096877.43,303535459.46,312871636.25,201379544.97,100587200.00,21022200.00,120741653.36,18210903.36,79590073.28,51105542.92,120808000.00,1793000.00,5204200.00,2492200.00,23296000.00,804000.00,0,0,0,0,0.0
5,受托客户资产管理业务净收入,750577784.27,527648567.52,342331151.03,161646661.99,582587671.54,413835723.88,272819727.89,143162473.09,620365793.43,461811818.85,311878670.51,152162763.08,517447815.91,330213929.00,206909126.20,90100754.69,285537078.09,217242083.98,154547230.27,59465351.85,235548960.55,72809700.93,230173128.51,0,166471418.21,0,39832323.18,21451097.64,17317264.37,6375677.35,7749377.16,4183018.79,5249066.29,738843.98,0,0,0,0,61860.73,61860.73,-82066864.42,-8543498.42,3897901.51,923032.19,0,0,0,0,0.0
6,利息净收入,-92477781.07,-63927552.21,-57527690.96,-40606433.79,-43804070.12,-17190738.66,-1023888.84,9103309.48,125304788.23,120819958.92,79081379.14,48003394.96,294067351.97,249856631.53,184337734.13,78862085.33,217509615.25,156337733.02,-4226495.04,21119479.74,-105028899.78,-55220774.18,-21370194.53,0,-10528807.36,0,-34389935.11,-33489378.92,1945733.68,12469246.05,45205657.82,17378247.72,37430407.19,19665231.19,26453999.33,13962423.51,20947514.05,-5753167.86,-8307127.29,-115643.81,-3540362.03,-1229361.55,1906863.67,113124.44,-9642811.04,-8765310.73,18242396.04,-660758.81,0.0
7,其中:利息收入,565897201.56,431412228.19,266458617.32,126452055.32,629207470.61,0,349457716.01,0,758666373.29,0,379483567.08,0,836183131.89,0,447964101.32,0,1038374141.84,788116314.94,375387935.00,0,259963051.70,92679504.15,147252036.31,0,0,0,105790900.00,0,123914799.85,0,65909919.69,0,60342524.34,0,54960523.32,0,47892486.40,19342593.11,18934323.61,6299672.66,7872303.11,4160236.73,16305924.90,6584101.94,16026394.92,5041690.69,40678531.23,24521964.52,0.0
8,利息支出,658374982.63,495339780.40,323986308.28,167058489.11,673011540.73,0,350481604.85,0,633361585.06,0,300402187.94,0,542115779.92,0,263626367.19,0,820864526.59,631778581.92,379614430.04,0,364991951.48,147900278.33,168622230.84,0,0,0,140180800.00,0,121969066.17,0,20704261.87,0,22912117.15,0,28506523.99,0,26944972.35,7773345.37,16487299.77,2303371.16,5207446.16,2453740.32,9506409.66,5890546.24,17682011.55,8826130.97,9748729.67,12100235.13,0.0
9,投资收益,683411769.23,503483059.18,369778990.73,227284399.67,627994813.31,460449817.60,312767020.43,138337873.27,588768351.40,335555695.77,199259334.13,77589491.30,731878834.15,401753933.75,186686959.38,90095571.26,1183149154.68,862235180.25,596122407.63,185253254.94,845320572.43,309503968.85,389899110.87,0,224707866.09,0,541950779.60,459154313.68,216965262.31,108362031.42,360233086.45,137576301.06,470065483.08,299039444.76,272524774.19,124946373.61,716298678.72,288817276.18,197142994.87,58876431.34,83184323.93,44639674.95,19644987.88,7329103.28,85305527.36,56102629.24,-8906435.85,0,0.0
10,其中:对联营企业和合营企业的投资收益,137911913.21,127329273.11,88088077.42,36086950.43,120753299.70,106288712.27,80349808.80,32683834.93,124722825.03,88977399.39,61387969.45,24285240.72,87892971.40,74237952.00,36734049.27,13424574.66,156609130.22,123091972.90,123004890.92,12431097.15,91768003.16,28529021.72,83251188.23,0,40217336.66,0,67988846.64,42767824.36,64035401.67,33252029.69,96497202.53,44380146.01,81475587.80,34100005.46,62018305.42,59043699.04,165359070.95,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动损益,354483081.44,217979362.35,125232612.40,249935674.91,-35454975.86,-52886677.67,-77250925.92,8430590.96,-171864943.74,-81941151.11,-52715288.52,-42077879.99,-477549292.19,-274469172.11,-206383474.38,-100755104.36,-201825304.11,-218380893.96,90966085.88,-412473.92,61694702.54,102669871.58,-79729242.03,0,-43724215.41,0,63643769.44,26063895.01,-6412040.51,-34922876.34,-23010887.92,-32090883.96,-2201883.29,7241491.12,-75134434.38,-117381135.41,71453127.59,0,0,0,0,0,0,0,0,0,0,0,0.0
12,汇兑损益,468132.72,75875.03,70678.20,-3399.73,1057544.67,227934.40,221052.35,-6449.01,-1560827.11,-746943.09,-743402.26,-919.42,1426044.18,430185.07,428958.84,-848.29,1192839.91,-4443.73,-10783.92,606.92,58820.27,164226.69,-636715.75,0,-307737.99,0,-15514.45,1047.40,-4293273.71,-2792060.00,-556571.51,0,-20864.75,0,-986964.65,0,-1028928.85,-393534.22,-353758.80,-0.48,-240353.03,-0.22,-870.86,-6316.99,-12562.90,-12399.96,0.29,0,0.0
13,其他业务收入,55281796.63,42082032.73,29211098.20,15099224.33,64594945.58,49660513.67,30837360.18,15716161.47,52585401.51,38489534.82,24392780.77,12548223.81,57162047.67,41924207.58,28020138.86,7163904.41,59436765.74,43158258.35,31376180.52,14369730.42,31727713.36,0,14400.00,0,14400.00,0,0,0,11347.50,0,82414.50,808049.50,173825.50,96182.00,545434.40,0,0,7313068.38,22548919.52,8968863.22,8571645.08,846661.23,53860464.21,6342650.15,11370459.58,1348907.77,13543350.08,12179914.10,0.0
14,二、营业支出,1895846336.04,1320261409.12,902523681.11,411767065.60,1681802814.34,1127386188.58,697842746.45,361996846.72,1425738023.78,987779391.11,629856685.64,287687323.80,1269960754.74,845463854.17,499313076.26,234817868.40,1701832005.40,1139986783.46,720508439.13,278169919.68,1199458091.57,470126647.76,841167667.21,0,430680588.32,0,784217323.68,527671872.34,715806695.18,294458314.03,581465637.59,278848986.68,479092597.23,193452098.07,375372835.29,113123799.21,449264959.15,165606078.03,288405946.22,91932644.56,68486195.62,47424576.01,136012919.21,46335255.33,93382710.65,39747848.37,50069119.51,40904063.19,0.0
15,营业税金及附加,20076537.18,14572203.55,9737100.99,5007330.36,18048544.04,13878984.26,9445498.84,5133218.71,14298219.76,8950181.00,5732183.89,2424194.25,47593462.29,44521105.07,40294194.77,33927463.92,193921988.87,144239650.13,96147791.24,37150147.43,112838753.44,40494313.72,66356959.85,0,33301924.39,0,59577517.00,42699670.15,55007240.90,29475144.16,49736371.56,28347984.45,48328419.19,25177918.40,32834804.81,15973275.67,58214924.16,30255901.13,21674150.20,5380688.69,6272514.07,3009463.58,5836541.12,1389320.06,6703231.53,3813765.33,3935662.50,4608913.70,0.0
16,管理费用,1550539298.05,1054067554.16,680004482.85,382647276.77,1454960908.02,1020122212.36,662437460.91,330227919.02,1372983795.23,966684736.76,614630770.85,282632201.01,1204248807.41,786435535.53,447227017.39,192354806.72,1454565817.91,973008771.03,604289949.32,238577075.13,1078204793.03,429538042.20,774405753.31,0,397220944.04,0,724664104.01,485044422.31,660742096.20,264983169.87,531621583.66,250501002.23,430698835.67,168274179.67,342648406.03,97150523.54,390961724.97,124915565.14,169389375.41,49618067.12,96888958.44,44415112.43,92889031.95,44945935.27,86518374.97,35887083.04,46133457.01,36295149.49,0.0
17,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,资产减值损失,0,0,0,0,198304932.24,85448419.86,20714926.55,24012964.62,27885257.76,4192860.59,4161256.41,-44728.50,7415856.88,6480242.45,6440550.02,5859940.72,41827600.42,13981096.60,14165139.53,-510082.40,1084585.80,94291.84,404954.05,0,157719.89,0,-24297.33,-72220.12,57358.08,0,107682.37,0,65342.37,0,-110375.55,0,88310.02,10434611.76,97342420.61,36933888.75,-34675276.89,0,37287346.14,0,0,0,0,0,0.0
19,其他业务成本,11303337.53,7857414.81,5238276.54,2619138.27,10488430.04,7936572.10,5244860.15,2622744.37,10570751.03,7951612.76,5332474.49,2675657.04,10702628.16,8026971.12,5351314.08,2675657.04,11516598.20,8757265.70,5905559.04,2952779.52,7329959.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161104.15,47000.00,0,0,0.0
