,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,83222441.72,53527429.88,23618160.52,702474129.86,655425813.87,435421979.49,58263814.23,1324249129.79,1228208262.26,995762951.18,622880467.18,3800255086.51,1872515692.57,1299272476.26,536911162.40,2528139940.19,1727541783.72,1180738633.19,575067726.41,3717361041.15,1867094606.94,1025065490.40,134459157.33,2095233455.50,1417201099.22,1196871380.51,536992307.44,1175660214.06,673957318.51,500216458.29,208934675.06,993312062.79,808038556.67,566404088.33,264847873.70,1823787313.80,1030271652.32,804088805.90,455462358.35,1121811234.28,600418697.58,258455600.15,74114907.69,861813135.41,686728158.42,571882535.55,231742343.43,992354495.04,101136014.67,66076322.41,19766056.64,374457091.67,140757951.57,80852598.30,16285303.68,160167263.90,96889853.91,67937108.41,28888780.77,199040398.16,119596944.09,54919552.78,420777.74,201032561.22,52550926.11,683492.11,615227.41,2595502.59,3025040.05,2897091.23,2744222.86,37252844.21,22127187.66,54176260.81,34103483.74,88991475.50,47672833.02,89874511.03,26990812.45,143065203.19,13487073.96,149507637.16,18346558.16,191532694.69,40404430.33,143686776.42,77159712.01,109534724.46,109434401.48,0.0
2,营业收入,83222441.72,53527429.88,23618160.52,702474129.86,655425813.87,435421979.49,58263814.23,1324249129.79,1228208262.26,995762951.18,622880467.18,3800255086.51,1872515692.57,1299272476.26,536911162.40,2528139940.19,1727541783.72,1180738633.19,575067726.41,3717361041.15,1867094606.94,1025065490.40,134459157.33,2095233455.50,1417201099.22,1196871380.51,536992307.44,1175660214.06,673957318.51,500216458.29,208934675.06,993312062.79,808038556.67,566404088.33,264847873.70,1823787313.80,1030271652.32,804088805.90,455462358.35,1121811234.28,600418697.58,258455600.15,74114907.69,861813135.41,686728158.42,571882535.55,231742343.43,992354495.04,101136014.67,66076322.41,19766056.64,373467691.67,140004764.07,80852598.30,16285303.68,160167263.90,96889853.91,67937108.41,28888780.77,198130479.96,119581076.49,54903685.18,411710.54,201006837.52,52533304.21,666470.21,598960.21,2550493.11,2995283.31,2874260.29,2736758.62,37216832.94,22130154.04,54668529.41,33983020.02,85196609.50,43894833.02,82939956.00,26677561.95,143065203.19,13487073.96,149471433.37,18313226.12,191540461.41,40370470.14,143271169.46,77108882.01,108393939.42,109485385.73,0.0
3,二、营业总成本,153920480.88,106213942.91,54562127.58,737734813.36,665152582.92,427504678.27,60514444.49,1380688339.34,1205041465.91,988764759.76,613417747.64,3690390921.04,1807138935.73,1212906592.15,494112508.26,2837155103.71,1744086801.80,1176557492.11,558346686.01,3560204819.15,1765622316.58,993361738.57,173047321.30,2033980814.79,1401778473.20,1177985443.81,517221457.24,1158703760.64,655561633.89,479949194.02,212932031.62,922030827.97,733760899.92,501920331.09,254404794.57,1594228607.79,956673261.24,744562708.89,401655573.61,919910311.13,494448510.73,214305968.70,80023562.32,697905274.56,580756180.96,495827685.74,207295078.50,809686051.49,91210583.85,63708902.63,21901391.73,333334106.22,138868997.99,82708975.06,19308967.76,141166443.09,83101895.38,60516774.48,27091018.82,180440405.83,108821797.59,52630669.85,6436458.88,188256731.69,68489784.54,11576562.79,6782011.54,38141039.69,21867036.00,13835680.93,7198365.34,33952644.49,16125465.80,52430671.14,28837455.73,77275828.58,47327996.01,96149375.80,40622308.71,205313350.96,0,156024098.95,0,181540061.32,0,127145877.11,0,96914398.93,98187107.37,0.0
4,营业成本,66046965.57,43381225.50,18773731.66,463558991.54,467501832.73,313064894.36,28211969.81,1205569479.03,1113616703.12,933358385.35,584856243.95,3518507116.18,1665685684.33,1112287668.82,449799684.13,2239426154.04,1541427278.97,1025302201.91,489289886.33,3124584205.26,1536842220.80,878064022.16,129654114.82,1690514444.79,1192808483.04,1000609126.51,431790802.50,920420335.30,532969986.46,389855578.68,178306112.37,725141249.64,600813211.28,416166555.04,206492855.88,1300218266.96,764162746.47,588141050.94,343434328.16,773417762.98,410128831.77,168231644.26,65145595.44,568344129.13,480436046.70,415534937.04,175661664.35,696962412.69,68874706.49,48210757.86,15563622.28,275833920.16,105879602.83,59846403.64,11077106.34,98988981.05,58324812.88,43230688.51,18854940.31,138223117.11,81680445.99,36361618.88,352415.44,153153933.61,48042517.15,479743.87,446168.47,1936061.15,5675580.24,4599792.66,3417683.54,11987185.09,4265515.15,35753861.63,20473322.16,55271139.13,37201695.67,64447107.66,20035395.70,174763579.72,0,128988345.30,0,167593446.03,0,116473644.01,0,88686390.55,96203266.26,0.0
5,营业税金及附加,7707916.09,5414014.89,1631605.17,54584864.06,49615046.99,20665255.28,-860432.06,8185609.03,12262347.24,5521170.66,3027869.82,105352724.68,35498735.96,29830135.79,14327887.57,156023980.12,107365367.76,86214563.77,35498710.07,279641087.93,123891808.34,44479321.35,2143580.01,168399161.36,93452578.70,85917229.25,37773588.34,112803211.18,35639098.48,27554114.42,5214172.86,65586849.75,40969537.96,26259420.18,10493869.57,193666442.18,137589959.41,122106812.87,40717107.82,65445848.81,33897938.96,14129984.06,1612364.50,55744276.19,44436804.34,37441636.47,15690982.29,68140443.11,6916650.84,4594035.92,1368943.44,25951257.06,9759789.92,5374598.83,1117842.09,10166204.04,5641627.14,4054884.48,1767485.19,12216713.34,7460491.13,3247153.76,22457.99,11819787.66,2836609.80,10388.94,6640.18,15092.59,192230.81,185514.03,177882.69,2152463.92,1244679.48,3780301.14,1877057.64,5065218.33,2588409.15,4473869.29,732582.07,1343979.43,0,2690655.35,0,3938877.09,0,1576040.95,0,971295.50,1427327.03,0.0
6,销售费用,3734013.93,2866113.49,1979445.06,17053214.47,40543962.33,36827906.16,3170363.73,16789818.93,13507558.49,9670280.17,6204661.51,25219069.54,16921401.67,11501189.38,2578338.05,64716846.91,36585914.82,22538756.62,11511715.35,50805886.81,36903281.35,24065871.09,14070139.60,49252456.93,35518494.95,20601242.34,9723156.95,43194152.85,30173631.84,20721463.78,8507409.50,46310430.87,34355798.86,23540585.57,12972010.18,35317426.81,16990961.19,12253748.96,4419636.33,26014131.86,17479710.18,10014107.01,3229635.23,31267488.28,25783696.41,22213544.86,5108825.85,14806884.60,2896838.07,2430359.27,1140237.81,5204328.63,3888585.15,3071459.86,1749142.83,11118664.64,4309479.57,2784396.88,1188774.79,10565475.19,5319017.22,3182214.88,1442381.78,4876238.37,4342840.17,2854105.75,1496618.84,3367717.47,1653120.68,556256.38,220833.24,261905.00,2727.00,77959.82,47063.26,387851.90,173411.90,525324.51,235298.58,473868.68,0,2223565.82,0,619841.04,0,782695.97,0,280477.04,34822.55,0.0
7,管理费用,51931836.27,38005784.72,24842201.76,77110470.50,62291278.15,36149842.06,17687528.52,69061281.76,49841939.47,31664936.01,14331814.43,78824713.12,58708063.31,34988344.31,14207866.77,110538658.84,58070902.54,39878163.19,20232309.90,75208330.20,49980827.96,35953218.27,20683953.55,65774570.00,48298908.81,32734385.62,16188684.60,63026983.09,47850199.98,34317198.61,16424957.53,69993937.74,54210100.72,35704723.39,18738315.04,62706421.45,42302261.48,28661298.60,16523994.15,49396703.28,32667876.72,21046102.45,9963032.31,40521136.32,30615697.97,20562006.96,11210010.23,26342524.03,12318645.03,7770223.06,3612949.35,23277314.29,16596274.13,12246535.38,4503062.21,17898725.27,12492397.28,8616471.56,4318583.22,15700473.95,10594368.48,7258833.56,3587829.87,14271599.35,8524233.16,5731232.84,3016671.69,24109446.10,7355890.11,4864215.73,1518206.84,12628960.17,6900697.73,4739382.83,2417888.47,8200585.82,3623165.09,14051061.72,8273758.24,8544119.68,0,7958332.81,0,7337345.35,0,7796004.96,0,6647839.69,449518.71,0.0
8,财务费用,24499749.02,16546804.31,7565279.67,32131168.90,30287993.88,22569912.00,11756825.39,36093835.28,25296273.79,16599239.44,8612975.60,45492319.65,37836173.71,30272215.24,16279264.95,17243201.04,1150732.94,5171347.92,1464403.54,17039317.52,19574396.81,13781870.89,6747961.20,52466787.92,27778321.26,19132257.44,6947542.36,15297045.85,8726760.84,7107377.79,4385996.62,20972578.05,11243996.25,8313554.81,5676910.95,8180192.18,2155912.69,245402.15,1921783.93,-13430062.50,-609394.39,15244.88,-4012.95,360737.81,-239617.55,-130119.23,-232975.40,848247.68,327120.51,852578.90,215638.85,3067286.08,2744745.96,2169977.35,861814.29,2993868.09,2333578.51,1830333.05,961235.31,3734626.24,3767474.77,2580848.77,1031373.80,4135172.70,4743584.26,2501091.39,1815912.36,8712722.38,6990214.16,3629902.13,1863759.03,6922130.31,3711846.44,8079165.72,4022124.20,8351033.40,3741314.20,12652012.62,11345274.12,20187803.45,0,14163199.67,0,2050551.81,0,517491.22,0,328396.15,72172.82,0.0
