,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4785679904.68,3757573390.45,1582628421.29,7453527160.67,5292662072.02,3595480090.22,1157866897.24,5849390125.65,3730524552.26,2560778571.08,945594714.24,3702607447.79,2366221631.67,1656171191.53,676218380.02,3398710193.32,2410885837.76,1638745454.89,795769357.72,3144344847.46,2386841890.95,1603704113.61,734095456.79,3324986296.33,2519561192.02,1361770202.77,677265584.61,3381224757.62,2692723854.17,1813715574.61,925279219.29,3675245541.61,2898978122.26,1766989626.23,888913675.23,3155753148.00,2319877808.74,1516519597.28,709488797.38,2582422275.58,1980262401.33,1269008188.99,614643985.70,2779368754.40,2290781831.72,1523441184.62,714204163.37,2633954420.72,1993284711.15,1295505772.15,633899296.54,2473456910.15,1748704115.16,1179759465.63,605141887.09,2018107928.36,1454380441.37,989370023.73,510173646.45,1324963656.21,943635715.95,627790972.36,296376961.80,708498386.28,467925274.51,275783225.01,125013675.98,363152372.77,270167899.53,184620483.52,302282385.72,268948215.80,0.0
2,营业收入,4785679904.68,3757573390.45,1582628421.29,7453527160.67,5292662072.02,3595480090.22,1157866897.24,5849390125.65,3730524552.26,2560778571.08,945594714.24,3702607447.79,2366221631.67,1656171191.53,676218380.02,3398710193.32,2410885837.76,1638745454.89,795769357.72,3144344847.46,2386841890.95,1603704113.61,734095456.79,3324986296.33,2519561192.02,1361770202.77,677265584.61,3381224757.62,2692723854.17,1813715574.61,925279219.29,3675245541.61,2898978122.26,1766989626.23,888913675.23,3155753148.00,2319877808.74,1516519597.28,709488797.38,2582422275.58,1980262401.33,1269008188.99,614643985.70,2779368754.40,2290781831.72,1523441184.62,714204163.37,2633954420.72,1993284711.15,1295505772.15,633899296.54,2456415910.11,1735311815.56,1172002910.93,601979555.58,2007278482.04,1446022577.07,983746182.70,507500256.88,1312509182.08,934744631.73,621209368.30,293368410.57,703775009.06,463944479.76,272678642.36,124049847.87,360069236.99,267704639.50,183120278.42,299579491.80,267015741.14,0.0
3,二、营业总成本,4586850322.91,3595637354.66,1531869822.41,7204264405.21,5076837463.03,3430732652.47,1105374446.46,5680469476.47,3584183152.66,2466153544.40,890254146.53,3521703359.83,2248846147.48,1567469933.76,630843359.08,3228545632.56,2290440412.00,1546987366.41,749034191.62,3045677102.32,2273350085.95,1516571228.78,689842763.45,3214367537.76,2425704379.92,1312135199.91,658635092.16,3318765705.60,2613417425.56,1749572535.74,901296947.98,3566422636.39,2791679858.53,1696707627.30,861729515.24,3024870283.14,2214351383.26,1447633205.48,682957145.53,2487752242.46,1895964003.90,1220592049.19,586228649.28,2674530546.08,2170897618.78,1444481788.03,673362851.23,2427419979.85,1877389712.64,1227482259.49,606080529.97,2294282877.89,1588575100.38,1065503154.76,548296575.01,1880785999.25,1351920723.22,919141731.41,476285859.56,1239965326.42,887137944.56,591793135.09,274938804.06,653329170.85,426711960.17,248722859.06,114942026.08,331438062.39,244798519.22,164763283.31,270678991.03,245485966.98,0.0
4,营业成本,4035192611.38,3204885899.70,1333733759.01,6309845399.37,4491369765.61,3047683805.85,956948892.08,4939805072.04,3142801344.02,2163261134.89,762159689.42,3028609596.78,1896668747.96,1344053326.34,535419925.95,2753024344.50,1972831968.05,1331513237.61,653690834.03,2520144792.94,1956894335.10,1303401253.01,600080365.82,2718411121.80,2065516643.70,1122551655.22,570776577.19,2873459940.37,2318183852.09,1558862462.74,803312305.90,3112065090.74,2496364899.98,1502218380.46,765983590.17,2617740185.13,1947365134.00,1274616077.30,597984634.59,2127084977.73,1663582939.70,1068546730.34,502605231.88,2274615629.62,1905931747.33,1263350888.02,592575562.04,2117207411.22,1617644041.30,1067436515.12,527540408.57,1977375929.07,1406597240.03,942317905.47,484161165.64,1642720525.13,1185085066.99,814869931.29,421358718.49,1061461627.07,749797470.17,492716746.81,232863185.25,519897820.12,338982124.18,196616234.75,90449150.23,257533905.47,192841892.26,129518404.64,208028236.06,185227236.05,0.0
5,营业税金及附加,25166316.56,20447743.82,8238424.12,31155108.02,16145654.73,10556880.78,4735356.04,28953125.01,15449095.58,13678159.30,6032116.70,22041080.76,11987321.93,10705176.80,4799622.95,17823948.54,12623625.16,9688350.49,4974336.54,16748144.48,11296889.49,7866299.37,4060234.94,13392154.06,10582545.66,6798050.83,4420161.45,18991990.80,15977726.70,9669765.15,4084801.21,11251490.49,7582923.43,4360845.07,2293628.97,8728353.75,7121254.00,6429540.58,2934490.52,12695952.94,8808420.49,4845971.84,1775544.36,6282017.09,4547652.92,3949323.97,3001267.92,9509890.90,7021393.63,6407779.42,4954455.91,2682474.99,1053188.85,656001.06,225905.58,4070644.40,3474268.51,3401368.39,3384627.78,2324337.68,64870.31,38091.87,38091.87,418171.79,17281387.24,285579.55,57347.36,502196.70,359971.55,270550.11,432236.00,1677389.13,0.0
6,销售费用,84098982.60,59382774.89,27660882.43,138020484.72,81386826.43,49468487.04,19168452.72,118833153.26,61607311.65,32813986.84,11629067.04,92504419.55,52145848.64,32427100.53,13610692.79,98942203.94,50848643.02,31861435.44,10574022.01,103029130.53,36881002.59,24025749.39,11280552.46,95384797.13,61375982.93,29607724.07,13553336.81,107197125.71,50022049.42,33582110.96,18967187.19,106692772.12,42799963.91,32873571.82,15144173.77,83311121.83,31500484.84,17581194.72,7429259.02,72960023.23,36480663.94,25305309.20,9314165.89,110136520.55,72624694.99,35604414.99,4407292.46,88083781.26,67267200.25,32096557.37,4262192.61,60157510.22,31203561.50,20778373.04,2595890.04,65886311.65,41284616.66,28067087.48,1000447.02,69978773.84,48874805.82,40764897.63,5805426.56,43516537.90,0,6413855.54,2671139.71,20413735.67,6831027.81,8617822.47,13326284.85,11798942.40,0.0
7,管理费用,319922983.94,216154012.64,104841300.21,423570845.99,306324604.38,286097816.47,129831542.07,504763687.70,334112696.44,222500217.71,111620710.46,351856372.90,267634341.20,169005353.33,77556395.66,342399473.76,256091823.47,163854190.26,78135453.75,346388239.61,266989021.33,178337062.95,76098995.76,346926505.49,267642045.20,144823502.68,67175108.43,284579549.49,211199378.76,135259040.12,67889936.17,297827549.04,224610982.11,144796415.36,72755244.92,281641520.95,205323914.35,132942428.41,66987215.94,219814511.06,159612986.01,103909171.61,61235575.20,230146816.35,156319450.36,124565915.61,65468219.28,238194566.81,166089599.96,109850306.26,63668726.30,245318514.85,145838270.16,93781364.97,55474869.36,187078117.03,134476147.01,83199597.19,53902210.45,126472365.55,101563432.55,69536451.75,40484105.96,95477292.68,73642859.09,46115536.39,22215277.39,54725623.07,45186766.83,26672487.49,48075053.13,41909603.74,0.0
8,财务费用,-7184374.40,3293273.66,319049.86,-7834180.02,-6353531.35,-7532080.20,-6659796.45,-8960284.88,-10221017.60,-5419027.03,-1661743.40,-20078987.63,-11001996.47,-7104325.66,-3380864.16,-19984958.76,-11791959.72,-7529847.39,-3840454.71,-9845820.82,-8511162.56,-4559135.94,-4177385.53,20532409.66,19587162.43,7654267.11,3409908.28,20913365.66,17161900.32,12199156.77,7042717.51,27471192.84,20321089.10,12458414.59,5552877.41,29169800.91,23040596.07,16063964.47,7621545.46,37911045.09,27478993.76,17984866.20,11298131.95,41649802.15,31474073.18,18721855.04,8413579.53,27153562.90,19367477.50,11691101.32,5654746.58,8748448.76,3882839.84,7969510.22,5838744.39,-18969598.96,-12399375.95,-10396252.94,-3360144.18,-20271777.72,-13162634.29,-11263052.97,-4252005.58,-5980651.64,-3194410.34,-708347.17,-450888.61,-1737398.52,-421139.23,-315981.40,817180.99,4872795.66,0.0
