,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2103171551.72,1633568651.13,1095989002.55,539994336.72,1948037921.02,1364249284.20,881933652.23,354938638.62,1588159705.99,1019185201.06,637230030.67,221955309.92,1266494823.13,885106720.56,556644336.54,264455631.32,1505026292.12,1122807943.57,754672229.92,291003274.19,2052091269.56,1796700714.63,1219147355.65,546528182.69,2673892436.46,1871272316.32,1205766075.65,481311341.35,2950473924.51,2138105092.36,1367530726.66,22553632.38,121342927.81,81655165.56,39147403.88,12996503.42,150750206.87,96807887.19,50244158.16,21865574.80,125468982.33,80720109.15,55109124.56,25703326.08,129831514.24,105030921.21,73976395.13,25776540.12,128405459.21,112672560.01,81827334.38,30093204.24,170564418.66,126194810.87,80595825.57,56834477.73,108467677.69,83584622.50,64792123.99,32632126.21,246864757.96,173261793.50,120678526.53,49015681.49,252741748.76,183425805.68,125148387.28,52855913.34,255383195.80,221844572.66,153892292.08,64839079.53,214110579.27,147747605.79,216351399.13,108824370.02,232109299.43,121859384.66,232163763.64,212530202.93,199562855.81,0.0
2,营业收入,2103171551.72,1633568651.13,1095989002.55,539994336.72,1948037921.02,1364249284.20,881933652.23,354938638.62,1588159705.99,1019185201.06,637230030.67,221955309.92,1266494823.13,885106720.56,556644336.54,264455631.32,1505026292.12,1122807943.57,754672229.92,291003274.19,2052091269.56,1796700714.63,1219147355.65,546528182.69,2673892436.46,1871272316.32,1205766075.65,481311341.35,2950473924.51,2138105092.36,1367530726.66,22553632.38,121342927.81,81655165.56,39147403.88,12996503.42,150750206.87,96807887.19,50244158.16,21865574.80,125468982.33,80720109.15,55109124.56,25703326.08,129831514.24,105030921.21,73976395.13,25776540.12,128405459.21,112672560.01,81827334.38,30093204.24,170564418.66,126194810.87,80595825.57,56834477.73,106940075.36,82950108.93,64330476.80,32509034.87,246203695.40,173164513.22,120411251.89,48889870.35,252160426.34,182914033.61,124897662.10,52678359.87,255164980.08,222016343.62,153872033.93,65508854.94,216221116.81,147707255.39,216221116.81,108599230.98,232053282.30,121993935.67,232073780.76,212598674.19,199276637.13,0.0
3,二、营业总成本,1746119700.11,1341568993.65,890298652.66,444126156.60,1595020705.92,1152692958.76,741404510.15,317543716.15,1512462719.35,1018649633.60,672527742.66,247476711.90,1763270767.69,1175819178.00,796406103.31,300164779.49,2006240044.91,1319177629.37,821616813.83,322373378.38,2071633286.23,1630728080.46,1101935035.23,502592730.06,2506499129.00,1761346233.61,1119428916.22,445743094.39,2755467704.63,1961165100.89,1248197462.20,52606107.85,176845876.08,128180298.76,62088771.13,22977848.00,172113326.09,118668593.72,66518478.29,29341617.02,179159896.88,113075161.56,70566923.70,33340327.35,199586810.38,135854343.07,96212509.65,38325116.87,196842654.24,147095049.05,103428030.86,43108560.60,186720091.46,173189596.79,115407169.23,76309983.35,208583841.02,116724835.92,83776553.13,41477989.63,251913080.36,167133588.11,115062553.34,45544393.09,235976773.90,166972256.41,110357664.08,47372657.13,237547605.25,190077405.86,125108768.58,49516526.25,200649823.02,122777414.03,174183051.95,88655080.13,181273663.62,89181578.16,165045222.19,153384168.18,148958462.09,0.0
4,营业成本,1380790279.07,1077087357.75,712112050.02,362797501.12,1207118062.66,874158385.97,569389505.10,237973352.88,1123883532.63,780732345.33,516029051.31,188797617.80,1056364103.41,798367303.76,505565013.53,236714464.03,1469267011.80,1068321254.65,666730759.38,255629391.74,1656099076.62,1376135788.87,929754984.06,417611310.72,2113465523.67,1487937985.77,948347214.79,374028662.50,2256373941.07,1631648471.14,1028568258.21,21172425.84,103322314.42,68999621.80,33118083.91,10737366.50,118328535.29,70790779.62,42194409.10,17540072.83,112999756.10,70955512.77,42880282.28,21037967.24,123228995.97,92613517.29,66802574.99,24522298.31,111641706.84,91466961.60,63124527.08,25563074.14,185445578.15,107420954.48,70726486.11,54117381.14,102353362.09,70162715.97,52210327.15,25690358.28,177716713.06,120389736.89,83071053.77,30472153.49,165550684.33,117711676.03,77881451.09,30278245.60,169328035.58,149211928.12,99831849.26,36655772.97,155162290.53,99527262.73,129988312.03,69916084.67,120064789.68,66996452.22,118669375.24,103783398.19,98194421.61,0.0
5,营业税金及附加,23409466.36,16444932.63,11503253.72,8729770.08,26627091.88,17800042.83,11750296.77,4500517.74,20956407.88,14994718.06,9977234.28,2645732.80,14731956.15,5541216.62,1586752.52,448511.09,8501494.04,5096967.73,3085587.74,1269116.21,5535648.50,3723459.02,2081755.11,166336.62,10912986.18,6088523.34,3328485.70,2086674.45,14058187.12,9354072.62,7071577.65,1806474.34,163643.09,591178.53,78297.11,32073.92,821103.85,832764.15,63485.26,65488.38,560183.13,236816.38,154638.11,74592.08,1001068.73,320626.76,177117.50,64040.59,694055.08,598178.19,430277.18,0,755690.88,222324.26,146189.11,77809.34,143564.60,116682.26,106060.83,12709.08,687573.47,308882.28,306106.27,272.40,1097821.14,534298.99,390887.33,171872.33,2244662.34,1959673.23,1468819.88,290364.06,1664857.24,889991.10,1127189.27,585218.77,928414.95,507229.68,1301698.57,1718906.04,1923960.56,0.0
6,销售费用,209089009.69,147715659.88,97400129.39,43050813.06,195796102.73,146646355.80,86817305.07,47397746.99,218307062.83,129787901.34,80331315.05,28105550.76,188886998.76,122457965.55,72113357.20,33571086.21,260356713.36,143092679.93,85438062.65,33046764.76,232009697.86,144945613.72,97801469.08,49355049.16,225216900.60,168598488.35,104460662.43,41644696.19,288816509.47,207655035.68,133671513.77,6219692.64,21068692.69,15269605.20,9323501.44,4130904.92,12268614.26,10035996.99,6071217.82,3322697.15,11506923.77,5605506.72,3119569.91,1338761.98,13794771.48,7396687.10,4419580.65,2160354.57,21259743.50,12030326.94,7026210.70,3978349.52,26181230.63,13532222.10,8723925.07,4374101.66,17149432.07,8156993.79,5616094.43,2511917.34,18009917.73,13056075.07,8598782.64,3795351.72,17678512.67,12622883.45,8039983.40,4329868.49,17737776.47,11747936.04,6883412.94,3566936.62,15353445.52,8301735.89,14950619.32,5878885.17,15244086.27,7678797.75,11906900.14,11128223.00,12328360.69,0.0
7,管理费用,116503405.34,86140684.71,62485755.76,29905251.26,131885040.63,82581579.44,58234930.83,28247136.56,130206181.80,84234446.44,57334263.99,26985841.33,139195626.17,97080802.86,65883162.46,29704618.39,158096213.80,102996909.16,66594604.32,32787540.89,136853097.01,99960747.25,67845247.26,33481914.02,142755377.49,98352200.15,62756254.94,28104156.62,182116791.72,122728484.80,89045996.93,21915892.68,37362081.93,27342734.09,17643648.66,7509317.28,32101264.99,23827585.18,16231964.26,7390170.30,42753261.58,31949623.87,21436245.91,9710267.75,41589457.51,30444692.98,21181799.54,9385357.40,44925332.55,33295541.75,25272774.25,11226603.34,68882955.63,32180108.05,22683659.65,11121596.72,72280955.24,28001204.36,19386187.07,9913940.50,34068146.48,26231140.09,18246818.42,9974847.51,39652906.68,25693134.62,17289997.52,8670218.10,37396672.96,21208296.06,13096577.15,6220554.17,22716659.96,13458439.25,27043434.97,10948876.30,38734130.20,12615373.76,22846279.33,25136504.63,24821927.10,0.0
8,财务费用,-6514954.42,-5020563.21,-1495222.16,-684730.51,-2515460.79,-1674366.32,-1499026.92,-575038.02,-883363.59,-715111.80,-418413.65,-230854.01,-819936.64,-710088.25,-478732.77,-273900.23,-928346.90,-1250017.47,-1183410.62,-359435.22,2087553.97,1832073.60,839955.56,-28548.26,570030.62,369036.00,536298.36,-121095.37,1956978.34,1715346.33,1776425.32,1491622.35,5582745.95,4118734.92,2693363.01,1336308.38,4857723.20,3101164.24,2059921.42,1023188.36,5604847.22,4054217.82,2701953.49,1178738.30,6703908.49,4742218.72,3294836.75,2193066.00,13424812.57,9704040.57,7574241.65,2146693.90,-2070961.93,19833987.90,13126909.29,6619094.49,16656527.02,10287239.54,6457883.65,3349064.43,21430729.62,7147753.78,4839792.24,1301767.97,11996849.08,10410263.32,6755344.74,3922452.61,10840457.90,5949572.41,3828109.35,2782898.43,5752569.77,599985.06,964970.54,1326015.22,6120588.70,1383724.75,10320968.91,11617136.32,11689792.13,0.0
