,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3731330139.73,1963440046.69,953510762.07,413493627.58,2511844429.36,1593892440.25,1055586030.09,485058860.26,2959450243.71,2319260982.03,1869597910.47,1167907487.84,3358826445.85,1145705667.59,868689205.80,382487016.97,3654309497.23,2305455591.85,2022614399.84,1389232679.27,2328729592.72,649854441.03,491488388.68,262919739.06,4610855024.20,1614383192.89,1170522469.81,302177502.34,3076245082.95,2027707252.55,1513707196.97,457431188.88,2589275275.03,1717990635.87,1068706405.04,499790091.66,2338734540.68,1075492236.72,779319840.61,287644602.20,1849235813.72,625117965.16,479000447.49,192659884.23,1021744569.06,883904860.31,810784026.87,703519725.21,1024038256.70,362050937.39,203598984.56,106531614.58,1254539195.00,1028187095.88,882203281.54,207151899.19,1440984888.92,1012744088.77,828563666.76,479054617.34,1894358671.59,938632487.50,644998234.44,253786352.86,2002020458.40,1437976091.33,1020184212.32,412413385.95,2109802137.64,1520728367.01,962140787.66,0,2045085685.82,808089355.34,1774889387.74,785897000.75,1952766426.06,782828836.60,1649503684.76,672267353.63,1309672434.24,643913511.09,186943551.96,27383123.33,110527847.84,70784502.79,136768507.19,83760897.42,151941059.59,121442310.00,112407318.56,83825196.60,31804411.65,0.0
2,营业收入,3731330139.73,1963440046.69,953510762.07,413493627.58,2511844429.36,1593892440.25,1055586030.09,485058860.26,2959450243.71,2319260982.03,1869597910.47,1167907487.84,3358826445.85,1145705667.59,868689205.80,382487016.97,3654309497.23,2305455591.85,2022614399.84,1389232679.27,2328729592.72,649854441.03,491488388.68,262919739.06,4610855024.20,1614383192.89,1170522469.81,302177502.34,3076245082.95,2027707252.55,1513707196.97,457431188.88,2589275275.03,1717990635.87,1068706405.04,499790091.66,2338734540.68,1075492236.72,779319840.61,287644602.20,1849235813.72,625117965.16,479000447.49,192659884.23,1021744569.06,883904860.31,810784026.87,703519725.21,1024038256.70,362050937.39,203598984.56,106531614.58,1254539195.00,1028187095.88,882203281.54,207151899.19,1433864802.95,1007678588.77,824082551.10,476602703.88,1876976216.41,934242012.88,642727771.54,252851076.31,1987092825.05,1433194932.96,1012937426.32,410857881.08,2086048954.20,1513980221.66,955878002.50,0,2024189534.16,800889586.97,1767242002.53,783152365.37,1942494245.51,778855110.91,1641848945.36,667494646.56,1304272889.19,641072140.50,185222468.64,27067023.33,110110458.75,70784502.79,135919185.29,83308664.15,151063793.55,121442310.00,108165807.19,83825196.60,31750411.65,0.0
3,二、营业总成本,2722256573.30,1451662613.31,760779891.93,344487795.16,1943718200.98,1223682523.57,808293876.44,439598883.17,2434421298.78,1865300595.09,1519931606.21,1019054665.78,2910668324.68,971989547.03,717889626.69,319299940.27,3058792716.99,1916626442.99,1659825723.44,1107733701.42,1973388178.45,606764051.26,445812452.97,234931352.41,3695814432.29,1150972005.02,824965923.45,219101660.69,2240405011.95,1551214468.65,1128663256.82,338656165.04,2035893668.76,1368228767.03,889938759.14,428549175.74,1732160617.00,940600378.44,686333111.69,269393289.20,1581680218.55,541298498.37,433045430.36,156192775.72,872513005.04,600919689.15,524627122.43,423426882.09,808938969.43,288780300.95,182140210.37,91572552.90,1003487407.41,819566541.91,681361237.92,165180309.28,1360546244.63,1016917904.95,828256152.66,475561245.02,1864170651.07,975950870.98,704109985.79,259650734.76,2239779703.57,1435820491.05,997076402.13,422547227.70,1987383445.09,1442373347.26,904722761.52,0,1890881854.79,740800666.28,1621393433.97,747564886.08,1843949179.57,727494965.66,1512841427.15,606513722.66,1164329615.69,0,112418019.15,0,58603587.05,0,67411052.27,0,83369245.80,0,61418350.82,54720685.62,22501437.81,0.0
4,营业成本,2044318166.99,1161529200.87,573943234.35,251122979.91,1537585929.98,972548646.32,643991415.25,373664915.06,2080065386.56,1612449511.45,1342503277.28,902908113.63,2380532052.71,672064512.63,498818330.27,212991524.56,2388342883.37,1482966023.36,1340261513.64,927199028.01,1477457378.12,379300057.79,297582908.03,170091989.26,3079435566.01,879364116.37,638642868.94,176262384.37,1717730637.68,1217456208.39,883778201.74,254741022.93,1233176731.62,861267368.62,587870783.17,269508520.24,1412349581.49,657650487.04,484230526.23,203937524.51,1129122135.40,278850551.14,221922620.73,91032839.71,325496782.00,295828923.47,264495370.31,223165402.37,453586750.68,200273339.05,122008684.00,64058422.96,767824586.52,659716187.91,559415456.57,125208746.19,1083187526.12,812616436.03,683941678.00,402936737.90,1547859331.30,788787389.20,577708369.85,202860316.09,1864650659.72,1201079695.44,845827616.21,352757028.45,1695095383.76,1228760900.47,758950841.70,0,1583794355.17,605751951.01,1366063946.55,648138142.70,1601747540.69,617826351.84,1261560843.44,520854041.85,968653604.08,0,75085216.52,0,31057184.69,0,43802579.15,0,67864957.83,0,51240444.71,52180782.16,21576961.62,0.0
5,营业税金及附加,360020324.02,98876739.37,59524051.77,20510021.12,125714090.65,81961636.82,59756344.93,8751392.00,81595032.08,88699419.00,69106517.45,53709700.49,205069281.48,93098103.38,78056175.73,32332169.30,282810518.55,177405984.08,151199184.92,101214010.23,235492500.87,72031008.50,51148033.97,23675127.62,441432862.51,207626992.73,149937098.73,29478987.55,342921482.38,237351179.53,182779753.27,53086800.74,577384154.83,357031483.74,199879043.39,101798395.38,295898688.33,148137551.25,113087088.89,26401914.00,245591003.56,107168585.32,86702910.64,32475234.77,179283522.23,171444684.17,174022826.61,159509970.73,171353234.77,34406383.74,17924366.16,6202106.17,95761000.58,58771014.75,50405187.83,11712804.37,70275606.94,46080028.22,37952006.03,22027780.77,83593989.94,36496838.82,24392342.04,9195613.20,77780053.56,53781649.91,37998357.84,14398207.82,88871795.20,56211779.95,40471066.16,0,77498906.04,35248779.36,71503587.05,27317958.26,67179130.86,31274898.55,67346363.04,21810991.65,54876428.39,0,9612021.37,0,5725476.49,0,6980938.97,0,6951770.07,0,5417897.06,2539903.46,924476.19,0.0
6,销售费用,51736223.03,26260430.55,13727708.68,2214487.02,43117714.67,18090875.62,11854375.27,6134467.07,48966215.86,28093434.32,19317368.17,4364727.25,70816700.94,38901442.71,21660578.00,6916259.08,88124763.84,46063765.90,27367388.83,8423744.04,73869588.62,45014453.41,24864779.54,7027407.05,67341760.97,27365933.53,15126856.57,6110628.65,104336533.06,53287672.44,29381715.64,14069072.87,96601389.61,67693836.02,41157677.93,15935480.83,59632936.77,30415909.50,19419170.22,7593793.97,58435524.35,38152994.42,26267308.39,7491175.62,24209689.30,14100379.43,9641571.23,3554145.86,24648193.33,17623764.80,14399289.04,7904219.52,28216479.44,20027085.14,12752777.39,5671656.50,45537857.33,30432566.65,20551068.74,7694170.49,35948547.00,25404389.70,16667901.45,4800360.23,21079690.82,12914004.50,10465793.53,5715269.98,24435742.28,17029387.14,9623915.91,0,20507894.13,11931908.70,22891533.79,6988835.83,17346820.65,11187687.49,15622076.51,2224715.83,6291924.78,0,1336098.22,0,459714.14,0,2313719.00,0,1041316.76,0,12.52,0,0,0.0
7,管理费用,138561121.68,87128039.94,56694801.36,27971552.38,133313365.67,76250947.05,49156758.46,25884502.92,107270399.26,50780878.21,32956607.13,16190821.66,68807168.84,42032141.70,26943229.55,12068983.02,64632983.02,35259200.57,24637906.10,13795260.96,63913329.98,38099828.67,25688975.93,11727805.14,72121101.28,35967093.98,22105651.38,11372539.13,62300671.04,32849925.19,23231691.30,11375074.29,73876008.71,34587487.69,19219949.79,9996382.80,69506008.59,37857621.41,28144181.43,12924398.01,62461550.76,40655963.93,27546808.08,14440184.55,64531414.13,40121750.82,27309118.92,14876254.38,75303542.46,41060621.64,28504389.62,13689848.83,87231602.85,63489598.18,46470929.91,14796752.19,131144079.07,93030011.70,61082133.42,33207358.59,145708529.77,84710932.19,59438809.32,30203634.07,219178871.04,120910503.11,70540181.74,27953025.86,151576183.28,93929319.44,61984680.17,0,171202763.20,54280722.34,113992066.92,47576340.07,121231177.70,46866522.14,117532171.73,36205640.87,85918086.55,0,17220711.06,0,16469149.07,0,11326122.64,0,6812385.08,0,4238737.11,0,0,0.0
8,财务费用,127620737.58,77868202.58,56890095.77,29015307.72,88912716.85,63814847.96,40122604.76,23270697.64,112874725.71,84599053.86,57808239.13,31240700.21,152816927.68,121308198.05,89375120.05,54595390.44,229776293.26,171371053.86,114225856.51,56395576.05,118892260.57,70060985.50,46147492.59,22545616.43,34598239.08,284525.50,-2385775.51,-5060355.92,7253940.98,8975562.50,8649394.22,5378139.00,56772400.79,50302513.42,44829825.20,34379479.04,96511325.42,66946206.86,42617249.02,19586220.79,93588576.93,85440533.55,69940618.45,10754494.97,74120944.25,79125920.77,48860204.87,22321108.75,77738880.46,-4583808.28,-696518.45,-282044.58,24453738.02,17562655.93,12316886.22,7790350.03,30401175.17,34758862.35,24729266.47,9695197.27,51060253.06,40551321.07,25902563.13,12590811.17,57090428.43,47134638.09,32244452.81,21723695.59,27404340.57,46441960.26,33692257.58,0,37877936.25,33587304.87,46942299.66,17543609.22,36444509.67,20339505.64,50779972.43,25418332.46,48589571.89,0,9163971.98,0,4892062.66,0,2987692.51,0,698816.06,0,521259.42,0,0,0.0
