,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,51653280173.60,38230327497.41,21540772269.69,9693720176.05,46940820299.58,33596304392.57,19154700627.85,7608225939.57,25488175696.93,16581194375.00,9100215561.43,3871784015.18,12667745961.86,8919021270.29,5843547606.26,2395816109.47,10123000357.68,6892643313.66,4164812434.39,1911417895.74,7306636312.25,4933764001.73,2867620615.45,1119133077.63,4223743426.14,3023481248.52,1998727589.47,501063125.17,2191045537.25,1472852061.74,905816195.21,426654893.16,1232801706.77,919235743.30,665222898.83,348994632.89,1081294075.66,737364811.99,474959489.93,202116589.05,1029129986.60,713466833.75,461650409.70,219895703.18,973992853.46,639561173.60,465867735.89,172443798.93,945833997.99,621522115.45,395170472.20,177335720.52,960673848.85,674887554.08,390616283.83,201982699.73,1314685764.86,833221928.79,540567361.03,244593912.98,1415165093.07,957978139.41,633934573.96,244439540.79,1236398500.99,849277802.41,536052611.77,233675069.70,918073731.07,574425893.59,399885072.00,0,824929472.99,383956277.88,817038049.70,231868593.51,395762280.01,434930903.64,601989034.82,0.0
2,营业收入,51653280173.60,38230327497.41,21540772269.69,9693720176.05,46940820299.58,33596304392.57,19154700627.85,7608225939.57,25488175696.93,16581194375.00,9100215561.43,3871784015.18,12667745961.86,8919021270.29,5843547606.26,2395816109.47,10123000357.68,6892643313.66,4164812434.39,1911417895.74,7306636312.25,4933764001.73,2867620615.45,1119133077.63,4223743426.14,3023481248.52,1998727589.47,501063125.17,2191045537.25,1472852061.74,905816195.21,426654893.16,1232801706.77,919235743.30,665222898.83,348994632.89,1081294075.66,737364811.99,474959489.93,202116589.05,1029129986.60,713466833.75,461650409.70,219895703.18,973992853.46,639561173.60,465867735.89,172443798.93,945833997.99,621522115.45,395170472.20,177335720.52,955844965.09,671039509.96,387777072.61,200067712.56,1305936888.68,824097252.67,533684868.68,243231515.45,1403286896.16,945858526.09,624011575.12,239239033.26,1223847960.15,842655389.02,530356749.10,231155282.84,898057844.41,563502738.19,390784711.05,0,797255319.52,370138752.16,814470312.49,228365869.44,394413968.11,434299023.10,600506935.41,0.0
3,二、营业总成本,50246969849.63,37410464009.40,21141104878.74,9636990130.29,46307709807.34,33217291189.29,18933834502.07,7555234548.15,25176965872.71,16370554781.48,9008932587.53,3850016607.30,12621404737.25,8790348526.06,5797186054.96,2390909273.11,9893988760.11,6781292373.12,4117648503.02,1906930885.28,7189210890.03,4873855936.63,2842704096.53,1111887380.55,4138584970.09,2957815605.83,1960828649.42,511129120.58,2189928543.18,1461279819.26,902565810.51,432469996.96,1234974945.35,921182075.21,666102638.24,348146058.17,1100385956.37,761033692.70,499718649.07,220356552.32,1049009352.45,723588019.73,469273183.74,223148732.44,973644521.09,645701071.25,470947043.22,177734501.68,953973968.89,626471003.08,398286338.86,180248500.96,966648222.01,680566354.34,395004055.59,204748897.15,1310334886.27,832519490.86,525764275.71,254616396.31,1392105627.74,938262688.29,612284211.66,244100554.09,1167804196.46,812024292.23,502139052.29,232345547.28,854851766.47,561319560.19,389700968.48,0,795725748.91,336620915.06,744771887.62,209889253.52,345341798.27,414631105.94,538277158.59,0.0
4,营业成本,45468314028.26,33968206188.91,18994880895.94,8555348728.76,41767056951.49,29947021361.70,16939849579.54,6696280652.03,22791923206.90,14824983495.24,8121276156.51,3439031198.27,10929631888.37,7701715713.33,5031388405.74,2041602600.60,8555933041.22,5902232926.99,3535562190.45,1603555206.83,6270047875.42,4278944630.59,2504287763.44,937503439.92,3499616177.82,2491119227.56,1686257893.68,396508581.79,1721197652.55,1147254624.10,701900587.82,314083834.65,951073305.73,719093103.82,532510094.99,281394879.58,863137242.45,607469129.71,397464711.12,160760191.30,865269898.45,569919443.87,353500262.61,176328664.80,809676287.48,537193657.87,403458697.32,144635675.79,811755037.40,527921190.87,338353964.64,154824779.56,838599200.57,595190606.16,342459673.82,180841177.43,1020662460.77,632391093.54,391543676.79,190767683.73,1079694919.50,716049178.03,476467996.21,176380286.34,918146840.82,632588363.42,391645601.55,175884863.33,738245225.25,483597269.25,338734422.90,0,614403093.78,259660040.83,606612372.02,158145184.61,270844656.85,327503389.87,457267862.61,0.0
5,营业税金及附加,93033043.89,50114719.19,26637695.09,8606184.28,53334460.97,32776584.71,18355174.39,7559987.49,33640338.50,22397039.60,8163198.52,4562340.09,25981888.79,7106754.98,4011041.99,1961167.81,10080301.42,6323374.85,3444786.00,1270257.22,8906975.24,5708134.15,3802416.62,1773340.08,7542786.23,6238535.36,4375391.96,1873077.56,8858947.34,5091987.45,3110166.88,1586212.78,6528803.72,3116411.95,2279819.60,1528935.61,4840600.49,2001965.16,1412752.57,686381.32,3343635.13,2429234.82,2038005.04,158760.40,2026443.05,1097367.86,596689.31,-81167.46,2198242.58,1056540.45,840812.31,51453.66,1862707.77,1444269.18,1171994.89,64731.61,5196813.74,3038181.12,2261353.82,976400.11,6274238.44,4562327.50,2948252.37,1242340.41,5769656.20,4032153.19,2517216.33,1069248.21,3020137.84,1877800.66,1293453.31,0,4370170.19,1654533.44,2909972.75,975544.10,3244904.10,2427697.71,1367080.00,0.0
6,销售费用,1438851756.03,1054716549.30,692449197.59,315984997.72,1229251623.64,815339847.25,464064719.33,197926165.52,794101869.16,584591170.21,320474423.46,143002094.42,579786528.02,401093529.72,266805340.28,118958362.25,522567448.75,365912927.15,241987871.53,131945218.93,400489419.48,266202452.03,156058237.26,64921950.29,248547053.96,173419967.80,105563211.68,37902866.89,177542672.43,113085739.16,67490367.97,44265971.53,100006408.74,67183337.45,42914656.65,22837742.30,75159283.51,53723790.10,33238865.93,18234576.06,65364780.83,48097270.95,34764491.87,15858143.16,71685949.57,51748256.99,31592856.11,15108310.34,54254887.35,34152809.18,21195817.73,10127065.02,52631405.54,29605614.86,15502507.36,9734947.73,116595744.14,79326849.59,54559085.58,30128324.42,133413767.65,100853290.45,58431118.17,32333360.56,115635863.19,89488623.96,52484615.91,27020730.54,53231597.75,31026515.79,20355038.40,8883449.09,78926621.84,26929930.77,76090477.06,27226582.43,39812619.20,35856792.25,27643162.56,0.0
7,管理费用,780302047.00,647170444.43,413935023.14,170094113.10,576757629.21,460774451.91,971396469.05,392186941.24,1072173320.54,683376682.34,376069576.40,194626006.95,569172788.30,524623176.22,346904906.49,170704265.35,575472953.22,351694856.53,221424257.29,113409818.86,360109349.53,237125499.98,130168971.07,72991241.21,276113848.88,223380670.20,138623339.68,65072960.11,251156264.47,185904981.10,117531471.73,67959364.30,166616023.41,123579230.97,76377913.39,37666962.79,152493053.83,95178652.82,62721804.84,39090083.89,112112622.32,101177093.58,77139902.51,31074120.15,95845125.29,62426558.24,41748590.01,20018399.54,81288707.47,64394021.09,38104120.48,16124690.92,75609387.64,54689334.24,35295279.47,13838080.52,163681206.23,115118185.89,75628789.74,31583381.78,170067308.81,116452513.24,74826654.69,34865396.19,132111560.10,90587381.26,55463575.31,28102794.63,61859354.68,46856724.44,30817516.99,13830634.21,102098449.32,49109771.15,59523419.52,22910216.12,29976090.92,34878565.49,37048853.06,0.0
8,财务费用,118746431.12,245401907.18,90175573.36,11000848.28,424286802.10,321235956.52,189374835.40,49929763.43,217209042.71,129532801.02,96305758.05,28506784.75,114139414.96,75034552.04,50027028.33,26957897.93,112620220.69,88794959.71,61912906.58,34537119.50,68630839.99,50311225.20,33952111.36,19216298.25,70149424.16,48349064.64,23367924.15,6457260.51,10966103.65,4360577.51,2168050.61,1268772.64,4909243.23,4190548.08,3038180.71,1417966.13,-3661410.37,-3048223.56,-1023593.74,-200453.85,-1033587.07,-703934.43,-2702.70,-270956.07,-5243790.37,-7136323.05,-7779946.60,-1946716.53,-3276413.99,-1053558.51,-208376.30,-879488.20,-2054479.51,-363470.10,574600.05,269959.86,4198661.39,2645180.72,1771369.78,1160606.27,2655393.34,345379.07,-389809.78,-720829.41,-3859723.85,-4672229.60,28043.19,267910.57,-1504549.05,-2038749.95,-1499463.12,-667200.15,-4072586.22,-733361.13,-364353.73,631726.26,1463527.20,13526786.72,14950200.36,0.0
