,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20080331,20071231,20070930,20070331,20061231,20060930,20060630,20051231,20041231,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,16315471556.04,10588509431.56,4437719158.49,15516479019.57,11313870795.09,6469941622.20,2965400852.32,12847576870.23,9106821207.82,6481262886.61,3281477043.92,11552027813.84,8626793081.53,5445222162.61,2880767303.48,12960844357.30,11693370275.15,8385967753.36,3488976048.49,15608436400.66,12086822509.93,8594586137.87,4129686032.22,13579952384.07,9263051387.68,6015714028.92,2413226309.92,10292739785.39,7003869103.89,3552919495.20,1525137850.01,8875599840.88,7008190012.34,4016793606.42,1647346953.42,7901906113.41,5669145116.93,2576290675.23,907626092.08,4158598016.00,2928633401.61,2535357676.81,263674991.00,1090493279.53,622935000.52,69560074.49,715071997.38,558936282.06,282171670.95,854490551.97,719351418.15,664520691.06,685490848.66,0.0
2,营业收入,16315471556.04,10588509431.56,4437719158.49,15516479019.57,11313870795.09,6469941622.20,2965400852.32,12847576870.23,9106821207.82,6481262886.61,3281477043.92,11552027813.84,8626793081.53,5445222162.61,2880767303.48,12960844357.30,11693370275.15,8385967753.36,3488976048.49,15608436400.66,12086822509.93,8594586137.87,4129686032.22,13579952384.07,9263051387.68,6015714028.92,2413226309.92,10292739785.39,7003869103.89,3552919495.20,1525137850.01,8875599840.88,7008190012.34,4016793606.42,1647346953.42,7901906113.41,5669145116.93,2576290675.23,907626092.08,4158598016.00,2928633401.61,2535357676.81,263674991.00,1090493279.53,618376611.09,69154111.11,714470568.38,558936282.06,282171670.95,854028648.18,718900153.85,664436871.71,685099035.35,0.0
3,二、营业总成本,10442802095.81,7002408212.65,3325895672.08,12326247933.37,8592549569.29,5402975605.88,2715033991.94,10867585117.30,7798175604.92,5202608485.65,2560423728.20,10358859634.48,7528475271.04,4930778674.02,2456105750.64,11104983744.76,9296651374.00,6165201171.66,2737590968.57,11331303835.54,8579308679.84,5476778602.32,2507863013.92,9413356503.46,6711540684.11,4188789413.98,1882794002.91,7394627124.50,5006048813.43,3196130313.30,1489845213.63,6780710073.36,5233847133.02,3506281593.41,1620907605.62,5927317392.45,4034699348.00,2365645734.53,955945519.94,3497869404.10,2448904236.51,2042630811.40,289767295.00,801479170.93,395143102.02,93935311.52,512246999.15,368784494.43,230257862.65,577468713.57,508820418.72,433738159.64,459585282.63,0.0
4,营业成本,6580967975.66,4380849253.03,2002677401.60,7615809533.75,5310670764.60,3322631897.34,1638151509.95,6740372964.64,4810070529.92,3219906636.90,1583805395.52,6427994554.17,4565635795.55,2962293580.17,1439194778.65,6603136714.48,5853007920.41,3788990782.94,1573171284.18,6467953629.48,5403224771.95,3342307255.91,1479510121.68,5422967930.71,4197178352.19,2617175592.98,1162016053.04,4777722025.85,3184210451.60,2057351378.49,937067368.32,4731112305.01,3745761598.10,2500205984.52,1134971609.22,4276190274.87,2866825018.74,1719772629.58,745690525.00,2752926508.15,1982980946.89,1770651313.87,266689355.00,699377042.66,315390310.24,83822273.68,430710262.83,315145958.11,191203826.07,480894372.49,421985485.96,346937463.11,367386082.53,0.0
5,营业税金及附加,247724310.17,176879868.20,83686166.96,299029431.75,216326899.75,148721423.90,71638975.80,310037912.49,231586762.51,164765016.07,83021836.30,276365799.66,189648593.97,125853316.45,62657770.95,293814676.76,231462673.66,171823066.00,74504285.39,303257027.36,200838395.16,148093240.53,79837672.60,248791536.37,161752523.61,104626449.10,38639966.47,203150319.64,137474383.92,74879889.13,28034331.68,177850885.91,134318359.24,76615223.75,31184419.55,144824815.71,79464575.04,28296907.01,8968699.19,63082334.14,44471742.15,23565747.31,1504449.00,14807917.59,10686330.48,1392370.46,12778017.64,8519990.60,5133182.37,14126270.32,10660391.72,9501416.24,9257936.74,0.0
6,销售费用,19022020.61,12312427.20,4830367.14,21521923.69,11654989.81,8300717.16,5685843.88,17619845.06,6328096.94,3341634.09,1584692.80,9275869.50,5199689.86,3431455.49,1799112.55,20419859.63,12972244.39,8535300.88,4481402.36,18038355.39,10161799.47,6610284.24,3141162.83,17045145.23,11481147.62,10826497.23,5046906.59,20492172.95,13640465.38,9019619.86,4013614.13,23690038.00,17288830.56,10780867.66,5516736.53,24235729.85,16292875.76,10123863.54,5573883.25,21386173.07,16628641.85,19038205.08,2362549.00,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,184951358.38,120868410.79,53490216.52,218230351.20,111845668.18,73727805.74,35990376.07,201248154.17,107638178.64,68075918.74,33777339.04,182027114.94,121232760.95,78842624.92,40133471.13,196304398.47,106185566.69,70608335.00,31603369.75,200248260.09,98328288.15,58898524.01,26746433.72,184635573.83,116258778.46,57786613.35,26288644.24,173771048.87,114639887.13,62537991.88,29857107.12,132220780.72,59294006.55,37979661.44,14263711.75,72235452.52,52298873.34,28855816.60,11556716.24,36827468.71,23305484.09,15216283.49,4619359.00,12503679.14,10263040.70,2543391.80,11094400.46,8183083.98,4964200.45,11800783.32,10099406.04,9019004.41,0,0.0
8,财务费用,3403653225.26,2307532392.46,1169746835.26,4065130615.22,2923484138.84,1841475766.56,960192578.11,3563795608.51,2639109217.97,1740432959.35,857569036.92,3445938176.06,2627642380.75,1741241647.03,912320617.36,3978957941.57,3093022968.85,2125243686.84,1053830626.89,4345558020.09,2866755425.11,1920869297.63,918627623.09,3515487704.98,2224869882.23,1398374261.32,650802432.57,2219491557.19,1556083625.40,992341433.94,490872792.38,1715836063.72,1277184338.57,880699856.04,434971128.57,1409831119.50,1019818005.12,578596517.80,184155696.26,623646920.03,381517421.53,214159261.65,14591583.00,74790531.54,58803420.60,6177275.58,57664318.22,36935461.74,28956653.76,70647287.44,66075135.00,68280275.88,82941263.36,0.0
