,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2288912542.40,1822803107.97,803484698.80,3492602192.47,2869905145.75,1850611065.56,887961605.39,3062766657.20,1970961636.44,1177895962.46,494760462.11,1650071195.34,1138215919.46,603655463.23,182899221.61,895180773.43,656739172.10,408398712.50,169069800.04,867045592.66,643242781.74,400259557.38,168876405.41,749945427.07,548052509.68,339153643.59,141994604.57,617223209.57,447912784.06,280523835.34,116890129.58,477531316.99,346050480.44,207090629.62,85343373.87,367045995.40,260814814.37,165470771.96,66339774.64,242127461.67,172533985.83,101191990.14,36275129.42,216195957.56,170215984.56,113950350.48,48442456.16,197406704.01,141248514.89,86533992.14,37896389.78,160304016.21,132750400.68,0.0
2,营业收入,2288912542.40,1822803107.97,803484698.80,3492602192.47,2869905145.75,1850611065.56,887961605.39,3062766657.20,1970961636.44,1177895962.46,494760462.11,1650071195.34,1138215919.46,603655463.23,182899221.61,895180773.43,656739172.10,408398712.50,169069800.04,867045592.66,643242781.74,400259557.38,168876405.41,749945427.07,548052509.68,339153643.59,141994604.57,617223209.57,447912784.06,280523835.34,116890129.58,477531316.99,346050480.44,207090629.62,85343373.87,367045995.40,260814814.37,165470771.96,66339774.64,242127461.67,172533985.83,101191990.14,36275129.42,216195957.56,170215984.56,113950350.48,48442456.16,197406704.01,141248514.89,86533992.14,37896389.78,160304016.21,132750400.68,0.0
3,二、营业总成本,2291175911.10,1789598288.97,795486110.19,6437124754.67,2546464193.53,1548244262.75,718897261.20,2510318073.49,1623163383.36,969798300.47,408895243.26,1332855764.28,921628458.28,507680604.88,175001477.28,826291620.68,602812941.73,378710753.39,164059372.86,784707365.28,586449096.95,368482622.34,162451556.64,677353850.01,496619093.20,310622585.52,135575626.91,562320181.49,410982091.22,260545636.60,111589335.02,439801373.17,317577802.31,189579916.69,80875791.70,332365582.49,234926660.25,147197604.99,60817284.94,208713026.59,147725431.88,86404181.69,33656127.92,195595053.89,151716254.63,101098948.24,43739543.22,164760237.41,117615890.08,74149864.38,34274787.24,138857541.26,114458611.90,0.0
4,营业成本,2040074086.88,1630377967.98,722347423.03,3025311743.05,2284548902.99,1408281009.05,675142137.52,2231971858.45,1431180380.00,849120838.40,349440432.11,1134354139.31,775981593.91,425140084.06,139097239.02,681040012.50,500856689.47,312425302.28,132380160.09,662542006.53,496604191.74,310959124.16,132283014.96,580086559.45,423453223.00,261563521.82,111549327.47,471702385.71,341224212.42,216259928.70,91891560.51,370971400.08,267329922.78,159468003.20,67304489.24,282481715.89,196859605.39,123054202.12,49212066.93,173869791.10,122801396.25,72818985.42,28021930.24,160368678.49,125692358.57,85028793.91,37048090.29,144288077.05,102179941.36,63156491.78,28223533.12,121591880.23,102169088.58,0.0
5,营业税金及附加,7326844.49,4793340.17,3245089.86,16237342.11,12564687.60,8396166.33,4483220.73,17614827.18,10366356.50,7581120.50,4245059.70,12681363.70,6235756.66,3589523.26,1256441.10,5009647.16,3523906.34,2131735.73,760869.25,4683232.68,3297704.45,1900219.92,791967.30,4097586.14,2988814.74,2011400.67,747059.24,3390489.22,2425199.21,1425113.68,593661.26,2103626.05,1551660.46,1143001.39,560336.47,1973188.63,1528453.37,789378.78,405921.10,1205268.03,898200.81,403248.97,161814.15,1088570.56,812830.10,588753.02,292661.63,1302902.79,891383.85,482807.01,258858.64,979042.01,582880.77,0.0
6,销售费用,81923284.12,49085938.98,21245689.43,108192344.32,73489886.01,44268901.01,18297145.60,81324256.45,56184220.87,36962623.93,16389614.25,63107942.47,44130357.22,23042153.24,8133840.98,39576738.43,26469413.60,16519171.88,7045049.46,37224796.29,25772577.97,16248295.52,7088188.24,30106389.60,20558328.48,12147992.16,5548399.89,27914630.44,19269775.22,11335785.66,4547725.13,21333160.65,14204641.45,8214515.72,3715696.04,18217136.01,13102820.93,8716947.75,3558626.22,11422013.75,8867773.72,5147988.20,1516657.67,11468778.00,7731542.83,5340369.94,2383287.38,8797634.92,5569194.65,4088637.02,2244310.58,7218695.96,5710389.62,0.0
7,管理费用,95653190.82,59849501.54,27105305.50,119385412.16,75851276.29,66009024.18,30822220.96,116832978.74,80603695.52,52561694.98,25433988.82,109388071.87,82000641.62,51362801.66,22609542.92,93919455.57,65175980.74,42803282.58,20703342.08,78430739.85,54602448.02,35784697.31,19119203.24,61642010.35,45498510.69,30558181.66,15254874.42,58108817.48,44008343.37,28150034.20,12425645.97,46590393.38,33002240.12,19507204.70,8293104.55,34030220.68,25959985.42,16456886.90,7541330.13,26901942.47,19146186.26,11853836.44,4220860.97,24181320.68,17277243.10,9538018.39,3615939.29,10413400.87,8837771.51,6515159.78,3431511.25,8541076.21,5811197.84,0.0
8,财务费用,21875923.35,15647614.34,8497276.38,14881463.67,11334612.75,3268533.88,1845417.28,1447158.81,499008.41,-210428.51,-428443.88,-1418533.79,-698369.20,-393090.37,-81847.72,-2144867.29,-1592560.68,-647096.27,-160600.30,-946554.97,-807975.66,-1136873.21,65256.24,-58413.44,-1151025.06,158161.53,231178.17,-76851.98,-251234.28,-130795.69,-114195.90,-1843617.28,-1253522.54,-1121251.87,-458970.00,-4802411.69,-3722385.93,-2888874.20,-791223.80,-5277846.66,-4986398.18,-4659221.73,-648728.54,-2447889.36,-472829.76,-282225.12,-115167.74,90560.99,-7064.21,-29814.08,102238.57,-58774.67,-12955.32,0.0
