,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,988567789.20,649942644.37,317272485.82,1344846452.31,987026167.48,627195223.64,284031012.78,1132206742.29,803557361.70,499623236.77,233623532.90,1048395242.98,725806526.49,476243196.24,220486126.64,989365476.42,746176072.07,484709167.48,228247220.97,1082227597.14,809347761.30,526724877.06,239894638.64,1297658670.66,836418467.55,524509826.16,238863834.14,1140003723.16,818341254.16,524424458.98,0.00,8469.06,8469.06,8469.06,0.00,28927936.42,27434054.57,21653589.77,8426551.57,150213988.63,126977124.66,75709533.03,33825686.97,162793205.16,113665616.67,74431798.43,36430500.53,308985317.26,127269126.73,88979282.43,50030982.80,213532532.93,179505227.77,123882515.32,48716068.47,264928623.85,191846733.62,124811470.20,63881159.37,378569650.39,354023717.69,255422710.20,81869385.40,312377613.82,205406001.93,162630947.62,75852301.22,204528274.30,167804700.18,108429537.50,60844324.65,636521801.16,344254154.12,400023905.41,52170796.65,186730452.79,97907503.54,325954259.52,147613510.22,246076340.12,94430887.96,196574813.68,100127873.44,208797582.46,0.0
2,营业收入,988567789.20,649942644.37,317272485.82,1344846452.31,987026167.48,627195223.64,284031012.78,1132206742.29,803557361.70,499623236.77,233623532.90,1048395242.98,725806526.49,476243196.24,220486126.64,989365476.42,746176072.07,484709167.48,228247220.97,1082227597.14,809347761.30,526724877.06,239894638.64,1297658670.66,836418467.55,524509826.16,238863834.14,1140003723.16,818341254.16,524424458.98,0.00,8469.06,8469.06,8469.06,0.00,28927936.42,27434054.57,21653589.77,8426551.57,150213988.63,126977124.66,75709533.03,33825686.97,162793205.16,113665616.67,74431798.43,36430500.53,308985317.26,127269126.73,88979282.43,50030982.80,213532532.93,179505227.77,123882515.32,48716068.47,271786174.12,193805211.65,127578225.43,67129339.99,373933013.95,349218158.20,250609172.40,81467086.10,305239149.82,204690357.93,161935244.92,75184689.77,164677874.99,141004725.41,82771009.99,37288433.09,596660872.76,332337546.89,377108523.84,50877487.39,183973798.88,95862110.11,322604425.01,146047017.05,242119107.59,93041841.36,193270882.90,99579713.72,206121228.15,0.0
3,二、营业总成本,871144422.27,573315453.60,286222994.40,1252394454.52,853382032.87,544101262.50,249270639.33,1058383525.34,711463960.91,441934024.48,200728328.99,1001408621.81,654172463.64,425861160.40,206170747.29,942912865.70,688695795.81,455191633.66,223801283.92,1066775210.84,759443320.45,502747420.81,247127353.01,1207047307.06,787012687.74,500687756.62,238566135.67,1075029443.34,748217214.29,490619475.00,2840601.46,20564354.92,11242107.67,8353234.11,2888094.63,88035791.26,34809015.17,44284597.35,11057750.89,276413474.44,160065613.68,90337337.26,39900056.37,204852337.45,126475315.09,86446973.62,33363865.88,362124087.76,207948764.89,105391930.82,53784611.30,348937745.50,178598406.26,122363583.11,50385412.88,300897801.85,173943175.34,111324248.38,55079638.14,323656907.68,287766359.86,196367145.12,51999104.65,276774351.16,182182444.04,145764996.38,69912049.77,188181302.41,149070270.67,92644489.98,50377621.55,606989062.11,333066998.39,388325523.84,56360711.86,285625241.75,107458765.72,326760005.64,148004935.56,239063271.73,0,184093444.32,0,196756625.85,0.0
4,营业成本,680165049.56,448168640.06,224518566.39,980112768.25,685916029.54,434369597.81,197197163.49,815692171.34,551749537.72,337183432.39,143298970.03,740170513.79,480634823.41,307826390.29,145981281.93,649058577.38,473036134.28,312207340.92,154804992.89,731062697.90,533018903.20,347007914.67,167322517.11,841947354.56,572231177.52,358273325.34,167811838.73,774914227.69,548026708.46,357599127.90,0.00,6428.64,6428.64,6428.64,0.00,22809617.34,21661579.08,17774326.67,6713624.98,113695752.86,92639619.30,54985574.85,25554041.78,108526432.04,76572927.87,52409113.12,22867813.16,194482797.07,90407875.59,64674002.82,32970309.72,150505814.35,92797816.09,56630281.40,23164011.79,109389340.64,66496350.48,42120192.00,20809716.34,126092065.40,154014964.76,107510551.25,22352621.91,124542091.72,99234973.41,83897515.85,42268326.39,145563214.43,119808594.24,71742728.40,23936263.45,516531239.55,295415195.72,319441431.27,40243828.07,186428530.77,96420103.72,303414590.42,138143102.35,219889815.92,0,165395031.32,0,178787183.15,0.0
5,营业税金及附加,11806131.44,7736248.05,3986378.42,17359059.48,13042408.58,8362381.31,3825104.09,16309721.54,11957036.72,7829367.15,3882444.41,26331084.29,16518028.96,15254099.27,9979860.75,38127110.15,33482876.61,22042256.80,10639462.45,48872374.77,36286953.85,23994741.27,11101675.79,88421857.94,36453965.17,23269406.98,10811357.88,50233683.43,36467644.66,23639527.24,0,139.32,139.32,139.32,0,26404.73,10249.40,7960.15,3646.95,89046.23,94303.06,45212.81,11276.94,41526.03,90859.38,31421.95,4642.54,13434886.99,206758.65,175812.69,107108.15,3366071.35,246002.43,203262.64,75545.14,3738892.86,2782665.98,2149913.67,1276557.22,10426037.77,6779303.16,5624022.52,565412.26,3236435.41,1796099.13,1100740.71,559628.17,3129839.19,2408424.06,1575147.28,488768.69,6655450.06,3186808.51,1932171.78,1228071.44,1031551.81,350473.78,592530.67,114741.09,454314.40,0,1281849.38,0,545649.11,0.0
6,销售费用,45209469.11,29890299.08,17564917.98,67854941.84,40810065.25,25816887.35,13308492.28,61234169.54,43701562.98,26505630.21,12041855.89,54870467.03,36441119.41,22810129.80,11681139.75,59673141.62,54765355.55,34003376.55,17473838.10,75615105.03,50618729.43,37282355.41,21579205.35,67830316.64,42961843.02,31137195.48,18663288.28,70042308.33,48211370.55,30431700.30,0,93475.74,41222.78,41222.78,0,3472506.89,1924265.52,3244998.55,413460.99,24309722.38,12843000.09,9573608.28,2258229.55,7641168.76,8362631.16,5310940.41,1025468.53,5263425.75,10942371.92,9425245.40,5451874.61,29141579.29,32589152.34,27347999.99,7153818.26,57729880.61,28802501.08,15636940.13,9319333.78,65853227.17,28473195.69,21582816.74,7280391.20,87148835.06,41523816.61,35641878.22,18462959.64,5666170.58,5406916.24,3242898.89,11035342.31,28462326.83,12971351.18,30873488.64,3107929.28,7590108.27,3104085.68,10087835.40,4860601.06,8541611.61,0,5980440.68,0,7092256.27,0.0
7,管理费用,115638695.22,76019828.07,34895155.71,154563001.15,97786141.95,65740228.62,30542185.33,136367172.10,86842398.86,57348510.41,36135439.35,138911862.18,97961333.78,63360520.22,31633576.56,151969043.02,98144369.44,65820450.23,31819675.88,160470142.06,109594372.56,74822413.52,38354996.21,170002193.21,111268499.83,75861152.34,35862788.19,156935312.01,101092144.75,69158125.33,2842435.56,17912056.16,9826057.17,6936796.21,2835199.21,29908520.13,10003724.85,10402953.12,3366112.20,38932129.62,25908649.04,16160174.50,7381965.05,38043387.50,25315571.05,17837935.68,6335118.18,37482054.27,61845048.11,17130034.85,6817256.70,47068383.41,24242412.37,15744275.44,10707322.75,75410566.64,41424895.39,26893284.78,14975942.85,75614314.13,70115298.25,41492616.50,15939658.20,33909611.24,21009476.45,14720267.28,5491396.71,14019576.21,7660547.87,6832569.07,8186487.01,31439316.50,10546490.44,24878244.16,5079598.29,76352652.10,2942438.57,7282020.77,3108580.41,5629406.36,0,7572101.26,0,6394642.71,0.0
8,财务费用,18325076.94,11500438.34,5257975.90,22616217.08,16090891.72,10075671.58,4397694.14,17050547.90,14079814.14,9933473.83,5369619.31,25054599.92,19171703.87,13163324.61,6894888.30,33692967.60,25864661.09,17700833.14,9063314.60,38008003.91,29047468.83,18763103.36,8768958.55,37601108.41,25822302.43,13871776.71,5416862.59,16959562.78,12489386.56,8320193.54,-1834.10,1435975.55,699677.42,700064.82,52895.42,6487560.53,959271.32,2040796.47,580288.45,18776591.15,13217311.14,9572766.82,4694543.05,24547490.44,16133325.63,10857562.46,3130823.47,28901036.48,44546710.62,13986835.06,8438062.12,48438651.96,28723023.03,22437763.64,9284714.94,54629121.10,34436762.41,24523917.80,8698087.95,45671263.21,28383598.00,20157138.11,5861021.08,27937377.73,18618078.44,10404594.32,3129738.86,19802502.00,13785788.26,9251146.34,6730760.09,23900729.17,10947152.54,11132258.21,6701284.78,12875196.18,4641663.97,5383028.38,1777910.65,4548123.44,0,3864021.68,0,3936894.61,0.0
