,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,684656330.91,402242654.28,254044162.17,100525100.00,384104725.45,172483411.14,116042586.63,36283202.75,155722314.73,60250640.02,0.0
2,营业收入,684656330.91,402242654.28,254044162.17,100525100.00,384104725.45,172483411.14,116042586.63,36283202.75,155722314.73,60250640.02,0.0
3,二、营业总成本,489678932.39,311437319.77,194621263.95,0,265927273.26,133794075.33,84383604.47,34489002.40,111881269.04,61286054.10,0.0
4,营业成本,339484867.28,201951145.44,123522284.49,0,153358718.34,74609132.42,48871718.60,19531808.60,51994251.96,19697352.34,0.0
5,营业税金及附加,4683437.03,3271053.80,2126265.33,0,3457975.25,2070850.75,1430535.76,629761.27,2403356.54,1698477.22,0.0
6,销售费用,22797311.19,12168944.32,7178050.39,0,13816713.82,7782638.00,4454252.44,1692517.15,6787410.02,3299764.26,0.0
7,管理费用,38217276.36,25818595.32,15263563.78,0,20878545.76,13165338.74,8147065.24,3431592.24,15254380.77,16189062.94,0.0
8,财务费用,-26577862.28,-3317651.77,-885404.49,0,821385.35,752722.90,1312846.84,643894.82,939546.29,1217600.71,0.0
9,研发费用,111073902.81,71545232.66,47416504.45,0,65081428.99,35413392.52,20167185.59,8559428.32,26758911.11,17944279.40,0.0
10,资产减值损失,0,0,0,0,8512505.75,0,0,0,7743412.35,1239517.23,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,282426.02,9059889.62,4473013.69,0,2399227.38,1589890.40,0,0,275899.18,388491.35,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,214641868.30,107923607.99,65472273.62,24019400.00,133115574.97,44502388.85,34846769.96,2774854.59,64023263.36,-599293.07,0.0
16,加:营业外收入,8134635.01,8081608.65,8077207.58,0,11505.81,91174.14,1119.26,0,76500.17,6383179.49,0.0
17,减：营业外支出,65151.00,58774.36,58771.43,0,1108.92,118.90,118.46,117.21,2783.81,0,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,222711352.31,115946442.28,73490709.77,25979500.00,133125971.86,44593444.09,34847770.76,2774737.38,64096979.72,5783886.42,0.0
20,减：所得税费用,20613178.82,14763338.73,8788504.30,0,7954097.19,3036535.26,2945567.98,-518059.58,-254754.01,-3937662.58,0.0
21,五、净利润,202098173.49,101183103.55,64702205.47,23247100.00,125171874.67,41556908.83,31902202.78,3292796.96,64351733.73,9721549.00,0.0
22,归属于母公司所有者的净利润,202065859.84,101163065.61,64689947.45,23240600.00,125168101.47,41560812.35,31903177.95,3292796.96,64350882.21,9693311.73,0.0
23,少数股东损益,32313.65,20037.94,12258.02,0,3773.20,-3903.52,-975.17,0,851.52,28237.27,0.0
24,六、每股收益,,,,,,,,,,,
25,基本每股收益(元/股),0.492800,0.254000,0.168000,0.060400,0.372500,0.145800,0.111300,0.011700,0.232600,0.037900,0.0
26,稀释每股收益(元/股),0.492800,0.254000,0.168000,0.060400,0.372500,0.145800,0.111300,0.011700,0.232600,0.037900,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,202098173.49,101183103.55,64702205.47,0,125171874.67,41556908.83,31902202.78,3292796.96,64351733.73,9721549.00,0.0
29,归属于母公司所有者的综合收益总额,202065859.84,101163065.61,64689947.45,0,125168101.47,41560812.35,31903177.95,3292796.96,64350882.21,9693311.73,0.0
30,归属于少数股东的综合收益总额,32313.65,20037.94,12258.02,0,3773.20,-3903.52,-975.17,0,851.52,28237.27,0.0
