,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20101231,20091231,20081231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1385018752.82,900191813.44,404113660.95,1930318972.74,1460960135.16,973108451.94,475173107.06,1989102562.37,1398665414.60,887347082.91,430350785.41,1564897745.37,1126229141.42,765188100.07,359125930.13,1360709045.70,1033549823.90,721006526.10,352169318.95,1428709345.10,1059075390.47,689602559.03,338325855.94,1570158558.99,1176976543.72,813621858.63,353799745.10,1407250314.45,1097840378.58,738630354.19,332641616.16,1539316920.30,1115323845.91,696989301.31,1234667558.41,695309990.11,695220470.36,0.0
2,营业收入,1385018752.82,900191813.44,404113660.95,1928399979.87,1460960135.16,973108451.94,475173107.06,1989102562.37,1398665414.60,887347082.91,430350785.41,1564897745.37,1126229141.42,765188100.07,359125930.13,1360709045.70,1033549823.90,721006526.10,352169318.95,1428709345.10,1059075390.47,689602559.03,338325855.94,1570158558.99,1176976543.72,813621858.63,353799745.10,1407250314.45,1097840378.58,738630354.19,332641616.16,1539316920.30,1115323845.91,696989301.31,1234667558.41,695309990.11,695220470.36,0.0
3,二、营业总成本,1460597016.03,945711957.38,451488838.39,2005880212.98,1443580882.51,970041378.57,476122564.19,2011880180.73,1415212391.76,879577187.07,421924943.67,1599121125.50,1151406099.38,778178091.24,368231186.21,1560197166.61,1101663969.86,750058766.14,369812986.74,1367977783.51,1001771326.95,642663362.54,313717424.91,1485161430.71,1102651954.82,755110921.42,331609255.73,1298739048.05,1004593179.33,667452538.47,310206458.74,1409134209.26,1006256115.41,622803926.44,1122062171.43,607237625.30,629054428.29,0.0
4,营业成本,1269943563.61,823888035.40,406607541.28,1790876610.93,1312382135.25,888259858.18,429759607.36,1802157160.59,1261734991.16,783201763.87,377840323.70,1443620758.71,1057535944.33,725120674.14,349736598.59,1366927353.53,989575870.80,676095060.54,332121441.46,1225880009.63,902304169.26,583398509.55,287887827.63,1356083739.48,1012495591.68,691330137.69,300917878.25,1168451240.64,913669911.48,607293244.83,287757766.26,1281644968.29,922758452.99,572206465.50,1015451905.87,554984519.11,594438717.58,0.0
5,营业税金及附加,4666024.69,3446862.82,1729320.25,8795190.53,3529817.33,2344687.26,1201032.60,5415650.90,3947919.13,2315868.83,1177456.04,4817170.93,7074.19,4983.99,2587.88,681856.22,518465.44,361563.37,176074.85,714402.04,529537.71,344801.29,338325.86,1971059.61,1577877.59,1214522.90,754700.78,7172783.11,5324327.15,3383192.02,1550732.24,5154647.20,2619746.65,1634228.90,2804514.56,1873320.33,3549803.23,0.0
6,销售费用,33392362.77,20706479.39,10163488.77,43782211.87,31191058.41,20484180.61,10804110.75,44699728.89,31733330.63,21595866.74,10317588.35,40471081.76,29129328.84,19344493.22,9557767.42,40888762.06,30179633.52,19510292.08,14050994.65,34992466.72,25926152.04,17392216.76,7710437.01,33975970.01,24435162.40,14258488.59,7562866.14,26210350.86,17842823.65,11834248.27,6057951.72,21903369.28,14785858.20,8373918.28,20410585.85,7805218.08,6550933.84,0.0
7,管理费用,65283293.86,37371181.50,19030848.02,63465131.68,42613075.34,44858041.68,25615978.08,110915926.90,84310985.40,53333952.73,23784420.76,91710755.18,69731382.30,46582851.34,20080114.68,85354492.91,61565947.48,40847583.51,21671260.47,93991217.94,75096542.93,44986487.20,18195569.86,90039783.27,66727634.23,49400038.79,25885248.71,85107097.32,54548842.02,33323097.85,9796630.65,75933238.89,52949521.08,31232629.87,71887914.77,32771861.35,9133573.82,0.0
8,财务费用,41694681.92,30676863.53,16311884.80,45936711.87,33059308.27,25662917.88,15582141.18,39577878.79,27686906.93,16196661.08,8859983.65,26032696.92,19020004.27,12183802.36,6462550.88,17534357.39,14998373.32,8418587.34,1793215.31,3830272.97,1686059.99,312482.72,-414735.45,-5085559.14,-6751459.96,-5259415.43,-3511438.15,8273891.15,10603504.94,10732120.15,5043377.87,14986230.80,9876703.34,6809550.95,9879075.33,7608262.46,8692380.05,0.0
