,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1832193611.14,1330224398.40,880702510.03,460218142.00,1693683097.45,1236027970.92,804809643.05,399664888.36,1541582737.49,1115226079.30,733556668.82,369351401.58,1447274814.59,1056331720.98,694174631.47,359102153.87,1305428216.69,958618428.57,648262744.71,332776623.77,1207580387.67,864628679.30,588975995.14,320582934.02,1110973537.87,878697122.87,551984983.13,278607732.47,1146680714.48,860177199.69,514827514.43,233077402.66,1017771593.12,749901665.99,480085421.53,192449431.63,1148886663.41,620596919.30,430531213.07,207971412.29,1173973381.46,624459940.19,420247285.62,218559640.65,698418510.66,476483348.81,348164868.98,192364053.63,828496708.31,523059728.91,339730599.98,160942560.67,670993605.68,477433176.90,322953494.14,125266026.96,665752085.06,526803231.59,376220793.56,118007555.59,546196755.93,426905811.80,263132455.31,106010666.68,341236300.92,250838983.37,166794813.95,93598812.79,269997358.82,179306942.39,115645859.88,61158172.85,174405037.58,76906280.02,143608190.24,126555926.61,108607933.24,98298662.51,0.0
2,营业收入,1832193611.14,1330224398.40,880702510.03,460218142.00,1693683097.45,1236027970.92,804809643.05,399664888.36,1541582737.49,1115226079.30,733556668.82,369351401.58,1447274814.59,1056331720.98,694174631.47,359102153.87,1305428216.69,958618428.57,648262744.71,332776623.77,1207580387.67,864628679.30,588975995.14,320582934.02,1110973537.87,878697122.87,551984983.13,278607732.47,1146680714.48,860177199.69,514827514.43,233077402.66,1017771593.12,749901665.99,480085421.53,192449431.63,1148886663.41,620596919.30,430531213.07,207971412.29,1173973381.46,624459940.19,420247285.62,218559640.65,698418510.66,476483348.81,348164868.98,192364053.63,828496708.31,523059728.91,339730599.98,160942560.67,670926969.84,475277168.82,320857589.17,125320276.72,665612671.46,526685371.40,376126098.14,117176550.50,546067602.58,426728269.28,263012202.58,105934787.34,341015614.20,250299308.25,166273685.50,93573207.55,269862467.76,179231841.91,115592302.72,61133359.77,174095031.03,76683164.59,143112041.47,126184666.31,108106259.77,97811549.38,0.0
3,二、营业总成本,1517942640.84,1109557890.07,740352105.11,385333856.04,1430886457.20,1040477311.18,680817493.32,340110693.28,1336351138.15,958125765.98,630632080.56,321668545.22,1259179301.58,925190260.19,609940828.86,316190718.74,1173600858.71,853356252.52,575995105.93,309664664.24,1068937714.36,772724525.50,530683643.14,297740117.18,1046657507.60,838142631.25,526981748.39,268053795.87,1229612387.06,850287367.79,503568193.94,228847283.98,1076662322.31,753314473.59,465625102.91,182064085.69,1105979293.94,604748743.47,418711777.97,196218698.58,1152269116.60,609239234.78,406868791.70,219919689.67,783086956.65,455343150.03,326711434.17,185303114.79,806273725.15,519313295.86,338597810.62,159071209.35,662907580.39,446603321.22,305664580.09,124274325.99,630678658.23,486790128.33,347153979.03,115049303.40,518104578.38,407959687.09,251845637.07,96032125.37,313899332.50,219350809.43,140560946.53,80235552.18,224321152.46,148930359.02,91694579.93,49013212.10,136116263.87,58996363.74,115920419.93,101163970.33,83776970.82,76902535.75,0.0
4,营业成本,1001838222.39,744212740.33,494407939.80,258801184.42,979057760.11,723665442.57,467987935.00,238845352.32,916332017.63,656824008.01,430087342.78,217854576.76,850316184.53,622812889.44,405868075.75,210310107.35,786866715.08,574103128.01,382124734.59,198823412.31,728279971.91,525083448.66,354494714.21,200553701.72,682936662.78,565650574.72,336112442.03,181503168.01,762103806.23,585230530.92,344197233.12,154184325.49,690369409.32,529574616.71,326954421.36,128646477.64,792013981.66,444074753.75,308463422.56,146824819.79,857399205.59,451158898.36,297701465.41,164450344.54,507620403.51,332225354.62,240514705.49,137833734.94,593680210.68,369534432.80,238342703.26,114347829.72,493801069.38,342391100.86,231467960.80,89086069.53,498111826.24,411233817.69,292954666.35,86160164.18,403198920.23,319845244.11,189237082.24,73701558.56,229192008.46,169326596.84,105333326.32,63283501.05,171258264.88,116033278.96,69115363.77,37270463.04,112810239.62,50480794.00,86496767.40,77146834.93,67917746.47,67530064.80,0.0
5,营业税金及附加,25363672.51,18496491.29,12486780.79,6511705.54,27099998.47,19894400.06,13318787.33,6907521.28,26156354.39,18324934.14,13113612.96,6869026.98,25132808.64,12992260.03,8350581.18,4714142.64,15363131.44,11702799.35,7792396.09,4190277.50,15521136.12,10671758.25,7859300.08,5001009.73,17516558.99,13162377.59,9670123.09,2677514.19,27770952.20,19726257.67,9784177.31,2857292.69,26387231.61,14801288.07,12115401.76,2592604.66,38140727.12,10946682.40,7741935.84,3102114.91,43151878.54,16133794.08,11241968.75,6297218.74,16221463.50,9766996.14,7606278.88,3366393.64,22618593.40,10804717.66,5975151.25,1650990.98,14388819.30,10687084.82,7401036.86,1837933.23,18415477.60,13783473.47,13256569.82,2012023.71,14744906.61,8366351.97,4515753.84,678088.22,1802921.60,1348891.74,920833.86,572793.62,1867254.97,1230985.19,892256.77,518667.15,1424373.58,770142.37,1455162.26,1211898.68,105350.28,107591.75,0.0
6,销售费用,316576695.66,217477841.86,144411077.54,75312557.64,252315865.03,179527136.54,116769309.32,60315088.74,233702344.28,174908739.60,113009648.70,58182481.69,221362260.71,183901636.93,120138768.92,65487232.16,192852521.38,155132653.84,101579442.63,55521289.87,158797918.24,118960315.72,78171826.76,48148727.74,150662192.67,110148202.39,75974624.68,35055419.80,136961266.99,91046821.61,53818848.99,27474051.74,116532749.37,73603302.07,48208143.72,18178616.86,99915475.39,64803430.37,42205270.68,19882587.02,84742735.00,61450954.43,40602897.24,20595262.48,72611941.19,46586472.55,33903630.78,15746832.61,69162610.98,50606028.14,35684651.83,17788737.39,58638901.53,43313755.55,31042624.32,13338189.06,59965157.72,37918556.16,22939002.75,12041958.86,43646153.40,31107901.23,20212117.97,10477572.30,37476599.64,22937801.06,16074583.95,9335868.49,28402819.05,16586501.52,13428731.09,7157583.60,18359384.42,6928971.37,14364438.62,11161633.28,6020696.72,2094196.26,0.0
7,管理费用,115849016.37,88151643.93,60371485.52,30264385.10,111632361.12,78931218.26,79956194.66,32021040.48,147807842.03,101594862.93,70254039.03,37188106.46,155307414.40,99862121.93,70645185.85,33574274.93,141009141.62,80928976.36,56049465.40,26859961.98,111642943.01,75416829.67,55677223.43,24700131.85,109584145.57,74819122.76,53795234.99,23683162.68,121203052.76,85023134.19,56396894.88,29077247.37,120714145.36,71844290.15,51480204.30,22443221.93,110229872.34,61313367.83,42912065.43,19565560.28,105761005.06,58800439.65,44125987.97,18791112.91,70704484.92,43455286.89,30035302.13,14632594.34,70916230.58,43586756.17,28083200.27,15066836.69,53281945.89,36077632.54,24747748.62,12431520.13,29106440.33,11387272.87,10938794.86,10625824.20,40982037.13,33906505.24,27080818.08,6060726.88,29096178.58,19850643.90,13437227.90,4723458.31,19666895.09,14649285.27,8044695.28,4376292.62,9142624.84,5179437.32,9546218.19,6922650.72,8877584.67,6904891.43,0.0
8,财务费用,5371421.61,4601661.13,2999850.89,1942428.77,9171795.96,6745785.13,4206041.02,2021690.46,8448156.43,6098219.90,3792435.69,1574353.33,5977386.15,5167340.96,3839737.15,2104961.66,12421800.24,12533221.41,9493593.67,5575365.70,45706601.69,38926446.42,31005833.99,18775957.74,93622281.45,71047989.95,48188515.85,27085336.50,137675515.01,67720750.70,39420689.23,15695137.85,126919704.89,61161498.72,26198699.85,10558165.94,64178730.30,23495612.05,15718541.33,6551751.73,59813231.02,19911227.90,12865688.38,9566813.22,70408755.48,21876184.91,13376226.71,13155577.64,40833000.05,44781361.09,30512104.01,10216814.57,42796844.29,14133747.45,11005209.49,7580614.04,25079756.34,12467008.14,7064945.25,4209332.45,15532561.01,14733684.54,10799864.94,5114179.41,16331624.22,5886875.89,4794974.50,2319930.71,3125918.47,430308.08,213533.02,-309794.31,-5620358.59,-4362981.32,4057833.46,4720952.72,855592.68,265791.51,0.0
9,研发费用,52943612.30,36617511.53,25674970.57,12501594.57,47729156.95,33134102.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,3879519.56,-1420774.01,-1420774.01,0,3904423.39,375001.40,375001.40,0,1083247.15,454010.90,1098480.01,0,25087548.95,18955473.55,18955473.55,18694356.88,8989143.39,3665726.78,3474744.67,560588.40,-7664333.86,3314363.84,3240807.75,-1950805.31,43897793.87,1539872.70,-49649.59,-440771.16,-4260918.24,2329477.87,668231.92,-355001.34,1500507.13,114897.07,1670542.13,291864.85,1401061.39,1783920.36,330783.95,218937.78,45519908.05,1432854.92,1275290.18,567981.62,9063079.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,21356396.85,0,0,0,48530300.00,0,0,0,44506200.00,0,0,0,1166500.00,0,0,0,205800.00,0,0,0,-800600.00,0,0,0,953400.00,800500.00,800500.00,0,11505600.00,0,0,0,0,0,0,0,0,0,0,0,879565.92,0,0,0,-879565.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,6267398.71,22897045.94,19339563.15,7728122.52,16940241.40,10051589.97,3892968.20,394862.41,11219298.39,6646302.12,460749.93,-71421.44,-889242.31,-84796.05,153059.16,-146130.04,146308236.21,144536361.99,144333745.17,142056477.34,-37254948.01,-16423378.72,-7212100.96,-4177529.63,1703599.04,330205.10,425346.25,142553.18,5062727.88,2014715.16,-1711402.15,2303749.20,48328418.66,5642726.35,3989786.70,1941501.07,14028789.35,9208589.99,8362256.07,5038205.36,17858172.76,13656057.96,10780933.19,9987918.40,17306599.98,14501307.91,10211615.70,12658956.38,14303118.06,42401997.32,28513520.51,11349169.72,48694324.61,17519840.11,15388565.07,9766424.61,19047701.89,5605074.66,2547979.97,5445525.26,-2594474.39,2978251.47,2155809.99,-196911.62,955953.02,1197574.96,-110586.62,-141244.32,-1197263.34,792190.13,186987.38,283035.69,-683857.10,0,0,0,0,2666.67,0.0
13,其中:对联营企业和合营企业的投资收益,-2807531.20,-1719252.15,-1143510.74,-1010883.61,-1940950.90,-2264873.11,-1074889.45,-609175.62,-403867.00,-383870.79,-451234.30,-201796.21,-1053282.86,-274608.15,54597.73,-146130.04,892153.86,283136005.40,141728134.76,0,-37614948.01,0,-7212100.96,0,-1005400.96,-2471209.79,-2283653.75,0,4520474.78,0,0,0,11797431.79,0,0,0,14203931.07,0,0,0,18671666.82,0,0,0,14500087.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,393403315.14,298439834.96,168607941.40,85338608.48,356570371.90,243750837.00,149478240.63,68733377.49,329493105.39,165974401.00,105042192.64,47611434.92,188372770.70,131056664.74,84386861.77,42765305.09,278341394.19,249798538.04,216601383.95,165168436.87,100587125.30,75480775.08,51080251.04,18665287.21,66973029.31,41685196.72,26229080.99,10696489.78,-66363344.70,11904547.06,9547918.34,6533867.88,-10562310.53,2229918.75,18450105.32,12326847.01,56936158.82,25056765.82,20181691.17,16790919.07,40442003.54,28876763.37,24159427.11,8627869.38,-68241411.93,35641506.69,31665050.51,19719895.22,36526101.22,46148430.37,29646309.87,13220521.04,61215149.90,48349695.79,32677479.12,10758125.58,56841128.72,45618177.92,31614794.50,8403777.45,25497703.16,21924376.18,13442628.23,9781629.69,28292921.44,32685748.90,26123280.80,13222016.29,44478943.02,31168773.50,24138267.33,12427996.44,37604916.61,17909916.28,27687770.31,25391956.28,28874777.64,23861817.35,0.0
16,加:营业外收入,6399018.45,5532476.24,4619028.11,1153555.11,21455428.50,29470723.15,1709417.51,3782191.24,7590068.59,15601805.76,14640714.82,8430044.63,20977693.94,13789763.33,6177930.05,2758951.86,11978226.59,7692247.07,6311863.15,4404349.78,13717502.20,3540927.47,3013491.27,1260783.53,5713183.48,3816053.64,2450115.66,950110.08,7168548.37,4123395.61,2531693.47,982555.13,30052879.89,5649444.10,3021274.98,904912.30,5275619.45,485944.94,363362.42,201045.71,10512247.92,1508507.27,1445928.06,1575834.88,8094890.29,208451.79,251136.61,29384.51,23317136.95,2325382.52,1994564.89,358325.65,9118422.13,843460.80,249800.21,237648.21,147690.14,338121.94,15448.62,1642.32,1965453.42,88725.30,7627.20,4405.00,11494.81,4199.00,2225.00,400.00,11258.80,2190.00,1860.00,920.00,240.19,0,1100.00,27560.00,437604.00,400.00,0.0
