,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,14154636130.47,10559835042.33,6712081721.79,3203465607.30,13390856837.74,9812942719.62,6845769345.73,3542003297.49,13712697274.06,9879850015.18,6483219583.67,2965586677.01,8991946823.29,6047024854.15,3811210398.68,1816289401.35,7261150331.74,5156312156.46,3416016320.40,1652352110.83,7502330299.68,5366831626.30,3429990040.53,1674120938.55,4779421500.02,3134541466.43,1574979571.56,666451907.24,2995433647.00,1788925049.96,1180498091.59,564757561.84,2420150916.33,1646933933.49,998759394.37,446311377.80,1575307594.73,1190507770.73,648293699.35,347780305.29,1520431401.76,1135900342.69,660503028.33,342083562.59,2749700357.30,2157268601.75,1631512477.91,756667520.53,2232893345.69,1263525602.31,732992297.69,306590787.32,933196427.60,658775079.26,429649495.22,227068838.06,763253455.04,549748995.67,354635757.48,168593578.36,546793426.08,349707949.46,195824884.59,95336251.24,418836516.25,310868889.76,207861364.24,78651705.93,333692385.66,218360923.55,142761823.50,72122795.84,261246751.18,119785416.84,241344246.28,78718411.81,138479849.00,66751026.00,122953827.00,105668972.29,76107539.13,0.0
2,营业收入,14154636130.47,10559835042.33,6712081721.79,3203465607.30,13390856837.74,9812942719.62,6845769345.73,3542003297.49,13712697274.06,9879850015.18,6483219583.67,2965586677.01,8991946823.29,6047024854.15,3811210398.68,1816289401.35,7261150331.74,5156312156.46,3416016320.40,1652352110.83,7502330299.68,5366831626.30,3429990040.53,1674120938.55,4779421500.02,3134541466.43,1574979571.56,666451907.24,2995433647.00,1788925049.96,1180498091.59,564757561.84,2420150916.33,1646933933.49,998759394.37,446311377.80,1575307594.73,1190507770.73,648293699.35,347780305.29,1520431401.76,1135900342.69,660503028.33,342083562.59,2749700357.30,2157268601.75,1631512477.91,756667520.53,2232893345.69,1263525602.31,732992297.69,306590787.32,919121759.73,650439589.36,423278914.24,225156967.64,748243124.32,540351553.56,351953564.01,167475330.03,538619814.34,345158385.25,193328300.04,95001712.03,415370549.29,307710916.45,206367637.63,77000080.86,331222858.02,216631775.90,141251530.46,70430673.98,254416867.68,116319673.15,230175573.83,76471969.00,136978449.00,66751026.00,121453827.00,105128359.96,75789396.58,0.0
3,二、营业总成本,13974085841.43,10437802599.59,6610858694.54,3167184960.95,13264566605.99,9715415163.59,6783330050.70,3509352847.65,13530319019.24,9721971798.11,6381934631.91,2907932771.19,8711618784.40,5891517999.23,3717571430.74,1783158759.31,7094388762.40,5009555691.89,3315399546.26,1611749446.03,7323230633.97,5189877759.96,3318340550.53,1626508319.99,4568448578.72,2975931210.28,1466454910.59,622232309.81,2798383159.30,1624314393.10,1067774936.80,515773732.75,2226291054.68,1493684437.03,895813125.79,404643045.88,1427565660.04,1075406242.96,580553618.07,320206366.42,1406255914.84,1041619368.68,606647753.09,325374960.69,2633672582.11,2036682056.17,1540325209.43,712708185.33,2070281703.14,1135019549.24,648031631.85,265280640.18,784453835.14,530921585.81,339805711.75,185970126.88,610633467.08,425467686.01,270025887.45,127534036.84,410639593.06,247850409.13,124304543.85,67569132.66,308110819.00,241973794.91,159831386.27,58412700.84,242682719.37,156912189.41,104853552.30,54973788.87,221792436.67,108285221.20,196306773.18,59115716.57,32988553.75,15066252.20,18348251.22,22414427.03,18022814.25,0.0
4,营业成本,13572009476.64,10154010322.36,6427385410.10,3072720276.69,12889132051.10,9451912236.74,6610489493.69,3435721151.96,13207549837.66,9508397890.70,6238727823.07,2850139273.69,8450063557.81,5758718387.84,3631824202.26,1741143129.71,6883330328.99,4868190503.51,3224612261.54,1568070002.80,7124797433.35,5060551253.90,3238667963.76,1589367873.98,4404301933.18,2863507432.24,1396023146.29,588468882.05,2602264207.08,1494948174.94,983871316.72,472484287.98,2059383554.49,1372584699.10,821244135.74,365052909.62,1272171824.22,966022416.79,509022749.02,285775396.53,1263928023.06,940198615.38,539800969.39,292770487.93,2457274329.85,1922756931.72,1461026665.62,676295637.04,1927522189.80,1040489717.98,586364038.69,238512116.34,663893993.56,453912878.76,290500334.50,162953608.50,481600719.00,335738298.54,211463670.15,100250705.58,318200402.30,184883644.75,96987221.46,50447597.15,222327864.28,175627389.77,114145824.03,35721017.03,158064968.75,93418918.34,61441589.14,31800007.34,114223518.86,51872291.15,86362461.15,11850737.14,14020988.33,1932977.54,12468866.81,11973649.38,9308208.84,0.0
5,营业税金及附加,25118368.49,17343153.41,11312667.49,4828932.72,25932852.00,19059592.17,11118951.12,5411450.45,24118058.60,15466758.65,10012123.86,4241186.45,18529026.52,7884190.38,6170431.46,3112800.01,19489407.51,10570231.19,6074333.82,3467930.13,15623785.50,10215246.25,6943142.85,3060827.10,14231130.13,9840111.72,6665002.94,2939111.96,38941376.00,30989650.63,19846937.44,9198861.51,46285318.14,32898307.44,20875307.27,9927107.50,38732108.17,27112730.98,17194794.91,7635841.55,32749024.78,22875758.56,14238518.13,6476249.00,31812814.30,23872930.40,15626600.48,7599905.03,30650513.15,22044726.14,14400439.01,6565982.87,26179425.72,19053946.58,12359406.89,5800094.96,24076826.04,17811540.30,11669406.97,5444372.17,19349763.29,13279502.97,7982963.79,3821017.90,15725244.28,12304171.87,7878496.33,3185138.07,12987210.19,9000193.91,5929150.95,2955745.20,10524084.39,5036140.84,10620067.19,4492414.76,8137673.76,1314178.99,0,0,0,0.0
6,销售费用,49927200.36,31614347.37,21517572.00,8109006.78,34036364.67,22560758.82,16021658.07,7466217.91,33077058.62,20345658.37,13553673.94,5053242.72,24277611.23,16633804.92,11038567.12,6548077.61,17677196.71,14934649.95,9535580.29,4271834.63,17887976.24,12133208.20,7557332.94,3882693.16,12816829.22,8850037.10,4774508.02,1862745.66,8322154.68,5651928.50,3383592.20,1567247.70,6636100.65,4671266.98,2816055.38,1527550.40,7175616.49,4591789.27,3014980.64,1424702.45,9011465.77,5691802.34,3907132.23,1737656.37,11063381.96,6098636.48,4303345.96,1529741.21,4674260.38,3124839.42,2722420.82,1013470.65,2304861.23,1432262.03,762540.89,487766.45,2143640.27,1122232.51,694257.30,291637.17,1604441.13,1313792.18,941699.17,466129.49,3152994.56,2296078.36,1576585.07,763058.36,2979927.93,1693984.94,1049518.72,526369.55,4331240.42,1622499.83,3288399.20,1066691.72,3881629.01,1327306.00,0,0,0,0.0
7,管理费用,204935492.44,146525281.38,96477533.77,46888393.73,195930746.11,136004113.30,87414669.15,38954045.08,185090231.96,128818930.68,85484457.09,39632552.11,181875935.56,129259389.15,84728513.84,41290221.79,161214390.46,118472288.47,77808881.46,38623009.03,159834890.50,115659011.10,75070127.26,36389290.45,141251277.15,104066902.33,67711042.27,31841594.44,140434825.16,96089984.35,61793234.74,32778396.67,120361160.85,83938886.85,53176774.75,26723533.91,103260885.70,72506642.98,46745843.69,23024696.97,92573380.50,65966936.69,43886273.14,22160176.98,99005799.70,68315560.72,49650690.29,21831996.39,94884936.64,68342596.52,45244725.96,20034309.18,97725935.71,60476885.55,38843812.07,17628747.12,106634410.53,72204765.54,47376168.44,22402517.17,59419531.40,35118618.37,6453326.16,6729019.95,34010250.81,28123291.40,19903309.62,9971993.91,25461613.71,20441629.15,15291434.72,9510331.86,23054737.46,10080593.74,23698779.34,7791615.46,15249858.45,12358358.56,6216528.44,6178864.41,4409121.62,0.0
8,财务费用,122095303.50,88309495.07,54165511.18,27627960.55,107001663.95,78285510.98,50967546.90,22350177.68,53865501.08,33162589.81,20346667.34,7577782.82,-526595.48,-19351477.60,-12193523.47,-5771893.13,-13518359.03,-8056821.34,-7447204.47,-5056918.26,-7575486.12,-8072077.44,-9830021.36,-6085807.23,-10633660.90,-12867491.23,-6609455.25,-2625581.77,742876.30,4279156.89,3497258.33,1774938.89,852030.51,4255075.37,1534651.36,837414.39,-355598.46,3916277.01,3318863.88,2345728.92,5068002.42,4534992.52,3394789.54,2349689.41,16729548.70,10810679.64,8004921.30,3650905.66,3277330.66,-462861.43,-699992.63,-845238.86,-5650381.08,-3954387.11,-2660382.60,-900090.15,-3822128.76,-1409150.88,-1177615.41,-855195.25,12065454.94,13254850.86,11939333.27,6105368.17,32894465.07,23622863.51,16327171.22,8771493.47,43188998.79,32357463.07,21141858.77,10181334.92,69658855.54,39673695.64,72337066.30,33914257.49,-8301595.80,-1866568.89,-337144.03,4261913.24,4305483.79,0.0
