,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,38244553924.01,24734985957.92,15733296517.79,5395746059.37,28730607320.49,17815629994.51,11029671922.54,3859685676.80,25129456007.18,17006751441.72,9839524092.92,3583893365.04,26395829300.45,16964752380.35,10920657054.70,3983560596.61,30062099563.84,18544341633.40,9429123594.95,2551599334.59,17704218040.47,10620516489.72,4470905129.06,1434132683.01,12308476646.56,7119025493.10,3245964657.97,951043362.86,11324189039.41,5946277153.55,3483682254.12,1699725465.54,12843127884.54,9420345900.91,5194416979.47,1855699843.58,17595520630.12,10892550759.49,6304786260.37,1854918103.76,10738355201.25,6732800264.87,3807988954.17,1147229360.46,6457809712.56,2255626671.20,1204491468.72,588417859.10,3103025953.70,695865254.07,571593606.14,322606386.71,1530282918.49,362885981.99,505527234.87,244863579.43,0.0
2,营业收入,38244553924.01,24734985957.92,15733296517.79,5395746059.37,28730607320.49,17815629994.51,11029671922.54,3859685676.80,25129456007.18,17006751441.72,9839524092.92,3583893365.04,26395829300.45,16964752380.35,10920657054.70,3983560596.61,30062099563.84,18544341633.40,9429123594.95,2551599334.59,17704218040.47,10620516489.72,4470905129.06,1434132683.01,12308476646.56,7119025493.10,3245964657.97,951043362.86,11324189039.41,5946277153.55,3483682254.12,1699725465.54,12843127884.54,9420345900.91,5194416979.47,1855699843.58,17595520630.12,10892550759.49,6304786260.37,1854918103.76,10738355201.25,6732800264.87,3807988954.17,1147229360.46,6457809712.56,2255626671.20,1204491468.72,588417859.10,3103025953.70,695865254.07,571593606.14,322606386.71,1530282918.49,362885981.99,505527234.87,244863579.43,0.0
3,二、营业总成本,37449098364.95,23882072891.46,15346112130.44,5337333640.41,26838250918.74,16059024554.20,9699639761.40,3790435301.98,23115264236.25,15454025236.88,8784305480.00,3409315936.19,23750230823.46,14993207173.43,9540133176.77,3740403974.25,27351079113.31,16429220215.66,8344538354.73,2424875111.15,16213166696.91,9767669247.59,4183086020.91,1408740579.82,12215318628.82,7267239562.60,3434709706.65,1075447780.57,11603155285.40,6337432930.30,3823229010.06,1913212156.50,12693656439.32,8960635443.03,4916485750.46,1736639365.77,15389637880.91,9263497942.43,5372260405.81,1527077392.35,9002123247.87,5616773538.81,3166396528.12,895138426.45,5595110818.03,1955138729.96,1009342788.95,518664783.01,2494175707.45,582257143.95,447625960.32,246222816.27,1213699255.09,307827676.79,399651672.07,203997233.32,0.0
4,营业成本,30972767595.39,19721746743.18,12441342475.48,3959366796.82,21271229406.02,12551500369.61,7590393109.26,2469070350.77,17530457754.93,11873892716.88,6670009091.65,2402229688.35,18671414111.48,11777826659.52,7532412431.55,2791395673.72,22093013175.49,13360951370.32,6669769626.61,1764370678.14,12918458530.75,7527896114.73,3100434941.24,972912951.01,9702315798.84,5628124034.70,2632750761.01,780765496.38,9584179889.16,5058675015.82,3002638222.18,1513575966.26,10714359050.74,7665987574.52,4091262945.42,1444849425.80,13467320222.43,8223625990.33,4752489683.29,1325749235.85,7915563744.05,5027464779.05,2884554673.14,830689791.63,4889557975.21,1677310679.85,872355047.29,453212532.77,2178228253.45,464661908.05,392727374.11,224049384.84,1065729079.84,243622974.79,367152179.44,182422886.98,0.0
5,营业税金及附加,109081463.42,69786217.10,46266933.53,22883877.74,159667388.87,88138242.80,58247734.86,13702297.81,160928919.15,98517454.28,56718080.64,12539138.83,164649447.19,71514677.45,56963228.60,17246982.35,165860971.18,77897672.77,21552567.56,7888811.38,87215167.34,30408951.83,12202656.42,5288437.01,84942854.20,16491027.78,8432973.45,1052126.42,55295547.55,23027573.54,14994379.53,9867445.18,31794721.31,15217736.87,8196890.45,1455430.10,92290182.17,37832460.36,29400029.42,12706531.09,47244344.48,13196591.42,8545479.45,2003470.57,20337610.00,6254467.95,4968953.13,3598134.49,10855615.39,596087.93,157424.36,7276.43,5743716.49,4527.77,1459115.23,924570.61,0.0
6,销售费用,2602424809.23,1690304428.79,1193716261.73,392209529.47,1665725046.60,1075186833.63,505493216.63,367493611.40,1905784502.82,1214866942.43,674076156.60,388882618.23,2032786144.01,1097128054.49,751071045.65,410181018.85,2757066127.66,1452811164.05,719380182.43,236569319.48,1371371888.08,988652188.12,411068833.89,143716290.95,1134519644.90,690735106.79,243631741.43,103222105.53,813301716.63,424200032.97,227491433.24,119565838.75,943462675.25,647525770.46,408338448.04,147822899.47,1061610852.15,615280324.28,353966859.70,119814307.98,670133594.36,341820739.97,144529147.52,40876994.29,278379162.04,116863107.15,48009394.12,23242973.53,99504270.20,33754768.91,19148588.11,7429901.73,32882424.34,22877196.14,6348604.50,5560260.03,0.0
7,管理费用,1621307277.41,1101448176.03,746505153.17,351018721.69,1611973857.81,950375289.08,530496196.26,524507150.71,2473098317.36,1474646629.50,895301101.38,419123223.62,1909613576.88,1345261162.05,787261551.86,380856158.34,1635756427.88,1055582860.48,586850400.03,255891988.44,1191188976.03,781871025.23,425487358.88,194626514.38,839147259.68,579885782.24,348176302.29,143585519.89,712741273.96,475885008.57,313134779.20,166313951.26,738691236.89,441916712.28,256064968.07,122821825.48,417615503.13,248516742.56,143793082.41,62517023.97,276341460.72,148359103.42,84915595.15,43005850.02,237012316.92,125429140.26,74025734.17,30180617.29,152785100.03,66237542.94,28733862.26,6043752.20,87065574.74,28279829.34,16860108.28,11588125.16,0.0
8,财务费用,1197362499.09,690184535.02,492719927.72,309904182.85,956845414.11,748789730.48,512871657.45,304178239.47,785830610.51,561599846.81,374436481.77,165239361.41,759897888.81,529625164.00,321632379.20,89759156.95,491435169.06,379225332.20,242906157.98,130821521.45,521787211.95,395334726.61,219229186.10,76355545.61,320758239.41,204350565.36,137797194.33,36707767.35,330313216.81,294678163.89,214754173.31,96089270.33,248793056.12,135439527.38,94915396.28,26591387.79,162867137.02,72047380.68,28183103.19,-3490050.52,60390147.38,51329759.39,29576570.33,12129540.87,41757165.44,22265588.27,7745590.37,3183724.36,22566647.45,10870951.41,7213493.88,2849812.38,11899134.35,8258654.76,3589905.12,2950296.00,0.0
