,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,494554058.97,340079450.80,198704423.25,99443576.16,409188879.56,258147000.48,158140988.89,77084393.44,474966694.99,454322256.47,399989101.06,67868291.48,473199768.18,238743214.88,163641962.80,83774128.97,398142334.24,312006646.55,193716489.51,93400773.21,476105812.70,355602957.87,224251049.95,112438899.61,451117337.31,332675787.21,213864256.36,96678235.75,469046036.90,348451662.24,202524548.17,81953518.74,387382732.08,307151787.43,204241634.52,95895291.75,393428758.85,299765585.96,176409030.39,92913552.88,485772711.26,392644785.02,275792898.84,177963956.23,643744456.42,558169568.13,410045596.75,243063866.34,696124366.62,505688356.36,327989892.30,175851452.09,653200620.69,540328150.30,387337712.40,251456305.23,764988645.70,647737968.92,399112349.75,202304138.42,527567901.68,413113658.98,245562516.54,108143717.83,505576368.49,394644096.92,240437000.74,122324247.51,939549412.59,761079210.00,551231108.94,138566725.12,856484650.19,310734991.81,769762515.71,279643531.04,450098871.32,208829094.09,453250968.21,204403053.25,419719616.90,223557925.66,415369915.98,221557140.30,460314687.09,218056000.00,318299967.72,136329916.04,315282849.50,0.0
2,营业收入,494554058.97,340079450.80,198704423.25,99443576.16,409188879.56,258147000.48,158140988.89,77084393.44,474966694.99,454322256.47,399989101.06,67868291.48,473199768.18,238743214.88,163641962.80,83774128.97,398142334.24,312006646.55,193716489.51,93400773.21,476105812.70,355602957.87,224251049.95,112438899.61,451117337.31,332675787.21,213864256.36,96678235.75,469046036.90,348451662.24,202524548.17,81953518.74,387382732.08,307151787.43,204241634.52,95895291.75,393428758.85,299765585.96,176409030.39,92913552.88,485772711.26,392644785.02,275792898.84,177963956.23,643744456.42,558169568.13,410045596.75,243063866.34,696124366.62,505688356.36,327989892.30,175851452.09,650908414.71,538641271.45,385843250.11,250826562.97,764038025.15,647028906.88,398714855.39,202071442.75,522480663.95,412559659.89,245144680.04,107948232.94,504693509.03,393989195.88,239907815.22,122233075.61,938169378.22,760917969.00,551127024.67,138552342.76,856133918.12,310647038.16,769542595.54,279640084.34,450141256.54,208820826.29,450373781.25,204403053.25,419719616.90,223557925.66,415369915.98,221557140.30,460314687.09,218056000.00,318292645.88,136329916.04,315135701.13,0.0
3,二、营业总成本,425875709.63,289376802.39,164812152.01,84611820.51,495870132.02,315787260.75,210500934.19,90037106.14,901709099.25,505385423.66,434396904.05,88871985.11,635773544.66,326216656.61,212434839.76,110191299.98,498983081.64,344948621.10,221053929.27,106642148.48,505404863.33,369016090.55,223359752.11,111150150.18,448861341.88,336694929.33,218668183.91,101836762.29,494455333.61,342268064.22,197586689.82,81759247.57,699689565.53,354475817.96,227337767.36,107485740.41,478299900.80,329438537.73,187706575.96,102918692.88,585377471.85,453577369.14,319180398.64,206737975.77,747524404.56,597255680.42,422324362.42,241124058.56,755683250.03,530148961.40,336522107.37,172018076.33,643175665.17,536535284.26,371883389.80,241014633.57,901381658.68,698752537.52,420994237.04,208943056.62,538320711.64,410910727.90,244367474.04,105757060.36,506481193.51,383588720.83,231642179.72,119200395.74,1166365907.90,838924166.00,587611984.98,139675607.78,850044357.03,304422177.86,746808699.58,266445050.43,437732972.42,203842737.54,439667787.96,184848016.21,374113725.70,210303668.20,398758001.20,0,420827074.66,0,291823272.04,0,289025632.76,0.0
4,营业成本,335658926.25,236226369.07,128817311.60,67914258.36,375159777.69,249243960.91,154890089.91,75392716.99,462558685.34,454737072.19,400664641.17,72400596.85,514262217.13,264009560.86,166513370.44,85722067.92,382226940.28,285000579.97,179132709.51,86026946.01,442972172.82,329781407.97,204087426.08,102681815.76,414249473.86,305036980.99,196000372.69,87251196.28,428454409.51,318188508.04,182831173.60,74739610.64,401457824.86,292943401.04,187843944.07,87537030.02,384099137.14,274595484.04,152815866.43,84603405.04,456826957.97,365771310.56,258927612.47,177815149.46,598955585.80,499591403.56,363939839.88,214692358.31,650062031.02,466703359.27,296516626.21,155700294.95,568400056.43,466578550.00,328207200.96,221988523.62,718796084.19,602061780.65,354926039.60,180424519.83,444940440.87,349596873.06,207360090.75,86480473.19,401310290.85,311426204.55,187565031.17,99225803.52,889327227.27,725318839.00,537467523.25,121898408.54,743060055.67,258495180.72,653019434.09,241973433.95,383198924.01,185018692.51,380711713.83,164026651.61,350935674.07,196202095.12,374858412.42,0,388201846.93,0,275764138.46,0,246188507.94,0.0
5,营业税金及附加,3051045.39,1936060.08,1258188.91,566780.17,2990468.68,2150521.79,1460050.34,782940.12,4658802.13,1335315.45,945387.38,441490.23,4228395.69,434375.36,339710.49,195156.21,741659.91,580458.55,439356.31,221887.76,1256492.79,715750.93,486097.05,179842.47,748601.02,483803.03,246397.48,94806.75,2052059.95,1119218.58,790311.55,471861.92,2257116.16,1438446.83,706823.76,401544.34,3080654.28,1946994.15,1288018.80,463860.07,4134376.09,2583805.90,900233.32,268573.93,4000175.71,3474478.60,2381927.56,893295.83,4828034.13,3088322.66,1471798.16,447770.17,4114126.05,3152126.53,2032819.46,990984.32,4634614.35,3632066.62,2324675.39,974197.91,3746431.13,2881376.27,936786.17,311361.23,4007704.06,3142511.17,1592941.23,452666.44,5515283.69,4044754.00,1932510.46,605594.91,3784206.43,1713888.70,6197340.22,1370381.45,3566421.54,1457252.13,3523522.07,1019952.41,3010610.54,1282352.83,3437401.72,0,3372826.85,0,5332146.13,0,27149730.47,0.0
6,销售费用,9950549.45,2333054.78,1418801.67,679063.90,2835603.51,2381717.45,1993000.53,1044469.38,6548325.73,5009673.63,3390239.03,1720005.36,8940476.45,6747185.09,4767992.08,2739507.52,8232578.00,5817048.37,4270255.48,2176046.91,9543643.50,6534201.25,3967226.30,1839192.71,9430990.31,6725047.13,4730159.45,2431929.93,8583619.64,5639649.21,3356538.84,1318200.76,7544250.58,5397969.40,3666865.12,1733882.10,4790469.51,3537951.90,2372569.03,1434665.03,16994658.91,15771596.67,14118443.75,9291853.46,24689499.31,21491070.47,14605939.31,8458829.79,23049402.18,14406841.36,6894262.29,2634497.74,21081457.44,13704421.13,9076123.71,4463793.17,18467818.91,15144510.97,12710152.08,5858755.81,9714903.15,7207072.93,4243051.28,1767959.86,7602908.96,5787362.90,3072272.03,1442336.16,19358877.63,15918407.00,8891461.90,4673077.09,16741682.30,6307358.32,12336077.69,4285272.10,7584437.12,4126097.41,7086470.58,1687875.53,3685895.39,2076862.96,3471601.67,0,3062058.88,0,1235017.02,0,1049023.61,0.0
7,管理费用,44944569.92,27271979.06,19663085.11,8894592.68,56260099.67,31161128.37,24023314.99,11029604.10,53074986.60,34297960.36,22734490.34,10625542.80,55687043.76,37641481.46,26047613.61,13417406.14,55544033.01,36041165.53,25125673.52,13338059.97,36452689.32,25997721.11,13259838.30,6432895.31,25515132.59,15963196.53,8972234.19,5661112.47,22704244.73,13967256.45,8271098.92,3174888.32,262032266.42,40885401.45,25467843.24,13567834.14,63202693.30,41876854.18,28612444.88,13696097.53,71457314.26,56292044.30,38993098.42,17702813.97,75285821.10,51654178.08,31266926.00,16299401.18,63461582.71,49091921.17,32013345.41,16512184.03,29607410.27,44134903.39,30790265.78,19337009.82,135504579.88,52318123.51,36185297.11,17795103.39,47883917.35,30291201.67,19484557.29,11100566.08,65933429.20,42732062.94,26211428.93,12996380.95,214322013.56,72973510.00,25342047.76,5159894.88,59607080.93,26507821.30,57033767.51,10391362.24,29892211.01,6551670.21,28290789.41,11917172.71,14111588.47,9654549.56,15998544.51,0,22666026.19,0,9345832.94,0,11628059.26,0.0
8,财务费用,11092932.37,7307289.47,4246838.76,1927504.36,6995797.73,5548152.94,3648341.44,1787375.55,13163303.82,10005402.03,6662146.13,3684349.87,19904562.77,17384053.84,14766153.14,8117162.19,24887168.19,17509368.68,12085934.45,4879207.83,10341893.29,5961068.29,1559164.38,16403.93,8816413.47,9923349.29,10210750.94,6397716.86,27424339.65,3353431.94,2337566.91,2054685.93,18082334.36,13810599.24,9652291.17,4245449.81,13912020.61,7491280.52,2627703.88,2720665.21,27123396.57,20919964.44,14089717.58,6659584.95,32527686.49,25197257.62,14282437.58,4932881.36,35813878.48,23469756.79,14816075.30,7903329.44,19972614.98,8965283.21,1776979.89,-5765677.36,23978561.35,25596055.77,14848072.86,3890479.68,32035019.14,20934203.97,12342988.55,6096700.00,27626860.44,20500579.27,13200506.36,5083208.67,37842505.75,20668656.00,13978441.61,7338632.36,26851331.70,11397928.82,18222080.07,8424600.69,13490978.74,6689025.28,20055292.07,6196363.95,2369957.23,1087807.73,992040.88,0,3524315.81,0,146137.49,0,3010311.48,0.0
