,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2098256063.82,1204291806.19,439239432.65,2779803154.27,1707441940.24,994545547.65,373681324.56,2315809791.16,1353388220.24,793780742.98,274556804.78,2157812325.80,1263672329.68,729143485.58,285954055.33,2138014376.25,1276536782.83,779803873.55,307625638.85,1828726398.53,1048726893.20,652884098.72,245803223.17,2156192464.26,1206200634.80,687718624.50,271147203.32,1826566611.11,1080228797.21,725701602.43,304770906.44,2656849321.37,1836456289.57,1188825360.21,494260006.36,2227535336.85,1442080888.35,952871634.00,402023395.73,1811701092.62,1045826059.52,619822927.88,283640742.34,1917791978.53,1254740142.74,738704612.61,309711777.20,1665719228.56,1018859341.93,618925021.63,273362090.79,1430863758.06,834785120.41,587799436.16,230837099.24,1271840846.41,838953590.50,565432996.68,261391316.51,1264374317.27,803365242.32,524036017.15,217580084.23,632014610.77,370460717.44,235515978.62,118521237.04,739573725.66,453912914.29,280362585.84,115215980.70,896667277.28,342782352.79,676748062.56,250777136.22,683590914.95,257606572.12,831759473.31,642510636.33,658174167.39,0.0
2,营业收入,2098256063.82,1204291806.19,439239432.65,2779803154.27,1707441940.24,994545547.65,373681324.56,2315809791.16,1353388220.24,793780742.98,274556804.78,2157812325.80,1263672329.68,729143485.58,285954055.33,2138014376.25,1276536782.83,779803873.55,307625638.85,1828726398.53,1048726893.20,652884098.72,245803223.17,2156192464.26,1206200634.80,687718624.50,271147203.32,1826566611.11,1080228797.21,725701602.43,304770906.44,2656849321.37,1836456289.57,1188825360.21,494260006.36,2227535336.85,1442080888.35,952871634.00,402023395.73,1811701092.62,1045826059.52,619822927.88,283640742.34,1917791978.53,1254740142.74,738704612.61,309711777.20,1665719228.56,1018859341.93,618925021.63,273362090.79,1424726160.03,831353198.77,584844384.65,230024229.12,1265025387.38,834266993.90,562171656.67,260569990.24,1257615074.78,798992148.52,521341810.75,216301933.28,627584625.68,367299099.58,233157750.75,117555460.36,736591740.57,448116848.31,278183546.89,114729610.40,893575508.83,341210273.95,672416550.68,248255116.43,677387316.71,244055966.38,796861150.96,612735459.54,642674704.95,0.0
3,二、营业总成本,2119076646.45,1244466644.91,506977625.43,2748122638.53,1775088533.53,1058223879.92,439628926.57,2309314490.53,1419643014.11,857027970.08,322088073.99,2141337856.49,1302812382.97,773473099.11,333704364.83,2145027344.33,1319257981.57,826259895.94,368611921.69,1869890127.16,1102815850.29,708290785.71,306182400.27,2187907206.30,1283718725.63,756084520.49,335520832.36,1865135763.43,1113490043.34,744369329.52,333711518.80,2634364225.37,1841407441.49,1190179612.18,511293216.77,2174283104.27,1420679298.35,945933708.00,414164716.19,1766271237.57,1033562251.64,623329998.61,285381119.47,1866449934.35,1242106619.81,730659937.46,308532287.59,1637276664.18,1011511891.67,613331437.11,284005327.79,1412117636.20,832578323.33,584841248.96,235715729.10,1267540718.52,841088993.78,566780444.13,268801279.94,1260797620.38,807748516.81,526306352.20,230619313.03,627528054.54,377042191.03,236076792.58,121561752.05,704513683.26,433536528.95,269406842.67,113964686.92,852211530.54,327915065.59,625789203.29,230792831.10,614701809.83,232418845.61,768228718.83,602697041.10,630843908.94,0.0
4,营业成本,1659057038.13,940013820.05,347963211.73,2132469001.35,1370625976.04,788926114.15,303763832.69,1755357115.49,1047697791.65,608433633.81,199430951.45,1633289668.39,967645405.05,552053330.83,225029925.24,1617264594.46,1006413698.80,611072546.54,264337196.94,1404274601.63,808973827.00,508964249.53,207677268.06,1733712798.86,969776904.67,545935373.71,232127529.38,1416519647.64,812163433.49,551250031.57,242983501.65,2183203805.49,1533327325.97,988478732.13,412801322.93,1760817977.19,1154929036.55,770992392.00,318885448.38,1430511726.15,830738963.22,494898748.67,219852084.71,1562141984.52,1039217116.69,598021294.57,243913657.22,1378599768.80,851854297.10,510085808.68,231711593.53,1212726408.22,703784519.47,498237721.65,190223795.48,1077621859.89,714357671.73,478296010.49,219628685.29,1085845951.90,689026170.86,445728383.93,188680572.33,486681333.37,282633724.91,174110279.19,81741823.79,557336902.95,333834293.18,206304840.91,81290868.97,708831562.52,268297650.50,524339739.26,184739081.22,517593943.97,187217875.93,650421057.92,470541629.10,520310101.28,0.0
5,营业税金及附加,10214720.75,6502624.87,2803590.73,16632955.78,8405650.38,4948427.83,1704281.30,15464568.96,8171189.25,5333578.61,1161054.37,14019675.10,3703820.82,2488891.46,1015648.19,9202817.49,3810992.84,2318657.70,1230061.75,9047624.26,3440453.47,2184916.34,848605.51,11518583.34,6654505.76,4969663.96,1144712.58,15090799.07,10603898.08,6838148.37,2412023.01,24827718.28,13346111.62,8743852.84,3415939.77,17718432.84,9802482.57,5060131.51,2735537.67,14787945.23,8151630.41,5319440.65,2598789.23,13182068.75,7450718.31,5052201.58,2269885.42,11782269.03,5230189.17,3212309.39,1462166.11,8017127.02,3905001.83,2954027.79,1141044.88,6424433.56,4199618.15,3009283.52,1304870.95,5212326.79,2815842.09,1702464.89,261288.43,7160718.31,3597227.55,2634079.73,1153902.54,3867903.92,1457095.89,831414.32,381417.79,3165548.77,902189.20,3382232.78,799012.96,2747340.87,298304.18,511901.10,693316.68,464352.35,0.0
6,销售费用,136821557.71,100388421.79,53908803.17,185110129.79,120916207.01,84166294.79,46761268.16,167016677.13,115340263.19,75743249.48,41019005.88,154620262.49,99506606.46,66393474.71,37304801.20,148113536.92,90479595.41,63406180.45,35853776.71,130706828.19,81765192.12,56008115.51,32221526.04,135694191.89,93306612.69,63815539.71,36113662.50,120214416.11,91814554.14,56585632.68,29464030.09,137464783.03,100525740.71,67024829.68,38071375.47,140286587.34,93715932.63,63861663.53,43304946.04,118305973.79,76861560.10,52788948.09,28343711.65,107249243.68,77136930.13,50564349.41,26988502.67,95398942.01,62122607.01,40549675.06,23106837.13,81565459.94,51827054.18,35587164.17,19767272.84,72683441.38,49218618.51,35667317.35,21025165.88,65212071.62,48709375.04,34510312.68,20146394.90,60663840.68,43535288.08,23715893.84,16674674.26,54853167.28,38701521.18,24909459.77,10843564.51,53744643.23,22173038.64,41765295.59,19830647.40,39153973.05,18721349.38,49490580.10,46960974.88,41009678.69,0.0
7,管理费用,93443180.03,61753115.53,30994915.03,122942736.37,75781853.14,161189218.57,84193414.12,334635402.79,221300003.74,146833384.53,78388139.81,314296633.20,213601064.81,139734913.34,68757265.75,305989113.24,190166707.19,126959591.19,62969860.59,274764282.58,185015717.30,124032886.19,61105425.21,253705544.68,183320805.53,128241493.89,59827074.24,265420459.66,175191472.28,115072853.65,57835631.80,246350759.06,173090586.55,113373938.35,51404142.47,229101875.09,150709787.11,98041479.66,47163915.92,175173722.28,105803558.48,61604953.48,31491874.35,140212699.41,90155918.42,56998185.09,28478054.51,124554884.31,78342207.01,47397327.22,24162112.79,94454251.10,62036246.72,41225749.20,21327786.11,98179872.17,64287235.11,43816387.31,23881391.98,93207291.64,59405366.14,39607146.07,19352222.16,71867463.45,46758716.72,33625443.39,20895205.04,85252755.93,58378047.25,36992385.86,21595198.10,84633325.83,34961108.63,52443361.95,22671882.47,39384144.89,19249046.88,52612814.49,71243627.74,59172428.59,0.0
8,财务费用,11954449.72,5775291.65,1372675.85,17274277.34,14376298.02,8816262.25,3206130.30,18420048.37,12464027.32,5922836.57,2199742.48,13398067.86,10296979.10,5302079.89,1642399.45,20765701.69,19807568.11,14500909.66,4221025.70,21830080.85,14987230.80,9244266.12,4334575.45,28688054.02,25646261.22,11531372.04,6309324.90,25900797.36,16984818.35,10840338.92,1016332.25,29979203.32,18595750.19,10839595.89,5431885.19,14719798.27,7338761.89,3840265.49,2074868.18,15238329.75,10280546.24,7076138.55,3094659.53,32940081.31,25495445.09,17373415.64,6882187.77,19352717.77,12653945.23,7065660.70,3562618.23,15354389.92,11025501.13,6836586.15,3255829.79,12631111.52,9025850.28,5991445.46,2961165.84,11319978.43,7791762.68,4758044.63,2178835.21,1154698.73,517233.77,1991096.43,1096146.42,3202953.18,1165571.45,368741.81,-146362.45,1836450.19,1581078.62,3757035.02,2316863.14,13159299.76,6932269.24,15192365.22,13257492.70,9887348.03,0.0
