,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,499513783.22,296876508.89,125124902.54,551593644.89,495774165.61,295550530.45,117452713.93,569027210.08,496260545.17,293530881.82,115461657.82,617578980.23,517483665.58,308617751.58,126257037.95,751548181.38,651547889.56,405350989.81,159343830.92,829008363.38,723834920.95,409388347.97,152850352.86,796306504.88,667819974.66,379799221.87,163389982.31,690594463.75,603724281.62,388719833.16,159340156.13,880383577.94,758247984.10,456795094.64,183474958.49,908717705.73,790287350.29,442568962.06,185175191.44,1095421065.56,928559504.01,552426188.58,218388730.89,1029334662.87,848861749.65,490619212.93,183324750.55,1031271655.74,834684070.62,498241679.14,208629863.91,961944861.78,762335162.07,446729636.76,175543628.28,849419482.02,669088926.61,378074355.79,138570673.98,811950306.99,650447928.43,394906369.57,154919538.90,884389427.21,708529164.92,404064924.82,159806522.96,906304395.42,444465014.65,945291078.20,885851371.91,0.0
2,营业收入,499513783.22,296876508.89,125124902.54,551593644.89,495774165.61,295550530.45,117452713.93,569027210.08,496260545.17,293530881.82,115461657.82,617578980.23,517483665.58,308617751.58,126257037.95,751548181.38,651547889.56,405350989.81,159343830.92,829008363.38,723834920.95,409388347.97,152850352.86,796306504.88,667819974.66,379799221.87,163389982.31,690594463.75,603724281.62,388719833.16,159340156.13,880383577.94,758247984.10,456795094.64,183474958.49,908717705.73,790287350.29,442568962.06,185175191.44,1095421065.56,928559504.01,552426188.58,218388730.89,1029334662.87,848861749.65,490619212.93,183324750.55,1031271655.74,834684070.62,498241679.14,208629863.91,955566593.49,757540730.14,444663135.18,174928173.85,848029602.07,667858786.46,377545597.01,138516858.43,808781006.77,650921929.35,395955423.14,156546862.98,880341156.58,706934598.52,402500756.38,158851030.77,905695320.15,444013395.27,943915911.91,885500852.76,0.0
3,二、营业总成本,473778904.02,295668536.49,132614279.48,550859716.59,477023547.05,299234434.78,129331837.39,621402556.48,520859404.75,313429702.05,130284076.31,622534566.64,516592381.11,328093067.75,146038074.28,740746680.34,622634027.14,401387234.70,175906729.42,813265076.74,694197819.61,411474669.00,176143705.76,784262336.73,647005120.32,386634791.84,182539424.38,769785906.91,641084184.96,416020922.01,187906172.78,851361066.69,700208846.02,418100623.15,178881561.84,843372521.82,703366136.83,411006666.38,180768177.09,999747281.29,835837541.65,512372033.06,214246424.29,956590716.01,784371988.19,462363049.93,179442013.29,965195301.67,778668583.35,473949187.10,202422648.85,908834504.74,715021629.73,428161714.22,174021578.82,809440331.97,632606195.28,363139050.61,143871501.80,788723190.61,625885161.99,388298748.17,184906401.44,855491526.84,658523411.18,389647635.90,152907740.83,799701339.73,389366345.77,834342863.37,712835245.80,0.0
4,营业成本,350329464.64,212478441.61,92705016.30,410976793.30,360232438.23,222764388.72,93234391.41,458720996.24,387510350.72,229063530.89,87999637.09,409678077.95,344338652.86,216208066.12,93049886.23,491866023.47,416916389.58,265255642.84,110490970.34,546780105.24,472970621.50,275744346.18,113861576.90,540651171.91,447297570.99,266713232.91,132334298.04,529046612.77,445924744.53,293518263.87,131635517.07,581047349.97,487760787.67,287952987.77,128655052.00,599664770.82,507786164.41,293694517.38,133793266.39,739251702.55,615571121.24,374361835.47,154510699.81,704199610.18,575378385.80,336581433.85,129230253.00,726180347.21,588425851.14,355304129.62,149448029.21,659110241.14,517142089.60,309344380.94,128299745.28,572532147.66,443427216.26,250685536.05,99000175.17,572704882.40,456803565.36,287327934.91,141389913.07,594441500.99,463329411.70,270410271.83,108627821.12,562072757.79,265844062.79,571755898.26,507321380.05,0.0
5,营业税金及附加,55245490.84,33168175.91,13419016.78,63695072.28,56236740.37,33445832.74,13443963.39,69454007.85,60404196.03,35146621.33,13851403.79,67942830.17,52651960.90,29524019.31,11734420.83,74696771.79,66246040.52,40254668.31,15740363.51,83564001.40,73440831.22,40518392.73,15093269.42,81047129.84,69788212.14,40337852.79,17386581.78,81171186.95,69975479.88,43754722.66,18748788.16,94129828.68,80778631.89,47211330.13,18804099.60,107064448.24,92556641.79,50403073.04,21281532.27,131108786.13,110518817.67,64502070.24,25662227.01,126375741.71,103420123.23,59354479.26,22567215.21,126393390.31,102266927.93,59492615.17,24031550.52,125216789.13,98190821.91,55915686.04,21397375.12,114670542.84,91424546.56,50957116.55,19397761.95,104086845.00,83823738.14,48885360.99,18161187.71,112595807.05,90273841.26,50842026.57,18923935.16,112301845.33,53941401.49,109997308.72,88542541.31,0.0
6,销售费用,25557528.21,18446216.99,8784383.30,27433618.14,21856364.40,14878741.73,7123673.94,44002969.83,36254210.02,23570031.38,14175015.50,85972968.92,70003975.99,47063942.29,20641405.27,108897771.59,87686284.88,58093547.60,26323482.45,120281591.02,99519224.63,61300994.91,26872526.83,103672315.73,84810665.55,48713506.58,20415731.27,97986224.50,80528938.90,48125168.73,22958644.52,120788478.89,89152700.25,53217513.03,16333852.57,79895778.87,58563005.29,35556003.76,13039790.87,72194443.23,63319790.87,41281330.02,17200661.84,65795736.67,57578964.10,33390439.08,12663545.77,62645309.09,46012629.56,32452149.45,13440509.78,61012123.84,50399429.13,29912903.79,10376008.34,59090294.28,50952088.41,32072106.10,11872366.65,55764335.68,40360785.30,20513365.13,7246961.55,75992443.94,50615020.66,30983702.61,9337725.78,58647602.52,33792504.24,68092293.09,67633723.15,0.0
7,管理费用,32146614.73,23651086.90,13987362.02,44767596.27,39318361.32,28452890.41,15688833.79,48785594.19,37618739.54,25283372.22,14852289.89,58976733.56,49801752.96,35354059.69,21606483.34,65440178.62,52642747.55,38417094.58,23709838.49,63750777.71,49322353.93,34521310.13,20682977.39,60828622.36,46635269.32,31720629.58,18387356.19,58543837.82,46429292.49,31356488.10,14894173.03,57214785.53,44026276.95,30911426.69,16002263.69,59386738.80,46842180.17,32793725.69,13518168.88,57600022.94,47181868.55,32600756.81,16957773.05,60192389.84,47989269.60,33129018.22,15003059.33,49800993.73,39778485.94,25018870.69,14479290.57,59678128.55,45496206.97,29955224.64,12326433.94,56661445.10,41544208.24,25931144.08,11929616.65,47457561.83,36249031.07,24038522.44,12945212.06,52125685.69,37400451.68,24924564.18,8812084.15,30635695.57,18315984.86,50894180.53,41793004.74,0.0
8,财务费用,-834098.40,-559577.97,-411257.23,-703268.74,-621470.04,-344586.00,-159025.14,-750382.28,-650482.37,-376429.88,-316660.77,-351437.40,-570663.27,-423721.33,-316968.32,-844876.02,-857435.39,-633718.63,-358120.04,-1511234.41,-1086886.68,-646372.84,-367820.28,-2108743.75,-1494400.16,-827392.95,-362148.04,-2847449.12,-1774270.84,-733721.35,-330950.00,-1773011.43,-1509550.74,-1192634.47,-913706.02,-2768313.07,-2381854.83,-1440653.49,-864581.32,-1324220.24,-754056.68,-373959.48,-84937.42,-520376.16,5245.46,-92320.48,-22060.02,177678.16,2184688.78,1681422.17,1023268.77,3817222.08,3793082.12,3033518.81,1622016.14,6485902.09,5258135.81,3493147.83,1671581.38,8709565.70,8648042.12,7533564.70,5163127.05,20336089.17,16904685.88,12487070.71,7206174.62,36043438.52,17472392.39,33603182.77,7544596.55,0.0
