,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,682225076.39,482642691.99,221164633.45,36746807.33,759638195.68,286680381.91,103629614.55,46575212.57,668266265.08,670066395.61,509296451.51,177225117.74,1009742833.17,661906352.46,467531253.04,109360852.77,843267363.62,562214981.91,340612843.14,144772894.36,730863861.53,413212862.30,291897594.92,137055294.21,444668467.72,245230392.11,200694780.79,46086867.05,343651310.89,192337001.48,106736687.80,38125728.96,248108020.17,131580176.38,74060301.10,11091017.36,359059510.61,271196639.01,194791389.87,161120638.27,493495933.61,435353419.38,268631776.51,97812935.51,341947610.92,244741869.02,174759074.03,79896467.61,257465463.96,185403143.86,132745371.86,69665087.86,190544530.36,118143592.83,157791810.47,146735850.49,0.0
2,营业收入,682225076.39,482642691.99,221164633.45,36746807.33,759638195.68,286680381.91,103629614.55,46575212.57,668266265.08,489666338.07,328896393.97,177225117.74,1009742833.17,661906352.46,467531253.04,109360852.77,843267363.62,562214981.91,340612843.14,144772894.36,730863861.53,413212862.30,291897594.92,137055294.21,444668467.72,245230392.11,200694780.79,46086867.05,343651310.89,192337001.48,106736687.80,38125728.96,248108020.17,131580176.38,74060301.10,11091017.36,359059510.61,271196639.01,194791389.87,161120638.27,493495933.61,435353419.38,268631776.51,97812935.51,341947610.92,244672654.32,174727349.33,79896467.61,257465463.96,185403143.86,132745371.86,69665087.86,190544530.36,118143592.83,157791810.47,146735850.49,0.0
3,二、营业总成本,739190236.20,517617999.56,279530317.31,79909083.00,941194634.23,501608016.61,285901936.64,85745868.59,1069832515.78,708302317.25,533620264.27,182755732.92,953790557.88,587983768.86,418690462.14,106742576.47,789216175.79,544232933.40,328648955.67,140683994.44,705549939.39,423427653.80,287549677.72,133764203.26,476686792.77,270369892.85,212091133.14,46629680.57,351997056.05,199582291.48,112247597.30,38788812.76,292653367.57,147991801.14,86149602.52,21340539.38,336858757.50,259309518.19,188908002.01,142131340.64,489261543.33,346508767.50,207178825.67,75283103.72,257033061.59,185352047.30,133692586.67,60514632.99,196237132.14,139781885.92,98856282.29,50531638.00,143419404.74,93133198.62,119713038.04,108002610.94,0.0
4,营业成本,461839085.68,321912554.47,148083058.34,29088604.26,654790211.07,306941618.96,167311688.29,31710190.47,534847981.83,375900358.74,249472205.35,138346350.51,720721523.78,450835760.06,320229585.16,68625758.02,592674699.80,404106910.41,251325566.87,115224977.21,519563743.92,326980599.07,229407245.08,110545843.21,367197388.74,207887540.78,169321974.64,33254706.73,282680831.66,153220952.13,85325958.54,30424813.51,206472491.56,107185484.93,58585908.77,9854830.92,221806507.46,196956683.97,141961060.00,114203853.14,359505406.49,301981982.06,175911739.44,61067616.82,220099769.14,162238350.11,116874706.47,50299583.10,166249610.44,117193612.91,84033443.60,42120456.50,122036145.94,77545186.81,99585702.87,92310277.20,0.0
5,营业税金及附加,5688933.25,1474528.20,1184743.27,662413.99,3116781.68,4077051.25,1840364.05,1112847.63,4051433.50,3217796.92,1412774.79,725768.35,9803687.71,-4068288.00,-5452045.92,3736019.15,27755083.04,18778389.12,11460479.30,4863513.16,18580821.04,11357988.94,7466278.52,3212420.83,8139235.21,5386999.42,4378528.81,1338558.53,9652843.54,6273299.07,3462267.22,1230329.35,7910729.66,4408918.42,2478172.31,304627.71,12077690.87,8761727.75,6282852.48,5149566.03,6708743.59,4028538.24,3400350.23,670690.77,2918590.71,2289416.24,1361081.17,715609.42,866392.20,635544.84,614233.48,203946.27,1230004.14,617505.96,858687.49,509702.34,0.0
6,销售费用,23658768.98,16558374.22,11179770.63,4518315.66,32893644.30,21819504.11,11794715.37,6334812.85,44304566.75,34474631.84,23128562.78,10718307.58,46578976.05,38052485.13,25750649.47,6707315.58,44960043.55,26429699.70,15227711.47,6593840.67,41795609.81,19274293.71,12294677.06,5079175.93,22507466.32,14791862.20,10668365.09,2314269.94,12622456.99,9275780.78,5984912.16,1680820.56,17623917.66,6901786.44,4314141.19,2162869.38,23349743.89,17320457.19,12017989.88,8888899.64,24109503.67,12816778.91,9092365.15,4058271.24,18062112.86,8237244.92,5987073.84,3688411.11,10096990.58,7758569.51,5833772.36,3257267.56,6081399.85,3412196.91,5514951.95,4524297.02,0.0
7,管理费用,75809920.77,54477557.89,37153397.75,15352325.48,82898877.56,49830797.99,33607177.21,15623185.93,85579552.78,56289907.71,39529036.74,17716243.66,81503616.39,53733828.93,34575157.33,17570001.01,76727141.28,49337485.24,34127344.82,15346209.83,62897231.39,36050413.59,21723311.37,9111633.91,42444476.44,27593115.31,18366022.41,8468575.08,35091269.70,23558885.53,16037204.67,7451761.60,47775556.78,31546176.85,21574364.35,10224866.65,51314586.01,20145619.73,12963699.17,4721189.11,19549736.47,12464138.30,8222651.15,3459105.86,11337661.96,9367457.14,6892853.06,3012705.87,9854591.84,6359933.12,3985885.46,1871778.84,6982637.28,4734755.30,6451472.06,5338104.26,0.0
8,财务费用,168401523.37,120667418.25,80294280.87,43791734.19,158920068.27,111678813.53,69047315.17,30299710.46,99000162.57,62136927.88,37317996.45,17836281.01,58175024.27,47533632.40,30062304.30,14531713.93,43758943.13,37627819.12,23512938.37,11693648.04,27359854.49,29787877.96,19345619.43,9631520.99,23565002.27,14251679.41,9049197.84,3496074.41,3344544.76,1580364.70,-147899.61,-1149183.90,2928693.76,2028774.35,2407062.78,2890610.24,9206559.28,10251784.62,6880024.01,3722738.86,10642506.78,7287888.15,4642640.81,2581223.85,2270923.04,1268529.42,1451948.29,1644348.82,7357923.66,5352750.62,3202782.33,1211827.10,6370673.54,5062281.65,6056859.63,5308022.54,0.0
