,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,120809015.29,501145707.58,388020803.26,263240350.69,125149664.64,491320742.13,386599102.57,256300441.25,125085798.42,453721944.35,344924552.28,221384861.74,106712854.48,308168184.88,229490241.46,143617907.40,68295107.83,210560823.10,161057513.78,107424940.28,54235209.53,202007821.76,156386722.78,100073673.29,45744849.37,178038381.19,135974131.92,89546362.89,43741677.59,182573981.64,140059998.67,87296972.36,41624852.66,192068830.92,149300138.94,95346711.97,44803792.16,186004491.22,140970879.94,91282631.72,40772583.01,115900189.35,83601577.23,51743354.98,25600192.16,138821508.39,112351556.05,76248712.61,37559191.50,161237763.68,126635970.04,82343102.03,42014835.49,135314066.45,121014591.94,106167455.86,0.0
2,营业收入,120809015.29,501145707.58,388020803.26,263240350.69,125149664.64,491320742.13,386599102.57,256300441.25,125085798.42,453721944.35,344924552.28,221384861.74,106712854.48,308168184.88,229490241.46,143617907.40,68295107.83,210560823.10,161057513.78,107424940.28,54235209.53,202007821.76,156386722.78,100073673.29,45744849.37,178038381.19,135974131.92,89546362.89,43741677.59,182573981.64,140059998.67,87296972.36,41624852.66,192068830.92,149300138.94,95346711.97,44803792.16,186004491.22,140970879.94,91282631.72,40772583.01,115900189.35,83601577.23,51743354.98,25600192.16,138821508.39,112351556.05,76248712.61,37559191.50,161237763.68,126635970.04,82343102.03,42014835.49,135314066.45,121014591.94,106167455.86,0.0
3,二、营业总成本,85735808.29,367070895.69,261841916.46,173949620.18,82983388.25,323402010.05,233637372.64,159648954.40,81305787.99,301589893.52,223170862.12,145635469.48,68282773.18,229686642.73,167693047.72,104929611.31,49449016.36,169197000.22,118967234.52,73411666.96,37650548.50,213178197.91,175895513.59,77377176.29,33701045.37,147596609.82,107168266.04,70264515.47,35463280.60,142938046.53,102359301.24,62764266.31,27067287.06,129039117.11,99294307.41,62319976.37,26998151.47,118407888.07,90652243.93,61575599.21,26508214.18,71771511.32,52627353.04,32221179.59,15347175.72,78607491.08,61647149.77,43079793.17,18174685.63,93462920.70,68894682.94,38812098.22,20000732.86,79204607.77,64675491.06,55385023.84,0.0
4,营业成本,59157483.21,232666115.79,175118538.04,113690420.72,53275169.87,194923793.88,153470044.77,104461936.97,50651279.47,181826206.67,136372939.20,91206703.81,41419671.56,141475924.54,105831127.07,69082400.16,31109472.17,101835905.62,75050990.71,47211573.68,24162433.27,95473157.12,74132181.06,48432135.63,19707518.93,86927043.12,67369036.90,45196280.27,23679583.77,92159138.67,70595088.78,43125895.43,18891576.76,82004230.75,65848022.05,40713147.94,16373690.66,80773027.02,65166073.98,47145444.74,19033255.12,47722720.67,34939254.73,22120453.08,11446617.58,51334517.77,39574943.23,26204190.36,11091715.50,52798293.48,40649644.72,22286782.46,12161385.67,43337156.02,37123667.85,29913846.07,0.0
5,营业税金及附加,1702169.20,7225847.12,5867736.44,3912308.92,1975077.03,7272208.13,5502408.35,3617422.90,1628656.81,7584343.69,5484928.44,3682851.44,1719799.77,5669486.40,3154750.29,1911788.45,724183.38,2966313.70,2320233.29,1489049.60,689299.19,3640574.31,2213366.22,1388056.22,531157.72,2354454.74,1834456.62,1222939.51,517721.53,2338787.95,1363902.21,835070.85,182743.30,2358573.67,1702919.37,409361.98,99326.55,545011.56,384174.97,204127.70,62394.72,340993.42,194105.63,115850.55,37149.81,418788.64,365406.04,329677.78,154616.55,648719.91,433610.65,333361.88,147559.49,468227.71,463475.19,252880.03,0.0
6,销售费用,2234847.55,10844240.13,7665718.81,4339646.72,1585347.61,9608656.35,6935276.43,4454943.49,1842835.91,9197148.81,6632063.78,4388228.82,1946630.32,6761806.92,5114560.21,3106822.82,1552391.55,6891745.44,4465727.99,2928082.02,1541069.91,6996837.29,5149684.34,3524649.25,1953441.48,6571432.34,4944368.87,3049869.10,1433700.29,6228628.00,4731573.98,2956327.54,1473305.96,6314215.85,4508040.31,2839513.99,2082172.67,5552298.24,4060144.99,2765052.60,1048194.33,4753079.02,3327016.88,2102757.48,972121.47,5986111.83,4692875.14,3185486.42,925291.15,6687253.42,5143766.01,2953115.83,1148383.34,7479155.33,5894976.30,5080948.45,0.0
7,管理费用,13795115.52,66076855.40,44647051.06,31872557.61,14214985.08,63245843.10,70828668.82,46930556.93,24396813.92,97191259.79,70783596.57,43973838.38,22612669.58,74228061.11,48482315.82,31478135.86,15875799.58,59606492.26,39317042.34,22535233.72,11568723.57,48764271.97,36582304.50,24443388.55,11846263.68,49977938.74,33261279.15,20169951.64,9464600.08,41463062.39,26364123.97,16343650.22,6582285.39,37840741.25,26678579.76,18217150.70,8694290.97,32217801.28,21727985.44,12477613.90,6046343.79,24289813.39,15257058.55,8906030.95,4543893.29,25531737.57,18471059.98,11965040.05,5056845.73,28418457.67,18762739.46,11610180.96,5676687.24,21877419.50,17625491.40,16058877.90,0.0
8,财务费用,-1641416.44,-3843761.28,-4229936.21,-1207720.71,1081416.45,-4332589.05,-4541129.73,-1071366.81,2298995.27,3272322.80,2256105.96,1083702.76,2580.24,-4561222.96,-2047279.03,-1351565.21,-102099.92,-4101510.48,-3289227.67,-1265572.14,-535191.81,-1030517.81,-1163404.32,-1135278.41,-484374.30,1250559.63,1093459.21,822854.97,192238.10,-799834.67,-985462.92,-688586.81,-79159.78,-905215.50,-85103.38,-393050.61,-520934.07,-1849926.92,-1407464.16,-1700632.72,81983.18,-7792723.40,-1757779.16,-1495260.06,-1677948.51,-2732379.42,1960249.15,1925272.43,946216.70,3688235.13,2513322.84,1496792.94,734852.97,1691220.32,2560178.08,2227926.44,0.0
