,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,510084606.86,355478684.43,114186138.70,725034292.17,611861794.72,456800313.98,151562500.19,779407279.46,586495025.10,419140535.42,139817827.44,706710877.50,506366327.57,365062685.34,128351801.02,674606421.29,495381947.36,339289255.77,113834280.71,604504765.46,440958899.44,300948064.42,114758459.90,615510337.66,490141442.45,323991190.95,122955859.60,676377709.30,485730872.20,321132262.65,134231595.90,752472302.22,515201357.13,328908548.08,119841373.55,623890657.12,411445681.38,245492327.48,94365469.11,473514322.42,331496016.62,212420353.46,93180983.32,560081255.16,395273782.33,250103714.85,111789797.90,463899363.64,311970009.76,177641469.25,75578942.84,266541651.53,185283823.94,114097456.14,44683206.58,215968363.27,176280508.92,74065628.41,0.0
2,营业收入,510084606.86,355478684.43,114186138.70,725034292.17,611861794.72,456800313.98,151562500.19,779407279.46,586495025.10,419140535.42,139817827.44,706710877.50,506366327.57,365062685.34,128351801.02,674606421.29,495381947.36,339289255.77,113834280.71,604504765.46,440958899.44,300948064.42,114758459.90,615510337.66,490141442.45,323991190.95,122955859.60,676377709.30,485730872.20,321132262.65,134231595.90,752472302.22,515201357.13,328908548.08,119841373.55,623890657.12,411445681.38,245492327.48,94365469.11,473514322.42,331496016.62,212420353.46,93180983.32,560081255.16,395273782.33,250103714.85,111789797.90,463899363.64,311970009.76,177641469.25,75578942.84,265729030.12,185133289.72,113882694.90,44683206.58,215849613.69,176257896.27,72690682.01,0.0
3,二、营业总成本,486750937.90,319255572.10,115602730.62,1474162278.63,526276142.10,378721650.19,150481824.00,719100218.94,540521748.27,361607864.62,140083978.64,656554406.92,454873262.72,316556731.52,128026741.58,634718928.04,455566390.67,302070703.54,113861172.89,581010994.44,405243457.90,267442079.17,113975525.40,570282807.42,429933900.30,286568489.11,116472821.03,582956684.97,419394586.72,284759430.89,127726942.63,665044957.89,459316264.82,296764186.48,114062493.31,553806868.02,370265278.31,220800376.76,89727070.78,423351794.83,298231384.31,193776435.48,89491983.02,515583939.90,367756518.83,234524366.31,108012320.59,424736230.40,288791557.21,164462316.49,72546171.24,233955990.55,166657499.04,103577672.45,41807146.90,187315031.91,151752972.51,60117533.47,0.0
4,营业成本,374452674.12,254011633.61,92059880.67,553307549.35,417545039.89,304024011.92,116732589.17,574995691.24,435221470.32,297670660.54,112794744.26,532585700.08,370809973.28,260611773.89,107837715.40,506605004.67,361489742.18,242817849.22,87645071.81,460569403.45,332249405.60,225134888.40,94483953.66,458002342.67,358902916.15,238015590.58,94654724.62,475543448.66,347082441.60,236894715.88,107313229.22,566276109.93,395002610.76,257111711.36,95551310.27,475508289.01,323435840.91,193539516.38,75479923.91,365963551.38,267663821.23,172305716.51,77646937.92,445222568.97,320721766.57,205305671.32,93966126.39,382154879.02,258469212.80,146657862.71,64619181.74,206225526.68,146294117.95,89383311.52,34600004.89,167961756.82,137132046.02,53248626.43,0.0
5,营业税金及附加,5902157.02,3643457.18,1827273.30,10503801.44,8155221.69,5318578.90,2308356.85,11815768.26,7672622.41,4883127.09,2455329.72,7439161.31,114745.41,114745.42,98046.23,342177.52,255455.23,253124.43,223316.66,315679.52,102608.69,65419.61,59696.50,1039441.95,1009930.20,811933.20,619415.88,2237553.59,1425527.57,994267.01,551411.44,2191464.09,1445111.38,604304.00,328518.90,1817740.98,566700.38,426563.46,256403.16,1571656.96,846884.00,278771.78,148317.80,474053.73,339886.64,223584.10,123679.87,816596.34,554202.15,159338.68,52229.51,145144.35,121588.47,87389.60,14906.56,64694.30,38232.13,32866.64,0.0
6,销售费用,12379701.31,6769664.71,3445697.44,17205024.15,12334626.33,7472382.87,3414999.75,16393027.10,16593397.29,11823230.45,5905675.06,14100088.73,11839493.93,6914490.49,2678215.97,12124355.14,8612491.53,5099772.17,2196543.89,10081368.36,7710882.71,5291082.53,2295624.41,13431287.75,9814983.75,7466863.71,3222441.86,15553609.78,10634712.37,6910980.57,2914699.51,19773106.39,12973189.26,8606401.51,4501576.16,16388837.11,8437372.57,4984612.01,2400849.05,8786895.51,6084679.11,3734540.24,1632252.41,9910133.37,7408201.94,4194030.64,2314549.21,8022249.30,4868435.52,3176400.98,1521172.79,5988275.92,4527175.47,3605672.45,1925794.78,5997136.75,4936051.78,1850966.84,0.0
7,管理费用,52338498.45,33507049.13,17100918.76,87619552.76,54040708.56,35168337.83,16416154.29,77071879.39,48940423.69,30969600.60,14318479.77,65174767.19,42545291.88,27878495.80,9668263.80,37266329.44,25547901.62,16292944.78,7783330.25,36528839.24,25298020.88,15616902.41,7660746.87,34034841.69,22686527.65,15140514.64,6908992.93,33097321.32,23815487.33,16165189.29,7925024.14,29699094.56,21193412.51,13277865.17,6167570.57,26240063.36,18727723.46,11255866.26,5431282.69,31800916.72,16180163.24,10494529.02,3637879.24,19682857.67,12780801.15,7801838.21,3658649.55,14128824.94,9979540.96,6237526.96,2876817.21,10108623.25,7249721.03,5151282.96,2829147.70,6328592.33,3277314.13,1454875.00,0.0
8,财务费用,33028130.62,18040927.58,7885681.19,22011832.33,26423223.22,19659310.10,10712761.13,31469100.19,24971130.94,13903857.21,4856699.17,23289029.41,21691178.82,15069914.01,7698112.73,66874148.73,58137524.78,37687187.85,16805418.33,61097748.99,39555576.99,21257469.73,8895358.24,55040147.97,36445930.33,24768707.51,10922503.31,58870299.02,37261086.33,24598354.38,9067255.49,47797986.63,30441389.99,19593757.76,7513517.41,34609951.31,23223577.06,15957152.75,6158611.97,19005379.00,12993128.26,9787771.44,6426595.65,27077968.70,24496528.14,16296876.02,7949315.57,17826673.74,13996367.09,7382768.19,3476769.99,11488420.35,8464896.12,5350015.92,2437292.97,6962851.71,6369328.45,3530198.56,0.0
