,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19910630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,120284870.61,95228698.77,71617217.05,25548274.39,2009732394.87,1706633816.19,1183126973.61,394900430.13,2473493739.51,1825773097.41,1215671759.38,528274010.24,2149486398.60,1660181675.92,917198914.41,305681715.37,1842245606.44,1224675082.98,688370758.78,258772617.90,2123053816.44,1602699443.65,1048081532.77,537799244.04,2194916410.65,1607675183.99,1032015073.29,483205393.82,1886658908.57,1383121721.99,949429670.40,536015198.24,2125880334.19,1728992498.13,1123223032.53,558758641.30,1517262894.47,1229374817.96,820998852.29,396251799.86,1304171246.63,937480600.45,611398784.66,266501063.42,1007760241.75,704002591.36,456874447.47,155705401.23,909328740.44,718690588.44,533926586.25,198217416.16,806531019.16,578804423.97,347451728.72,112342735.18,871193951.79,502052692.57,351525525.65,186964451.32,744410572.33,425224039.78,272640090.57,110712788.79,524634831.45,414253555.49,225234054.93,49318122.44,191237950.53,140485202.23,95030658.10,41409168.36,204422195.33,113427642.06,228902767.28,119417439.73,284649325.36,142705943.49,358778920.71,193893333.45,342726039.95,158227722.09,322115392.01,164561823.28,295879862.50,157983700.00,299423100.00,149515171.49,417274899.65,228784676.67,384060371.11,170600539.48,133426932.36,0.0
2,营业收入,120284870.61,95228698.77,71617217.05,25548274.39,2009732394.87,1706633816.19,1183126973.61,394900430.13,2473493739.51,1825773097.41,1215671759.38,528274010.24,2149486398.60,1660181675.92,917198914.41,305681715.37,1842245606.44,1224675082.98,688370758.78,258772617.90,2123053816.44,1602699443.65,1048081532.77,537799244.04,2194916410.65,1607675183.99,1032015073.29,483205393.82,1886658908.57,1383121721.99,949429670.40,536015198.24,2125880334.19,1728992498.13,1123223032.53,558758641.30,1517262894.47,1229374817.96,820998852.29,396251799.86,1304171246.63,937480600.45,611398784.66,266501063.42,1007760241.75,704002591.36,456874447.47,155705401.23,909328740.44,718690588.44,533926586.25,198217416.16,776058129.61,561558577.84,342187191.35,110098875.55,867974639.01,492880752.80,344372055.77,183768701.00,736647200.70,420016655.90,267593924.41,108149106.56,516831929.43,407570984.83,222399248.14,47944588.59,182868086.13,133658313.35,91322581.26,39386197.02,195028557.10,107815950.36,219749970.76,115026213.10,271148095.45,139455118.10,352322700.77,191676112.04,329964096.17,156634687.71,319976575.14,163270676.40,291666719.80,156511800.00,293473000.00,147607554.63,412086452.44,228256927.87,382502733.18,169490786.18,133426932.36,0.0
3,二、营业总成本,98794236.91,83732533.28,67502753.00,31626239.73,1984021790.49,1686243691.94,1160992612.18,383343095.66,2442898602.66,1811177750.17,1203236203.77,522296752.15,2123532606.98,1633365323.46,899666699.31,300860617.58,1830825402.11,1217439171.66,679702493.23,254658513.29,2115630810.88,1598695621.07,1044559153.57,536753392.12,2192303351.74,1608816555.52,1029049092.40,482970227.80,1893246493.89,1388106538.51,946793971.00,538908388.26,2118932875.65,1726594414.85,1117573168.55,557787988.12,1522388316.63,1228733149.97,816981691.41,397231023.40,1326111222.09,943730808.88,610338278.54,264714927.98,1082962488.34,714793178.36,461905808.44,159749276.29,983753585.46,718252946.07,533287374.46,197236100.90,808222787.49,566888938.74,347505173.21,112071685.42,1041566608.06,547587802.28,369088285.94,198188489.56,806506607.89,445542011.09,284895992.99,114352897.09,547782169.64,402724476.98,219945435.50,55139841.60,203305133.06,143588207.97,96502804.78,43490216.43,208446842.74,105811297.75,239839475.84,122055533.16,278603534.05,141879946.67,367402130.26,190097075.43,337201998.65,0,329859205.61,0,291201321.05,0,0,0,372367831.32,205326124.83,351361339.73,119758783.54,91289455.80,0.0
4,营业成本,55849172.40,45420426.95,36715538.19,14581731.99,1919524419.70,1643463842.92,1131613192.19,367816754.47,2383222266.49,1766168391.15,1172038705.50,506641479.92,2058250185.14,1583528343.10,867245548.49,284140396.75,1773758319.35,1176247496.65,651951518.65,241930610.32,2057913422.70,1558521870.32,1018211609.74,525115999.69,2133462456.31,1563770685.89,998274409.53,469004147.92,1833740933.28,1346128066.79,919471336.81,526423289.36,2065465656.79,1693721050.78,1096650671.76,547630499.50,1476285853.68,1198434146.04,795292361.16,387939020.03,1265848285.09,909284071.90,589534915.03,252841842.13,1003847419.26,678821797.79,437952398.05,148681928.49,879159815.98,685468322.43,512970789.61,186073979.27,762236412.93,535858066.29,330302420.86,103226973.04,969733515.69,507806601.84,345285868.49,182998812.76,757919118.72,403389143.80,258542350.45,103134809.75,501241256.24,367905011.35,197527200.22,44480324.47,156932766.87,110652762.18,73250121.40,35428735.96,168585138.42,85989105.06,197756088.98,98747052.38,236633496.64,118583492.06,321817819.67,174592307.83,295838597.38,0,278365860.34,0,245951947.36,0,0,0,282075825.17,156923920.45,273368166.23,119758783.54,91289455.80,0.0
5,营业税金及附加,6141909.70,5267832.30,4490590.33,4166975.67,6803122.52,5073957.08,4127963.06,2665350.52,6462477.64,4877519.70,3666962.36,2246525.77,7275379.84,3446787.44,2348117.04,1527524.89,5184922.96,3803648.50,2635796.97,1284720.42,4485859.09,3330904.72,2342634.77,897086.97,4157504.93,2496774.62,1983080.71,847732.25,3228239.73,2390626.99,1993181.58,590921.75,4094727.92,2743249.32,1884183.28,882122.02,3647342.52,2478814.95,1817400.91,389672.16,3760650.46,2149882.53,1503944.27,838807.60,4835033.22,3047961.76,2455778.44,1067660.91,6016746.84,2141684.55,1762577.34,1473801.08,244518.01,133336.40,81699.93,65229.95,767932.47,77682.69,54150.51,47391.55,220033.82,204124.30,138782.37,85656.62,1092298.13,731321.96,667113.40,282120.68,1207596.53,1034043.80,791848.58,362483.80,1166054.14,609774.89,1059287.29,585177.70,1258413.73,598018.25,1109446.87,587743.47,1347177.73,0,1666564.27,0,1615630.90,0,0,0,56663036.42,30938341.97,52641502.10,0,0,0.0
6,销售费用,2745363.75,1983812.27,1334041.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,74125.19,74125.19,73885.19,64362.19,258659.07,219981.67,179479.02,87195.97,525330.09,329553.84,218954.88,119292.69,1227853.21,303333.05,185306.95,110627.27,575032.83,453971.20,375815.60,245200.65,642806.67,452000.92,252193.36,139775.22,4344478.79,1649346.95,999766.83,383292.77,2645550.82,1539728.39,864820.74,459201.28,2803956.93,2050068.84,1433510.03,492567.13,1714127.76,861718.99,2409786.39,965754.34,2878248.44,1353757.29,2679833.28,1270881.65,3352837.69,0,2674399.35,0,2638638.78,0,0,0,3113391.87,1480447.85,2308941.82,0,0,0.0
7,管理费用,29494185.75,25302287.78,18359667.13,8226649.86,26618344.18,19849713.13,13042816.45,6711419.63,28228727.74,21637985.65,14219571.08,7005863.26,28309195.92,24172548.90,14970197.65,8072810.20,29131867.03,22124205.85,15371248.40,6787026.70,32935900.80,20392193.58,12281821.84,5572252.41,32181650.58,25810910.22,17172307.70,7450760.49,31466434.04,21783633.53,13937096.86,6568121.08,27345138.20,19947508.28,13381913.28,7222258.56,27395554.54,20976927.16,14472345.01,7343319.62,34879760.40,26324063.28,15749595.67,8144469.82,38853010.32,23594162.51,15557237.98,7105393.53,28700761.43,18001291.73,11908757.73,5925582.90,36715381.73,24802552.48,12904007.04,7210249.92,63127775.52,33886229.95,20591152.10,12896597.65,34997253.32,32640943.18,20821495.32,9215756.04,35837043.07,27055730.78,18404202.68,8674594.34,36547738.65,25514363.66,18049241.23,5628883.69,30211478.36,14684257.13,33254721.74,16582209.99,28622290.01,16562355.98,36549255.14,13163015.35,29972728.15,0,39171636.19,0,33268648.85,0,0,0,22253215.60,10788467.43,15525874.66,0,0,0.0
8,财务费用,4563605.31,5758173.98,6602916.31,4658779.73,23705156.39,18308890.55,12726751.29,6037232.36,24880241.38,18829264.84,13592843.41,6785844.89,29439025.12,22149790.34,15220088.90,7689805.17,23408237.71,16530807.35,11092618.26,5395369.27,20411794.17,15317955.80,10569620.49,5390789.32,22041012.35,16787058.18,11287851.95,5883811.23,24119485.53,17625208.76,11160881.74,5519373.47,15038506.44,10225034.31,5504591.35,1852999.86,7045478.52,4909680.33,3180144.98,1517851.51,9673778.40,7331368.95,5003165.59,2642511.38,13403380.93,10102860.84,6676952.48,2782041.28,17138381.62,11850190.98,6341792.68,2002962.11,8451441.99,5641012.37,3841229.78,1324031.86,7294577.71,5365286.88,2904921.48,2105912.38,9025723.24,7658452.86,4393598.02,1533381.91,6966021.38,5492684.50,2482098.46,1243600.83,5813074.08,4336969.49,2978083.54,1577545.85,6770044.06,3666441.68,8458280.39,5175338.75,8735338.98,4782323.09,5245775.30,483127.13,6690657.70,0,7980745.46,0,7726455.16,0,0,0,8262362.26,5194947.13,7516854.92,0,0,0.0
