,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20161231,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,617042843.63,394594338.93,173470991.55,813970528.14,590710414.26,385039538.52,179741149.13,799439774.23,781229944.50,751723670.07,728223334.09,0.0
2,营业收入,617042843.63,394594338.93,173470991.55,813970528.14,590710414.26,385039538.52,179741149.13,799439774.23,781229944.50,751723670.07,728223334.09,0.0
3,二、营业总成本,571544004.69,361062554.32,166725646.22,719510354.94,521863022.41,343043194.16,167165679.95,701246349.74,687127723.63,687216419.76,689486832.81,0.0
4,营业成本,321575721.77,206460421.62,93705617.64,409564772.32,299356922.68,195055263.89,92712515.72,384612066.86,353971565.66,359649256.70,326571497.05,0.0
5,营业税金及附加,4990421.57,3247385.84,1683277.55,9900757.87,6582127.92,4547310.96,2219393.70,9348715.76,7991882.80,4346608.17,5432243.92,0.0
6,销售费用,119565688.13,71509462.51,32414227.15,141721868.35,104414798.42,66484738.64,32658167.48,147750808.37,148552225.06,142119051.16,142479051.44,0.0
7,管理费用,65089697.48,42906719.43,20510271.91,80764880.77,58736129.70,37715860.42,18454614.46,83010184.78,84645463.76,84858016.32,186730486.38,0.0
8,财务费用,1046958.59,1236015.70,1403528.11,3391854.51,1889922.72,1780438.63,2046391.96,4319808.80,3114878.76,5277139.05,6717313.86,0.0
9,研发费用,59275517.15,35702549.22,16521013.01,69693177.46,50883120.97,32492848.51,16352269.11,70615521.18,77478363.34,83258834.95,0,0.0
10,资产减值损失,0,0,487710.85,4473043.66,0,4966733.11,2722327.52,1589243.99,11373344.25,7707513.41,21556240.16,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,5892036.30,3905787.25,373325.84,1145068.53,995429.18,794963.89,578453.17,1137658.07,450681.68,3829569.42,7860126.14,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,59779256.59,41876182.12,10626295.38,108987969.50,73860259.30,48074357.32,15603141.21,115119072.67,94680648.96,68438005.79,46596627.42,0.0
16,加:营业外收入,5413240.99,5306009.42,5003996.26,3321032.93,1655871.26,1563521.86,2562.30,5855918.12,21001715.75,30955014.61,33709070.67,0.0
17,减：营业外支出,286526.41,168144.92,91731.99,572623.24,405624.80,123208.37,68886.20,3762655.50,1691002.20,1511565.33,915139.39,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,15355.18,0,821309.66,231349.17,872753.81,379202.03,0.0
19,四、利润总额,64905971.17,47014046.62,15538559.65,111736379.19,75110505.76,49514670.81,15536817.31,117212335.29,113991362.51,97881455.07,79390558.70,0.0
20,减：所得税费用,8236336.20,8990135.05,3287321.31,18797327.51,14825423.34,9558406.14,4219416.18,24682195.24,24501344.43,20207545.69,19739857.16,0.0
21,五、净利润,56669634.97,38023911.57,12251238.34,92939051.68,60285082.42,39956264.67,11317401.13,92530140.05,89490018.08,77673909.38,59650701.54,0.0
22,归属于母公司所有者的净利润,47818977.70,32547804.14,10405521.22,83384938.74,52311653.07,34881330.05,10009196.18,85625176.36,82550442.31,70265775.02,53234920.38,0.0
23,少数股东损益,8850657.27,5476107.43,1845717.12,9554112.94,7973429.35,5074934.62,1308204.95,6904963.69,6939575.77,7408134.36,6415781.16,0.0
24,六、每股收益,,,,,,,,,,,,
25,基本每股收益(元/股),0.320000,0.220000,0.070000,0.720000,0.450000,0.300000,0.090000,0.740000,0.710000,0.610000,0.460000,0.0
26,稀释每股收益(元/股),0.320000,0.220000,0.070000,0.720000,0.450000,0.300000,0.090000,0.740000,0.710000,0.610000,0.460000,0.0
27,七、其他综合收益,517933.07,-168112.31,-478082.46,69819.68,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,57187568.04,37906232.95,11773155.88,93008871.36,60285082.42,39956264.67,11317401.13,92530140.05,89490018.08,77673909.38,59650701.54,0.0
29,归属于母公司所有者的综合收益总额,48181530.85,32480559.21,10070863.50,83433812.52,52311653.07,34881330.05,10009196.18,85625176.36,82550442.31,70265775.02,53234920.38,0.0
30,归属于少数股东的综合收益总额,9006037.19,5425673.74,1702292.38,9575058.84,7973429.35,5074934.62,1308204.95,6904963.69,6939575.77,7408134.36,6415781.16,0.0
