,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2123304206.17,10146008170.91,6234237899.77,4130194003.47,2164640060.19,9077344908.68,6171256725.93,4160902696.23,2211351512.76,8187056661.83,5456433030.79,3684581162.12,1611345761.88,8014312755.85,5470607442.81,3558061345.96,1623487512.12,6712855773.20,4527602632.71,2870343150.28,1140674820.00,6559007918.00,4394053993.53,2912768036.14,1339036176.87,7713438140.57,10165885.00,8454433.00,3856652.00,45737531.00,36949811.00,29238504.00,12519856.00,99867062.20,68433243.00,44471948.00,20825388.00,85555767.00,62348174.00,22188367.00,410016.00,4909038.90,4909038.90,4909038.90,4909038.90,20616013.42,25525052.14,19725052.14,19725052.14,7942699.58,0,0.00,0.00,758633.00,758633.00,572805.94,185827.06,7078453.93,7707996.91,7127051.49,7305462.38,11408359.81,5095586.97,1493882.91,515322.27,3854037.30,4078278.51,3876421.65,1267841.85,14928025.31,40989780.80,16934202.70,15481250.76,106930738.38,38935593.60,1507740.28,408764.54,3757898.06,2451707.95,38985709.54,19032893.11,43366261.58,19581307.93,32722825.27,12860257.00,43069346.00,13432765.00,37666366.00,20140098.39,48969920.00,48040444.00,0.0
2,营业收入,2123304206.17,10146008170.91,6234237899.77,4130194003.47,2164640060.19,9077344908.68,6171256725.93,4160902696.23,2211351512.76,8187056661.83,5456433030.79,3684581162.12,1611345761.88,8014312755.85,5470607442.81,3558061345.96,1623487512.12,6712855773.20,4527602632.71,2870343150.28,1140674820.00,6559007918.00,4394053993.53,2912768036.14,1339036176.87,7713438140.57,10165885.00,8454433.00,3856652.00,45737531.00,36949811.00,29238504.00,12519856.00,99867062.20,68433243.00,44471948.00,20825388.00,85555767.00,62348174.00,22188367.00,410016.00,4909038.90,4909038.90,4909038.90,4909038.90,20616013.42,25205080.86,19725052.14,19725052.14,7942699.58,0,0.00,0.00,758633.00,758633.00,572805.94,185827.06,5926914.39,7707996.91,7127051.49,6988583.06,10807767.01,4811873.49,1527048.75,515322.27,4011114.70,4135700.80,3876421.65,1267841.85,12349894.89,38394819.86,17260360.85,15481250.76,106994570.05,39014737.99,734230.03,403903.39,3742940.06,2410266.81,38832375.41,18890077.07,43116030.93,19436220.71,32381243.84,12697535.00,42414382.00,13263199.00,37153754.00,20084158.14,48995393.00,48078314.00,0.0
3,二、营业总成本,2029887319.77,9662648641.42,5971438697.72,3908837683.89,2139778832.23,9239048113.98,6076700899.06,4098140185.44,2193301991.33,7906050276.53,5368147632.34,3618540629.12,1617346462.95,7732023933.57,5378923466.35,3503089796.74,1618930831.98,6317014109.56,4377613002.44,2790238122.61,1131497832.49,6286876287.85,4308488187.85,2859872270.58,1341778260.26,7518367633.04,17018135.69,12929460.62,6022907.35,53733653.37,43159601.91,33404157.37,14671049.46,99252668.04,68180398.49,48390508.96,23214077.84,81887586.73,71099460.40,28124459.07,3445765.37,16244143.92,11499980.21,10014727.76,5708843.28,24248129.79,25669277.77,19555953.72,19361748.88,14420549.17,6017120.19,3971280.03,1533247.64,78091317.11,60073044.28,56772135.55,-576180.01,19428572.07,11106151.75,11106151.75,8968936.78,9087690.03,10377415.06,7963673.38,3886402.69,87208316.40,24011420.54,18055131.65,7631207.58,52913613.52,54375146.48,30502542.48,19983679.45,101986858.22,35500917.87,4617288.51,4312481.92,10239777.99,6297065.02,48016374.34,20725033.77,44117657.56,0,43450219.13,0,54430637.00,0,28349814.00,0,44692079.00,43031946.00,0.0
4,营业成本,1790336952.65,8261730337.85,5094226821.93,3346017595.91,1733004296.91,7386438486.71,5028434942.10,3373337779.52,1772579228.48,6484785957.30,4386084699.38,2986334229.36,1290829004.93,6448551352.56,4539771528.26,2966109246.19,1365916479.86,5326163296.70,3634492982.37,2300854318.43,897506763.77,5357409536.95,3617603366.44,2410138212.52,1133873837.36,6528598726.85,9905419.00,8237660.00,3756206.00,44319690.00,36102528.00,28579745.00,12293517.00,97073662.00,67509510.00,43952370.00,20581140.00,84545117.25,61617931.75,21917066.00,404304.00,4166924.76,4166924.76,4166924.76,4166924.76,18472727.65,22645410.56,17715410.56,17711423.47,7148395.02,0,0.00,0.00,119364.93,119364.93,109701.91,9663.02,4875238.70,6211613.40,6211613.40,6204733.28,9319110.08,4075392.42,1119313.66,159480.69,3150342.39,3130586.29,3010961.84,987970.48,10828920.61,28732668.83,12722267.94,11004938.13,72797516.21,27689168.28,347238.71,241044.40,5217540.71,3316794.11,44657008.79,19079081.25,42504537.73,0,38165082.61,0,49916361.00,0,31506456.00,0,37959426.00,36153503.00,0.0
5,营业税金及附加,4785052.04,38102895.34,24292165.25,16912782.70,11333089.55,39911520.36,26555584.77,21409359.67,11803446.64,32375766.83,18747560.41,12125179.62,4037805.50,37146412.18,22974873.40,12947801.11,2756469.05,19160146.34,13385566.76,7398065.35,1867623.04,24244336.41,13342861.33,7419921.28,2423964.34,21226706.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30209.10,30209.10,16477.68,32955.39,16477.71,0,0,1468.35,1468.35,1468.35,0,192636.94,192636.94,42343.04,0,251552.50,46329.53,2268.88,1065.52,29124.01,13943.53,50245.41,0,289069.44,0,223103.22,0,26686.00,0,155775.00,0,2015503.00,2428991.00,0.0
6,销售费用,74586262.92,503924867.26,346544065.35,228720199.54,102116537.16,551750278.69,373983005.55,229382959.08,123053667.57,528853776.92,393336524.41,225204221.48,105782440.48,525853638.07,316902428.33,190572637.49,75925126.84,442341950.97,312998623.07,197266450.57,83001219.00,420076869.46,271659301.56,171572129.92,72875515.48,447177409.86,0,122356.77,83023.99,0,104149.74,88054.88,63603.88,0,0,0,0,0,0,0,0,0,0,0,0,14164.21,14164.21,14164.21,14164.21,10400.00,0,0,0,125060.00,125060.00,125060.00,125000.00,1200151.03,70800.28,70800.28,52224.02,581688.65,519021.86,464317.69,413550.26,4196464.88,3057943.75,2300423.97,1055057.48,10809236.54,4816556.51,3731018.35,2282087.81,9494356.62,2454762.42,467712.16,173209.81,1234711.70,848886.29,1392976.29,426130.38,330673.02,0,313908.11,0,624060.00,0,378383.00,0,1069296.00,889500.00,0.0
7,管理费用,37075841.80,402457791.98,197299485.23,126782180.82,71068524.51,477352200.52,262731879.62,288283417.52,157003587.18,722204101.22,394248802.83,244570587.20,104975213.49,593994039.76,333809311.16,210650490.59,99765499.39,510833097.00,312074440.36,217347152.94,94605094.36,462027735.48,304268222.22,204801918.01,90295170.20,370948787.37,5006326.41,3170871.10,1491942.87,6594304.33,4818504.17,3287608.08,1579831.94,4642408.90,3769276.01,2672031.15,1454266.66,5636314.77,3830577.73,2478939.23,1215423.18,4197134.83,2968472.09,1925948.22,1191315.23,3314030.01,1731489.15,1074961.49,424961.52,2285886.01,2552202.12,1669198.00,425072.60,6450711.44,3240449.50,2302904.69,661786.12,5424981.95,701530.37,701530.37,630828.41,-9287449.34,-609555.21,2322104.77,1164047.16,71408813.81,11780776.62,8586197.39,3601100.48,22019069.48,13236474.46,9342645.18,4314042.99,14393658.91,4978622.00,3278591.65,3579793.24,1722431.81,1760278.70,2851236.53,1679471.78,2922212.29,0,3429097.14,0,3978718.00,0,2139642.00,0,2760586.00,2382408.00,0.0
8,财务费用,10150283.00,81486158.49,67525657.21,45750350.92,29730652.22,62923956.46,41309076.87,21563811.01,-956954.58,56752708.82,37553205.53,24465177.93,8304753.68,64919357.78,40973571.12,29082053.57,3769118.18,43564246.63,26230234.19,-3444784.15,-1088100.34,18359409.25,16910720.67,20658330.15,5876673.99,11676467.39,2106390.28,1398572.75,691734.49,2819397.04,2134420.00,1448749.41,734096.64,3036385.27,2401612.48,1766107.81,1178671.18,7569683.34,5650950.92,3728453.84,1826038.19,7330739.65,4364583.36,3921854.78,350603.29,2333916.03,1278213.85,751417.46,1211199.68,4934726.47,3433835.10,2270999.06,1108175.04,9943170.09,6152979.93,3799279.03,1900230.36,7928200.39,4091998.60,4091998.60,2064673.39,8441385.25,6376078.28,4057937.26,2149324.58,8451226.97,6040645.53,4156080.10,1987079.14,9063749.95,7396809.74,4664267.97,2382610.52,5049773.98,332035.64,643152.08,333344.70,684958.12,357162.39,-935092.68,-459649.64,-1928834.92,0,1319028.05,0,-115188.00,0,-5830442.00,0,887268.00,1177544.00,0.0
