,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2174381798.13,1731326730.88,844303485.12,314179523.52,2388665024.61,1813423406.97,1073040749.41,387832276.46,2419414720.06,2051487215.18,799000192.49,311213383.21,1918108123.51,1681162171.27,1065090212.22,564140057.08,2699940476.00,1976672897.50,1068595351.42,524194595.09,2147119375.04,1771557531.86,592950154.42,121973274.46,1017416605.75,903199776.86,710119115.20,352536658.78,1771492081.66,1633702692.10,621229639.52,94318680.55,976872950.64,889798543.89,651961850.97,320414161.84,1445658601.50,1122410946.50,295454664.53,117387230.30,816614818.52,673156377.95,299336000.90,124382214.80,722750121.78,411240648.65,106556335.27,13409750.44,307244209.82,261590544.19,104504792.02,39842828.72,313478937.93,211261045.27,129514274.17,42612511.92,356309566.48,269693161.77,133011669.25,37022326.99,348867376.57,281353619.17,132178887.95,43968543.28,251690838.03,189144953.18,185171951.45,0.0
2,营业收入,2174381798.13,1731326730.88,844303485.12,314179523.52,2388665024.61,1813423406.97,1073040749.41,387832276.46,2419414720.06,2051487215.18,799000192.49,311213383.21,1918108123.51,1681162171.27,1065090212.22,564140057.08,2699940476.00,1976672897.50,1068595351.42,524194595.09,2147119375.04,1771557531.86,592950154.42,121973274.46,1017416605.75,903199776.86,710119115.20,352536658.78,1771492081.66,1633702692.10,621229639.52,94318680.55,976872950.64,889798543.89,651961850.97,320414161.84,1445658601.50,1122410946.50,295454664.53,117387230.30,816614818.52,673156377.95,299336000.90,124382214.80,722750121.78,411240648.65,106556335.27,13409750.44,307244209.82,261590544.19,104504792.02,39842828.72,310858982.47,209298610.05,128219484.69,41965116.68,353728985.52,268684916.13,132339505.49,37022326.99,347440061.29,280625095.25,131450364.03,43968543.28,250484417.45,188217317.11,184394645.99,0.0
3,二、营业总成本,1638995492.75,1196008660.76,675981508.22,297931015.51,1801959831.06,1268892660.70,807902051.20,340770510.10,1816282355.92,1406307955.79,714266047.41,314039684.37,1669837978.60,1317792944.29,862254187.57,432327322.58,2044605709.80,1509379682.35,909746400.99,455126290.31,1682451646.82,1304360404.19,638029188.36,241381649.53,1175711740.01,939027531.25,672162369.65,335059217.09,1504070522.51,1247052635.69,659413507.45,235607613.43,1100100912.87,851587124.50,609357823.97,308253800.74,1301584150.65,980888421.27,631757235.57,308550222.02,846988955.77,659156473.45,437408103.69,221245062.86,562487893.50,322757629.58,137835662.02,63380923.18,295464513.67,221231860.41,133287957.43,61502242.57,352636748.78,264311176.32,176961760.49,78922438.32,319763451.47,238425532.77,151092322.89,77356914.69,297886968.95,238891326.30,140216843.54,66023556.77,201908346.16,153111747.62,140711357.42,0.0
4,营业成本,1059187595.73,767100503.22,393692299.66,155814028.25,1179572883.60,813546310.02,489551856.36,189084171.59,1163607758.55,898279043.73,386813099.58,151422088.15,971127642.95,788159003.32,477955933.11,238785088.59,1170753172.27,823696914.62,456885379.37,221215338.00,966471122.65,752661782.21,287584085.29,74272835.88,530812261.83,426198285.37,321409620.64,155264903.23,792173910.56,670123015.93,277792759.29,61199201.14,478060773.94,407579526.13,286609870.47,143514101.24,698620681.37,538170849.12,315461871.65,152995698.53,453461633.84,324940406.05,214127038.38,103741688.04,232148747.43,142088478.40,57467739.62,25042928.85,143415808.51,97074331.91,61883948.64,28486154.67,225649969.56,170725366.41,114297218.99,51366627.16,218281699.14,156893077.20,98972973.55,49939696.37,191459706.90,137669590.17,88361514.57,42808030.58,159097748.70,134819343.20,125025347.10,0.0
5,营业税金及附加,27613898.27,22368905.95,11990766.19,4973890.33,35528241.98,26854265.68,15659424.94,5858701.63,39295608.54,32049770.31,12535201.36,5102942.49,30319795.20,22214220.31,15398113.13,8671987.36,37747065.93,26963184.90,14647182.11,7276151.46,35715178.77,29492118.01,9802380.25,1990748.57,17491654.50,15486766.37,12168972.66,6275325.79,30285393.99,27676134.88,10702687.26,1428888.53,17856409.98,10365261.80,8400815.64,4257611.00,16733457.98,13026099.80,4757744.57,2518705.95,7148922.26,9151555.97,2633497.56,1571685.61,10589110.42,5928144.67,1939653.45,248597.40,5604504.39,4703335.74,1846989.46,700470.11,4284469.30,2767498.93,1541074.33,336742.65,5148257.43,4015239.20,1816470.96,411769.64,5256668.88,4279405.82,1819584.40,531160.92,3379836.43,2375127.86,2450169.42,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,54612929.68,30194203.82,18362766.51,9015653.75,41261263.83,22463743.74,14715561.73,7171222.05,39724722.07,23346615.54,14555885.10,7322448.24,44915606.25,25865506.70,16022962.87,7582099.02,45901953.23,26214206.48,15775431.69,7821286.41,39983875.10,22932738.99,14074107.03,6839966.32,37600914.97,24071713.46,15851098.47,7920707.37,38514578.56,23338383.90,15637457.13,7757813.36,40531939.91,26740941.45,17824154.00,8250065.01,31488697.71,22393637.48,12879271.47,6500129.67,25868594.22,19674974.99,14762431.90,7591480.13,27749026.53,13513679.63,8308803.33,3871185.43,20745204.44,14646616.83,8821328.36,3253928.29,19027566.83,14556783.09,12597592.40,4242397.59,15581694.41,16561781.53,8893267.15,5087052.94,14610068.34,14102048.27,8725937.91,2928779.00,7944216.27,4015477.99,2381223.86,0.0
8,财务费用,497581069.07,376345047.77,251935675.86,128128716.26,544793380.00,402131899.72,272615679.52,135978023.75,569912853.20,431088291.80,287580831.60,141761656.11,628600925.65,485595529.83,341862383.42,169956722.46,786424939.75,600965962.46,405734968.61,204285349.21,636805908.01,481007171.22,317763122.70,154585647.14,588192015.47,469304260.59,315791331.32,156460954.91,643599894.41,514776868.04,340323082.19,165539776.18,565372573.67,409373402.01,293129935.30,145243013.93,556923554.04,401259356.69,299280503.53,146535687.87,357839471.76,303854866.30,204350465.71,108340209.08,286390025.52,161126308.23,70018446.97,34218211.50,124743618.50,92670708.53,60179345.11,29061689.50,103674743.09,76261527.89,48525874.77,22976670.92,80751800.49,60955434.84,41409611.23,21918395.74,86560524.83,82840282.04,41309806.66,19755586.27,31486544.76,11901798.57,10854617.04,0.0
