,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,72025131493.00,47650793896.00,30444237156.00,15806606919.00,70072065966.00,53974407101.00,36900153938.00,18446614077.00,68515116539.00,47625906936.00,30443031313.00,15552167309.00,58290504426.00,41746298087.00,26528168333.00,13492703055.00,39938674369.00,24064994429.00,15064401727.00,6095680753.00,22141811503.00,16271083792.00,10014022182.00,4451940301.00,11622941322.00,7444145055.00,4164978744.00,1914152195.00,7554700683.00,5530330548.00,3686005208.00,1877872091.00,7025009599.00,5407382147.00,3523996951.00,1556898011.00,6053693488.00,4239260452.00,2596903291.00,1053926969.00,2649009481.00,1739072564.00,1012630261.00,450823520.00,2873174496.00,1465052930.00,1022035475.00,576434938.00,1796947246.00,282302063.07,164507462.00,87257283.00,284432391.00,200913205.83,184836102.00,147302928.00,0.0
2,营业收入,71833668500.00,47497534098.00,30336903665.00,15747132529.00,69691724963.00,53758501392.00,36736125204.00,18355096490.00,68059306079.00,47211492123.00,30157403348.00,15421586203.00,57913671051.00,41485864185.00,26352216409.00,13405273080.00,39641072304.00,23841439375.00,14911249194.00,6020649019.00,21949858825.00,16141133798.00,9933500107.00,4412552636.00,11514200306.00,7371418358.00,4125433375.00,1895386180.00,7483796229.00,5479413064.00,3654184139.00,1862199854.00,6974781627.00,5372011453.00,3504498788.00,1548573948.00,6040713599.00,4232024349.00,2593103502.00,1053659138.00,2649009481.00,1739072564.00,1012630261.00,450823520.00,2873174496.00,1465052930.00,1022035475.00,576434938.00,1796947246.00,282302063.07,164507462.00,87257283.00,284432391.00,200913205.83,184836102.00,147302928.00,0.0
3,二、营业总成本,72269871308.00,47669657545.00,30410731059.00,15811609168.00,70119203485.00,53598223755.00,36548556017.00,18186686119.00,67807200111.00,47014090623.00,30052719449.00,15347360684.00,57876387626.00,41300501592.00,26244565911.00,13317843480.00,39594210332.00,23703154337.00,14840307792.00,5994192103.00,21880112020.00,16068168427.00,9932876009.00,4442765434.00,11371027955.00,7253477908.00,4057933066.00,1877927679.00,7434436733.00,5459499412.00,3655557021.00,1859498240.00,6705729399.00,5157942490.00,3358325393.00,1491475226.00,5864273148.00,4119565532.00,2565277590.00,1028797367.00,2635281036.00,1688841825.00,993400801.00,453698044.00,2705668479.00,1212599546.00,783125556.00,615798532.00,1579664090.00,179675458.08,101845769.00,76783539.00,178711142.00,125656598.21,93241496.00,76554241.00,0.0
4,营业成本,67859610644.00,44298306639.00,28226716291.00,14770623270.00,65075802131.00,49993305055.00,34178189228.00,17122134060.00,63626637421.00,44098565761.00,28150039212.00,14432910774.00,54103878432.00,38782457963.00,24592021334.00,12491249899.00,37059818945.00,22097749155.00,13843258278.00,5570294757.00,20339411574.00,15072931009.00,9232853442.00,4093423267.00,10519908841.00,6683901735.00,3730321001.00,1690529645.00,6651569253.00,4885186550.00,3278917514.00,1649113241.00,6310726978.00,4950956274.00,3218123525.00,1415178712.00,5590141477.00,3913927987.00,2415612041.00,957429636.00,2368104688.00,1493764529.00,853840462.00,388207884.00,2627903325.00,1278439328.00,894465860.00,503761823.00,1538777365.00,92897965.08,56175857.00,22193451.00,84788528.00,69209657.97,46456029.00,30792687.00,0.0
5,营业税金及附加,93023624.00,59416353.00,39293718.00,20033447.00,101640277.00,67586405.00,45045577.00,23584864.00,85503785.00,54560136.00,34128505.00,16279017.00,77079906.00,47848742.00,36667347.00,19769717.00,84572645.00,47899035.00,31913818.00,15156935.00,54113185.00,32306537.00,20115001.00,9632680.00,32396093.00,17592504.00,11189524.00,5674309.00,24177373.00,15937630.00,9295015.00,4027629.00,22932148.00,13851912.00,7871207.00,3065399.00,13843393.00,7956185.00,4736762.00,2037039.00,9299531.00,4677106.00,2648980.00,1186503.00,8501849.00,4716379.00,2976179.00,1464840.00,6764303.00,4380973.53,3583196.00,1071814.00,5115241.00,2486132.47,4385002.00,3355906.00,0.0
6,销售费用,521215108.00,378637157.00,241335229.00,123918531.00,631871681.00,481038519.00,323515491.00,158592044.00,546629176.00,387931493.00,245351122.00,160806267.00,357457242.00,276053564.00,183267787.00,151091665.00,173523127.00,139797323.00,93638173.00,45177138.00,103953827.00,71121019.00,43683024.00,20810150.00,73616115.00,69834791.00,45780725.00,20304873.00,72054944.00,65648432.00,41543035.00,24311290.00,63034739.00,42441826.00,27515520.00,16545311.00,50946658.00,37492428.00,23620493.00,10464404.00,16295202.00,11727263.00,3822839.00,4375886.00,14705478.00,10344256.00,5696644.00,2561334.00,4066756.00,3146970.28,2967135.00,1626883.00,3649408.00,2914426.23,2130550.00,1354683.00,0.0
7,管理费用,1950279922.00,1434609039.00,954401404.00,465696060.00,2251356408.00,1680220479.00,1131836859.00,563656510.00,2164264306.00,1517287361.00,1002819647.00,474003475.00,1892374744.00,1239692132.00,776691219.00,415744948.00,1307470449.00,864238640.00,518966195.00,247799504.00,879955466.00,599792986.00,375962555.00,189093382.00,598407242.00,411496037.00,260277494.00,136036488.00,531063805.00,353435537.00,227169195.00,133867549.00,484324823.00,340844550.00,219087576.00,105655369.00,365136356.00,244385690.00,150172338.00,71667690.00,215688799.00,165673376.00,110135596.00,53566630.00,196427985.00,148251957.00,97666553.00,50131013.00,135355828.00,97486414.39,49990862.00,28759000.00,67023276.00,52443177.12,51527932.00,28094542.00,0.0
8,财务费用,1728383242.00,1405437408.00,886153156.00,388029590.00,1749523523.00,1252634116.00,775454888.00,277630288.00,1120268529.00,770792367.00,498542049.00,210968460.00,1243564286.00,849060638.00,598865612.00,212306966.00,818288255.00,504278151.00,320055235.00,99253322.00,422647507.00,254203978.00,230796462.00,122300875.00,108209163.00,60309315.00,3785847.00,22769194.00,130320862.00,131535322.00,93687012.00,45914270.00,-193380662.00,-194222911.00,-118016040.00,-49933000.00,-161989492.00,-84207759.00,-28871511.00,-12802799.00,15486417.00,12999551.00,22952924.00,6361141.00,-167072605.00,-229152374.00,-217679680.00,57879522.00,-106140916.00,-18236865.20,-10871281.00,23132391.00,18134689.00,-1396795.58,-11258017.00,12956423.00,0.0
