,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,25905132727.45,16529022846.90,7285516427.74,38095793349.71,28262514611.70,20167468521.14,11268696305.02,37497475139.13,24351943181.29,15852703709.50,5232988268.27,21233545275.74,13104208074.11,7629365595.13,2290910645.79,9405038177.12,6277445133.95,3494729332.80,1788826141.06,8339485767.58,5262651737.66,3247461473.80,1640297084.39,6490705970.02,3779978739.16,2369818134.45,1135613975.13,5281242580.20,3499098150.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55891341.39,42725386.43,32456291.39,55891341.39,168591988.55,101402877.09,54465676.23,53910840.47,612666408.53,660785335.79,466220412.80,236910820.33,961423622.34,710861862.11,506425630.35,213178399.32,1216505477.09,805646042.95,528519324.97,275834319.62,837297026.05,544838098.14,313279824.44,133407063.02,696412772.68,477640212.56,343965182.40,134417906.87,540276852.58,283366415.38,359090431.19,171916277.19,279708181.52,154487882.45,150216614.96,81201143.24,141139417.80,105984194.91,69571624.04,0.0
2,营业收入,25905132727.45,16529022846.90,7285516427.74,38095793349.71,28262514611.70,20167468521.14,11268696305.02,37497475139.13,24351943181.29,15852703709.50,5232988268.27,21233545275.74,13104208074.11,7629365595.13,2290910645.79,9405038177.12,6277445133.95,3494729332.80,1788826141.06,8339485767.58,5262651737.66,3247461473.80,1640297084.39,6490705970.02,3779978739.16,2369818134.45,1135613975.13,5281242580.20,3499098150.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55891341.39,42725386.43,32456291.39,55891341.39,168591988.55,101402877.09,54465676.23,53910840.47,612666408.53,660785335.79,466220412.80,236910820.33,954356301.88,708746017.69,504545344.97,212636695.10,1212372661.67,801975848.70,525977225.16,275163142.15,833316025.71,541512930.97,311087003.99,132373862.77,695545094.43,473752208.57,340441555.93,133276493.83,538244390.33,282355793.00,351476523.20,164570729.95,277295497.11,153514891.02,149269477.18,81195310.84,141028619.74,105948822.41,69563046.34,0.0
3,二、营业总成本,25841998057.98,16348574909.03,7082492498.26,37762945793.17,27828209870.38,19693698658.27,10852224930.81,36763421489.47,24022574535.33,15643646795.64,4995028572.77,20973765783.78,12887584789.18,7456100613.08,2182500978.27,9066793123.88,6101135379.36,3415897325.06,1721496296.10,8172128207.05,5187405742.57,3171614805.62,1546671879.49,6048703971.62,3560479585.96,2272871349.75,1042803618.04,4885285026.49,3207336200.39,704338.04,354659.64,3558913.75,1610595.55,1414497.67,354659.64,6074929.02,1110247.76,921984.88,843804.86,287924.00,91411.40,125365.38,287924.00,1614690994.00,1424873827.68,376053707.41,1451577685.51,647094978.56,270952672.03,191098884.30,87716616.82,781659153.33,621486689.99,443964899.23,228629206.40,943551115.29,654643912.17,464093391.54,193423616.13,1153569686.46,747762600.74,488185127.45,256719933.39,756425498.99,492935580.93,277468830.18,116067932.70,611225518.30,430478690.53,307239041.59,117983511.96,458884835.24,238076763.71,289298293.55,133342165.35,208770938.07,110815480.59,100112464.52,60884930.97,108733763.40,80290036.86,50877502.26,0.0
4,营业成本,23766432509.90,15022437078.44,6525511190.87,35098458130.49,26295330718.29,18754677831.90,10352912726.06,34709599588.49,22660182314.64,14803310390.11,4667387634.72,19260661433.63,11882709241.58,6918963197.77,1945741588.82,7986782251.17,5425611652.77,2988225874.91,1484970878.28,7113784674.92,4581065864.80,2815790717.48,1391821748.15,5521994859.08,3247277259.49,2059125586.70,963402350.34,4541933909.98,2986747596.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59800830.95,46920213.62,35720540.99,59800830.95,212283061.74,118519069.25,65770978.72,47374550.73,569231990.69,563290085.53,401587870.57,209371407.85,838915939.06,589656808.61,422650304.68,173989369.49,1063547581.50,695748523.09,451653110.72,240156987.46,698462368.47,452204539.39,250684100.73,104396775.19,570403492.40,400228970.53,289460755.80,113270667.56,423799991.59,214918100.74,262223861.66,120817715.40,200102259.74,104391817.17,90647123.49,53115513.73,94481201.56,69141753.85,43390878.62,0.0
5,营业税金及附加,23300237.02,15489668.51,7913625.03,41984441.85,32579136.49,23040925.94,11328000.64,38257298.02,26329330.52,19455025.71,10427610.18,14170015.89,3430842.23,1713878.64,14889288.76,56677730.69,20413901.70,10770981.47,5943979.85,33397843.53,12681007.49,8612174.15,6212947.19,21602726.55,13296765.48,5868977.98,3564914.54,7129580.57,4291843.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54682.09,52511.83,18503.73,54682.09,250587.39,95729.15,89184.66,19323.98,974668.06,160389.40,119847.56,51568.39,5815757.91,4784734.95,4068226.12,1635135.39,822834.37,355331.49,166334.77,57518.73,471547.39,647595.18,647595.18,11515.70,121425.44,4527.48,4526.31,0,367391.97,8012.01,167365.99,0,0,109908.91,18547.68,18547.68,88634.76,0,0,0.0
6,销售费用,1384751486.14,887735504.35,355490337.90,1634872860.21,731940951.01,407628322.16,296047652.62,1222052250.45,782108429.03,465045555.90,186600974.20,878536675.43,475468950.10,217235818.58,53448311.16,582928817.78,380556611.57,233444631.17,162059994.07,744566953.25,393806764.55,237450312.69,109807035.15,375938652.37,238399368.96,165300498.42,63125278.04,268579857.18,167670970.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6288897.79,3170282.23,2279710.28,6288897.79,12881118.84,5025504.94,3215257.70,1398820.66,9876864.38,7181892.91,5382306.01,2842651.96,16746253.09,9810960.91,6794184.85,2304344.62,22675202.99,12301779.32,9821950.67,6059207.61,17427949.01,13220832.44,9222718.86,4139729.92,18049624.15,9459692.47,4246180.22,2257199.83,8249466.05,5964725.18,8161939.12,3414605.55,4320799.05,2189245.90,1487281.59,2178064.35,1458017.33,1005682.33,709292.97,0.0
7,管理费用,243762580.94,175255016.68,92380370.54,277675178.00,182709264.67,114115569.87,52112205.51,251027419.48,207057681.83,124794407.28,57931177.41,222464335.72,156959231.58,102199563.61,58304760.27,153368188.30,100648694.64,59814347.80,22982947.78,143327990.04,92804919.58,54008517.55,21728747.30,97337356.68,56461098.94,44622853.54,14799368.95,57749541.38,41263478.93,706500.07,356500.07,3588452.43,1637834.76,1439301.17,356500.07,6074773.06,1110247.76,921984.88,843804.86,287924.00,91411.40,125365.38,287924.00,98209915.60,87281468.27,27223516.95,98209915.60,57399305.84,39049949.41,31230840.30,9976894.26,47311374.05,23408418.71,16661039.85,9012498.43,49979176.85,27948926.77,15713871.37,6267946.55,40731045.21,24464414.75,16033618.19,7608430.51,32803042.67,21153980.07,15738920.38,6006008.84,17000496.22,15405357.62,9880307.92,484989.17,19333471.01,12945831.01,10355994.78,6369000.97,5043025.97,2673536.80,6498643.23,3951012.89,6367515.17,4825894.85,3686928.85,0.0
8,财务费用,423751243.98,247657641.05,102354284.66,680339795.45,586093392.53,394667337.76,140195789.38,625140616.13,437425262.11,274049822.60,116192530.77,492591117.95,369042079.15,216009709.94,110138584.72,269941646.78,174704855.30,124441826.33,46338832.74,146827608.01,118969490.67,67675388.27,28958527.33,20220224.03,897909.22,-6193750.76,-2088293.83,9218509.01,7362310.84,-2162.03,-1840.43,-29538.68,-27239.21,-24803.50,-1840.43,155.96,0,0,0,0,0,0,0,122504049.70,122401122.33,64820213.52,122504049.70,115779565.82,103126249.69,85659913.33,27943635.92,76939443.14,23302044.38,16069976.18,7351079.77,32093988.38,22442480.93,14866804.52,9226820.08,25793022.39,14892552.09,10510113.10,2837789.08,7260591.45,5708633.85,1175495.03,1513903.05,5650480.09,5380142.43,3647271.34,1970655.40,7134514.62,4240094.77,8389132.00,2740843.43,-695146.69,1450971.81,1460868.53,1621792.32,6338394.58,5316705.83,3090401.82,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,29615387.17,-443592.61,-431329.36,-371443.40,-82655683.10,-90528482.80,-43008405.96,-43511354.51,105342205.16,-25555.46,-21555.46,-21555.46,17094489.16,-800336.62,-800336.62,-800336.62,-9776862.70,-11922304.52,-11922304.52,-11857125.63,11610152.91,4147183.87,4147183.87,0,673628.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327832617.87,1165048229.40,245991221.94,1164719309.38,248501338.93,5136169.59,5132709.59,1003391.27,77324813.01,4143859.06,4143859.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,44247517.73,-1465919.00,-1202946.81,92721999.31,43831790.83,114714085.39,33892119.30,-144076006.07,-78007077.61,28487539.36,40719186.98,40950521.99,-21793533.60,-26208238.18,-10341049.05,15518402.18,17670100.32,10459795.09,13921319.62,-13542167.79,-26953940.23,-4906725.71,-4118195.50,787363.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
