,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19990331,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,555342750.75,365490654.33,180917718.37,843830942.08,607930913.50,400727536.52,244847193.28,801556325.69,574556644.05,359512559.38,170474710.18,714723953.31,554386819.89,316911301.61,156716379.97,560355471.96,375774205.18,185004030.88,100300817.19,485858038.39,380428156.32,230441586.85,91156844.53,487080365.91,362544109.27,227562138.17,108331934.85,394156326.35,307623842.40,215352277.45,114824271.56,453316737.81,370915357.85,253854166.58,125521774.16,483316187.67,371361389.12,266635314.79,137518673.43,448197426.69,328124385.07,200054501.18,95526916.06,571782750.46,505810643.65,371593025.88,186021065.65,794903350.92,518479318.62,264006997.58,121907113.69,388607788.86,285349004.09,191045961.61,88804175.24,345831384.76,248598496.34,160547635.11,72670184.77,276623809.58,191965281.79,125775555.56,63414035.40,204094396.53,143096994.95,97969809.30,53635164.84,202159636.79,150457541.00,100199654.60,40829684.92,186104196.66,84920476.17,134271676.70,64518111.75,176593431.57,93553381.14,48995262.02,161319590.09,141609452.59,115378978.44,0.0
2,营业收入,555342750.75,365490654.33,180917718.37,843830942.08,607930913.50,400727536.52,244847193.28,801556325.69,574556644.05,359512559.38,170474710.18,714723953.31,554386819.89,316911301.61,156716379.97,560355471.96,375774205.18,185004030.88,100300817.19,485858038.39,380428156.32,230441586.85,91156844.53,487080365.91,362544109.27,227562138.17,108331934.85,394156326.35,307623842.40,215352277.45,114824271.56,453316737.81,370915357.85,253854166.58,125521774.16,483316187.67,371361389.12,266635314.79,137518673.43,448197426.69,328124385.07,200054501.18,95526916.06,571782750.46,505810643.65,371593025.88,186021065.65,794903350.92,518479318.62,264006997.58,121907113.69,388696038.06,285345928.12,191046218.97,88804432.60,345834010.62,248598847.82,160547986.59,72670184.75,276625120.87,191966593.10,125776865.88,63414497.40,204096156.32,143107618.46,97980432.81,53654652.07,202159636.79,150457541.00,100199654.60,40829684.92,186099934.26,84916213.77,134145114.32,64509708.46,176574593.35,93547655.44,48992445.29,161311080.73,141237997.00,114883490.17,0.0
3,二、营业总成本,460127938.32,290236888.92,143759770.01,641944816.74,437278119.03,247276827.80,128119404.91,669713140.99,472877307.99,292998301.54,137641854.66,555580890.92,422536201.70,257230929.90,131112824.42,538318018.55,404924498.16,215037988.77,108367909.84,712677096.07,462355459.15,270858869.98,112198333.46,570223578.68,409485500.11,266720516.41,123336971.02,513545037.37,375452548.10,253680087.08,129571297.25,459119317.82,358040490.07,240779610.46,121527796.92,479270746.60,366920751.63,258113988.52,136283027.42,429469269.09,300519501.32,188027512.68,90148037.63,456239157.71,380147264.96,264107168.15,109016015.29,512583360.74,356290418.97,220915747.58,114702032.70,354530411.23,266557103.65,180601660.46,83618267.57,325611579.30,236906011.26,154666014.50,68193401.67,261502493.36,181868125.32,118291415.66,60356207.60,182687490.69,125796492.82,84999630.81,47978551.69,174251972.35,125303066.00,83182628.54,34646174.31,145779114.38,63825525.92,101451540.51,50029538.49,142405496.73,79300800.88,41732022.88,130560974.74,106288982.05,95759216.67,0.0
4,营业成本,274125773.25,176693220.48,91940050.97,364351370.67,257349333.07,140488527.96,75315463.44,393615453.52,301384031.13,183289155.84,88036223.08,341722135.59,288597084.33,167662055.71,86059017.41,379300310.54,276315102.12,138919861.26,83387154.09,440527572.15,345640911.51,200068423.46,83537300.44,427202213.66,312820513.64,204032729.79,94583879.97,380562443.55,288760893.89,197322912.47,104681773.15,359425973.66,285599129.71,195637264.22,99831815.64,388603964.63,294975754.54,203962780.96,113584540.31,353850888.27,255727996.29,162646435.31,79795868.03,341178306.52,294527273.70,201194257.94,84325616.28,337905208.90,246153928.20,160687447.84,82066733.32,271514507.23,202795351.48,138298811.25,64576992.48,260875636.68,194264139.36,127643588.91,54982979.14,209091625.95,148946676.86,96641863.66,49253067.89,130811352.19,87853038.53,57794812.15,32570264.41,127298266.90,94660325.00,62568593.39,26192899.64,105470819.90,45221141.88,68753961.89,34374763.94,98194580.51,58326998.86,31159943.04,89320113.02,71080899.36,68566599.26,0.0
5,营业税金及附加,11865668.51,8191822.88,4249259.96,23117113.26,16997281.79,11731209.25,6093695.16,18583341.87,13812052.61,9354601.00,4448539.31,16539099.05,5084820.80,2203154.68,643067.06,4130417.36,3025274.52,934932.59,508439.49,1748448.31,955245.72,415223.23,133914.35,1789506.64,1042602.66,895467.64,122798.97,1832169.10,871096.21,831454.80,364490.80,1166431.97,685348.62,644139.34,134311.42,2461227.53,1578107.51,1533342.03,741385.96,6223970.66,3807532.93,2416866.60,643482.33,7130789.50,5364879.60,4120065.07,3823169.89,6995880.72,4742428.91,2038588.49,237723.54,3219475.75,474852.77,381742.90,160819.43,1861523.46,916832.81,353470.63,211307.92,1061779.89,185765.33,226121.51,123683.03,0,0,2285.28,109947.51,285390.35,327371.00,206564.47,195934.56,1089230.33,293302.12,1178069.88,279579.99,1345068.53,594861.67,355398.25,1033878.02,274025.04,348007.06,0.0
6,销售费用,28511071.20,19131570.10,7403552.65,37273210.65,23616202.52,12925666.54,5578839.77,27426241.82,20490616.77,12183604.49,7957393.27,23111099.77,18987524.97,13560945.89,7202394.54,18443730.77,15015673.76,7907991.84,3426750.96,27217419.88,23950375.77,13501543.32,5661347.08,20345430.87,12408143.09,8504545.18,3864315.53,16628543.74,12505940.85,7883491.60,2922881.70,17035862.83,11321847.88,6900256.59,3069521.34,18437241.90,12197575.05,8929623.03,4297076.32,14772043.01,9082875.58,5482133.62,2724738.83,25252183.83,22256442.51,15509146.14,6774527.51,26218121.19,18544643.64,11108554.49,6349292.85,14005489.46,12081527.53,10170631.91,4751265.00,15368359.48,10835665.99,7332363.70,3661275.41,15992480.17,7733486.83,5484429.79,2477573.25,15637976.02,12029985.08,8274039.09,4568630.65,16300325.77,11308693.00,6190551.31,3177156.31,14257764.57,6386646.83,11799380.73,6209035.50,15711651.83,7552142.40,3990942.82,20643526.18,13445172.29,10619614.27,0.0
7,管理费用,86789046.95,48876280.55,21862481.87,114245995.93,66548940.60,36705586.55,26681168.54,156228024.36,100575646.32,61722071.58,27938799.53,131358927.81,76114535.48,52844118.46,26549949.82,94695053.02,75898402.63,39964528.32,16049969.46,126922260.15,64924638.14,37861546.34,15881513.81,85659281.79,59505567.60,37693577.99,17043718.81,76137281.53,52670409.95,34351840.18,13095388.10,57286187.75,44288409.95,31045949.80,13955644.47,55060518.99,44371558.25,34272345.32,13722690.15,47888990.01,27013208.12,15091539.27,5833056.56,67431781.13,50169278.87,36033108.99,9614588.51,91509605.53,52682284.02,25371644.92,13844561.97,52462516.53,40839623.07,24845977.11,10484201.54,31785736.29,19255657.74,11754186.66,5513090.31,23895580.18,15837575.56,10044477.15,5945802.88,25332344.34,17764737.05,13014376.85,7806706.31,20056565.82,11507859.00,8714931.63,3211651.79,16560086.73,8151594.12,13687770.26,5896866.34,15045826.82,6705504.59,3469473.63,8640021.23,10190085.37,7966901.91,0.0
8,财务费用,24277958.12,17092165.53,8300908.37,33836869.43,28079705.90,18711857.92,11618166.01,37581022.17,26764722.50,16338481.35,10924621.79,33633264.32,28591508.52,17084168.19,8910979.15,31211019.10,26704589.21,18067549.39,8120298.00,26048722.72,20482732.26,11953939.20,6683289.79,28981596.76,18055695.28,9694459.13,7359950.45,25977778.68,19945244.94,12865396.21,7197069.09,18312151.30,15315703.24,7021785.61,3317306.95,14328551.78,16463163.30,10840780.59,4648362.49,4561514.83,3662666.23,2115535.83,695376.28,4477284.47,3170055.43,2258912.37,865488.01,10286276.90,8619768.69,6331505.73,3022115.63,13328422.26,10365748.80,6904497.29,3644989.12,15720323.39,11633715.36,7582404.60,3824748.89,11461027.17,9164620.74,5894523.55,2556080.55,10905818.14,8148732.16,5914117.44,2923002.81,10311423.51,7498818.00,5501987.74,1868532.01,8401212.85,3772840.97,4984812.15,3269292.72,12108369.04,6121293.36,2756265.14,10923436.29,11298799.99,8258094.17,0.0
