,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2272012598.99,1546997077.77,1065409837.55,541569915.68,2302818453.67,1652239406.63,1116680187.80,499061668.77,2203991498.27,1527836029.26,1018882126.58,489216421.02,2175635185.78,2258836727.80,2271855855.99,0.0
2,营业收入,2272012598.99,1546997077.77,1065409837.55,541569915.68,2302818453.67,1652239406.63,1116680187.80,499061668.77,2203991498.27,1527836029.26,1018882126.58,489216421.02,2175635185.78,2258836727.80,2271855855.99,0.0
3,二、营业总成本,2102176882.43,1413567797.98,954100713.41,487228981.32,2085713698.43,1501628820.27,1000273063.93,439513439.60,2000699120.48,1403589705.11,917802407.06,438275520.05,2012083424.82,2001086955.95,2047423034.01,0.0
4,营业成本,1218394362.52,807041553.63,565144496.10,282988803.49,1182571775.79,896487126.94,597102053.07,239135544.99,1152502555.62,787096159.31,512549804.09,241678632.33,1010902033.72,1105477781.00,1163390724.02,0.0
5,营业税金及附加,75659139.34,55582326.06,39450377.92,20450400.71,75706831.69,54557357.96,37041964.94,19089617.08,79468574.02,60124280.25,40230360.82,21452079.01,66729452.50,51873213.09,46847656.22,0.0
6,销售费用,522739130.02,369692627.02,235298209.79,123561683.12,508411713.69,386351193.76,264735312.67,128964496.43,528966977.23,366893979.08,239154356.56,116248731.61,553572678.55,525316109.77,489812110.01,0.0
7,管理费用,172842433.44,110079221.32,70832821.27,39064500.68,179337599.46,110558342.11,81766300.71,42644640.63,206814230.04,124627291.89,98513708.89,44586984.10,313111525.90,267776614.28,267379421.14,0.0
8,财务费用,24674697.27,13272675.18,7488339.33,7642506.48,25990253.81,16957116.10,12226951.69,6681254.53,32124984.99,25762245.41,17586182.83,9222047.92,49304167.79,43574582.79,53897862.81,0.0
9,研发费用,87867119.84,57899394.77,35886469.00,14951796.49,91296321.18,31329726.05,0,0,0,28160043.21,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-1430709.65,22399202.81,5387957.35,7400480.85,2997885.94,821798.58,10925705.96,9767993.87,5087045.08,18463566.36,7068655.02,26095259.81,0.0
11,公允价值变动收益,1021973.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,13597887.91,4898163.27,89.82,0,2589570.98,0,0,0,0,0,0,0,4758089.69,-1913438.32,1041332.70,0.0
13,其中:对联营企业和合营企业的投资收益,89.82,4898163.27,89.82,0,36.73,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,195544148.07,142718226.27,113643672.58,53539229.92,227609415.17,152949782.36,117719657.64,59734471.63,209458134.09,129225941.04,101079719.52,50942426.31,169038613.11,259894041.88,225474154.68,0.0
16,加:营业外收入,8518628.04,4399588.33,989264.07,1254217.80,1896346.46,796289.94,96376.28,863205.79,4700138.91,2159376.14,5558280.95,4569847.79,23689397.23,14946675.02,10130014.12,0.0
17,减：营业外支出,11814861.04,4314910.17,2624100.17,440633.84,11891028.27,3271337.33,1154324.84,307663.88,5636887.56,3344208.55,1494544.86,600864.38,8695715.96,5261705.60,17349310.25,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,66391.50,0,0,0,13265022.16,0.0
19,四、利润总额,192247915.07,142802904.43,112008836.48,54352813.88,217614733.36,150474734.97,116661709.08,60290013.54,208521385.44,128041108.63,105143455.61,54911409.72,184032294.38,269579011.30,218254858.55,0.0
20,减：所得税费用,28953101.22,24707547.08,16694687.16,7761372.88,44538250.51,33188581.25,18244997.82,8596134.94,28593764.93,23960327.81,15442767.69,6737231.66,39783857.57,62425241.58,54175255.18,0.0
21,五、净利润,163294813.85,118095357.35,95314149.32,46591441.00,173076482.85,117286153.72,98416711.26,51693878.60,179927620.51,104080780.82,89700687.92,48174178.06,144248436.81,207153769.72,164079603.37,0.0
22,归属于母公司所有者的净利润,147001752.68,104842745.82,86991422.26,41658939.70,142376286.52,99339250.20,86485554.99,45814150.78,159465517.01,92911633.95,83896430.21,46693959.72,138593115.47,203670971.10,164691336.11,0.0
23,少数股东损益,16293061.17,13252611.53,8322727.06,4932501.30,30700196.33,17946903.52,11931156.27,5879727.82,20462103.50,11169146.87,5804257.71,1480218.34,5655321.34,3482798.62,-611732.74,0.0
24,六、每股收益,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.160100,0.114200,0.094800,0.050000,0.161700,0.114500,0.102600,0.050000,0.207700,0.121000,0.110000,0.060000,0.180500,0.265300,0.220000,0.0
26,稀释每股收益(元/股),0.160100,0.114200,0.094800,0.050000,0.161700,0.114500,0.102600,0.050000,0.207700,0.121000,0,0.060000,0.180500,0.265300,0,0.0
27,七、其他综合收益,-2237000.00,-2596000.00,-1733000.00,-880000.00,-3255000.00,372000.00,382000.00,19000.00,458000.00,372000.00,382000.00,137000.00,13000.00,-447000.00,-658000.00,0.0
28,八、综合收益总额,161057813.85,115499357.35,93581149.32,45711441.00,169821482.85,117658153.72,98798711.26,51712878.60,180385620.51,104452780.82,90082687.92,48311178.06,144261436.81,206706769.72,163421603.37,0.0
29,归属于母公司所有者的综合收益总额,144764752.68,102246745.82,85258422.26,40778939.70,139121286.52,99711250.20,86867554.99,45833150.78,159923517.01,93283633.95,84278430.21,46830959.72,138606115.47,203223971.10,164033336.11,0.0
30,归属于少数股东的综合收益总额,16293061.17,13252611.53,8322727.06,4932501.30,30700196.33,17946903.52,11931156.27,5879727.82,20462103.50,11169146.87,5804257.71,1480218.34,5655321.34,3482798.62,-611732.74,0.0
