,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2223768361.77,1440309555.89,660200915.51,3025857115.44,2212165329.10,1437089382.68,650595707.32,2741791759.44,2015783750.97,1298179895.03,588891550.36,2375053756.57,1719933157.70,1056326489.57,431895386.17,1926414794.50,1419263316.23,942177528.41,420492867.18,1870029299.81,1386102467.56,870995876.14,378164520.84,1637934274.17,1168112876.25,746758056.51,304583166.74,1349024202.50,968708470.96,622049098.43,258414471.06,1545988665.82,1184827858.34,762842100.69,324005947.54,1518826971.05,1113766771.28,700598575.82,300392611.90,959865394.73,666039331.23,353032592.03,120645576.89,933095777.36,774678113.31,495012895.98,227539088.18,971818821.27,709955037.90,404559096.20,164779912.34,874177654.98,660374688.62,410725283.00,180814171.02,628440869.41,453365450.13,262590358.96,109061225.15,507585450.03,361381383.34,226445096.83,93498511.05,372834301.25,265580553.78,155911169.15,74628301.09,265367419.42,188626136.28,116861580.20,190659524.87,189297688.90,0.0
2,营业收入,2223768361.77,1440309555.89,660200915.51,3025857115.44,2212165329.10,1437089382.68,650595707.32,2741791759.44,2015783750.97,1298179895.03,588891550.36,2375053756.57,1719933157.70,1056326489.57,431895386.17,1926414794.50,1419263316.23,942177528.41,420492867.18,1870029299.81,1386102467.56,870995876.14,378164520.84,1637934274.17,1168112876.25,746758056.51,304583166.74,1349024202.50,968708470.96,622049098.43,258414471.06,1545988665.82,1184827858.34,762842100.69,324005947.54,1518826971.05,1113766771.28,700598575.82,300392611.90,959865394.73,666039331.23,353032592.03,120645576.89,933095777.36,774678113.31,495012895.98,227539088.18,971818821.27,709955037.90,404559096.20,164779912.34,874177095.35,660011701.78,410420305.24,180625499.60,628201853.91,453142955.61,262420303.72,108970364.94,504264119.02,358567346.05,224004139.02,93459420.21,372369610.45,265237605.82,155704255.34,74532109.14,264947822.25,188203833.13,116628484.96,190502222.44,189292688.90,0.0
3,二、营业总成本,2378308535.19,1506828002.19,699515162.45,3041656397.03,2174232914.50,1411250999.08,650753622.29,2712128846.37,1946971644.70,1235026072.37,568846246.25,2378592088.07,1719694759.28,1067727260.59,444259008.95,1989316587.75,1391729921.16,921215553.03,417148777.24,1799486183.00,1324465390.42,851448900.02,376934816.83,1649662127.71,1171322225.99,755371715.52,320893981.71,1419845112.87,1010641088.99,651553669.10,273672270.16,1425356333.06,1069221453.63,684078249.24,288775488.53,1271506606.20,919532359.50,585310248.14,263366465.70,964331527.67,687511710.92,398754581.78,167995809.62,986491711.91,782497598.70,505653922.77,243373968.58,1069639105.04,736991339.31,437961396.50,186479502.10,854982615.07,634097505.98,408399843.29,188636776.72,592031564.36,417057091.87,247350311.77,106937813.39,449976017.92,309345516.84,183882812.23,77143411.97,322231331.93,237715698.99,145220589.70,73623947.93,233940002.53,164371977.59,100727302.98,167983017.05,133932103.44,0.0
4,营业成本,1799282187.58,1135094865.35,514259013.34,2255612199.35,1618776848.62,1053548739.66,479984692.19,2009633731.24,1478662320.70,936710006.84,430529320.66,1789214946.28,1309819317.69,809303539.49,325896459.40,1412589276.71,1030385744.53,684616502.54,300543849.43,1319192579.06,984426421.49,631548529.47,276972915.81,1211738232.16,874175024.87,564594526.69,232737813.37,1047681163.75,752144550.45,481880480.47,193870285.23,1067751070.32,818498049.22,528956328.82,223021409.71,979955006.49,715975818.91,456988821.79,202793330.51,689887232.19,490645240.91,271230662.56,100982405.37,708923951.36,583068028.55,372178134.06,181380509.02,774286917.03,562225479.79,329325956.80,139148797.98,664552298.81,502811244.53,323012786.67,144410828.66,484921369.69,344281052.69,200596727.05,88184076.91,386121158.70,267126722.98,158297866.59,66889203.31,285331604.48,213663826.81,128496713.86,62637444.96,209049559.60,149221900.33,90436272.59,153397068.47,121365142.66,0.0
5,营业税金及附加,14087983.83,10052865.22,4251140.52,24096412.80,15389764.33,11071657.33,4308175.57,33480424.30,25568458.34,20839789.03,6862468.22,14082509.97,6556191.83,4704557.84,2817540.25,12212280.50,9634456.64,7236688.27,2131660.67,10797163.29,7902678.85,5121022.78,2779370.31,11034905.55,8190668.51,5762667.24,3034825.82,8629582.53,5931734.19,4097486.06,2011443.63,5720320.70,3889414.58,2714484.51,1025237.98,10764561.49,6804400.20,4342805.83,1550832.30,7082485.43,4055986.06,2040137.83,870684.65,6666654.47,3758896.21,2656129.99,711606.54,4894473.05,2345887.20,1040189.48,486141.29,4408631.72,2785058.26,1818352.03,558237.80,3145525.81,2500794.55,1341217.65,532309.84,550793.03,749807.65,550355.97,256363.75,237453.11,38308.21,17940.63,15844.95,49603.63,43129.74,36072.92,495600.49,994592.28,0.0
6,销售费用,74193502.64,46850455.50,20141797.13,97388817.42,70748641.57,46549665.25,20576784.43,88836155.86,58790841.95,38147633.96,17654452.33,76359904.92,59642308.38,36603561.30,17551830.11,54486917.94,48496738.07,30956072.42,15048394.07,48525500.35,44738440.09,27799675.21,13333760.70,40859280.65,36233764.01,23013580.32,11056357.98,37881346.83,31169521.87,20005625.83,9410267.63,37030564.02,30971776.36,20218037.08,9783189.17,35491571.72,28326489.11,18154714.77,9104481.40,23478071.59,18714175.80,11183481.79,5409396.72,26256452.09,23233063.25,14149190.31,6969310.67,20907371.56,18102247.23,11236209.31,4636995.97,16143246.90,14510848.92,9988843.92,4592603.42,10870096.73,8819561.00,5547171.97,2663067.69,8723815.41,7341806.86,4498767.68,2177134.31,5161862.96,4708698.95,3052966.08,1573947.32,2950014.30,2386473.96,1459615.99,2259726.97,823206.59,0.0
7,管理费用,166448187.59,108570952.01,53123109.50,215845975.07,146944249.10,239050979.86,113216092.95,461940203.98,310425383.92,193408130.98,94210605.46,408440276.27,279306964.92,181357243.31,82313596.88,377136738.30,257023557.63,164803823.60,77912491.98,358544217.49,245261088.51,154274618.67,69631335.85,296952337.39,191442790.54,120956605.66,54864869.90,254688435.66,177445317.70,117910151.88,57596712.26,249493135.97,168265471.21,103479468.21,45670276.09,198435369.93,133485959.95,83423939.31,39035283.93,150124056.23,105438542.49,65076876.06,29026494.60,164786789.53,121061790.30,83786204.47,42028269.11,173486230.16,111215756.46,71622585.18,35413159.92,148607090.12,99257825.03,64122993.80,33947786.89,79145687.12,52193788.62,34329985.66,13089049.08,50632083.94,32371235.50,20056366.97,8526281.97,31147995.15,18536154.73,12904805.48,7882422.43,20563751.56,12489411.03,8637676.52,12163236.25,10888766.03,0.0
8,财务费用,95617416.21,60761730.55,28785961.76,72980104.38,61453293.69,44446073.39,25442829.61,78080047.03,52356445.40,32295273.05,13496344.58,40777996.91,32334400.82,20488211.40,11571277.99,29823363.61,22503626.52,17649400.55,11062542.03,42338002.41,32388903.70,23820301.85,11096445.99,64085265.15,44308421.19,29728392.20,14271512.41,47305935.34,33742162.91,20407309.57,10905742.83,45104605.99,32221098.21,18943799.26,7028070.70,33324851.66,26726840.16,17684808.93,8248682.18,39990296.51,30891633.09,21355718.04,11284777.02,54403881.94,41583185.94,27750408.48,12645880.83,38975286.43,25514312.89,14373949.59,6463516.01,21271347.52,14732529.24,9456866.87,5127319.95,13948885.01,9261895.01,5535209.44,2469309.87,3948166.84,1755943.85,479455.02,-705571.37,352416.23,768710.29,748163.65,1514288.27,1327073.44,231062.53,157664.96,-332615.13,-139604.12,0.0
