,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,436993381.20,278992363.25,144397103.25,720586377.41,488719746.49,345921749.14,147040442.04,791711759.34,578215223.12,315824586.18,151713236.99,716917815.98,533192884.83,277653662.87,117439874.55,361647305.61,152800226.33,2764737.74,639566.74,11933301.51,9193999.20,8495941.33,3615193.72,80037573.12,82350808.99,849484.84,332577.16,20602232.76,0.00,0.00,0.00,243219047.87,69238281.66,44386781.22,18428339.72,330881587.76,299316366.10,265869359.73,170110098.07,319094982.05,164836069.34,66918845.23,25940746.87,423766904.82,238072205.91,200701625.11,37756711.98,458358188.92,133518695.63,92156551.96,30601828.07,1172922709.11,719998001.69,491618800.23,244589949.28,1076848228.48,791005178.76,521328986.52,237256268.02,999007998.95,731382459.92,470245949.63,216194428.10,930030102.69,677646058.22,453426296.36,210796134.15,854436947.78,393999346.96,814965834.21,618414412.46,423386866.78,0.0
2,营业收入,436993381.20,278992363.25,144397103.25,720586377.41,488719746.49,345921749.14,147040442.04,791711759.34,578215223.12,315824586.18,151713236.99,716917815.98,533192884.83,277653662.87,117439874.55,361647305.61,152800226.33,2764737.74,639566.74,11933301.51,9193999.20,8495941.33,3615193.72,80037573.12,82350808.99,849484.84,332577.16,20602232.76,0.00,0.00,0.00,243219047.87,69238281.66,44386781.22,18428339.72,330881587.76,299316366.10,265869359.73,170110098.07,319094982.05,164836069.34,66918845.23,25940746.87,423766904.82,238072205.91,200701625.11,37756711.98,458358188.92,133518695.63,92156551.96,30601828.07,1167912086.92,716828282.83,488650784.19,243081318.84,1071195705.18,787296338.49,518852161.79,235687301.18,991690200.47,728256510.32,467237958.07,214089767.88,919595566.73,669755729.59,448536034.39,208954713.81,849466434.52,392343648.09,811867691.83,612789899.86,423133577.35,0.0
3,二、营业总成本,369664260.58,232039686.95,119033503.68,765659934.97,398739419.21,293116236.56,129121959.87,758826310.51,497640630.47,273738955.30,123737671.45,615162350.48,456028704.12,238181572.68,95294723.47,326294379.45,140019312.50,21999369.49,6534422.30,39115088.95,27845263.84,20540489.25,8913692.64,100463854.66,95628303.66,24290408.81,6342528.93,52085697.81,11004711.99,6394262.21,5516465.03,188362170.55,84322627.64,56829051.87,28587385.45,359540204.85,316189939.58,273108699.23,163493242.15,273885388.52,167128284.41,82706248.11,33672111.07,382985012.29,218833798.98,178545845.63,41681456.24,379945481.96,124640585.82,85283734.37,34076915.97,1145473987.52,731907395.19,500843739.97,250919139.33,1066408180.60,774256342.89,507150045.85,231406487.24,1055864867.92,747220077.18,469123931.47,214485004.53,889166536.60,649646790.96,431914861.14,202054888.53,802540959.47,361597425.69,748502650.25,561176730.11,402269134.61,0.0
4,营业成本,294904597.18,179935264.68,91247465.02,461045928.85,301227529.08,222021247.75,97163964.81,508573189.72,393532222.45,217195192.12,94397125.41,453197768.74,341016719.87,165886349.27,71899040.92,203772927.52,94694634.07,3774187.72,0.00,9575217.10,6874399.93,6364649.23,2635599.38,59210532.16,61932363.51,5271342.03,246457.52,20437941.29,0.00,0.00,0.00,40301254.98,3119194.26,2368572.93,914056.38,219574494.29,219747525.57,191636756.30,122927216.79,156371613.28,56429211.37,16179140.85,1631951.64,215668046.07,110231667.81,104267144.06,7058946.89,224302997.27,26661812.09,22058317.33,3212228.25,1041548348.43,662922421.25,450320997.61,227718599.16,968882540.82,707914653.38,464949118.36,214585186.39,943943142.95,681787887.41,428824007.15,194560644.92,804858421.65,587388238.44,390248792.40,182302882.43,729236451.25,328943100.82,685834229.90,504311068.43,371000372.93,0.0
5,营业税金及附加,1205563.31,826514.23,499374.27,2364485.99,1148972.78,642800.81,119466.28,2194498.05,814391.25,524804.50,232491.62,2387046.20,1136682.16,906609.54,238271.58,1837186.55,187131.79,-612178.83,1435.75,199979.79,401080.11,456382.32,314521.85,4883749.45,5437715.75,-622795.71,50282.20,717837.03,24815.64,24815.64,24815.64,54105710.01,4051418.79,2664711.58,1115918.17,35608633.41,16055382.63,14133039.92,11121008.38,31278636.58,13697819.30,2939145.66,1428222.57,34684844.58,16122683.92,14635475.84,2271813.21,29082291.60,7684611.46,4935374.65,1651265.77,19479343.75,4025426.19,2563949.55,1112692.77,4698657.94,2525589.04,2024007.17,476519.61,1915587.91,925855.10,368515.58,112990.78,935101.38,594973.18,389684.76,314410.96,1565326.81,736002.49,3564203.67,3930506.17,315628.90,0.0
6,销售费用,14844692.04,10236891.92,3641641.28,21495135.85,14881591.93,9223529.46,5201477.85,25465921.26,11886172.93,10326955.45,421786.86,31507717.45,22880372.83,11452001.61,4695561.54,26861977.19,5643641.90,0,0,0,0,0,0,804948.34,140618.00,103741.00,68604.00,133304.00,235847.39,0,0,78156297.04,59102613.00,39367546.04,19781996.52,85456608.62,63370606.89,41912181.16,21371127.87,93608517.55,64708189.57,42836907.71,22060996.40,90849669.46,64248828.76,40316811.23,21382374.71,94084511.12,65013079.55,41530557.29,21779787.48,15353936.50,10990526.20,7807414.22,2765505.20,19281027.31,13691842.77,8622140.09,3310635.23,14590590.13,9281377.38,5071080.85,2136124.05,9804425.41,7168288.18,4868985.77,2328961.63,12557165.17,5958826.10,8642946.46,7785583.08,2780912.53,0.0
7,管理费用,43224825.41,28489580.10,14753291.60,104229263.42,40402671.97,52709826.60,26193425.66,121825626.61,84498589.46,48171675.34,25022536.48,112658709.46,71777036.01,45023294.65,18535308.38,74869350.84,33196391.43,15384190.01,6121424.63,26094640.99,19138270.57,12874012.08,5412528.80,32829238.56,24261004.21,15545422.82,5640969.58,21942759.40,11080607.02,5966799.48,5587047.67,17842690.42,17562896.10,11464700.31,5546540.47,37297444.60,32005196.37,25798960.68,7770075.41,30031423.67,22150696.45,15115946.21,7971570.19,32737315.48,27062683.11,18495895.77,9978386.39,27378483.43,22404501.98,14208765.90,6434932.35,44139758.38,32273656.99,24177199.46,11804404.51,45599390.86,32217701.19,21682708.81,11770331.87,62870845.57,32620800.33,21479569.56,10258973.36,49363327.23,36218775.91,24510995.66,11221544.32,39214074.59,17067926.07,34722228.35,30277666.71,16509827.36,0.0
8,财务费用,779640.23,414330.53,308307.06,-4788714.84,-4135244.53,-852539.09,-407602.25,-373369.49,-8618759.37,-5705177.21,-1831670.24,-184406.59,-122588.24,-172736.34,-73458.95,1692335.50,1271045.78,1278873.46,389561.92,2518280.53,1629465.44,1059130.28,551042.61,1610901.12,942249.24,1133830.66,536215.63,1434145.26,1031214.31,1770419.46,-95398.28,9089514.81,1930720.23,963521.01,1228873.91,-717175.86,89542.18,-53325.94,303813.70,4349191.57,9540354.30,5032017.89,579370.27,8327077.25,1941139.04,1479603.78,989935.04,4208267.50,2884029.44,2411876.85,998702.12,24952600.46,21695364.56,15974179.13,7517937.69,27946563.67,17906556.51,9872071.42,1263814.14,32544701.36,22604156.96,13380758.33,7416271.42,24205260.93,18276515.25,11896402.55,5887089.19,19967941.65,8891570.21,15739041.87,14871905.72,11662392.89,0.0
