,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4784842890.99,2905194999.92,1424982164.67,10510706410.45,7345431070.96,4636545272.40,2336622675.74,8741482179.27,5862908945.49,3788014777.70,1776046465.42,7486392472.39,5215399005.39,3494987309.43,1873700247.00,5985348565.72,3884167991.12,2550138112.72,1196691586.30,5473876343.86,3936411596.92,2535048544.08,1180463493.33,5102784558.37,3763596091.54,2420167824.33,1241208172.32,4063675177.32,2940159949.13,2036334426.12,861307950.42,2845476023.71,1937023997.86,1181765061.30,590038807.88,6190909325.39,4629579188.28,3117877514.00,1552442319.99,4174983563.93,3015154214.41,1891875104.39,885917120.35,3351137873.39,2462930185.25,1636654194.27,775494229.72,2649818219.26,1956415150.45,1281424897.70,444467202.97,2034491032.30,1540341097.11,1028520530.44,452316112.67,1821219610.57,1293672619.34,853603935.66,372790855.79,1519245277.57,991754383.92,708524233.03,292796628.34,972210964.59,673334581.75,446697563.50,241792113.43,688567756.31,463887007.98,359959576.72,176703331.93,694737635.21,300275276.31,518744220.78,264696404.20,429503027.97,184758445.10,308525741.43,150656770.99,248440334.20,105417471.30,92133955.36,0.0
2,营业收入,4784842890.99,2905194999.92,1424982164.67,10510706410.45,7345431070.96,4636545272.40,2336622675.74,8741482179.27,5862908945.49,3788014777.70,1776046465.42,7486392472.39,5215399005.39,3494987309.43,1873700247.00,5985348565.72,3884167991.12,2550138112.72,1196691586.30,5473876343.86,3936411596.92,2535048544.08,1180463493.33,5102784558.37,3763596091.54,2420167824.33,1241208172.32,4063675177.32,2940159949.13,2036334426.12,861307950.42,2845476023.71,1937023997.86,1181765061.30,590038807.88,6190909325.39,4629579188.28,3117877514.00,1552442319.99,4174983563.93,3015154214.41,1891875104.39,885917120.35,3351137873.39,2462930185.25,1636654194.27,775494229.72,2649818219.26,1956415150.45,1281424897.70,444467202.97,2029747128.35,1537089895.20,1026402665.77,451268100.30,1814384515.68,1289164224.21,850661390.32,372267462.88,1513167803.93,987293544.18,705154395.03,292682041.44,968086489.77,669948998.99,444751871.70,240813504.60,684044441.02,460079125.39,358185150.80,176682418.96,692964549.85,298681155.85,518742137.50,264757056.44,428059980.06,184654492.19,308516241.43,150656770.99,248440334.20,105417471.30,92133955.36,0.0
3,二、营业总成本,5025374645.04,3078421898.55,1514262410.83,11370973168.88,7612254130.28,4796390642.78,2426108924.40,9767135767.29,6048564011.19,3927412305.91,1823912857.76,7657676894.79,5213536876.75,3563353022.33,1841761412.56,6054819131.98,3935294331.20,2511142037.49,1129220678.74,5254411191.56,3635314195.88,2338034074.94,1044550548.94,4761454278.73,3426545184.16,2244494305.67,1063736668.46,3761860975.35,2656510583.86,1733051057.19,693241307.90,2746383028.75,1780453751.99,1185214644.34,541904865.12,6359024687.69,4706170580.17,3084738109.79,1551901081.21,4367458518.76,2998464051.96,1854486356.31,882005926.22,3329033861.76,2432096873.64,1653356059.86,768757196.60,2781434548.33,1965857329.17,1276366918.81,425497944.61,2175343822.77,1622459950.19,1061324654.31,464424589.02,1830651132.35,1336495837.12,879983530.74,389630920.49,1569792678.58,1025981993.88,721909178.14,302711402.95,1050950358.60,727508803.70,470274829.93,251998534.28,767175605.95,478969718.82,369430272.80,169944028.83,731310399.26,271284036.14,457190119.82,207498066.87,339111690.27,142929513.26,245633714.20,125070861.10,179513427.61,56415749.97,48080194.62,0.0
4,营业成本,3593362444.42,2078195991.60,1018848217.60,8433777001.87,6057281170.41,3753052450.93,1879816122.32,7221180017.27,4614813223.35,2922189102.78,1282448497.14,5432886799.76,3714757326.37,2521971175.26,1283420959.83,4118032620.96,2680024780.76,1720358265.58,734078155.07,3706514132.50,2600553826.57,1616472916.03,697866210.96,3199112693.33,2316484860.35,1458400636.03,653555655.26,2402408249.41,1687657616.70,1077489371.18,426138174.93,1616642599.90,1116958605.94,648652412.70,293287619.57,4723608621.25,3692774187.65,2426908238.34,1191063147.49,3169569128.73,2273114172.24,1408169353.53,634969598.67,2328958220.15,1763934249.37,1179186867.89,522893478.43,1907986349.13,1427134979.88,925519821.51,260124568.50,1577203670.40,1147944233.68,742893049.30,325702784.37,1291425977.22,972032359.81,626740150.89,257741334.84,1098330297.78,684416962.96,479307656.50,182380880.13,662031814.43,429018100.54,265885546.40,148247013.85,399554855.84,230353465.67,193522892.79,103661066.72,349154251.71,147073196.64,253212042.59,132919033.27,232491390.36,102852169.84,150103142.56,81561922.24,145369325.51,43411359.06,44674828.81,0.0
5,营业税金及附加,20165435.23,16044825.45,6147548.85,174213839.09,22579622.83,15838275.38,7907974.83,32593795.66,19316606.03,12066165.92,5483351.49,42053036.31,25406639.49,22363346.91,14952717.97,47814584.37,29381445.60,17990263.70,8962538.95,45007190.46,29134940.70,19117499.13,9254189.41,72941991.16,58117288.92,37859072.72,18323362.10,78614983.76,55117703.36,40265974.39,15706995.26,39932077.07,29239824.42,17222588.44,6569886.60,269127915.95,203482527.57,136056258.95,65107058.25,179481548.90,130512635.54,82666332.28,40164102.43,152582557.69,112673489.81,75476229.55,34603617.14,123123520.17,90452124.87,59266972.92,20182801.18,92906280.48,74530490.45,49499215.95,21257192.99,83586927.91,57812573.25,38414461.19,18211298.03,66062947.56,45129776.14,31192229.14,13881131.82,47864638.36,30402032.98,19642396.82,10264296.19,33658943.96,24355302.38,18898584.95,9550131.56,32680018.99,16115388.44,27619842.61,14146290.56,20399091.26,4291047.13,6665990.25,3529894.82,5226150.30,2686200.03,1792090.00,0.0
6,销售费用,317711300.08,234267392.22,113009179.22,542521548.57,370750324.89,275909144.49,143138893.26,513132680.99,362219735.50,264412225.21,173996356.45,528783160.47,356273908.93,245905178.85,141730198.08,423094009.09,253255942.12,167520921.88,81223764.18,343045832.72,197568626.96,127899677.06,57115694.06,249841800.30,153374342.43,99479818.38,48643389.11,209522796.36,130686331.41,87398007.03,38537823.97,213110256.40,118857761.16,81052840.09,31135444.55,465909528.31,189763693.38,123616513.59,83766808.98,309152429.04,136540293.23,81907990.23,40594182.64,181248535.95,84951881.96,73348518.00,41089922.07,165770322.27,100024900.50,75147837.19,18440178.35,134499294.99,77084219.35,47833532.53,22347992.01,112542843.58,80578027.11,53935820.58,23574622.30,106781235.95,64613283.41,34531277.96,20003281.84,74717082.28,49918918.59,33474574.29,18144375.94,55140863.86,40405724.61,26980550.09,11371454.30,80028430.46,31756256.03,48459956.39,20664189.19,33854397.82,15973398.57,35098834.71,8316904.76,0,0,0,0.0
7,管理费用,762693335.23,527860472.99,266843064.63,1187565719.34,775268371.52,537711204.06,277308088.70,1199563964.65,849829344.05,604143238.07,315142314.13,1270181101.53,885675595.39,610211107.44,337477256.97,1109122086.59,725135160.12,517909796.82,275004130.70,909541420.89,714432626.00,487828774.03,224146103.57,876199943.05,599987245.86,427896525.61,223962319.39,722460218.66,489596446.67,331737382.29,156156246.30,554349064.15,370218543.66,300160273.15,148826750.86,648723338.21,379300800.81,261195090.83,150464851.00,466835251.62,343724806.53,208944622.51,113718700.50,412167640.30,313254414.24,212041128.12,113584535.16,339720802.90,211444847.42,131799848.55,80017658.87,256911640.65,219874437.59,153864481.61,62923907.06,219656751.84,152768077.64,103463299.16,54636330.62,217141675.81,142414888.63,117785847.96,55828155.84,157592437.75,137314511.47,103643585.60,44271189.96,181816236.87,111367473.58,76598156.05,19409329.72,231257323.72,57562112.12,105618024.15,28843352.95,34340766.30,11491327.43,28945810.30,17706714.72,22590473.57,10742041.51,1552067.68,0.0
8,财务费用,276157836.28,185031869.32,90899874.71,408713996.78,309313853.09,199433441.83,100522889.87,389612403.70,254947225.29,167029744.50,97692022.51,309957672.03,225635369.05,159850456.31,63340829.27,298387810.55,224481230.67,95564535.96,54524612.21,164972148.25,107925590.90,77729679.44,51032543.78,385153811.72,293161612.27,215552138.20,102329446.19,335122631.50,270526281.74,173464989.70,73738326.70,305649244.17,169255721.11,130087245.64,62195217.87,247562839.66,195051658.37,112418668.87,60313506.41,185186806.44,132638748.59,88790480.26,53103689.65,226933427.02,156336430.08,101097579.13,58632573.38,185021927.42,126404769.13,83777926.06,46732737.71,113822936.25,103026569.12,67234374.92,32192712.59,123438631.80,73304799.31,57429798.92,35467334.70,81476521.48,89407082.74,59092166.58,30617953.32,108744385.78,80855240.12,47628726.82,31071658.34,97004705.42,72487752.58,53430088.92,25952046.53,38190374.38,18777082.91,22289451.71,11044473.09,18042619.86,8321570.29,24819936.38,13955424.56,6327478.23,-423850.63,61208.13,0.0
9,研发费用,55284293.80,37021346.97,19168070.31,71904312.71,45944901.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-653544.49,552276750.52,31115886.08,14446126.09,17414955.42,411052905.02,-52562123.03,-42428170.57,-50849683.96,73815124.69,5788037.52,3051757.56,839450.44,58368020.42,23015771.93,-8201746.45,-24572522.37,85330466.74,-14301415.25,8985529.25,5135807.16,-21795960.83,5419834.33,5306114.73,16922496.41,13732095.66,22926203.98,22695332.60,-17036259.26,16699787.06,-24076704.30,8039284.32,-110054.33,4092444.31,45797712.39,24543339.21,1185709.08,57233354.03,-18066604.17,-15992422.51,-544347.67,27143480.65,946408.18,12205737.17,-2046929.58,59811626.44,10395707.37,854512.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9197.63,-119272.19,-16575.33,0,0,0,0,0,0,0.0
