,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6503130301.81,4043776962.65,2170504514.60,8339442569.28,6412395133.96,4363766829.55,1716935050.85,8954811111.50,6339580739.09,4057719883.01,2041062924.25,7796260736.25,5296750281.20,3324282664.16,1546467790.54,7057756048.30,4971921845.63,3190916870.73,1449471967.02,6981163657.47,4975469409.42,3114785900.26,1297476694.93,5715303917.05,3968648216.93,2284855661.88,1072846568.85,4999514423.14,3637362732.59,2547688528.80,1278014599.72,5330332772.09,4128843589.07,2720400145.50,1293325876.48,4605857523.04,3148224702.79,2008715234.12,852787424.91,3122463247.23,2233681574.98,1439650807.01,645160954.65,3310674337.79,2741376975.00,1874999397.81,904807297.99,3167596108.78,2310943952.23,1420845876.22,665437607.36,2633014015.21,1915818618.92,1250529208.73,589499545.20,2482946267.74,1848006578.36,1241365846.85,588618274.22,1496129368.10,1027975146.24,648274124.04,964398635.97,683920068.12,456659460.31,608113917.42,480464663.53,0.0
2,营业收入,6503130301.81,4043776962.65,2170504514.60,8339442569.28,6412395133.96,4363766829.55,1716935050.85,8954811111.50,6339580739.09,4057719883.01,2041062924.25,7796260736.25,5296750281.20,3324282664.16,1546467790.54,7057756048.30,4971921845.63,3190916870.73,1449471967.02,6981163657.47,4975469409.42,3114785900.26,1297476694.93,5715303917.05,3968648216.93,2284855661.88,1072846568.85,4999514423.14,3637362732.59,2547688528.80,1278014599.72,5330332772.09,4128843589.07,2720400145.50,1293325876.48,4605857523.04,3148224702.79,2008715234.12,852787424.91,3122463247.23,2233681574.98,1439650807.01,645160954.65,3310674337.79,2741376975.00,1874999397.81,904807297.99,3167596108.78,2310943952.23,1420845876.22,665437607.36,2630323845.96,1914227203.26,1249510282.92,589022189.61,2480089841.30,1845855506.15,1240244114.10,588210800.47,1494847556.58,1027382972.65,647824727.15,963760370.86,683568359.75,456406382.91,607413123.08,479992841.25,0.0
3,二、营业总成本,6387738791.38,3892546955.16,2023308228.33,8025433099.47,5736941020.18,3819297881.52,1446812520.60,7799567619.85,5506558193.93,3497568004.74,1766968363.91,7560865874.43,5205967143.39,3282436521.07,1532700412.97,7183067761.36,5008725226.40,3190038188.56,1436899806.45,7062984663.60,4925289287.79,3071249888.20,1276115224.38,5931870518.23,4071808576.46,2270480504.37,1063937161.14,4965473957.08,3579608757.73,2479802223.16,1226577826.38,5127545909.87,3870753116.89,2546510404.35,1212604663.41,4373095722.87,2967043000.61,1878699583.10,801050960.35,2836867127.63,2046249375.92,1347906259.86,614614117.73,2964300007.03,2391219284.23,1634054125.76,794632817.99,2889146275.51,2125582024.41,1325446213.46,633218220.46,2409145496.02,1747633135.36,1138718060.14,538270726.78,2285390089.26,1717193175.63,1165577408.07,551763854.19,1385498866.10,949392685.17,598155387.61,866756328.11,615942320.77,410918595.17,510552852.57,395400038.78,0.0
4,营业成本,5631030083.39,3446564166.98,1839969871.85,7001815626.04,5111756631.59,3345166353.68,1234738853.96,6803116156.11,4817865492.53,3031697842.60,1540952582.83,6656808250.14,4578934244.84,2888883287.01,1355450701.69,6219475662.84,4326679404.72,2777003797.87,1267369107.87,6058060957.13,4229490207.15,2564387299.90,1062256867.18,4889716345.11,3393528628.60,1987178982.66,925809694.13,4333300488.61,3135779781.95,2176590831.37,1097804557.63,4443498744.97,3391108415.75,2231897664.60,1067024491.26,3855315874.03,2622040721.20,1648814101.43,702359449.13,2576415143.48,1864664200.43,1240399991.17,570341273.16,2654077885.22,2150590394.40,1460632372.43,704731945.24,2581917235.73,1900605009.50,1185584127.78,565706748.89,2137629570.98,1548303490.15,1006410019.94,474598146.32,2044292782.49,1541527992.93,1045813402.90,491751972.50,1212248050.05,829581539.04,517607912.23,732069177.68,519092882.50,346580127.11,434711706.22,332512099.94,0.0
5,营业税金及附加,16756772.99,13000727.68,6694189.24,34518389.12,23864196.40,17671981.37,9867666.75,49285286.51,31092035.25,19924262.41,7817484.28,44931106.48,9974929.48,5064643.68,1588880.57,22425550.36,7473858.00,2970785.99,222373.88,23843042.97,14834097.66,5231067.10,544786.48,24219839.30,11857205.61,7010325.57,3765026.96,20920536.08,12057338.15,6932308.26,2172004.00,14860029.68,8986642.76,3611424.46,1216135.99,383032.40,0,0,0,495667.20,495667.20,495667.20,495667.20,10477789.34,8865981.34,6637626.63,3054896.07,7630135.20,6252138.87,3694997.12,1313063.27,10550554.08,8872082.43,6355181.08,2914032.73,7546051.67,5197723.41,3811490.58,2899685.74,4353581.63,3070636.05,1937767.61,3111865.00,1700511.72,1625830.60,3760674.69,2597227.58,0.0
6,销售费用,223487094.23,137855960.88,66114594.76,330585465.83,204387920.91,146240767.50,75607281.77,464032502.98,317941358.90,215532417.87,107211595.94,382198547.50,246079260.85,138568866.66,59316078.40,362638974.00,230259758.15,143994148.41,72891713.55,375017186.65,251857973.12,173154024.72,67835825.92,281633012.19,192311523.62,94644602.02,47693099.51,179451710.05,138960336.76,107287955.17,41140834.25,254381590.91,180191795.88,115655221.80,48454896.73,199068160.77,125728876.03,92045943.33,35660775.15,100250598.57,77787263.78,48635524.21,21061994.13,128076551.85,105928553.97,84005185.56,47046591.35,134882493.00,101072786.11,59774939.56,30381132.50,109196010.38,83322392.51,56601181.80,29677497.60,96426224.40,74212046.34,53928842.12,27508583.76,83978202.87,64376145.01,41453374.70,58708059.49,42357171.56,29044596.49,36193452.37,29914414.74,0.0
7,管理费用,177284758.44,108333692.48,52240896.11,169527036.08,95906505.57,71871870.94,45606793.75,144997341.56,96820366.77,67339916.43,38148610.94,99718524.80,92345965.11,63532203.39,33546759.69,137991584.37,114046290.88,79345206.96,43402756.77,174508321.39,125485666.99,80938846.33,41745765.52,166524698.39,104285987.49,70163667.68,35814881.45,138138554.07,102831475.32,68367137.68,36624272.02,152247834.66,103668851.55,70055249.65,34967601.60,136266446.52,92064043.53,62100610.35,34603343.27,92448026.85,70395176.49,41601683.37,21806711.12,69904473.42,67591744.43,46099550.65,22930762.55,58812307.45,52334928.51,35274105.70,18655306.96,64774367.47,44921054.87,28734431.15,13256474.73,49742847.02,34561424.75,21795396.12,9828756.67,45713856.88,30161961.17,20144320.87,40177682.50,27663514.56,17925283.12,17917509.11,17514550.42,0.0
8,财务费用,333061567.92,182554504.76,52347359.65,464916652.03,300794664.34,237769721.71,78583350.22,331730993.63,247077999.15,165309779.39,78156955.54,374584366.64,282860134.72,189604478.08,84853707.25,427463644.91,325336216.32,181081473.51,50645211.08,468343762.47,374581675.00,282173621.80,110838930.35,471221207.42,303694052.84,109793095.71,50810310.00,294805367.01,200502656.65,125542720.19,52568692.07,244502732.80,187826656.48,126320089.37,60941537.83,176007121.58,123924761.56,72454329.70,28427521.80,66650479.71,47648893.43,31515219.32,15508339.63,84020256.51,58933659.93,37370440.33,16868622.78,102126815.20,65317161.42,41118043.30,17161968.84,86994993.11,62214115.40,40617246.17,17824575.40,87382183.68,61693988.20,40228276.35,19774855.52,39205174.67,22202403.90,17012012.20,32689543.44,25128240.43,15742757.85,17969510.18,12861746.10,0.0
