,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2621898127.41,1962122359.78,1240082356.04,609280057.90,2447804015.12,1811208482.09,1090190257.66,516112481.16,2060332279.36,1544888376.03,981302751.32,478452247.55,1665242119.05,1130306386.76,661013938.54,298267927.39,1249963933.38,939268641.04,603047546.19,281890654.68,1268629191.59,916127133.82,567994957.38,266243397.72,1243921679.80,915878144.73,537836670.36,237390642.13,1116192289.61,758080324.04,438973998.96,191588157.26,957493629.61,695466447.54,422664796.55,202861703.94,911649726.90,621694650.20,396778305.03,182625527.74,691794895.71,473979836.87,298083310.83,145935322.51,638060953.44,456674879.32,275863706.02,131822453.46,582235022.33,412917891.90,291913937.53,134687311.79,607948580.43,446056192.38,275298289.23,134637358.57,495894915.54,359471316.52,219877010.83,104143012.41,446598377.06,337674974.71,214196401.37,99888830.04,384517053.43,289431511.84,185612831.28,93454700.59,363716309.46,312159582.66,0.0
2,营业收入,2621898127.41,1962122359.78,1240082356.04,609280057.90,2447804015.12,1811208482.09,1090190257.66,516112481.16,2060332279.36,1544888376.03,981302751.32,478452247.55,1665242119.05,1130306386.76,661013938.54,298267927.39,1249963933.38,939268641.04,603047546.19,281890654.68,1268629191.59,916127133.82,567994957.38,266243397.72,1243921679.80,915878144.73,537836670.36,237390642.13,1116192289.61,758080324.04,438973998.96,191588157.26,957493629.61,695466447.54,422664796.55,202861703.94,911649726.90,621694650.20,396778305.03,182625527.74,691794895.71,473979836.87,298083310.83,145935322.51,638060953.44,456674879.32,275863706.02,131822453.46,582235022.33,412917891.90,291913937.53,134687311.79,607717316.60,445888919.47,275201116.04,134565920.79,494627256.55,358944160.12,219452296.46,103957789.38,446253172.74,337636765.59,214196401.37,99888830.04,384513553.27,289431511.84,185612831.28,93454700.59,363757545.45,312105274.31,0.0
3,二、营业总成本,2249983075.29,1657662247.34,1053779844.56,508831193.47,2139497868.13,1619878616.94,977690103.08,456492798.15,1842301366.21,1362800888.31,870340180.74,422530571.04,1499613293.29,997123175.37,586308738.13,270713293.31,1180719925.87,870379178.91,569372106.40,257224533.21,1224011533.01,861362000.10,532712003.76,245047189.00,1201415379.93,851634749.92,509888375.26,227431026.90,1078881310.54,707257353.42,418666733.65,188189462.53,944513362.47,682257961.96,407512160.11,193192794.71,1041536336.93,613085251.10,387436389.15,175763737.51,696830887.50,468965256.84,297463052.72,167853871.53,611504572.20,441687129.33,288251052.90,141780491.77,547392818.77,395071541.21,281947552.18,159809758.59,576497606.27,433350316.86,266567648.57,135148360.96,462117031.43,341296995.79,207919342.52,102738189.12,415177783.85,318563886.24,201991336.35,99177525.23,353631874.51,269670652.14,170694011.76,92878466.70,331122276.01,284983268.14,0.0
4,营业成本,2091967742.15,1553360545.66,986174887.06,476494807.76,1974167452.03,1486415312.54,892500233.81,426053508.25,1709601259.57,1265563745.74,801440582.46,396982984.35,1442763539.76,984554973.47,585018790.11,265528030.43,1119448152.91,839068218.68,548783675.10,246634772.48,1111868133.17,824999409.97,509758438.97,232052051.65,1073106269.74,793387086.13,471601798.58,212911825.45,981038421.02,655974230.40,389533940.54,174003470.15,855801636.20,633968430.21,376798353.53,179268854.14,795809573.78,559928368.73,357786151.36,163705335.02,612533261.13,419101946.41,266153908.94,152437989.44,531940803.21,384502194.73,248777191.29,123194461.96,497222965.47,357580561.99,257734043.27,148934459.67,544747968.93,405576200.14,247312144.29,127455041.65,436055314.08,321285771.01,196109704.24,96939357.36,388191493.29,296438682.41,187118681.08,92136632.55,329349674.72,250581655.41,158644679.64,87214233.87,317826294.17,272828431.78,0.0
5,营业税金及附加,4397247.43,3930447.80,3248568.55,1697486.52,8635543.50,5464919.55,4122084.46,1701121.86,9021208.32,6344268.76,4160751.97,1578572.96,8927926.67,5250072.67,4055773.86,1510221.03,7749165.31,5532469.09,4028869.65,1548245.01,8529803.18,5892748.57,3830653.56,1723252.86,9873414.49,6214397.61,3861607.65,1643903.97,12819019.66,6679397.52,3419004.71,1966940.39,5628559.71,2707655.16,1658868.93,632507.56,7428265.74,3989223.65,2973912.38,634372.16,4720330.00,3413396.44,2030933.41,729721.28,4394614.58,2758749.82,1533703.76,155783.41,4171560.46,3108362.42,1821493.18,1062882.21,2480536.17,1999236.48,1363516.87,456780.73,2796238.89,1839997.33,1219828.29,673044.50,3461822.67,2728623.41,1656947.20,707113.65,2843732.87,2194262.91,1145438.64,530866.13,2539710.68,1909532.14,0.0
6,销售费用,1622638.23,1154776.59,581529.51,215582.00,1477036.12,958612.00,551366.00,230850.00,977486.61,627809.88,396411.21,191071.34,735283.79,251129.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319248.04,0,0,0,1107242.81,0,0,0,876677.44,105678.00,105678.00,94678.00,0,52415.70,49415.70,42200.00,0,24560.00,9800.00,4800.00,0,362590.00,282590.00,131200.00,0,130.00,0,0,0,0,0.0
7,管理费用,99408436.94,60089061.94,38364889.93,18276515.78,101761919.27,66871575.26,38851786.53,17852326.95,88980461.92,53737039.17,36968058.87,17003792.12,73216418.40,33547028.50,25476721.34,9204394.93,58732913.27,29678286.38,17945812.14,9990972.58,59134884.59,28816801.53,16715743.74,10546346.81,70526256.27,43523445.22,26378133.59,11365627.18,72890543.57,41694019.96,25516907.37,11453844.50,58733859.06,41277273.71,25861160.28,11559341.47,56517360.83,40652057.10,20658366.67,8256384.18,42884449.75,28914600.29,15474942.90,6880125.90,34025830.12,20948862.72,15439547.78,8355047.32,24135326.98,16241964.86,10202641.90,4614402.76,25410061.40,20645965.74,14402781.58,6272584.78,22457979.02,16920812.45,10440254.55,4698235.65,22640749.64,18317597.63,12600878.33,5959947.67,19548558.88,15418293.26,9926769.62,4557002.23,8409240.39,7045667.80,0.0
8,财务费用,52587010.54,38857415.35,25409969.51,12146801.41,52735797.42,37189546.61,22562873.17,10654991.09,34023251.12,23427452.28,14273803.75,6774150.27,862599.50,-3892516.25,-5655034.23,-5529353.08,-4654954.64,-3933469.98,-1419925.23,-949456.86,-1326105.47,-424411.52,329715.94,725537.68,2121828.52,1767287.41,1304301.89,1509670.30,5002866.01,3705726.12,992901.61,987236.70,6036305.48,4061152.06,2950326.55,1732091.54,9827295.93,8660966.70,6163323.82,3167646.15,22686802.02,18537067.90,14805021.67,7806551.50,37927483.77,31977220.01,21000508.02,10075199.08,19975086.79,15643844.26,9692566.15,5103335.95,3859039.77,5076498.80,3439790.13,921753.80,807499.44,1225855.00,139755.44,422751.61,883718.25,716392.79,332239.74,242631.36,1889908.04,1476310.56,977123.86,576364.47,2347030.77,3199636.42,0.0
