,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2508545564.00,1608882256.80,824625331.83,3882863179.02,2911496482.28,1892703843.32,963846291.14,3807661758.57,2874507001.01,1951888204.70,930947616.28,3686822776.39,2684674010.28,1726042397.94,736673978.38,3302519183.98,2468166530.51,1589788706.27,675167821.55,3157075076.43,2093553011.14,1251271621.32,609420434.76,2784900020.43,1758081023.73,1035095192.69,508431478.70,2252575486.88,1496465120.26,946699008.63,428970676.03,1903335252.07,1310465502.95,816281867.27,367620301.60,1467465005.82,1013446455.58,630702555.87,282983770.34,1307399602.78,916161531.76,587029677.26,273043992.90,1153937549.82,819867930.63,524703432.86,249269161.95,1006318965.00,662156393.19,430256324.84,190159529.85,717406323.04,463580592.18,292930175.44,139449495.59,739430756.06,444492055.45,283727464.90,121211555.83,631816431.52,357177937.54,243305422.45,115735105.31,502666200.73,171727353.79,443780219.76,276531859.37,0.0
2,营业收入,2508545564.00,1608882256.80,824625331.83,3882863179.02,2911496482.28,1892703843.32,963846291.14,3807661758.57,2874507001.01,1951888204.70,930947616.28,3686822776.39,2684674010.28,1726042397.94,736673978.38,3302519183.98,2468166530.51,1589788706.27,675167821.55,3157075076.43,2093553011.14,1251271621.32,609420434.76,2784900020.43,1758081023.73,1035095192.69,508431478.70,2252575486.88,1496465120.26,946699008.63,428970676.03,1903335252.07,1310465502.95,816281867.27,367620301.60,1467465005.82,1013446455.58,630702555.87,282983770.34,1307399602.78,916161531.76,587029677.26,273043992.90,1153937549.82,819867930.63,524703432.86,249269161.95,1006318965.00,662156393.19,430256324.84,190159529.85,717180047.10,463397258.80,292763837.42,139286423.18,739373109.42,444512223.43,283731471.41,121215913.53,631907374.41,357558351.88,243305422.45,115735105.31,502666200.73,171727353.79,443780219.76,276531859.37,0.0
3,二、营业总成本,2388970495.77,1499637353.74,750768138.24,4699376399.53,2685563385.64,1699910880.16,845935332.60,3376988511.99,2507859406.32,1733522322.36,809503414.21,3219616931.46,2323641971.14,1503121790.14,641739116.27,3105048465.94,2281009410.95,1519316703.50,608447776.17,2660464242.12,1775450038.05,1069041707.74,547358336.94,2298771459.55,1467064132.92,889365637.38,461969697.87,1876333053.36,1260427228.75,826782992.85,391098428.31,1588819085.64,1112599050.60,716421118.34,345395006.67,1258376234.53,847048932.35,535425041.25,252123111.74,1158158964.98,810239015.58,519192283.20,247808912.58,1031114036.38,722873046.76,463937529.45,227444130.16,929925475.50,611296378.10,399816628.54,182173398.79,858432124.78,439790590.98,277177209.37,139505054.15,677321461.63,424465077.36,272572645.17,120576698.20,564530180.21,326407752.84,221078144.87,108534619.30,440912871.51,157024488.39,389974710.47,239910790.18,0.0
4,营业成本,580391067.50,392353432.86,193018473.32,1075842271.15,762091761.83,504369958.59,242710242.91,961510837.29,739927494.41,517861983.28,250723225.20,867808675.32,566283903.48,350827067.80,141394029.45,632282950.80,474407223.43,320867374.42,138821595.46,571322104.40,387151963.79,231690189.07,104182948.43,496826145.30,320686922.95,198834573.56,101083380.42,417159569.54,289286430.33,180936154.48,91025299.09,326989996.54,226557528.90,137443983.31,67479000.21,335409931.63,242172508.28,163167615.35,76839644.32,362156291.62,251685534.23,158792433.73,74213004.15,280583345.45,222221746.92,145311010.12,63584673.02,257794468.08,169650374.71,110582191.65,60092072.09,186844733.11,112642686.87,72617533.94,44165582.05,209705595.87,113557796.74,76124651.25,32417084.51,190075139.35,105561060.34,75616154.92,38368992.85,228940250.10,78840028.12,257648466.03,161176366.15,0.0
5,营业税金及附加,29294772.00,20920310.15,13528177.17,57296303.97,44950916.98,28833179.01,17773701.17,68488032.87,52067859.35,33508378.17,16798640.92,62252627.75,42145810.70,28442437.14,12585283.04,55322903.34,40862650.64,25900204.06,9991793.78,53819976.42,34070866.92,19517978.81,9917301.37,43554582.47,25101949.34,13649587.36,6114548.73,32243124.52,20851801.91,13181825.95,4780789.78,24793002.79,17500537.06,11220168.80,4415456.27,18577209.92,12877864.58,8018745.98,3587754.13,16099040.24,11311302.26,7419323.28,3465979.78,14248691.24,9390496.51,5892243.91,2856399.44,11867393.23,7540425.61,4872404.81,2128960.74,8336178.41,5556795.03,3283402.37,1315432.31,9345392.56,5689625.21,3512589.37,1390723.72,7513553.67,4142566.24,2870668.70,1295197.52,4343113.94,1234603.41,3049887.33,2149833.89,0.0
6,销售费用,1382939724.44,834794701.92,441385558.33,1932265075.43,1439108805.69,872936643.93,453189068.25,1834501873.28,1404206426.14,984875590.68,433158839.67,1836938577.37,1430798671.87,935188411.84,401598273.03,2044680193.93,1516621772.55,1001600425.72,393794015.29,1747371017.16,1162745465.05,704386592.87,374524289.43,1528083470.73,979415485.77,584016285.78,315634412.20,1248711214.39,819671556.89,549112401.69,261548304.09,1085595912.43,755523801.88,494148728.13,238648701.53,708343009.76,495289618.08,302156188.12,147348123.96,633775403.06,440017911.14,282265986.35,137717133.63,601976011.14,387989395.63,242733928.24,124043006.48,528379125.82,358337649.39,236820941.86,105177582.48,563759431.66,266979204.70,168643464.18,77073561.91,385810469.47,262403366.28,166778447.20,71054027.16,318283394.80,183558707.51,121317162.80,60754126.66,172149271.33,64081211.53,103634782.18,59772791.51,0.0
7,管理费用,252170472.99,161605872.05,82342710.05,406678701.07,293616023.52,221836137.07,110684538.10,430056005.45,257230859.12,159054837.11,88843238.04,387640818.56,228376564.81,148857303.30,73210701.87,312379280.69,202726845.56,139422028.27,54417320.12,230381585.27,144107017.12,91205980.18,45738685.45,171283937.78,115581065.99,76076879.54,32480423.05,153114036.56,102206091.05,64679260.12,29519679.74,126745373.55,94401366.77,61033533.09,29721546.69,126920088.05,74771633.52,50323333.45,20896302.29,119097482.10,86410564.53,53748721.00,28321167.52,104957012.18,77526822.71,51255705.21,29194249.05,98212368.83,55301354.47,33865018.96,14212955.85,77789239.07,40432871.11,23786711.93,12488181.55,62354243.60,34322614.83,21608518.60,10667290.50,42415480.87,25190009.81,16598987.10,6661743.29,23940594.72,8719569.03,19103035.11,15790573.09,0.0
8,财务费用,31113771.97,16979433.01,612384.28,65964889.94,65257717.95,42019963.76,21602721.12,70665742.93,51000557.83,34683076.35,19979470.38,59446167.69,45006802.82,28776352.60,12950828.88,52800582.63,38968802.78,24104555.04,11423051.52,39498800.56,26508083.56,18555263.01,13004612.26,36392509.82,24251951.99,14340029.56,6656933.47,20769062.20,15057291.72,10054874.07,4256855.61,21730194.23,15779406.20,9738295.22,5130301.97,17864613.29,13588967.03,8421420.01,3771287.04,15963040.31,12096619.92,8248735.37,4091627.50,29901405.94,21579934.06,14684472.88,6276333.72,29449878.74,19364310.38,11971333.30,561827.63,21702542.53,14179033.27,8846096.95,4462296.33,10105760.13,8491674.30,4548438.75,5047572.31,6242611.52,7955408.94,4675171.35,1454558.98,11539641.42,4149076.30,6538539.82,1021225.54,0.0
