9,研发费用,18982729.71,8665998.06,3459986.85,29117611.93,13311175.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,18507570.55,6233758.44,-1807855.09,-1190664.32,-2533706.78,-2431526.43,1855899.48,-522725.56,7893207.65,4724740.69,3687061.83,-361967.16,49606107.92,11862580.57,5332725.72,1037370.72,15909173.69,8002099.45,6446313.93,1905673.32,15345210.97,8039504.49,1268227.19,-417001.68,8260237.88,4910266.04,365955.45,2758918.28,7091184.43,3589269.38,1388867.54,-65580.85,6212045.76,3425128.44,2281927.11,206721.24,853141.26,1418715.13,852706.25,0,1022413.82,-1000000.00,-1068419.75,0,3635416.29,2526272.97,-1462159.67,2585911.04,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67266.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,151278.50,151278.50,0,0,0,0,0,0,0,0,0,81525.82,0,0,0,73306.68,0,0,0,1522115.55,1427765.55,1338934.95,1338934.95,318774.17,318774.17,0,0,0,0,0,0,6519736.88,8301259.62,0,0,0,0,0,0,138098.07,138098.07,0,0,4272.00,0,0,0,-445781.44,98451.18,-114854.79,-10000.00,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115023.97,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,39951392.08,49188892.86,52115838.22,75260114.91,82675423.96,-23449497.24,-8608295.09,1886829.07,-2328829.44,527876.36,1629619.09,6376549.58,-1051060.35,-2472079.35,-2525741.71,-84014995.50,-15391976.81,1336847.85,-107142.16,-6946387.51,-4697528.73,307155.90,2006780.30,-57771002.39,-31683073.76,-17496872.87,-8059045.36,3219355.62,24816996.49,25773388.89,14548679.83,62118434.59,58152505.94,25080112.18,11403190.10,52923329.12,45335721.77,19531609.84,9713307.14,62526042.08,48705190.11,28317297.24,8597743.02,53093452.90,38290315.45,24554173.19,13068075.05,46734062.86,36287327.50,39082843.79,21484405.15,0.0
16,加:营业外收入,14962239.30,12322030.57,10359909.83,28510386.58,27030564.18,2524222.48,2460608.35,10110649.16,4270535.61,3276777.13,2008229.22,16476742.94,10475277.42,6463877.65,3442352.27,7985598.77,4591597.31,3464539.86,2527851.81,18203220.55,8453836.50,5017225.34,2858709.71,26324634.82,24403975.92,22861485.43,21725427.83,11697848.77,7634680.07,3319213.89,1876391.23,7116948.06,2294976.64,1557820.09,737349.24,7458543.53,1437918.01,888998.94,563928.93,9477312.66,4241299.79,4192862.19,3247558.72,7526465.12,4146534.62,3708480.63,855207.75,6355830.71,2765295.93,3171898.47,1305215.69,0.0
17,减：营业外支出,2492554.76,1886205.01,1283964.28,12186151.78,9211495.81,363538.72,56267.84,3109830.32,1633437.80,1232140.97,740917.58,6039367.09,1268878.96,441035.32,268149.44,5818322.25,357728.99,80053.99,3300.00,582959.04,372440.84,263228.25,53000.00,256718.07,243448.50,191948.49,30000.00,498054.25,404822.73,189448.89,5000.14,669178.35,374279.05,288610.67,218.47,231629.56,193992.52,100384.37,39782.73,431154.42,63718.46,54018.46,0,956569.82,869253.09,861265.09,134839.66,253905.35,132211.52,1017270.66,341578.86,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,15856.41,9389.51,5858.55,236930.33,112980.27,48518.63,2485.30,163118.12,133008.12,123.23,0,3953.16,0,0,0,9260.90,0,0,0,0.13,0,0,0,57629.67,0,0,0,69756.50,0,0,0,352335.96,0,0,0,103816.76,99525.43,99525.43,0,60140.33,0,586257.48,312387.05,0.0
19,四、利润总额,52421076.62,59624718.42,61191783.77,91584349.71,100494492.33,-21288813.48,-6203954.58,8887647.91,308268.37,2572512.52,2896930.73,16813925.43,8155338.11,3550762.98,648461.12,-81847718.98,-11158108.49,4721333.72,2417409.65,10673874.00,3383866.93,5061152.99,4812490.01,-31703085.64,-7522546.34,5172664.07,13636382.47,14419150.14,32046853.83,28903153.89,16420070.92,68566204.30,60073203.53,26349321.60,12140320.87,60150243.09,46579647.26,20320224.41,10237453.34,71572200.32,52882771.44,32456140.97,11845301.74,59663348.20,41567596.98,27401388.73,13788443.14,52835988.22,38920411.91,41237471.60,22448041.98,0.0
20,减：所得税费用,9796138.46,13650954.40,14476112.33,47303370.89,25569805.22,-3234413.82,-659563.88,2514554.37,-738076.70,-232719.38,-286264.54,2265687.54,470524.13,-62113.39,-80432.19,-13981815.31,-2776391.29,-37464.15,6736.55,66572.53,-662878.26,-73714.83,294414.24,-2465979.12,170618.97,2421458.15,4187084.07,441115.30,5048465.94,4921647.18,3150807.64,11004022.54,13174349.06,4742269.94,2052424.52,9443289.52,7446865.72,3467698.74,1904565.23,11068710.76,6544886.51,4660376.99,1799628.00,9383543.73,5640579.80,4050189.55,2017508.74,8958077.01,5918179.55,8926001.49,4362685.82,0.0
21,五、净利润,42624938.16,45973764.02,46715671.44,44280978.82,74924687.11,-18054399.66,-5544390.70,6373093.54,1046345.07,2805231.90,3183195.27,14548237.89,7684813.98,3612876.37,728893.31,-67865903.67,-8381717.20,4758797.87,2410673.10,10607301.47,4046745.19,5134867.82,4518075.77,-29237106.52,-7693165.31,2751205.92,9449298.40,13978034.84,26998387.89,23981506.71,13269263.28,57562181.76,46898854.47,21607051.66,10087896.35,50706953.57,39132781.54,16852525.67,8332888.11,60503489.56,46337884.93,27795763.98,10045673.74,50279804.47,35927017.18,23351199.18,11770934.40,43877911.21,33002232.36,32311470.11,18085356.16,0.0
22,归属于母公司所有者的净利润,43897529.12,46304002.56,46765832.76,44986811.63,75583277.57,-17479552.78,-5249554.86,6438867.17,1046345.07,2805231.90,3183195.27,14548237.89,7684813.98,3612876.37,728893.31,-67865903.67,-8381717.20,4758797.87,2410673.10,10607301.47,4046745.19,5134867.82,4518075.77,-29237106.52,-7693165.31,2751205.92,9449298.40,14133833.77,27177379.89,24095429.21,13273766.55,57562181.76,46898854.47,21607051.66,10087896.35,50706953.57,39132781.54,16852525.67,8332888.11,60503489.56,46337884.93,27795763.98,10045673.74,50279804.47,35927017.18,23351199.18,11770934.40,43644651.98,33426027.46,29294973.89,18138720.88,0.0
23,少数股东损益,-1272590.96,-330238.54,-50161.32,-705832.81,-658590.46,-574846.88,-294835.84,-65773.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-155798.93,-178992.00,-113922.50,-4503.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233259.23,-423795.10,3016496.22,-53364.72,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.104100,0.110100,0.111400,0.107200,0.180100,-0.041700,-0.012500,0.015300,0.002500,0.006700,0.007600,0.034700,0.018300,0.008600,0.001700,-0.161700,-0.020000,0.011300,0.005700,0.025300,0.009600,0.012200,0.010000,-0.069800,-0.020000,0.006600,0.020000,0.035300,0.070000,0.060000,0.040000,0.340000,0.270000,0.130000,0.090000,0.450000,0.350000,0.150000,0.080000,0.600000,0.460000,0.270000,0.110000,0.672600,0.520000,0.338400,0.170000,0.632500,0.480000,0.976500,0.604600,0.0
26,稀释每股收益(元/股),0.103600,0.109700,0.110500,0.106900,0.179900,-0.041700,-0.012500,0.015300,0.002500,0.006700,0.007600,0.034700,0.018300,0.008600,0.001700,-0.161700,-0.020000,0.011300,0.005700,0.025300,0.009600,0.012200,0.010000,-0.069800,-0.020000,0.006600,0.020000,0.035300,0.070000,0.060000,0.040000,0.340000,0.270000,0.130000,0.090000,0.450000,0.350000,0.150000,0.080000,0.600000,0.460000,0.270000,0.110000,0.672600,0.520000,0.338400,0.170000,0.632500,0.480000,0.976500,0.604600,0.0
27,七、其他综合收益,4047.26,1727.09,-431.41,-3419.11,-2299.76,-375.46,1809.94,2315.53,1597.51,1168.48,244.72,-1799.80,-742.63,-545.01,0,-708.12,-13.87,-13.87,0,-77.57,0,0,0,0,0,0,0,-155798.93,0,0,0,-679119.67,0,0,0,0,0,0,0,-138098.07,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,42628985.42,45975491.11,46715240.03,44277559.71,74922387.35,-18054775.12,-5542580.76,6375409.07,1047942.58,2806400.38,3183439.99,14546438.09,7684071.35,3612331.36,728893.31,-67866611.79,-8381731.07,4758784.00,2410673.10,10607223.90,4046745.19,5134867.82,4518075.77,-29237106.52,-7693165.31,2751205.92,9449298.40,13822235.91,26998387.89,23981506.71,13269263.28,56883062.09,46898854.47,21607051.66,10087896.35,50706953.57,39132781.54,16852525.67,8332888.11,60365391.49,46337884.93,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,43901576.38,46305729.65,46765401.35,44983392.52,75580977.81,-17479928.24,-5247744.92,6441182.70,1047942.58,2806400.38,3183439.99,14546438.09,7684071.35,3612331.36,728893.31,-67866611.79,-8381731.07,4758784.00,2410673.10,10607223.90,4046745.19,5134867.82,4518075.77,-29237106.52,-7693165.31,2751205.92,9449298.40,13978034.84,27177379.89,24095429.21,13273766.55,56883062.09,46898854.47,21607051.66,10087896.35,50706953.57,39132781.54,16852525.67,8332888.11,60365391.49,46337884.93,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,-1272590.96,-330238.54,-50161.32,-705832.81,-658590.46,-574846.88,-294835.84,-65773.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-155798.93,-178992.00,-113922.50,-4503.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
