,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,52045764143.21,38875940809.07,25228147377.43,11879309078.82,43122385521.23,31766707068.44,20779166699.67,10256566731.51,41263629118.85,31278718782.55,20524807669.57,10222459812.55,41248429322.91,21421432387.92,14089052871.88,7053846519.17,25993139277.84,19679806543.54,12813803166.77,6261714700.23,23954331028.05,17894606405.81,11612642434.28,5533524159.08,21199466399.21,15676355126.17,10131712690.44,4868822373.35,18011759178.26,13496523170.35,8803252346.20,4274691013.50,15130338571.64,11122364393.15,7195372417.76,3526818451.42,13064428148.69,9657076546.79,6216124135.23,2987103337.49,10949936871.58,7980050403.66,5038480670.21,2244765347.92,8360350198.18,6090056754.44,3900391093.08,1846488889.58,6878305483.32,5097814185.29,3242231954.54,1489858763.91,5701604040.97,4032951647.57,2657082040.74,1242608260.44,1658678083.29,1208983902.63,802087253.07,369556698.70,1594656110.86,1250700543.19,814888089.59,396821677.38,1740933692.86,1418546567.68,1009475611.54,474588078.83,1876978187.23,1374398731.30,895330046.12,420078503.27,1675471521.85,802575823.86,116910307.71,60460492.89,140425126.84,70710935.82,139358610.77,59002130.38,87618180.69,43281162.01,153511210.11,76716235.38,162334430.87,67243188.46,133618138.93,58575272.67,119464542.18,84882154.46,62385000.00,488884300.00,0.0
2,营业收入,52045764143.21,38875940809.07,25228147377.43,11879309078.82,43122385521.23,31766707068.44,20779166699.67,10256566731.51,41263629118.85,31278718782.55,20524807669.57,10222459812.55,41248429322.91,21421432387.92,14089052871.88,7053846519.17,25993139277.84,19679806543.54,12813803166.77,6261714700.23,23954331028.05,17894606405.81,11612642434.28,5533524159.08,21199466399.21,15676355126.17,10131712690.44,4868822373.35,18011759178.26,13496523170.35,8803252346.20,4274691013.50,15130338571.64,11122364393.15,7195372417.76,3526818451.42,13064428148.69,9657076546.79,6216124135.23,2987103337.49,10949936871.58,7980050403.66,5038480670.21,2244765347.92,8360350198.18,6090056754.44,3900391093.08,1846488889.58,6878305483.32,5097814185.29,3242231954.54,1489858763.91,5667611804.68,4008390633.93,2640614162.37,1236185475.53,1635568517.10,1192677559.46,791615992.22,364712158.22,1576085283.69,1237223550.68,805598687.87,392029213.93,1729174762.27,1410944245.62,1004722165.49,472864166.91,1869937562.72,1368644528.21,891442649.18,419817253.05,1668674966.40,798791870.72,107898952.24,51600409.53,90186614.12,48198899.72,88438160.82,47642985.29,84618222.44,42369679.20,151689747.79,75992708.99,161201529.20,66692153.58,128896112.23,57212165.12,118072000.17,84521187.05,62385000.00,488884300.00,0.0
3,二、营业总成本,50446094142.55,37747619061.94,24442303628.41,11537438016.52,41807154788.16,30779047376.24,20106696762.28,9962364535.96,40089226215.64,30399229240.83,19922898596.89,9929024160.13,39923738731.74,20699097249.68,13585116509.33,6808388675.34,25143959922.63,19001427483.59,12359627721.82,6022798273.95,23223259696.25,17322455843.61,11219447997.45,5333488597.29,20596931145.55,15208026096.92,9821563932.91,4699206221.19,17479035352.31,13055103583.27,8501305125.54,4128175649.52,14771392558.08,10838251351.99,7005263087.13,3420408282.78,12768794568.43,9429850662.24,6066352432.45,2909388787.57,10730682291.40,7816161735.87,4925841480.85,2187712939.29,8192562587.02,5957370588.25,3814081085.57,1802259157.75,6743064633.98,4983926137.06,3164114922.52,1453725332.10,5598125978.32,3941610754.42,2597441183.56,1215488751.68,1616904208.38,1176382045.30,777723498.19,355231070.32,1572998893.72,1225650362.82,798504127.31,391648269.04,1726206453.84,1405188314.28,1000089163.33,472684604.41,1881247564.02,1366170078.93,888789554.82,423276222.11,1644980620.27,746790588.74,132840301.84,60604771.87,104668559.83,51836897.41,131269406.74,59355218.98,115823178.43,0,122720084.43,0,134136943.61,0,97903551.44,0,83377537.76,58724415.29,0,0,0.0
4,营业成本,46292408840.53,34669028279.63,22415519952.87,10577400754.11,38024108631.15,28117497354.04,18367643723.84,9138308909.43,36819552915.80,28016663982.97,18364034450.83,9158010239.31,36648236903.56,19885386463.56,13040493792.81,6519978864.87,23972042607.92,18166110341.44,11801661040.42,5727401760.21,22002628769.91,16460036038.82,10626767657.24,5029648506.06,19436081887.14,14381122227.18,9279455305.53,4432050849.23,16408719921.19,12255445722.21,7967951745.26,3880365134.83,13796014093.70,10126675089.61,6519740305.91,3183522936.34,11925655507.94,8824332470.15,5667040733.52,2724331708.62,10021290121.73,7315862811.08,4603508542.38,2059715560.24,7627811018.21,5549312603.54,3555212237.60,1693071778.77,6171204306.69,4582936777.05,2922084357.97,1334868320.09,5085977449.60,3568742885.61,2339106777.34,1096853878.64,1262423283.60,912495635.22,598522370.70,269623789.66,1202831105.68,935455772.33,606580415.66,290498591.11,1333331226.62,1077924827.20,766587856.50,357727896.31,1456527744.02,1061632069.57,692680190.53,316049718.71,1206339899.64,565206035.12,69441700.64,33999759.75,55256986.55,28304122.73,62557692.36,32525230.28,57376242.30,0,89114035.05,0,103532242.12,0,74338414.96,0,55531026.63,42260011.52,0,0,0.0
5,营业税金及附加,136293695.54,98652400.93,62139226.44,30332457.09,121012139.02,86796493.46,56620527.25,26770236.12,119920418.18,90941254.04,63185620.86,29737745.69,124271433.05,38092432.35,27344651.91,14380933.14,50508357.41,37198437.99,26443689.75,13110911.30,46741611.03,36859658.29,27472713.53,16456412.89,45650849.46,32966662.80,23326231.67,11692662.54,46174700.06,36252178.16,26649659.87,10249357.93,38649569.50,25636443.23,15599011.72,8165589.31,19918513.42,13715940.10,8634181.58,3687151.15,15594234.32,10043792.54,5986792.21,2925909.64,11132572.30,6403730.59,4161719.77,2199570.23,12245830.36,7189170.64,4555039.69,2226205.97,8222343.49,6252158.84,3831363.32,1795323.96,2162323.57,1606067.39,1144344.24,624572.49,2463883.75,1834439.83,1067635.58,444951.25,2574270.22,1959230.54,1491619.85,845442.51,3012671.23,1885232.15,1288221.48,458274.85,2680641.04,1386087.22,62290.78,34223.37,89382.04,51886.05,115278.61,26335.59,54018.12,0,41803.90,0,431161.43,0,222211.79,0,9133513.93,5772434.46,0,0,0.0
6,销售费用,3055403668.16,2246564429.04,1483332500.73,715774974.40,2762789885.77,1956325205.63,1273588756.07,606866589.59,2305909071.71,1686713794.72,1110446938.17,548629093.08,2198203437.27,376963304.41,256587355.57,145882059.43,533791055.46,393776817.02,262074106.01,149553656.91,522383083.15,383388181.09,271149210.54,140963077.19,486390181.25,353398338.86,242609042.07,127880683.95,448595419.15,344388124.93,233599483.22,115542181.90,429901024.59,330211835.54,239802366.07,117532935.00,430588573.47,301592686.39,197065351.52,95887166.60,384236125.24,269470926.25,179496362.34,74691577.38,298326776.58,212726801.09,131227954.25,57202134.90,331526963.41,239554554.11,146516669.73,70733660.69,302041168.71,229734294.01,165966915.12,73308032.86,248324783.40,194077261.89,134637305.21,66359178.65,294612632.54,236699359.57,156506944.32,82476568.56,311056543.60,262158885.23,186058005.20,92531339.70,309456601.48,220268553.04,140253066.52,78829976.32,326132364.74,136112100.94,19270403.79,8142254.48,18222324.23,7905307.66,20852510.32,4934862.42,21340288.80,0,4586256.36,0,6620756.51,0,7941593.01,0,3841851.57,3330491.76,0,0,0.0
7,管理费用,842014983.53,585528096.51,377216694.13,177959158.93,783338308.19,540513396.10,351820063.78,169516240.49,735953967.13,523701437.11,340636051.11,170428020.23,859720679.17,340813141.37,223764647.62,103771187.01,459218208.55,317826858.37,203589373.35,101713713.18,474317573.25,330858718.45,215813783.67,96697790.30,422405979.87,303141697.44,182897044.09,84756689.56,392232990.09,279078781.03,176226562.15,76371797.88,349634683.15,253416823.08,162839045.95,79758107.73,300875369.90,212300705.33,140631688.06,68682675.80,245891793.79,184279042.10,110439263.11,42131372.53,204915589.20,152442046.77,101198748.73,38186532.30,188972655.10,133424892.08,80343406.30,40407898.11,180856840.70,119971632.35,78563323.24,39405741.44,105633634.57,68620437.55,43602150.90,18502416.92,69846672.67,48143842.46,31645986.99,16573076.02,70804874.94,57199187.04,42173232.71,20380672.73,99352063.33,70949067.86,46642642.97,23885333.03,96214276.73,37682879.95,41519669.75,17443712.54,29392449.01,14890977.19,38177151.48,16339562.35,32882359.38,0,27668042.16,0,22987933.56,0,17971953.46,0,12646064.64,6629045.76,0,0,0.0
8,财务费用,119972954.79,147845855.83,104095254.24,31054269.89,112862739.12,78277597.20,57541544.32,22272552.43,110360539.56,79675166.38,44498778.76,21945189.25,101855104.66,51355771.48,31429057.49,21233905.22,91282085.47,78839608.53,58639672.40,27144103.26,123129102.91,102392485.33,70931725.10,47251787.11,164405341.20,119635650.08,76468650.83,33105615.62,162118150.33,123265888.67,88489461.15,45427279.11,136401442.10,95495577.80,61406706.29,26041000.13,82538641.49,58716037.35,37668846.21,15840723.81,51252700.86,32939041.26,20968139.40,8104806.10,53526702.97,39144218.35,26762193.11,12212865.21,29865492.85,21120392.55,12403841.35,5335737.08,21028175.82,16909783.61,9972804.54,4125774.78,-1639816.76,-417356.75,-182672.86,121112.60,3244599.08,3516948.63,2703144.76,1655082.10,8439538.46,5946184.27,3778449.07,1199253.16,12898483.96,11435156.31,7925433.32,4052919.20,13613438.12,6403485.51,2546236.88,984821.73,1045747.02,684603.78,9566773.97,5529228.34,4170269.83,0,1309946.96,0,564849.99,0,-2570621.78,0,2225080.99,732431.79,0,0,0.0
