,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5819592183.30,3145931203.34,2065023059.66,1007082826.38,4613161359.60,2541016117.89,1530668735.98,565220865.05,4942995517.06,2966820665.02,1948369795.38,826896522.55,4529778511.92,2439002872.97,1597974095.33,716905006.09,3630392092.90,1835680288.49,1224799802.54,477911550.76,3232501718.08,1906681638.03,1234945853.67,561847376.82,2980642865.55,1702072123.77,1143907756.29,516312761.11,2680566934.70,1514609243.68,846405506.47,372147641.26,2349756963.61,1464415526.27,887282767.69,376273764.66,3029095882.11,2186809077.76,1405037010.24,517254421.54,2428855201.89,1510325773.10,942518506.49,434731533.88,2240812780.14,1491885526.73,1020554684.15,449183952.50,1904911245.25,1139600343.97,734433413.73,328803823.81,1392818202.32,873871556.82,557911212.77,248115009.20,1154232878.15,721333436.74,418114323.07,187004563.54,702768867.78,417754871.80,271759019.83,117393230.77,546974611.81,358790124.59,232997453.92,94897542.49,464866176.86,285818663.03,169256608.42,325209334.57,104098007.04,170257302.09,98516109.24,0.0
2,营业收入,5819592183.30,3145931203.34,2065023059.66,1007082826.38,4613161359.60,2541016117.89,1530668735.98,565220865.05,4942995517.06,2966820665.02,1948369795.38,826896522.55,4529778511.92,2439002872.97,1597974095.33,716905006.09,3630392092.90,1835680288.49,1224799802.54,477911550.76,3232501718.08,1906681638.03,1234945853.67,561847376.82,2980642865.55,1702072123.77,1143907756.29,516312761.11,2680566934.70,1514609243.68,846405506.47,372147641.26,2349756963.61,1464415526.27,887282767.69,376273764.66,3029095882.11,2186809077.76,1405037010.24,517254421.54,2428855201.89,1510325773.10,942518506.49,434731533.88,2240812780.14,1491885526.73,1020554684.15,449183952.50,1904911245.25,1139600343.97,734433413.73,328803823.81,1395986842.96,871743272.93,556752531.60,247427764.76,1156104399.60,721793500.34,418282952.36,186868604.85,701979611.86,417281879.81,271657943.56,117025418.72,546590685.25,358745124.59,232997453.92,94897542.49,464821776.86,285774263.03,169219648.42,325209334.57,104098007.04,170257302.09,98516109.24,0.0
3,二、营业总成本,5720036365.84,3453921402.41,2292036908.65,1157081790.05,4608001782.17,2898950969.58,1841673744.90,738327657.92,5027101215.88,3386779562.08,2236644955.95,1012468419.76,4639943703.53,2782562524.14,1799299416.28,851805685.73,3744486225.04,2131745345.38,1428141747.32,612671331.79,3316426810.21,2127255731.44,1393220578.37,649751339.06,3065458071.46,1843417775.37,1262478007.08,583279349.21,3040234621.46,1740375666.46,1031295282.97,461031703.37,2517553988.90,1528366433.23,945964952.38,424881563.82,3039785518.20,2170275549.09,1404261362.68,532401928.56,2496484109.01,1522663145.43,955742675.92,441619630.28,2236825421.90,1439132135.56,984118536.59,435982857.72,1866634771.06,1084795882.62,697228533.12,317871541.52,1298227035.92,820406553.45,524997286.16,241104200.05,1092643761.00,704859906.11,409575919.16,185923695.03,663657025.86,400659286.19,262249246.26,117476807.46,514098612.68,332306108.14,214377313.68,88223485.72,419520542.74,251403079.25,148904784.48,292756923.23,88433132.45,146542121.41,81986767.17,0.0
4,营业成本,3815338052.95,2099017454.76,1398090493.75,724888477.19,2809549358.07,1618906920.78,962615300.12,334520863.11,3055233876.33,1911489195.92,1251822693.75,562580913.92,2758018266.57,1439474873.64,888795858.22,418781784.56,2291548820.52,1174543139.21,790897763.85,301745213.71,2035396154.15,1257111196.37,790485313.13,381328326.18,1845823615.62,1009077545.02,699168318.23,336080661.88,1615759315.76,975275907.28,529329665.34,262412454.24,1506876173.13,988672046.47,579607176.56,272030952.50,2061327805.80,1476044243.38,955977392.97,347167935.32,1611847630.55,1000447827.08,629722725.42,288613116.71,1493775320.69,983692648.60,683405683.41,308212337.68,1289551349.67,748989874.00,478887529.71,216505620.75,917129364.85,569313884.56,368576489.79,166689515.15,797256959.55,511052949.00,288389942.23,135833694.45,507391725.11,298943169.20,198370374.96,90334566.78,399080836.40,255091144.12,165422290.46,68464435.80,320913258.75,185604020.99,110346817.47,245074209.31,63434521.05,116669968.11,70539722.30,0.0
5,营业税金及附加,34185669.47,16597223.33,11512530.44,4604484.48,31716926.75,17303301.45,10829758.76,1887784.46,35216305.17,19648187.52,15434549.17,6157581.16,30381183.42,8578648.36,6087267.15,2253473.79,19842596.36,7361361.45,4759927.57,2041492.80,14047959.89,7108693.62,3673296.79,1715164.74,11829394.28,5881807.13,2376148.08,764394.32,17544703.77,13956758.36,9036213.63,4647537.57,32626825.19,19695748.38,12097864.70,3735675.42,49072192.29,26183811.69,21818158.45,10187918.74,41326105.66,23310327.13,11103711.29,7309413.74,45247619.45,20074448.67,15191696.66,5400231.90,30036786.34,17649249.15,11413161.94,5400102.20,23209274.97,14054014.75,8197319.21,3457602.92,12573781.30,7471399.27,4476620.32,1427799.50,6602511.29,3291253.03,1958817.01,827042.77,4606036.02,2379807.24,1357253.39,504528.99,4507419.17,2982790.98,1747070.78,2955993.58,1090124.62,2143508.47,1161662.57,0.0
6,销售费用,217334153.76,149996034.33,103096080.64,47665349.51,217590332.73,157544696.88,107353299.45,51681318.52,313256129.10,246533626.32,162865989.97,70211299.83,353836654.99,236245762.62,157846088.12,70249588.84,211417866.54,125075307.64,80815111.37,38884571.09,178366482.23,119968475.58,80177169.65,38866097.78,181147174.10,128714662.27,85496163.65,40211035.86,181355344.87,130718179.65,83370345.74,31167540.74,178477317.89,121451736.50,78290912.21,30567368.59,200918988.20,158409809.27,96275431.42,39632709.07,161122244.64,127480706.58,66902734.82,30037559.88,128315542.40,88860935.98,55325979.42,23449069.13,114240363.63,65738437.77,42130019.50,18865297.21,76711958.73,58775560.81,39631155.26,17451801.00,65399582.29,45547179.08,25929152.81,11362853.47,49450316.58,34673987.26,22409461.74,11188432.33,39471680.88,29871155.96,18802271.98,9572595.67,34694959.46,21338520.70,11971869.39,19685376.69,9005402.94,8924105.62,2819445.22,0.0
7,管理费用,482102195.41,325549283.12,215759124.30,98085476.27,494149954.18,346089945.86,727200582.70,340858240.04,1538575314.41,1139689862.58,759288890.09,356322803.70,1422676120.52,1039392348.20,699969380.67,345038971.56,1148905790.63,782771007.30,525556650.06,251216708.11,1022208309.29,690815634.63,482497812.58,217160524.37,938247316.94,639855187.31,432729550.31,190111071.03,1167932389.09,576933729.43,377229185.90,149485203.31,752140502.36,364859471.19,253106140.49,109964072.61,687259179.22,479651452.43,310909853.97,128495202.83,546713772.48,349865074.62,225326948.67,107179308.86,509765228.39,317907571.83,208035858.07,90543993.46,399139857.89,225834170.04,150014443.68,72603853.98,271882181.19,172363916.67,105976219.16,51343168.93,206195939.88,133200838.93,86273717.41,35685325.86,99005023.47,64232242.08,40355043.93,15589394.48,74930235.79,48158581.60,29524358.03,9892602.07,60233014.41,42348884.14,24642418.23,24113169.65,14569885.11,18587940.53,7680695.61,0.0
8,财务费用,8166590.38,3900973.03,-436692.36,1435417.30,-852609.29,-1966750.56,-3254817.85,-1117600.98,23262612.37,17092799.09,5630687.09,2112050.92,6186786.87,6769356.33,3369575.98,4668987.97,13694806.28,10161211.87,4984806.92,4938025.95,27649926.64,16236630.66,11262115.34,5279655.93,32298775.72,24767009.01,17401405.59,7738447.75,37161853.43,29217954.43,21106823.30,9061280.62,32860624.72,22122898.41,13283005.53,5306206.79,14906896.96,12464061.10,6428325.21,3181403.36,15641540.13,14545996.16,11692294.06,5539714.94,26339233.70,16559034.21,10468062.97,4388586.55,18252492.37,19067592.52,8351835.37,1315818.10,9294256.18,5899176.66,2616102.74,2162112.05,11217497.98,7587539.83,4506486.39,1614021.75,1207449.41,-481365.38,-844451.38,-462628.90,-3990176.41,-3194580.78,-728860.18,-210676.81,-828109.05,-871137.56,196608.61,928174.00,333198.73,216598.68,-214758.53,0.0
