,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,4349514734.00,2903822462.35,1913484093.61,1078029074.95,3766119304.82,2498172393.64,1674011155.31,831009825.82,4390587320.59,3182614302.85,2018086891.15,1039880534.98,4671462425.22,3455406839.72,2147078184.65,1100521194.35,6748452672.79,4747247568.85,3302936022.15,1094218886.01,2721722488.96,1776107819.91,1174582058.38,666187984.39,1547030469.04,1160524028.75,852525692.03,337673217.32,1534328585.49,1136310255.37,805236884.20,337107295.73,1079709604.52,933904853.38,703993273.77,477956169.28,1644555699.81,1248051108.46,815289754.85,262192808.97,1414634681.09,1026091431.88,575991947.97,277120280.43,1503691569.95,1268419725.25,870965465.63,599660193.92,1524216958.87,0.0
2,手续费及佣金净收入,2329629723.52,1545282717.33,973201193.83,504856721.35,2163692527.40,1462694825.40,1021854697.70,484459603.58,3215270392.65,2290177854.22,1450744126.68,785652787.03,3590407020.03,2559595392.66,1593106547.12,815116607.83,4846866931.53,3403406013.25,2381324177.42,766939809.43,1699543279.17,1055124352.70,652024187.24,354037569.07,1091246428.64,800272114.11,553749624.72,235066750.20,1124140946.35,857302612.61,588107812.06,252861727.01,920940630.39,786571034.46,590150438.34,412462530.48,1477690120.83,1165784902.64,798092378.72,215866383.58,1178963856.86,710939702.96,376010142.46,152666303.29,532568067.82,414990949.08,326260462.05,143736642.49,735735096.89,0.0
3,代理买卖证券业务净收入,1140360748.84,872874669.47,605425595.16,298247696.01,993039771.43,779393969.63,550773393.85,286715910.96,1235101328.48,905920352.74,568806614.08,284845399.77,1512081395.34,1188875334.74,834434250.12,437282669.73,3132309443.32,2420468385.66,1651858300.38,520635678.86,1018058381.46,585772137.66,320019256.47,160166233.84,641568617.81,461787859.18,282479581.43,135473663.11,447159556.23,353015913.77,258214179.38,108942851.72,578506964.95,488355175.34,330383071.91,177512451.97,801450336.42,550485422.97,373786501.45,194300599.45,977715961.76,568563220.10,332649071.53,144181838.24,385005943.55,302151683.78,237036960.59,136363879.74,662602260.40,0.0
4,证券承销业务净收入,901273881.41,492364909.13,251269032.79,145745910.31,721250500.79,295995562.22,187109558.97,75748834.61,1367356047.21,939924089.47,637308190.84,374408768.83,1304770570.33,909215225.78,481378101.15,241583125.92,1142089020.26,617004768.02,515670233.30,174891867.16,460522667.75,334671492.27,216384599.93,148013181.39,183537978.83,102769118.83,99449472.83,34413902.80,382101317.70,370349817.70,256160609.60,97193000.00,246015764.50,246015764.50,228694264.50,219957970.00,613201966.20,575735047.20,402053525.93,9236132.20,141760578.00,107189088.61,21275000.00,1615000.00,121865990.31,94137990.31,80923753.31,50004.00,42201786.49,0.0
5,受托客户资产管理业务净收入,96265359.51,70736128.38,48638396.52,20832544.88,133374679.20,106483141.51,78032368.67,47131842.04,189175352.95,127114567.77,84855792.45,42484430.06,174816717.53,132170881.77,84284713.28,49646167.73,244201101.43,193084216.16,131970098.95,42771217.77,112203987.45,66551657.28,46086739.76,26014636.24,49693865.61,30801218.84,9142932.84,1588490.49,64215.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,利息净收入,770797631.77,566624066.91,373095100.18,173039243.46,580423164.74,453412562.09,306653266.53,179629737.62,718175601.47,529669272.71,349004349.04,189696953.50,682550112.76,491429055.29,319145245.78,152956689.68,867665933.72,645049845.94,439518478.77,161687950.60,332556563.69,211429802.55,127879697.74,64667725.94,214091587.78,155811003.79,94576829.48,57449843.21,152412886.47,111953740.01,77243080.42,42877330.33,175645006.46,132528436.28,83742171.19,42804664.58,112215590.17,80373342.44,50349748.76,24349862.59,88571181.36,63275575.34,37959065.49,15511216.30,65421056.11,48551976.96,30326095.05,12905612.87,38679014.35,0.0
7,其中:利息收入,1352680715.66,999150143.12,645556126.33,300489521.02,1205344579.37,930192856.20,632993028.82,0,1234673482.17,0,604508213.49,0,1392380853.96,0,737108002.56,0,1685273292.81,0,741924975.77,0,566388988.35,0,196874462.29,0,313102549.35,0,141081697.12,0,207254311.05,0,104442651.58,0,223087289.77,0,105843277.68,0,146655184.88,0,66828102.92,0,121144195.48,0,51097295.93,0,105372164.68,0,52612292.35,0,71664272.82,0.0
8,利息支出,581883083.89,432526076.21,272461026.15,127450277.56,624921414.63,476780294.11,326339762.29,0,516497880.70,0,255503864.45,0,709830741.20,0,417962756.78,0,817607359.09,0,302406497.00,0,233832424.66,0,68994764.55,0,99010961.57,0,46504867.64,0,54841424.58,0,27199571.16,0,47442283.31,0,22101106.49,0,34439594.71,0,16478354.16,0,32573014.12,0,13138230.44,0,39951108.57,0,22286197.30,0,32985258.47,0.0
9,投资收益,994000895.19,646938953.65,427238054.20,218251911.35,845784686.32,468659313.46,288912889.80,117898193.77,585166827.97,437354175.73,274233022.44,95735759.30,528688946.43,442814962.39,296374625.82,159695957.50,999370451.87,663390811.10,473864280.84,170763241.06,694607072.48,492391720.38,436842329.11,241928890.22,287231597.69,224572932.84,234911613.37,70700128.98,170040699.49,123770950.33,86204159.58,30339953.02,-3988073.46,40737470.48,27622241.54,22713674.25,53338811.94,-11897868.71,-28159910.80,28557722.85,162143264.32,136516998.68,114151828.09,101290513.69,815657902.07,748719087.72,475081603.87,472669447.22,568692421.24,0.0
10,其中:对联营企业和合营企业的投资收益,-2291326.02,-4882435.35,-10791959.24,-7049385.36,-43255109.08,-20296137.81,-8612145.98,-13459111.41,-17142905.18,-19170697.23,-16806427.54,-10227631.09,25270031.58,18777920.75,15822991.03,3151291.35,60664012.53,54048509.04,42659142.88,13243581.13,3633183.98,6185952.37,-3774023.92,-4109603.78,-13141836.73,-10429610.12,-6452099.51,-1863895.77,-22416241.04,-15759132.72,-10016390.23,-5633139.42,-65670955.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动损益,245401722.57,146373461.07,139554270.91,180792230.58,168693440.74,115431482.29,56758567.51,46961120.43,-133671855.48,-79378549.43,-59698743.78,-32076996.93,-127418025.95,-38169797.17,-65219141.11,-27253059.45,35471553.48,35429730.12,6095689.15,-5477555.30,-5262677.51,16858704.17,-42412165.97,5376720.19,-45674250.35,-20246102.93,-30765064.21,-25631810.61,87361718.06,42930050.35,53430319.44,10948029.33,-12859264.46,-25896524.10,2467048.78,-41281.71,1293387.91,13684214.84,-5089206.09,-6650624.55,-15291426.16,-6934896.03,-14361006.38,-12787818.92,-59747530.30,-77553380.44,-59195042.04,-72200517.34,62799758.66,0.0
12,汇兑损益,-1286862.65,-1483675.19,-272121.39,1042616.50,-2211394.53,-2474220.34,-430786.07,1911437.24,4162944.13,3476672.39,2532960.45,729369.56,-4148943.08,-954326.64,-5254.57,-60601.14,-3326286.09,-2570848.77,184342.81,77290.13,6259.74,57937.61,51768.26,78957.97,-240719.72,-163623.06,-132447.33,-4262.46,-29278.86,43856.09,29787.72,-7064.96,-363146.41,-282694.74,-153380.08,-65795.32,-226206.04,-137477.75,-42499.74,-2657.50,-6958.29,-5889.29,-2859.60,984.62,-478081.49,-496488.64,-455963.68,-291851.81,-516255.22,0.0
13,其他业务收入,37372.29,24106.79,172842.35,45239.40,1682239.30,433391.65,247344.57,134666.64,1483409.85,1314877.23,1271176.32,142662.52,1383315.03,691553.19,3676161.61,65599.93,2404088.28,2542017.21,1949053.16,228150.09,271991.39,245302.50,196242.00,98121.00,375825.00,277704.00,185136.00,92568.00,401613.98,309045.98,221724.98,87321.00,334452.00,247131.00,164754.00,82377.00,243995.00,243995.00,139244.00,72122.00,254763.00,122299940.22,62234777.91,20439081.45,150270155.74,134207580.57,98948310.38,42840860.49,118826922.95,0.0
14,二、营业支出,2697059807.33,1754473415.86,1101321505.03,551818255.05,2501907235.06,1575899752.47,1058601270.88,501150286.18,2886498899.86,2042548284.27,1311689518.57,689583474.14,3034127104.63,2170830499.94,1359981182.99,668015175.25,3649441871.65,2499000536.81,1692282113.41,591009520.27,1652562078.23,1085831528.39,707260087.92,377363124.80,1141899234.92,850437909.92,621020768.30,273851225.91,1174637098.92,825352480.92,538596938.00,238574384.70,773078862.29,636255608.14,446384561.65,277150349.90,1071952753.82,822356531.80,422883422.36,144505938.62,743835266.13,549670146.86,316592222.23,141022125.66,520415182.28,376368272.66,215057097.95,114152937.14,442824210.22,0.0
15,营业税金及附加,21668700.57,14872903.99,9165657.60,4827387.23,19717766.33,14038883.13,10125776.20,4452947.92,27879595.53,20341453.55,13132916.15,6989212.09,115811815.50,107318582.84,98369514.24,66142994.90,382883217.11,267615169.52,188219545.80,61121244.04,151960232.00,98124792.28,67614170.29,37364414.38,83605220.92,61590597.52,46364879.38,17856957.50,78492254.92,59881806.27,38990655.03,16261909.53,56259557.41,47648701.59,35486206.31,24654132.19,88504194.58,69494369.98,46689673.80,13501030.14,69312683.31,48942592.93,26300216.02,10761158.88,54201024.81,51718867.03,44122982.08,29725715.10,64079349.69,0.0
16,管理费用,2661882213.14,1767216991.81,1097584039.99,575208348.00,2298738791.86,1524430407.45,1051140299.01,501665840.80,2833092931.61,2010240381.43,1285432171.72,677286679.92,2905305644.44,2035385316.37,1242147729.57,599367970.89,3240897639.15,2219357155.99,1483022050.95,529888276.23,1499817501.93,986924241.81,638913165.28,339939364.08,1058011834.30,788659273.37,574537196.23,255934922.07,1095895234.89,765292635.57,499487590.25,222253128.81,749397434.57,588428867.47,410779662.62,252436871.35,950295505.62,752684122.74,376075055.84,130945562.12,674331850.43,498388006.48,288731055.11,129482370.45,463042229.93,323543745.44,170197552.01,84059754.51,375713258.25,0.0
17,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,资产减值损失,0,0,0,0,183450676.87,-2315224.88,-2664804.33,-4968502.54,25526372.72,11966449.29,13124430.70,5307582.13,13009644.69,28126600.73,19463939.18,2504209.46,25661015.39,12028211.30,21040516.66,0,626087.38,624237.38,614059.66,0,44794.32,10000.00,0,0,12223.68,0,0,0,-32815515.13,0,0,0,32915668.18,0,0,0,-46653.05,3758.40,3758.40,0,54177.31,-1628.80,-1628.80,-1628.80,1594781.20,0.0
19,其他业务成本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158256.92,158256.92,118692.69,59346.34,237385.38,178039.03,118692.69,59346.34,237385.43,178039.08,118692.72,59346.36,237385.44,178039.08,118692.72,59346.36,237385.44,178039.08,118692.72,59346.36,237385.44,2335789.05,1557192.70,778596.33,3117750.23,1107288.99,738192.66,369096.33,1436821.08,0.0
20,三、营业利润,1652454926.67,1149349046.49,812162588.58,526210819.90,1264212069.76,922272641.17,615409884.43,329859539.64,1504088420.73,1140066018.58,706397372.58,350297060.84,1637335320.59,1284576339.78,787097001.66,432506019.10,3099010801.14,2248247032.04,1610653908.74,503209365.74,1069160410.73,690276291.52,467321970.46,288824859.59,405131234.12,310086118.83,231504923.73,63821991.41,359691486.57,310957774.45,266639946.20,98532911.03,306630742.23,297649245.24,257608712.12,200805819.38,572602945.99,425694576.66,392406332.49,117686870.35,670799414.96,476421285.02,259399725.74,136098154.77,983276387.67,892051452.59,655908367.68,485507256.78,1081392748.65,0.0
21,加:营业外收入,57522113.60,20857755.41,18981689.52,15909913.57,101610050.42,57196977.75,54931348.29,34812174.04,102907329.56,43699584.19,36619771.73,35867091.34,99349733.31,91532877.94,81241078.52,1107484.22,30679544.64,20987137.88,20216524.85,271543.00,8266863.73,5631954.76,3245795.34,28481.41,25714468.88,14528376.40,5768729.41,5368212.76,17571399.13,3774240.25,3364656.25,4086.25,19900206.71,17115770.56,17044410.83,7232404.29,26871389.05,21221008.07,4048165.82,627177.38,19744502.45,17375041.78,11580816.53,682030.04,25919764.93,22434723.73,21209413.62,194525.94,1657207.47,0.0
22,减:营业外支出,4276203.05,2302087.77,1609811.56,664174.13,5146684.72,2556658.96,1357498.38,1099133.25,4098429.87,1591706.50,641350.68,162176.42,13595917.94,9874023.22,9636751.20,4567488.39,1472153.54,1226433.93,84390.86,26252.66,2275807.43,520423.41,241950.21,101647.22,3696835.01,3498994.38,2529427.04,2002694.48,759239.05,43469.60,28160.94,2646.15,2288594.95,142284.37,70536.04,65982.92,1624296.70,778454.10,549298.78,31118.00,838276.06,421041.13,396270.49,365957.70,2497745.60,2472172.60,2692332.71,1099352.10,212809.53,0.0
23,四、利润总额,1705700837.22,1167904714.13,829534466.54,541456559.34,1360675435.46,976912959.96,668983734.34,363572580.43,1602897320.42,1182173896.27,742375793.63,386001975.76,1723089135.96,1366235194.50,858701328.98,429046014.93,3128218192.24,2268007735.99,1630786042.73,503454656.08,1075151467.03,695387822.87,470325815.59,288751693.78,427148867.99,321115500.85,234744226.10,67187509.69,376503646.65,314688545.10,269976441.51,98534351.13,324242353.99,314622731.43,274582586.91,207972240.75,597850038.34,446137130.63,395905199.53,118282929.73,689705641.35,493375285.67,270584271.78,136414227.11,1006698407.00,912014003.72,674425448.59,484602430.62,1082837146.59,0.0
24,减:所得税,407637958.36,294827343.12,208387116.86,139866295.44,337553871.20,251618110.19,163640568.46,91607545.71,400570633.98,307003845.57,194937617.04,102691991.01,429557491.05,353605191.37,220843019.09,113432423.48,770067537.30,585670992.50,398643410.76,123589827.81,238564701.94,144790834.52,89924866.47,74365195.55,111418646.55,84522913.55,60175100.15,17063929.53,101952773.81,83645401.01,70628027.92,26350652.61,92571250.36,79680702.97,69401386.94,52535142.02,159503273.14,112731228.39,99848266.40,30133248.74,173317581.83,123984624.88,68017617.59,34264509.49,250468940.38,221543777.22,168454206.72,121263738.33,351126484.19,0.0
25,五、净利润,1298062878.86,873077371.01,621147349.68,401590263.90,1023121564.26,725294849.77,505343165.88,271965034.72,1202326686.44,875170050.70,547438176.59,283309984.75,1293531644.91,1012630003.13,637858309.89,315613591.45,2358150654.94,1682336743.49,1232142631.97,379864828.27,836586765.09,550596988.35,380400949.12,214386498.23,315730221.44,236592587.30,174569125.95,50123580.16,274550872.84,231043144.09,199348413.59,72183698.52,231671103.63,234942028.46,205181199.97,155437098.73,438346765.20,333405902.24,296056933.13,88149680.99,516388059.52,369390660.79,202566654.19,102149717.62,756229466.62,690470226.50,505971241.87,363338692.29,731710662.40,0.0
26,归属于母公司所有者的净利润,1298539701.33,877314949.87,621142135.67,400763506.23,1010492527.44,710284725.17,495568535.99,272332653.42,1201432521.06,878744282.79,550340859.50,285732861.03,1298730528.61,1013726636.58,637952323.88,317062969.30,2359776226.13,1683736023.53,1233434820.54,381134408.27,836489632.37,548783864.46,378699894.05,215063882.51,316911382.20,236758014.36,174527539.13,50102116.42,274402582.61,230915912.12,199228101.05,72087404.60,231663640.78,235144883.83,205355045.65,155599572.10,438344489.06,333436079.53,296111172.50,88199389.21,516367495.48,369373245.47,202564556.18,102197558.39,756207919.17,690455820.93,505961571.63,363330349.70,375390534.18,0.0
27,少数股东损益,-476822.47,-4237578.86,5214.01,826757.67,12629036.82,15010124.60,9774629.89,-367618.70,894165.38,-3574232.09,-2902682.91,-2422876.28,-5198883.70,-1096633.45,-94013.99,-1449377.85,-1625571.19,-1399280.04,-1292188.57,-1269580.00,97132.72,1813123.89,1701055.07,-677384.28,-1181160.76,-165427.06,41586.82,21463.74,148290.23,127231.97,120312.54,96293.92,7462.85,-202855.37,-173845.68,-162473.37,2276.14,-30177.29,-54239.37,-49708.22,20564.04,17415.32,2098.01,-47840.77,21547.45,14405.57,9670.24,8342.59,356320128.22,0.0
28,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,基本每股收益(元/股),0.429000,0.290000,0.205000,0.133000,0.334000,0.235000,0.164000,0.090000,0.397000,0.291000,0.182000,0.094000,0.429000,0.335000,0.211000,0.105000,0.801000,0.577000,0.430000,0.134000,0.323000,0.212000,0.293000,0.166000,0.245000,0.183000,0.135000,0.039000,0.274000,0.231000,0.199000,0.072000,0.232000,0.235000,0.205000,0.156000,0.438000,0.333000,0.296000,0.088000,0.516000,0.369000,0.203000,0.204000,1.512000,1.381000,1.012000,0.726000,1.322000,0.0
30,稀释每股收益(元/股),0.429000,0.290000,0.205000,0.133000,0.334000,0.235000,0.164000,0.090000,0.397000,0.291000,0.182000,0.094000,0.429000,0.335000,0.211000,0.105000,0.801000,0.577000,0.430000,0.134000,0.323000,0.212000,0.293000,0.166000,0.245000,0.183000,0.135000,0.039000,0.274000,0.231000,0.199000,0.072000,0.232000,0.235000,0.205000,0.156000,0.438000,0.333000,0.296000,0.088000,0.516000,0.369000,0.203000,0.204000,1.512000,1.381000,1.012000,0.726000,1.322000,0.0
