,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20050930,20050630,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,235981035684.68,111826048066.60,71140819509.81,22584855699.99,194555491400.61,94951648541.28,59535724964.35,20134332062.57,146341816125.96,75557833799.89,54470942932.70,17912457866.80,154773275659.70,87151396920.48,55150229282.09,18873994089.70,123428784172.05,63399840631.20,42344961789.78,13307247901.67,109056497066.48,52214718418.30,33999315792.09,9234673793.87,92355524195.85,44268599712.69,30544236682.65,7439155811.32,68905756710.27,31307091184.17,20182923033.23,4919743750.55,47036222186.18,21814023615.88,15191037369.02,3606944299.90,35894117625.86,17286924763.81,11244747329.93,4054971530.40,22986607600.50,11451083729.84,8290923400.26,2140546499.30,15519901076.27,6693186064.17,5381330585.12,1158778981.90,8115234888.95,3909102749.01,2098832042.69,611330125.62,4030641518.46,2354340081.74,1428365066.84,2364537436.35,1136350075.77,892582899.63,1561483224.07,623162586.58,0.0
2,营业收入,235933564582.09,111794012016.44,71121404321.93,22577846856.97,194513842492.17,94920538372.26,59513919368.50,20125236983.97,146306235168.92,75540481479.96,54458620431.75,17903749296.96,154752138129.80,87141490073.54,55146607341.84,18873994089.70,123428784172.05,63399840631.20,42344961789.78,13307247901.67,109056497066.48,52214718418.30,33999315792.09,9234673793.87,92355524195.85,44268599712.69,30544236682.65,7439155811.32,68905756710.27,31307091184.17,20182923033.23,4919743750.55,47036222186.18,21814023615.88,15191037369.02,3606944299.90,35894117625.86,17286924763.81,11244747329.93,4054971530.40,22986607600.50,11451083729.84,8290923400.26,2140546499.30,15519901076.27,6693186064.17,5381330585.12,1158778981.90,8115234888.95,3909102749.01,2098832042.69,611330125.62,4027223031.51,2351636539.19,1425648349.94,2364537436.35,1133294248.28,890076932.38,1559072874.38,621318241.28,0.0
3,二、营业总成本,188841883128.17,90747614219.31,54991336015.32,18327166157.41,161845455337.29,78986395437.69,47907950374.70,16612840197.51,122498019835.70,62520230413.94,45007931428.27,14327731695.48,132920630695.33,74018923234.92,45737619645.87,15352202217.21,101696934617.60,52678591877.92,34685842417.10,10950298610.78,91228756524.61,43982024166.82,28606997828.66,8313244535.71,76983752453.96,37460778255.23,25639223495.24,6405320792.32,55923551361.24,25213701302.10,15884132782.75,3929666459.69,37053942947.98,16895904144.96,11250101315.35,2656814056.86,28511658213.57,13953278364.37,8850785610.66,3240651224.37,17767745047.96,8993032732.85,6284699806.48,1636405715.39,11779030113.07,4686454011.55,3826286297.74,957814819.75,6269880176.54,3098690372.13,1678644254.72,527232987.64,3178977103.63,1866919930.22,1099042299.24,1698106504.47,890785637.52,671768606.68,1256305428.25,519849736.14,0.0
4,营业成本,153449636272.28,71689634202.40,42847262557.92,13588556711.67,131338798272.80,63894903970.03,38454134113.45,12116750435.22,100872416253.01,51209312287.47,37687417038.70,11043191834.16,109880680194.30,60889929619.80,37166469818.18,11251816070.47,82453305721.09,41151500469.68,26971912783.12,7671501019.08,74122573304.93,34653440906.79,22513211480.16,6082891413.34,62655215219.51,29779786870.58,20593157254.06,4789605091.98,43972081799.46,19265546007.70,12256839606.19,2578717121.84,29536802590.39,13109201105.77,8733024196.27,1796416724.48,23645483609.23,11681255394.25,7365354376.75,2640527332.15,14524055170.56,7364264588.81,5167778254.25,1222593483.29,9188230897.40,3397207993.57,2857253434.50,660975406.07,4991099124.94,2365484009.56,1263452023.78,383422293.89,2586560239.92,1502883471.24,880689476.91,1356160289.20,683649818.26,530974428.43,1049730360.93,417643003.48,0.0
5,营业税金及附加,21840553947.35,9092895283.48,6009428564.08,1553892632.83,16122367869.58,7385481440.89,4575182601.28,2080716781.79,12456670090.05,5695828605.05,3958537715.62,1573336982.32,15035045088.48,7579480378.91,4945613622.75,2254463520.48,12156910342.35,6688641097.73,4809662278.61,1805806719.98,11147738612.05,5302027287.74,3521782447.18,1088867960.57,9522127698.60,4361099145.50,3037046163.20,692679253.76,8120267006.74,3611081746.72,2254090590.07,713205854.48,5073378235.80,2525770773.65,1772465288.58,527553426.29,3584210849.87,1512038196.46,1022375116.78,408161187.72,2536427739.80,1081518185.40,803045623.16,232241333.51,1545959868.59,759214203.58,600986974.36,129934380.98,839492587.76,431483645.53,219176084.92,62954186.82,315451898.58,154286610.91,93440199.00,155173237.64,63412126.03,50278258.80,86458987.13,34006209.95,0.0
6,销售费用,6680664007.67,3413326458.30,1980526245.37,977360863.34,5912207338.98,2903073163.52,1483448356.46,632171494.09,3866213661.81,2307736729.35,1327545070.91,539624849.29,3544878100.58,2359629539.74,1345692035.95,685696282.23,2731150760.10,1741866907.17,1037985943.13,499216495.16,2401924852.47,1672778688.11,1035104678.13,431484422.35,2185176436.97,1227088772.68,697988185.74,323813026.15,1645610859.05,970482839.94,561924433.83,257539182.06,1252532651.85,733984218.49,423524976.82,184214149.91,802836864.37,463044198.34,282636721.91,122255424.18,590781469.25,377142584.86,227627807.05,92917535.14,462402906.62,298461196.10,199999148.42,86036978.90,255595503.71,168953697.62,102716111.00,36388445.58,168302392.39,121869809.57,64626629.37,105061386.79,72649777.63,48023799.08,63922488.00,31620057.90,0.0
7,管理费用,4233044430.65,3087854043.68,1802642220.09,1002334380.98,3495447619.23,2293058401.14,1545991850.09,813534101.18,2844838048.49,1961125014.33,1221742978.26,626695867.61,2266511838.50,1711608100.48,1144080993.19,608976074.73,1871516542.06,1349268759.26,927777179.91,522993036.99,1722757392.85,1273522108.01,874529654.89,460211043.01,1575818588.79,1149879453.25,777583684.42,385627175.45,1222704124.65,834489822.18,539373601.27,286983536.17,750334697.83,520144789.01,323787741.20,158220161.11,572539028.61,336995191.90,220040913.92,105628496.10,456717182.13,279598678.38,182264683.67,92071904.10,311207517.51,252119755.99,184003560.27,92857995.14,208206124.73,143023302.51,95115239.29,50998246.94,115536623.84,91714824.08,59399474.73,79125038.11,68540801.20,40871986.89,54910970.83,35122173.72,0.0
8,财务费用,2581725737.14,3430135432.19,2330688127.24,1156564561.10,2584650271.32,2526396207.01,1791583615.34,940907831.53,2391762567.40,1346355629.06,756296282.10,519072861.34,2233925005.46,1514878461.13,1169205942.91,580773737.98,2327795718.48,1783943666.04,958452969.14,462788124.54,1271224134.26,1095690973.34,660930538.73,265321090.80,985531951.77,971121537.52,557866458.14,239213178.83,892093421.02,499735663.90,259168093.37,89522216.89,390274058.59,-6223207.23,-11849091.45,-8497563.74,-102416311.90,-28380154.75,-34285236.33,-21120499.59,-66172903.74,-21863363.34,-5096063.85,-7222598.74,-33216446.29,-19854241.05,-15915779.19,-10540144.29,-31933832.62,-8936351.94,-1111692.98,-414631.23,-6874051.10,-3834785.58,886519.23,2586552.73,2533114.40,1620133.48,1282621.36,1458291.09,0.0
9,研发费用,56258733.08,33768799.26,20788300.62,0,40945036.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,48457007.49,2351038928.99,-16517744.90,57609838.08,28759553.70,66119214.94,-127851.32,56392342.68,25809300.76,-40409531.99,-36602865.14,-33442767.11,-29523468.68,156255533.52,-36629021.96,-19948736.81,-12006784.97,562538228.05,-15435797.17,1439029.57,-15531394.36,59882558.32,-28197524.30,-24418250.32,-25616933.85,70794150.32,32365221.66,12736458.02,3698548.25,50620713.52,13026465.27,9148203.93,-1092841.19,9004173.39,-11674461.83,-5336282.37,-14800716.19,-274063610.04,-87627941.26,-90920497.80,3804058.09,304445369.24,-694896.64,-41040.62,-1449797.05,7420668.02,-1317931.15,-703511.29,-6115554.36,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,712897272.34,506890222.16,237100497.29,252235203.58,190424456.43,3051453.67,3051453.67,-301612.09,-586471.04,6889298.47,16461734.93,33545010.07,23652196.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-192966.50,-192966.50,784080.00,229996.80,-1152597.60,-1016690.40,-870328.80,-410335.20,1030471.20,1137628.80,532224.00,513216.00,0,0,0,0,0,0,0,0,0.0
12,投资收益,3701586708.22,1608876619.73,881356549.08,-51991743.35,2689748518.50,2016037436.07,936987577.43,238351844.55,1680426123.03,912500321.41,562142579.45,41083047.88,1246921177.65,726626946.87,398500732.03,112021136.69,992558766.75,408758451.24,348212582.96,47825818.50,1152793610.86,802904798.43,450478094.01,327064889.10,635052586.69,201417957.68,167207525.68,1337428.33,411368972.97,201478963.27,198684831.16,-2782019.49,-18188191.75,-10367664.83,-3314441.40,-8533201.48,42002079.37,52191881.29,51931553.65,784687.93,1632858.86,1414688.54,213563.28,0,97089673.98,93929673.98,93913992.38,39494000.00,207461475.23,130997431.77,80687555.56,40300000.00,199305496.49,-2360990.84,-1576282.38,-13291488.25,-280020.92,-138429.16,-978813.75,-79180.18,0.0
