,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,11722930231.05,6972439810.72,2949672482.77,13107106472.31,9746107446.78,6441679120.43,3009044765.62,11044025042.26,7841683397.67,4913088519.78,2176711156.25,7918467450.55,5666905808.43,3641217021.58,1568004729.08,8011222995.55,6069860821.17,4007429638.80,1740951956.36,8222643010.88,6046267927.40,3848941147.03,887712101.78,3846360163.00,2828890419.91,1856045698.15,882335376.22,3205220457.02,2309637604.55,1454634358.01,678469466.82,3222769024.79,2456957694.18,1610894230.94,777863518.69,2937660972.57,2152431919.88,1412244840.98,670107578.48,2156546031.02,1443145975.27,841174953.35,315540233.96,2501392718.61,2142338575.78,1456148824.73,657145755.27,2691086188.53,1936624627.95,1223819233.46,488813097.71,2052393954.08,1437533595.76,1028919325.70,570510616.87,0.0
2,营业收入,11722930231.05,6972439810.72,2949672482.77,13107106472.31,9746107446.78,6441679120.43,3009044765.62,11044025042.26,7841683397.67,4913088519.78,2176711156.25,7918467450.55,5666905808.43,3641217021.58,1568004729.08,8011222995.55,6069860821.17,4007429638.80,1740951956.36,8222643010.88,6046267927.40,3848941147.03,887712101.78,3846360163.00,2828890419.91,1856045698.15,882335376.22,3205220457.02,2309637604.55,1454634358.01,678469466.82,3222769024.79,2456957694.18,1610894230.94,777863518.69,2937660972.57,2152431919.88,1412244840.98,670107578.48,2156546031.02,1443145975.27,841174953.35,315540233.96,2501392718.61,2142338575.78,1456148824.73,657145755.27,2691086188.53,1936624627.95,1223819233.46,488813097.71,2052393954.08,1437533595.76,1028919325.70,570510616.87,0.0
3,二、营业总成本,11502340869.84,6858526126.73,2936562237.70,12869672165.94,9534317380.25,6292355338.55,2948297966.08,10738938806.73,7595467952.12,4770292445.55,2097221586.49,7722371514.16,5498596841.50,3549263181.71,1541086437.16,7955421849.55,6031816386.19,3974571493.65,1747410527.63,8144785243.98,5990478676.14,3818112856.52,893532072.71,3855581506.64,2840084268.49,1879341805.32,896525714.09,3307580700.10,2369916870.01,1503828126.37,697725882.38,3253193519.15,2474366761.95,1596009738.88,769912989.80,2880939944.68,2121292768.26,1395858966.05,660034691.19,2145591967.91,1426226111.23,830082714.99,328550064.93,2555900383.05,2094372103.96,1410751206.45,643607089.58,2608753026.75,1867184980.84,1177890498.17,476844196.59,1963992340.31,1384704782.18,998945692.21,550169339.67,0.0
4,营业成本,10809755212.67,6400451376.06,2738020258.93,12063963957.64,9013576031.92,5988899808.96,2821920792.37,10393708048.26,7362862465.70,4615747371.14,2010736476.97,7391595087.73,5272960176.31,3395323631.17,1470831095.54,7679499705.01,5824708851.21,3825320133.00,1684279621.00,7856494555.88,5775213809.68,3671778549.80,853554057.21,3692538068.37,2721524939.05,1796388231.04,854129316.97,3152097577.16,2261954028.07,1427291547.03,664616221.72,3125018378.54,2349154423.28,1533720784.46,740896346.26,2777496001.56,2048512449.71,1344222652.10,634564046.17,2067507703.94,1390315474.44,816010423.12,330496456.35,2447359280.44,2023136167.13,1360968003.85,615948165.97,2525162339.46,1802309723.75,1135797511.22,457753031.14,1892574471.42,1331585972.43,973146357.86,535262999.46,0.0
5,营业税金及附加,53143928.71,39398157.30,20885891.01,68594632.30,47849316.09,30689914.31,14068466.24,63089789.72,45440877.39,30237432.39,11392528.40,39096938.01,11999748.95,7398537.96,3010463.56,12999086.95,9452949.10,6137279.37,2309556.27,9492345.79,7180024.76,5058678.20,932129.13,6274414.76,3990272.41,3770615.91,188048.00,5566469.00,2063637.73,881510.99,410025.93,11151573.85,9665220.79,6875524.17,2255329.20,9200578.20,5239856.55,4510533.84,1722644.46,13279894.75,6857070.06,3456091.21,1638059.61,6270481.45,5249539.60,4728734.49,1595731.89,6495450.63,4172732.40,2249940.25,810006.64,7074798.25,4377362.10,3492776.08,1823079.28,0.0
6,销售费用,113617472.13,75477910.02,34032503.93,138685017.50,99064734.74,64100990.26,28870897.11,124468502.89,87836043.51,56991340.36,28019615.21,107341491.93,77198304.60,50848188.30,25003298.81,90777389.37,67226423.72,44997943.34,19967261.47,91158854.08,64666986.43,42147799.59,12152243.92,50542260.94,36654254.50,24124926.97,11866696.12,46826813.40,34620080.12,22403904.72,10684560.44,37933331.78,27504661.17,17496938.25,8298709.68,33023316.85,24648563.92,15402225.77,7308985.39,32294633.50,22824779.82,14646767.37,6394890.86,30931768.94,22701906.29,15306813.07,8362533.52,28071320.43,21962185.23,12822182.06,6529942.67,24515049.77,17530458.50,4961633.80,916029.57,0.0
7,管理费用,164672319.47,109579518.68,50790058.74,164348170.91,110510665.01,198880493.25,76825181.22,165511543.30,105863958.15,67402547.02,34225967.63,147387471.79,109798426.77,78353471.97,33745240.16,143419901.98,100838624.03,69950059.68,28694333.39,130763372.85,98669276.44,67641890.74,14745948.55,73527099.89,51706813.85,34340549.92,15015299.80,71154010.02,49826891.77,34429733.95,14844396.13,61951689.31,46667825.39,30809301.01,14399473.27,55599166.71,37582059.73,24191625.09,12299179.71,35350245.40,29850995.53,19527490.54,9674173.65,35523533.64,28479109.88,19667238.66,10730330.43,29653447.49,21329923.56,13673790.94,6360429.34,27485847.36,21283355.11,9149025.86,5169721.19,0.0
8,财务费用,29520026.65,17878987.02,7023924.05,9889663.94,1752970.89,-4155531.89,113584.45,-19257819.34,-17063922.12,-9463653.67,841525.88,22270537.21,18173029.75,11952840.06,4724962.02,28715589.01,23716802.60,19506117.93,6671573.33,50358073.42,40386355.71,28355563.96,8873763.98,32330709.62,24898466.79,17543057.68,10361227.32,27561835.19,19630019.17,12839175.11,6005438.94,15518911.97,10822089.36,6090495.42,3121735.09,5148104.27,4389097.68,2637391.80,3091771.26,-3211612.73,-3227111.08,-3278812.97,1012645.76,15504559.28,13105938.63,9384393.23,6517574.75,19171024.40,16817614.79,12711312.39,5031633.71,12578668.24,9691206.06,8264815.76,6212710.49,0.0
