,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1690361268.99,1284140368.95,330452490.92,2340721088.41,1296633647.83,721480553.45,171936989.81,1707006946.92,1404529486.63,1254191577.07,531120806.50,2904180768.98,1317662352.14,825091047.33,597358272.51,5745188661.75,4366900679.98,3037599069.89,1277866808.11,2848613068.42,1828158160.53,1244705403.43,815816446.26,2167976906.92,1299758772.39,1168970061.34,411697381.21,2670635607.05,2111689894.91,1401806776.79,434897485.26,2111239784.84,1435860648.04,1098565423.35,472445951.14,3141311394.53,2796987205.78,2258235337.53,1394426186.27,2202066455.67,1570532743.09,907561369.79,293846136.47,1591606981.76,1159501934.89,856779444.30,443507257.63,2856800795.95,1717315806.78,1067738785.67,513944050.89,2308916701.74,1460671449.85,967054372.92,509153426.16,1326577730.58,928461740.89,677224318.70,386316085.65,976061276.83,533735244.13,348308787.32,195250827.78,481392984.23,243812013.10,163684320.41,82299038.88,366530743.30,204022738.63,104121476.87,48128596.21,324235204.15,149105309.58,232601651.59,123478032.39,0.0
2,营业收入,1682333991.19,1278785326.23,328149020.43,2330529376.12,1289807197.71,719417871.70,171182237.69,1701872902.33,1400916067.92,1251553032.75,529346989.36,2895865810.02,1311303761.86,820510891.08,595236613.07,5736640329.66,4359983225.90,3033894808.64,1276077524.40,2841178892.75,1821191528.53,1239928005.39,814237318.17,2157277405.29,1290780392.47,1162728142.62,408494189.90,2649556073.62,2097366655.69,1395118378.57,431796014.22,2108514351.88,1435574020.04,1098565423.35,472445951.14,3141311394.53,2796987205.78,2258235337.53,1394426186.27,2202066455.67,1570532743.09,907561369.79,293846136.47,1591606981.76,1159501934.89,856779444.30,443507257.63,2856800795.95,1717315806.78,1067738785.67,513944050.89,2306410283.12,1459001494.02,965728014.88,508481550.62,1325123807.01,927238948.31,676658191.21,385864726.25,974803338.88,532820786.18,347994304.83,195194870.59,480544718.86,242671087.00,162785273.33,81346998.64,366086606.85,203941887.28,104040908.87,48110178.46,324073503.78,149105309.58,232601651.59,123478032.39,0.0
3,二、营业总成本,1286266526.47,974163698.96,309809497.98,2013272978.77,1124690280.39,640075115.42,194336982.45,1792875957.05,1468837964.66,1299552875.84,557314330.12,2743871913.73,1369358865.56,867940945.78,588763721.76,5534167384.34,4177118665.62,2946677805.28,1269500102.03,2842483016.35,1739318880.24,1218662457.94,789091801.26,1957968963.38,1090972025.91,998846023.97,326604855.83,2070987985.27,1632567028.17,1085673597.10,347181011.03,1663549179.34,1126291952.17,849902889.95,391276962.39,2534966177.25,2286009345.13,1826175825.13,1108009828.49,1808008996.57,1290542532.98,775994006.56,264171193.06,1273625543.70,911812187.97,658161136.90,339033372.87,2234600841.00,1333599522.87,809573309.25,393668263.28,1947479686.77,1180982630.58,768166343.51,405649271.57,1096010640.25,774148961.21,578731971.80,332684671.55,813107387.47,419708280.77,273979669.73,156593907.48,368903831.29,193971445.01,131547984.54,69998475.21,293539167.84,161386561.17,77594402.34,36180566.06,245745614.81,116557818.05,187251140.71,92008360.98,0.0
4,营业成本,885385285.41,680081811.02,216032053.14,1363537792.28,803285611.63,473326167.73,118988908.27,1418020570.39,1230180740.06,1125583721.42,466418082.68,2302868884.07,1060418013.58,637649953.78,473353910.82,4840549931.60,3702609575.50,2648418997.23,1133266701.03,2412965192.52,1539994425.43,1040595865.89,691441943.08,1594337387.80,829312222.37,760221668.25,216037434.72,1542853242.68,1217895538.62,832880896.01,240686663.34,1197509875.19,826143536.80,669256369.17,303992624.85,2095548942.17,1913076331.15,1530991601.24,951884243.98,1392853438.44,1030283582.48,616700405.37,195549139.47,948037681.53,697515945.24,519809717.19,270943912.08,1845011309.90,1101365323.29,679042779.14,333539850.70,1693712415.73,1006572001.03,650700830.88,344997348.54,922869987.99,658295569.17,497393716.21,290982493.08,705476169.88,356277368.28,231428793.50,134173557.76,316338143.41,161788910.92,110155211.53,58869740.86,252355561.18,136949690.99,63834184.42,29721997.88,217074484.61,103512326.59,164504115.96,75281217.15,0.0
5,营业税金及附加,194056149.06,149217102.38,19858550.12,202721919.20,113562924.75,32031233.00,8057766.10,99291913.54,49100885.72,42969911.24,23415873.07,187148699.97,84958936.06,63424006.78,47011997.69,430776382.16,319155781.91,210208008.49,80661276.57,217076846.40,138713670.11,99093154.29,62296036.24,261871562.59,190798666.73,170069542.17,60230359.23,352396235.15,270746774.83,155299165.61,53865645.73,283148911.04,185231331.26,96667894.17,42583093.19,287654974.47,271748932.55,221196762.90,114560105.24,236820991.50,126661467.81,73195235.08,23493015.57,129579156.49,93282829.73,69449335.66,35801291.15,271960398.33,145575636.34,69566078.43,33583600.78,150270294.74,95161026.52,62995636.79,33112176.78,84971737.47,58387857.84,42305087.18,23430456.99,60136849.53,34551384.73,22426778.56,12500957.49,27138834.02,13609104.60,9128445.72,4537352.67,20061739.47,11038353.23,5532494.54,2532861.49,17046553.69,7704311.16,12746309.35,6853030.79,0.0
6,销售费用,45699282.65,31009810.79,12435242.11,58067214.28,24429968.18,9797436.72,2438198.06,28042235.18,18244797.66,11199955.56,4012981.23,45093880.35,30985894.42,18887183.69,9102810.44,61540295.63,41541408.42,27042932.74,8466162.60,51289205.64,34640054.48,21823937.59,8598266.07,52036907.05,35789609.81,21222835.87,11043509.38,45568283.50,34139943.82,23981926.65,8479831.96,38476174.39,26512235.77,22466223.13,17222878.60,35599108.47,25406087.06,22771478.01,10478717.18,41373691.22,32701443.78,18215299.18,6613631.54,36138954.44,21566305.63,13165428.44,5063232.50,36373261.49,25673349.03,17793290.76,7818379.33,37402387.28,27814768.37,17175451.72,8999341.05,36381551.46,20445478.19,13484733.93,5889947.87,19776733.57,11100255.29,8001486.81,3550516.17,10519907.46,7309306.20,5400687.31,2649500.46,8555581.87,6068321.55,3813944.23,1420145.53,3561260.32,1700159.67,2803609.16,2516069.03,0.0
7,管理费用,64881493.69,46423934.99,24760312.64,81438632.63,59255242.40,41282061.42,23150570.58,79908808.01,63666685.66,46488309.37,25126622.11,79066380.30,70627522.16,45532605.13,24339853.55,73116733.43,58143370.31,38672359.84,24636537.99,71660514.92,57888000.97,39708047.16,21434905.55,70423992.70,56717104.09,40875176.88,23586003.88,74191066.41,62981609.61,42832283.84,24382531.21,82908228.23,61075188.80,41061838.00,21755029.06,73870202.77,55437034.28,37929786.92,20796047.77,71604869.78,47113829.49,31995622.79,17545939.20,74957492.92,60803311.47,37103833.70,19603888.93,63369820.13,46091004.36,32402546.90,13951398.13,55087254.05,41674431.57,31470195.27,15875374.65,43145294.65,30725185.16,22050600.73,10949980.64,25468901.09,15713348.69,10854399.92,5819464.96,13740709.89,10307437.21,6243367.64,3595745.02,12284030.85,7260532.82,4258459.87,2164742.64,6921368.22,3279852.89,6490148.83,5855728.04,0.0
8,财务费用,96244315.66,67431039.78,37029953.19,153807628.57,127046183.14,85040454.30,41507537.47,162420424.86,106338268.70,72010995.02,36797889.67,136507473.72,106411232.17,76564196.09,36827014.91,100457504.73,73288772.48,39413398.09,21324155.68,37139979.24,27923611.44,17659662.91,5444575.94,-267327.21,3941035.96,-129841.25,4718721.65,48666455.36,44326615.38,29721032.44,20000221.98,11931738.04,27865556.31,21457678.96,6935142.10,28795451.48,21689834.35,15036922.60,10683986.43,63225550.82,52691728.56,35124457.82,20890495.34,60198487.00,38029787.99,18110271.30,7152634.42,17365563.35,14199817.75,10215108.29,4840777.74,11007334.97,9760403.09,5824228.85,2665030.55,8642068.68,6294870.85,3497833.75,1431792.97,2248733.40,2065923.78,1268210.94,549411.10,1166236.51,956686.08,620272.34,346136.20,282254.47,69662.58,155319.28,340818.52,1141947.97,361167.74,706957.41,1502315.97,0.0
