,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,31615970392.18,19821604668.25,8207985024.63,38142770166.71,35940332698.77,20779360796.89,10314814865.60,40937016036.62,38156950396.73,23037074976.22,10667712062.39,49159759541.25,37350513186.46,21349048076.57,7896163249.92,39594894255.62,38630492806.21,24968004823.41,12426119677.72,63237670589.29,49005004212.24,35249834459.47,16971709707.17,81328562626.03,71616954367.71,47812890234.31,22327015531.79,95407588565.57,74894708997.11,52257639972.97,21648311212.14,69760574946.06,41168135881.70,25151310448.15,10666097231.85,38644175360.73,25182891605.15,16260456498.09,7399076997.06,21006278701.08,1732209076.70,1140179542.96,368773055.93,2768033289.54,1734433164.82,1139077604.45,521432075.63,2927030278.03,2066198752.17,1301487382.88,421243258.93,1981153067.01,1687016200.04,1124153743.62,425713447.31,1646133409.32,1347308222.25,791957246.04,293807135.00,1507877170.65,1054130888.64,675500181.31,214640180.09,1475195177.72,1077993479.74,666924819.66,214015897.63,1201772518.63,511478080.72,772118595.39,413492573.92,0.0
2,营业收入,31615970392.18,19821604668.25,8207985024.63,38142770166.71,35940332698.77,20779360796.89,10314814865.60,40937016036.62,38156950396.73,23037074976.22,10667712062.39,49159759541.25,37350513186.46,21349048076.57,7896163249.92,39594894255.62,38630492806.21,24968004823.41,12426119677.72,63237670589.29,49005004212.24,35249834459.47,16971709707.17,81328562626.03,71616954367.71,47812890234.31,22327015531.79,95407588565.57,74894708997.11,52257639972.97,21648311212.14,69760574946.06,41168135881.70,25151310448.15,10666097231.85,38644175360.73,25182891605.15,16260456498.09,7399076997.06,21006278701.08,1732209076.70,1140179542.96,368773055.93,2768033289.54,1734433164.82,1139077604.45,521432075.63,2927030278.03,2066198752.17,1301487382.88,421243258.93,1981153067.01,1642209513.85,1089299033.62,425713447.31,1638420176.53,1343613756.26,791516267.47,293683342.51,1506695285.77,1053546723.04,675169649.40,214624425.50,1474501880.77,1077479615.62,666541294.75,214000001.00,1200656283.64,511299039.92,772020989.84,413492573.92,0.0
3,二、营业总成本,28885095707.48,17964963163.89,7573444211.23,35286803962.62,33710004846.16,19660753605.02,10005058623.44,40549928436.93,36883151263.34,22318192323.19,10468372813.88,50209014830.80,37676591972.33,21702875278.96,7901189238.21,41599065055.66,38523894373.74,24822373066.28,12338833405.64,64633922301.39,48546385167.93,34903924405.38,16789109365.12,80166093966.32,70561035888.60,46985779847.83,21783852113.67,93086299385.30,72972358034.49,50749900018.37,20877052270.46,67313945420.69,39057492729.90,23898915496.75,10120895856.44,36646859931.65,23673959333.17,15332149895.70,7073088877.50,19631112368.95,1721130617.25,1131870280.46,364047582.05,2763585616.12,1721241298.44,1129342311.16,516691620.77,2919915627.47,2045472283.17,1289329124.08,415634308.17,1961123838.86,1645356606.82,1097134701.81,411855198.01,1596914051.08,1311122873.16,769093799.25,283906842.56,1440649955.02,1004002701.81,644637955.88,202314023.69,1411944638.60,1032621284.00,636533415.12,201827171.50,1137920619.99,481767131.08,726132675.91,398215738.85,0.0
4,营业成本,25534202645.61,15805899054.72,6661546862.73,30502109765.62,30610991352.73,17950143166.87,9232468141.95,35025382229.34,34535989028.56,20836501524.81,9870271012.46,45403044241.15,35825705514.88,20499597029.94,7323362970.35,37229558525.72,36495265143.96,23451224164.21,11699076083.99,60093210493.49,46728757412.53,33658964061.06,16221695209.63,77191164839.97,68656035085.04,45776998399.01,21193500543.98,89831395818.49,70785099636.10,49268702633.81,20272586956.07,64611770663.09,37420834331.56,22833738824.86,9684563311.56,35130115484.56,22686553875.05,14735747682.96,6780064594.19,18685798614.41,1603118723.52,1058250847.16,338439328.80,2581954489.98,1590266513.76,1041947098.23,479608607.51,2775889069.74,1908749759.21,1204806718.93,388119948.97,1847611567.25,1515691348.15,1003294924.13,387921434.28,1473403200.04,1231377036.66,722987622.77,265235415.67,1334306674.81,927527016.77,595909198.89,184179923.00,1297749666.33,946845662.46,587352822.84,185188162.95,1053443367.50,444381675.83,661517246.67,343248657.81,0.0
5,营业税金及附加,816577464.00,556898434.43,216318541.39,1101023944.04,797843004.89,403240064.38,142651766.53,758554506.76,499704480.75,306433794.47,107322038.13,518477747.93,235730593.64,142182410.59,61221228.93,309520100.51,236620942.75,163058408.06,80497680.47,151922868.47,93916610.30,65328954.84,29468870.42,150204603.91,102823574.70,69492262.76,35894971.71,185834717.69,127272150.30,90086171.69,38320209.15,182789737.59,115376045.25,71802355.96,42906626.02,98106618.69,72623621.33,42001282.74,16994791.97,83886398.92,44282835.64,28770727.11,8549507.08,77817149.45,48108420.37,31466507.66,13510289.75,66253274.62,52723751.58,31594833.19,10234458.78,48521492.09,41044528.93,26670580.56,9315010.91,35900178.60,27975939.47,15899260.01,6311935.32,36208011.06,26788060.20,19034425.81,6549647.90,46521536.53,34158532.43,21113145.74,6685044.66,35894598.94,16060076.92,24516671.90,12807703.49,0.0
6,销售费用,674061325.94,371747071.95,140514089.62,343097219.84,274466275.50,183840415.79,84390520.52,302523560.96,227666428.93,162189914.62,66597545.61,232188980.72,190676985.41,130781777.92,65806834.22,495728714.36,322234219.94,204309935.14,101018620.70,440139597.31,225953994.76,166133864.45,78374146.32,580650447.55,364578333.95,245936838.76,108865384.55,861409307.13,618863892.24,429318796.60,164084570.33,821745771.39,507890220.12,296097465.20,90664518.85,439921122.10,270816014.05,142999812.60,73737943.75,242127996.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,970922266.22,650918891.08,303933667.68,1258843491.58,923918388.85,565769421.17,271452645.28,1076110874.29,795085907.64,502339449.81,211239983.36,945439290.56,713436692.76,456769623.39,202193234.08,1093155793.79,740912997.04,502320851.07,218058382.83,1381782825.84,807894024.87,555292584.21,248877255.84,1225228355.36,842284408.12,520597123.47,276980349.45,1214492368.06,841094324.80,557195399.01,267112977.23,1015420382.76,622810896.42,414209073.81,191914558.04,670101621.13,458210892.25,295593035.33,138058628.21,489474315.39,63405569.41,35453418.34,16793017.94,72738389.39,59256126.08,32981728.69,14434275.94,64923487.74,50419197.34,25588101.47,13122640.84,57080296.03,41603534.36,33089050.98,16139016.35,82499967.65,48451648.76,28635742.23,11633633.26,66492599.19,46606878.38,28338029.33,10934730.73,63969371.87,48910163.35,26106677.80,9033288.77,45122700.83,19732582.02,38540325.68,39156561.95,0.0
8,财务费用,798174728.43,536562709.13,240618077.42,1424812139.43,1039141696.73,557760536.81,274095549.16,1427427122.61,824705417.46,510727639.48,212942234.32,1643914645.67,697668897.01,473544437.12,248604970.63,1630395189.50,718797844.47,491475544.96,240198474.81,1354176962.91,689863125.47,458204940.82,210693882.91,871480851.01,595314486.79,372755223.83,168610863.98,845264864.59,601728761.00,405677017.26,134947557.68,638893994.91,390581236.55,283067776.92,-4503593.16,277090067.53,-3071769.88,1399931.39,331572.53,114332883.79,7890683.19,5676799.78,836206.23,12406944.92,14686446.84,17078743.26,7266776.96,5565911.07,2589139.55,5790731.48,4901797.38,1786382.76,3253094.32,2145118.88,1234123.77,5110704.79,3318248.27,1571174.24,725858.31,3642669.96,3080746.46,1356301.85,649722.06,3704063.87,2706925.76,1960768.74,920675.12,3459952.72,1592796.31,1558431.66,3002815.60,0.0
