,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5914198692.26,4456577397.27,3002831848.03,1405695517.92,6218639534.81,4712551002.70,3130784676.97,1433839604.62,7303614224.03,5683968613.48,3743017532.47,1924347410.54,7325156147.95,4300903401.47,2853746727.04,1276145510.47,6357851234.93,4912192476.52,3304479301.68,1566282359.00,8166836833.39,6018824756.08,3999010564.84,2003515212.07,8538180584.15,6392920031.59,4151883624.18,2020002555.19,9022970213.42,6907692813.40,5010899997.47,2518959028.61,10229506278.11,7960388964.76,5525543462.25,2757817864.77,8121845836.17,6201649377.87,4200959441.94,1887852277.80,5622519598.55,4016720735.77,2473094617.70,1027666900.97,6095350974.21,5100191188.14,3493248714.61,1688462463.18,6018582027.98,4478533807.82,3041376445.59,1423496891.98,5040772693.91,3717563247.66,2408600729.58,1120687732.48,3715120844.68,2675626187.45,1759432054.57,778541476.74,2814695736.14,2067526288.36,1285104395.14,586308988.65,2116962572.68,1528885638.54,954461858.23,430288381.98,1361009736.95,1056139336.79,770787932.12,0.0
2,营业收入,5914198692.26,4456577397.27,3002831848.03,1405695517.92,6218639534.81,4712551002.70,3130784676.97,1433839604.62,7303614224.03,5683968613.48,3743017532.47,1924347410.54,7325156147.95,4300903401.47,2853746727.04,1276145510.47,6357851234.93,4912192476.52,3304479301.68,1566282359.00,8166836833.39,6018824756.08,3999010564.84,2003515212.07,8538180584.15,6392920031.59,4151883624.18,2020002555.19,9022970213.42,6907692813.40,5010899997.47,2518959028.61,10229506278.11,7960388964.76,5525543462.25,2757817864.77,8121845836.17,6201649377.87,4200959441.94,1887852277.80,5622519598.55,4016720735.77,2473094617.70,1027666900.97,6095350974.21,5100191188.14,3493248714.61,1688462463.18,6018582027.98,4478533807.82,3041376445.59,1423496891.98,5015839546.40,3697563027.97,2401328717.67,1117671169.62,3700021997.07,2665109417.65,1753264660.90,776423694.62,2801171218.25,2060489061.63,1280238691.11,584133883.30,2110087175.94,1524308085.15,951823050.71,429968830.21,1361543560.99,1061178533.88,771252786.66,0.0
3,二、营业总成本,5588145775.84,4161752919.47,2790102758.00,1300434210.93,6186524447.87,4706669723.52,3213169608.60,1545024292.63,7787523937.74,5876766141.15,3848804763.74,2039955527.21,7293257660.46,4072506797.08,2676253265.04,1210665163.52,6100256665.88,4687858956.91,3142115202.71,1518399781.07,7771009427.60,5662440392.69,3783676098.75,1887124716.37,8167769270.51,6095588044.13,3950069006.78,1940512086.63,8711140545.44,6644761181.38,4809289592.66,2432637266.20,9967713542.17,7721387610.38,5364321183.15,2675771734.29,7958719246.10,6081848650.61,4090747792.65,1813669654.36,5276252080.63,3744250898.11,2332180772.03,1022309380.63,6224484820.67,4999292003.62,3405936948.88,1637746150.35,5850375604.82,4345761658.74,2955087151.45,1380568714.54,4994853474.07,3691391062.97,2392906942.76,1097364271.35,3542942285.88,2512561717.32,1638417778.88,735195065.43,2690610871.77,1975088650.50,1222847219.50,554911751.32,1995471100.86,1439960617.60,910072982.78,414603921.13,1304965431.89,998935483.95,763636472.85,0.0
4,营业成本,4655501619.54,3499937661.99,2362753231.18,1136419360.48,5090616682.30,3895960627.78,2644872327.75,1254059194.63,6625583371.30,5122931968.88,3378610361.77,1780326199.31,6229411668.15,3459089168.08,2251448579.41,1022268511.85,5119794845.53,3973659599.17,2649273657.10,1275218691.81,6364032720.58,4666122541.08,3119629073.51,1607276112.39,6807940069.71,5163996088.94,3345907840.20,1675027968.72,7334227290.90,5681873709.41,4194501802.30,2134132548.76,8607746220.54,6687901562.38,4639578874.20,2331550736.81,7013405107.72,5446458143.48,3683758279.41,1633519468.78,4287001927.95,3177701547.20,2023138557.68,934462226.73,5494292528.16,4553511395.63,3084833996.84,1484914424.11,5258690809.27,3904440727.73,2653688390.45,1243443586.68,4489176318.28,3285174043.07,2088188869.00,967361936.25,3038414932.77,2133341069.42,1382062880.99,617881750.78,2233420614.43,1644827380.83,1030247356.57,469049776.76,1587990884.27,1146450723.53,720031888.73,327955007.08,1029020704.18,785155448.63,580865163.15,0.0
5,营业税金及附加,45061192.42,33273260.70,24617209.49,14592492.70,71364722.89,56553803.55,40589682.88,20664361.14,48775055.31,31457137.53,20024657.98,10063919.12,59592334.15,15165120.73,14301478.29,10652387.52,48182378.46,43310982.00,27194877.50,11600397.82,71553904.32,46760983.98,32112317.84,17014578.82,92980660.44,71753994.14,44590829.73,21109753.20,91929156.98,69381086.48,54232391.41,31591693.26,128327678.88,101277613.67,75790750.11,37851851.32,100317128.26,78190769.97,55575303.66,22267668.75,68724711.64,48802637.05,31596366.76,12123435.34,80239176.47,70689669.20,52928915.81,24922201.81,82548183.29,63073446.49,44678516.95,19930305.51,101663871.57,82753276.17,69371192.56,49781659.46,144208187.09,101193552.83,74168122.60,36233680.09,134458899.50,99392573.13,67633589.66,32292781.69,112393852.01,85067028.77,58467553.86,28668671.79,87833977.18,79904808.85,71929228.65,0.0
6,销售费用,365706891.41,267101573.95,178898595.22,71758871.39,344904897.80,269823739.89,182512851.97,79308295.44,405937967.65,274705965.14,170170602.49,87133888.69,485869974.26,292327871.37,215183166.76,96434693.86,526791002.17,387693310.42,250190982.15,128094545.15,615143498.96,424489510.15,271880138.82,130302401.41,579649978.47,324596649.98,191581225.75,84072613.22,465293998.62,239936818.28,176719413.60,87843164.36,286658048.81,226330077.60,165000344.13,98349090.69,282530783.59,202867153.74,128468348.93,64783257.01,233461667.61,154051568.19,90394719.77,33217794.91,215100683.26,163650236.05,111261133.43,51518864.55,222435271.47,167467181.63,114665569.12,48243493.13,179403374.62,133371437.89,86415193.53,31697685.70,161148173.59,116677792.68,78599015.19,32919869.71,105405956.53,77292950.18,43635983.72,18648875.35,81637271.84,57156572.46,35027133.08,17194911.78,54196765.08,43222308.15,29879385.02,0.0
7,管理费用,202087084.22,134481547.29,99529611.79,40420496.91,230339386.92,174709910.17,238461482.07,125353444.99,521853026.22,341763986.72,222631343.01,110288410.99,417803715.80,259552072.71,159614569.75,74620480.35,354141041.37,246428641.61,169299917.45,82874467.79,516129824.63,368646753.36,238182846.14,100188435.93,443843712.77,353837701.21,226761338.81,116253406.81,513993379.51,436310056.08,203345338.36,100077758.11,624441349.08,484228624.53,337870262.58,147470705.22,411662327.25,240906795.47,134774852.09,61449211.28,472921977.34,199086695.85,64733739.02,34659239.09,124764751.74,85479692.12,74357213.53,45697397.49,152399994.40,106681125.52,71811352.09,41820936.97,133636778.83,119018183.34,104419141.09,27597753.30,144538811.45,120435646.13,78377690.27,36780048.88,172989720.97,125619733.57,65728663.85,26871804.41,178585040.75,123861509.02,79354883.30,32605454.59,103505197.46,59447431.22,53259415.61,0.0
8,财务费用,92384668.52,71214227.82,52726299.16,32118938.47,105522029.64,76285337.35,61026611.43,45543826.98,120945122.85,81046677.18,45478948.15,26481962.64,48499591.42,14655869.01,3988775.65,6689089.94,14074439.84,20946167.22,30335512.02,20611678.50,140365789.32,104038592.67,69489710.99,32343187.82,165986506.72,129692610.10,89516772.53,44048344.68,227765106.66,188487206.89,151718342.75,78992101.71,298852503.03,205073724.86,129504944.79,60549350.25,142276711.60,97370553.92,72115774.53,31650048.54,191658502.86,158106115.78,115815054.76,55911490.78,186939721.49,121224442.63,77819121.28,30693262.39,127546330.77,90653916.90,56798062.37,27130392.25,90973130.77,71074122.50,44512546.58,20925236.64,54632180.98,40913656.26,25210069.83,11379715.97,44335680.34,27956012.79,15601625.70,8048513.11,34864051.99,27424783.82,17191523.81,8179875.89,30408787.99,31205487.10,27703280.42,0.0
9,研发费用,227404319.73,155744647.72,71577811.16,-16028759.31,292056168.43,182400939.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,1867347.77,51720559.89,50935365.35,45706652.50,20095169.45,64429394.41,24860405.70,11888850.34,25661146.46,52080376.68,31716695.18,31716695.18,0,37272958.51,15820256.49,15820256.49,0,63783689.79,52382011.45,52382011.45,0,77368342.40,51710999.76,51710999.76,0,77931612.77,28772304.24,28772304.24,0,21687741.83,16576007.34,16576007.34,0,8527187.68,16055234.03,16055234.03,0,22483293.23,6502334.04,6502334.04,-48064806.22,123147959.55,4736567.99,4736567.99,0,6755015.62,13445260.47,13445260.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,378804.11,17625.39,-2111576.89,-2228610.94,-2962046.53,-7074011.79,-5874064.77,-4117337.63,-25094969.66,-23515369.94,-15800836.62,-9121749.50,-11719503.83,1140000.00,0,0,20028443.51,20028443.51,20028443.51,18912443.51,2522510.73,3702572.42,1810572.42,1850162.33,780522.61,781817.04,703676.84,64490.84,1463000.00,1463000.00,1463000.00,0,1040600.00,1040600.00,0,0,449078.84,449078.84,0,0,842806.31,842806.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330000.00,330000.00,330000.00,0,440000.00,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,378804.11,17625.39,-2111576.89,-2228610.94,-15301769.57,-8160011.79,-5874064.77,-4117337.63,-25682969.66,0,0,-9121749.50,-12859503.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,251146925.89,233312670.35,176042131.27,109075618.34,39727152.18,7928778.01,-81002502.61,-109511497.37,-486941742.29,-216312897.61,-121588067.89,-124729866.17,20178983.66,229536604.39,177493462.00,65480346.95,277623012.56,244361963.12,182392542.48,66795021.44,398349916.52,360086935.81,217145038.51,118240658.03,371191836.25,298113804.50,202518294.24,79554959.40,313292667.98,264394632.02,203073404.81,86321762.41,262833335.94,240041954.38,161222279.10,82046130.48,163575668.91,120249806.10,110211649.29,74182623.44,347110324.23,273312643.97,140913845.67,5357520.34,-129133846.46,100899184.52,87311765.73,50716312.83,168206423.16,132772149.08,86289294.14,42928177.44,45919219.84,26172184.69,15693786.82,23323461.13,172178558.80,163064470.13,121014275.69,43346411.31,126811864.37,92767637.86,62587175.64,31397237.33,129181471.82,89175020.94,44638875.45,15684460.85,64264305.06,62203852.84,17951459.27,0.0
16,加:营业外收入,1845754.82,1134001.92,868160.90,549186.49,24517228.42,23686071.29,361968.48,58402.50,986294.11,22257870.54,14701518.30,6073575.99,136015641.60,9303039.84,7560638.51,5080818.58,15589659.20,8262197.08,5522008.79,4391480.59,12705634.09,12192905.14,9365703.92,2515272.59,5595206.41,3450743.49,2407325.31,1042676.15,15097464.26,7939045.01,4609570.43,4608410.75,15662190.55,12623910.85,7487190.27,4080714.39,20678481.85,9742560.79,8032039.59,2387908.94,5389277.31,5145859.48,1354274.05,529071.15,30418209.36,27030224.12,26266327.41,1769270.60,13712827.93,9112352.30,4138655.25,135676.60,2107692.11,1810273.41,1307099.50,7099.50,578101.45,404801.19,339510.31,81810.31,599254.59,573904.59,573582.59,572582.59,523699.52,413529.21,400136.05,0,101175.92,7132.91,135438.68,0.0
17,减：营业外支出,76842.79,48219.39,48219.39,675.36,3986663.44,3176043.61,1748547.99,416956.21,6974168.96,4896290.41,3423333.74,905298.35,16957621.63,12436564.91,9565079.58,0,2185089.32,677781.90,677781.90,600000.00,5920220.69,3203101.88,3172929.90,67374.69,1971676.80,636570.21,533421.49,43807.10,4796356.21,1723605.16,1660108.71,903042.12,5587936.68,3819439.84,2826721.84,161840.70,3128019.22,1413190.36,1351513.23,757111.10,1075649.83,826319.74,585325.32,150291.22,7960650.35,1346224.23,1272024.23,108745.73,58663737.43,925203.31,216932.64,216932.64,15068022.32,1599205.47,973157.68,359023.61,1796792.19,1166340.27,370118.49,307977.50,2397800.88,1676179.45,902061.84,892510.72,10221742.64,3928526.29,644320.18,100811.59,514577.39,4458963.51,251747.00,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,547801.07,488530.23,0,12281176.75,0,0,0,569684.35,0,0,0,4010397.37,0,0,0,727491.22,0,0,0,3854689.46,1067011.62,1067011.62,780353.62,5437923.05,3702098.21,2714377.36,150840.70,2982254.33,1352154.64,1350477.51,757111.10,781152.60,731822.51,528746.32,93762.22,6846350.35,231924.23,231924.23,68645.73,1961261.13,342727.01,2456.34,2456.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,252915837.92,234398452.88,176862072.78,109624129.47,60257717.16,28438805.69,-82389082.12,-109870051.08,-492929617.14,-198951317.48,-110309883.33,-119561588.53,139237003.63,226403079.32,175489020.93,70561165.53,291027582.44,251946378.30,187236769.37,70586502.03,405135329.92,369076739.07,223337812.53,120688555.93,374815365.86,300927977.78,204392198.06,80553828.45,323593776.03,270610071.87,206022866.53,90027131.04,272907589.81,248846425.39,165882747.53,85965004.17,181126131.54,128579176.53,116892175.65,75813421.28,351423951.71,277632183.71,141682794.40,5736300.27,-106676287.45,126583184.41,112306068.91,52376837.70,123255513.66,140959298.07,90211016.75,42846921.40,32958889.63,26383252.63,16027728.64,22971537.02,170959868.06,162302931.05,120983667.51,43120244.12,125013318.08,91665363.00,62258696.39,31077309.20,119483428.70,85660023.86,44394691.32,15583649.26,63850903.59,57752022.24,17835150.95,0.0
20,减：所得税费用,46692336.45,42424590.38,32326157.07,21175753.57,41986838.42,26568835.08,7539719.23,-7061071.91,-17936441.31,1594034.12,2189180.37,-593075.09,54685641.22,45162892.93,31360383.63,6718421.36,43793528.59,47493246.03,40524279.19,16108456.31,73337654.85,62739163.15,38012409.05,22596928.42,61752725.12,53971179.92,41387095.25,13162097.54,50638056.23,43426878.93,32220433.40,13653777.83,38765618.56,32867474.45,18212628.61,10325137.91,28497810.56,20748428.04,18941060.02,11377507.97,41370377.72,23228721.38,12129469.74,0,-9540744.65,32364765.31,28701787.68,13201284.26,16996975.67,46516568.37,29769635.53,14139484.06,20662217.72,8706473.37,5289150.45,7580607.22,55777098.22,53559967.25,39924610.29,14229680.57,48365075.54,35157678.03,25453478.04,11599565.61,55777098.22,29780832.42,16163272.68,5142604.25,25092687.68,20919096.48,7013234.52,0.0
