,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,29811543665.18,17886563447.18,8298789431.65,36860426938.71,29523519989.24,16654150875.63,7600957411.69,34549214923.83,25666641018.72,16193203443.29,7180042486.33,29738480177.00,5734198335.96,3479319978.73,1648854868.66,7292996799.50,4810854096.57,2911107065.01,1146070866.12,6061340486.46,4377344683.40,2783500441.33,1088847821.68,5607532509.20,4363470135.04,2756935033.02,1227142078.29,4829231752.81,3286880953.62,1923706412.62,824968595.94,4510662703.26,3274390513.74,2081157667.70,842879332.54,3960879389.79,2619410285.93,1648445695.43,659030861.34,2647536923.84,1937518867.98,1195133135.77,533200959.66,3126724262.56,2291212271.30,1473201892.30,636907313.59,3029455959.07,2162411537.76,1299587778.88,515287463.40,3009942231.85,2178559359.33,1358058276.78,512502034.07,2752712333.94,2382414449.73,2295526456.07,0.0
2,营业收入,29767077306.89,17858060776.92,8285323009.12,36800079676.44,29475633223.53,16622131887.73,7583054235.57,34489392397.40,25614897863.16,16159921500.01,7170508662.80,29706546454.13,5734198335.96,3479319978.73,1648854868.66,7292996799.50,4810854096.57,2911107065.01,1146070866.12,6061340486.46,4377344683.40,2783500441.33,1088847821.68,5607532509.20,4363470135.04,2756935033.02,1227142078.29,4829231752.81,3286880953.62,1923706412.62,824968595.94,4510662703.26,3274390513.74,2081157667.70,842879332.54,3960879389.79,2619410285.93,1648445695.43,659030861.34,2647536923.84,1937518867.98,1195133135.77,533200959.66,3126724262.56,2291212271.30,1473201892.30,636907313.59,3029455959.07,2162411537.76,1299587778.88,515287463.40,3004948685.72,2178559359.33,1355718876.34,512502034.07,2747527095.41,2377626010.15,2290453647.83,0.0
3,二、营业总成本,28397835402.83,17055469953.02,7986159464.19,35409390851.53,28514245576.46,16246232060.88,7568029742.13,33293578185.03,24688980140.58,15561395800.28,6901056329.87,28473048396.50,5422312772.47,3269209680.44,1571332430.95,6985308550.77,4573242948.90,2750466022.75,1092685343.27,5793256897.14,4156252595.40,2655196675.54,1044795532.68,5390109126.41,4162390753.94,2631325495.32,1180366532.40,4591750065.13,3094628730.56,1813587310.40,790202333.70,4278152421.64,3080132620.03,1961486656.51,793346506.60,3761117180.04,2455719498.19,1541915148.87,618781637.35,2452349826.14,1791967546.36,1113667032.02,500924005.58,2969304953.72,2172322176.82,1406820259.01,611122328.10,2900201816.27,2069675808.99,1246111149.76,495182003.46,2890744292.01,2083077130.06,1299867193.46,493941651.22,2656401103.18,2302094478.33,2206530459.47,0.0
4,营业成本,26225052411.75,15735895837.40,7380767319.80,32188078912.74,26402155669.69,15086615266.64,7001527144.30,30560685561.29,22726611992.17,14325822811.36,6408340667.32,26175815669.70,4890342552.83,2944140760.74,1401116306.37,6314478416.66,4158616215.52,2475472737.64,973179184.65,5247086555.65,3808536423.07,2441485535.81,945928938.70,4940752513.04,3868762523.43,2446832455.00,1085460395.93,4233516309.66,2857871429.02,1662693202.66,713013708.38,3957906143.55,2869260909.75,1822665662.38,733213806.87,3483220917.92,2284515702.53,1434490318.72,573199522.57,2266173792.63,1669828444.73,1033066427.90,463277895.23,2799273281.15,2032052644.67,1313129611.92,565192831.50,2732965015.02,1950634894.46,1169981276.36,474756735.78,2731297593.37,1986045714.00,1231393218.51,463514145.35,2548382687.25,2210306778.30,2122827366.71,0.0
5,营业税金及附加,37527811.80,22709978.14,12488231.26,58227971.11,37235719.95,25559966.30,10387097.93,53713122.65,34425225.07,20888640.09,8147884.25,37798830.40,6956587.34,3618575.03,1793416.41,8342749.85,6093569.60,3787686.60,1685758.48,8053207.73,5459070.47,3636950.17,2049102.78,5896570.03,4245857.19,2739757.99,1184469.99,5099353.74,3828739.13,2200313.51,1082927.62,4824900.74,3186529.96,1877390.53,558134.68,3697411.44,2598515.13,1305730.99,576944.64,2803084.86,1840814.96,1158773.11,395422.96,2166906.42,1383534.83,757415.45,211221.80,2452068.31,1526296.63,737914.78,272958.99,1754016.05,1068732.26,702883.84,400075.89,669759.53,254865.22,153996.90,0.0
6,销售费用,1390408987.29,811879696.66,381888902.38,1902565995.04,1249426506.33,692483524.46,332778270.90,1640606127.70,1136232536.68,704595348.03,364099596.05,1475004570.52,355405580.32,220469028.84,113910387.89,477060468.58,270781465.27,183019391.62,77354434.19,347729146.48,216292613.07,126283029.10,62143884.08,293323117.75,166463642.36,100178983.91,52114330.40,229322248.20,127351442.05,86914698.50,45231936.54,182761775.40,100341583.30,70239002.71,33537922.12,169051675.45,97161396.79,64446758.38,29278242.59,127265221.60,64737346.37,47682889.70,25219293.86,133522654.95,82258629.38,55701447.83,27901376.54,100656031.02,71439271.62,46679583.82,11628423.27,98045986.07,55657911.06,40013143.02,14110146.72,75321330.99,64459526.03,58938637.94,0.0
7,管理费用,682236776.29,413608264.56,184367270.52,766697758.66,570056263.10,371764685.48,177942278.66,814055319.07,585463759.09,380756023.13,141747895.84,634488257.25,165256021.73,93683143.44,45827298.67,145589063.11,121326551.95,81716842.64,40580009.89,149384327.68,121485213.64,74573527.66,31490680.68,128065206.06,105424220.20,69290722.62,31185279.88,111046329.96,94034405.74,58887189.50,27786003.14,99933536.08,83029576.77,47683926.98,21146733.36,83676392.77,64850242.18,35527019.16,14501106.46,60597841.12,53225395.95,25988962.90,12841238.77,59074760.47,44894048.54,28379192.45,12432969.17,55722612.61,38954809.76,25263195.17,6541839.21,49718041.11,30089802.52,21864260.78,13403060.00,28413101.49,18616264.23,17258267.51,0.0
8,财务费用,9391881.32,41449572.73,36724881.91,291201069.19,126799974.65,-3954231.05,81418020.31,138606727.56,125731971.22,69630785.38,4966948.42,-23634604.03,22981272.12,13093174.17,14776123.37,9112332.03,13860672.15,2413334.97,2762840.50,19600060.87,11782270.69,9710945.82,4547731.98,11756871.18,14819716.87,10493297.36,8863037.05,12470426.84,10319506.56,1757361.35,1971149.72,27576297.71,20991377.65,12675762.44,6380479.69,12128616.08,2446523.57,883947.20,-192308.65,-2125469.71,-153858.70,-849754.37,-809845.24,-31839436.31,9400938.97,6044694.10,4383929.09,6247164.60,7604046.87,3932689.98,1982046.21,9928655.41,7641337.65,5893687.31,2514223.26,3614223.92,8457044.55,7352190.41,0.0
