,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4327692677.72,1301306024.66,1174901695.40,882392090.76,7974908473.92,2195367331.37,2083779878.36,1001283217.09,6217396048.74,2247662003.40,2101761422.67,161587930.82,5921862182.33,1567489185.70,1367318172.73,1002025245.97,8436076254.04,2187616672.24,629603954.39,55112816.56,3486173374.38,212548619.67,118385352.56,40818326.01,996274665.97,593728517.35,476247297.45,53497289.74,1122229885.64,314512002.94,177013952.02,70239757.01,1518617551.96,1211668123.52,1036049782.32,767884473.06,1461326102.80,236149703.88,145613870.91,58080605.49,654760773.90,474483477.47,240150582.86,91727492.45,795216451.82,343720744.48,207466845.11,79189579.69,663975993.06,412764901.03,247834114.52,91658942.63,749138869.51,496253388.60,308226526.07,132707915.32,1103465214.35,823466308.06,563606599.09,314306988.40,1299186793.04,784646635.92,496633315.59,216074242.77,1134175848.17,722034509.95,474192836.12,255711473.44,812228338.56,562768991.89,365021125.16,181977680.23,667239676.61,328444250.04,667426117.84,333236328.42,739087237.68,355370524.83,782975191.17,418135504.06,684443577.53,343430438.44,846162356.12,431593488.00,955523825.32,496239700.00,756899600.00,387531690.75,886396071.87,0.0
2,营业收入,4327692677.72,1301306024.66,1174901695.40,882392090.76,7974908473.92,2195367331.37,2083779878.36,1001283217.09,6217396048.74,2247662003.40,2101761422.67,161587930.82,5921862182.33,1567489185.70,1367318172.73,1002025245.97,8436076254.04,2187616672.24,629603954.39,55112816.56,3486173374.38,212548619.67,118385352.56,40818326.01,996274665.97,593728517.35,476247297.45,53497289.74,1122229885.64,314512002.94,177013952.02,70239757.01,1518617551.96,1211668123.52,1036049782.32,767884473.06,1461326102.80,236149703.88,145613870.91,58080605.49,654760773.90,474483477.47,240150582.86,91727492.45,795216451.82,343720744.48,207466845.11,79189579.69,663975993.06,412764901.03,247834114.52,91658942.63,743894085.62,491534164.05,305914870.96,131007737.40,1093522934.79,814860186.37,556408871.17,310318697.43,1289206763.88,777215255.40,491386134.73,212980759.41,1124223506.26,714074781.83,468799466.27,252734873.08,803167568.94,555946784.31,360429256.69,179520434.31,660115154.60,325054874.85,659907683.55,329125516.25,733092144.75,352198585.26,775574661.49,414416663.98,661343569.68,339563058.22,825678963.92,429545447.00,946818526.66,495248200.00,754356700.00,386934408.13,885621588.69,0.0
3,二、营业总成本,3681111410.06,1095067690.41,839533735.39,581714439.73,6742854207.35,1938288190.71,1769311024.91,821250748.34,4852760749.79,1977301794.95,1784146689.07,210403674.78,4892181352.86,1354224339.58,1239921069.35,886677420.67,7481797299.33,2262339893.62,727948268.15,127706547.23,3306095662.46,385928550.47,226872359.77,86502414.63,1426941472.37,787856435.62,625401330.50,127785717.47,1053625407.41,465530722.09,270834754.14,118519466.58,1357394695.62,1013426102.43,833057181.16,569841491.77,1301479528.15,291918069.04,174557470.29,77217742.82,645293088.45,435645203.46,234969182.79,90373642.81,763571456.44,352226425.12,211337301.14,74145849.11,655527073.90,408834408.35,241589497.70,85092253.34,724366871.60,474584135.57,292471171.64,116732360.49,1037657661.25,767098513.08,518741559.84,281814803.81,1233598473.29,761920883.53,480695776.32,204422946.58,1125178621.06,720628021.92,472091797.68,252666140.96,787104850.53,559687998.92,362049747.78,179123067.22,677390263.21,329654473.35,685853268.28,352533011.17,1005694846.98,411898839.35,853302872.60,421271010.16,676158600.01,0,817099682.86,0,920319655.15,0,0,0,850835373.12,0.0
4,营业成本,2957538310.45,686095233.48,585801028.00,397647935.16,5385241138.72,1573030137.18,1484608123.45,641151340.29,4001196286.91,1642683441.46,1540348611.40,112958375.67,4011027574.28,1155448154.86,1030732845.06,757696299.95,6257013303.22,1859506376.00,531745466.25,44935692.30,2592871359.55,194358265.51,108262028.99,31595523.28,928648019.59,545855164.30,444445496.98,39838201.19,600249086.61,234254645.81,130239630.35,46970568.84,845087187.80,651009225.99,547427549.40,383496768.80,995744569.33,173281388.09,98734696.60,36948464.90,505089437.23,356740328.06,194735877.08,69526856.81,672361154.74,310120687.76,183750437.57,65143358.81,609043615.83,372057405.64,217284220.95,72818323.22,654325626.91,418551856.11,254253056.73,98778738.20,947510670.23,699291557.16,472758553.32,254321874.80,1116697455.97,675783448.50,424405465.80,179065000.08,1013654975.46,641724385.82,419649791.35,225797465.41,733711930.94,505053812.97,325672794.15,159996955.36,603222945.82,294960997.48,603847230.18,304830881.00,731524059.97,328094782.70,711489769.02,372556892.39,607267261.92,0,751139659.44,0,850704958.78,0,0,0,795511060.64,0.0
5,营业税金及附加,128910040.13,27658381.60,4055923.10,58014217.05,925387422.02,155387390.33,148931184.12,84204284.74,357461452.92,85959368.75,82192613.74,5257666.36,467758033.73,80163877.53,75882726.04,67159723.00,582297195.41,150921445.83,33098828.93,3238633.49,303787678.65,14319646.94,9489642.64,4733087.80,65570980.00,45653070.82,38508121.90,6079677.42,98116831.02,19709355.47,13287576.39,6063156.94,276428032.78,221383133.24,201315874.27,145025499.37,108001712.07,9972233.84,7402805.14,2101892.12,22133895.05,18557111.88,7667867.93,3623794.51,23524564.74,2905075.68,2128281.80,1147180.01,4618113.78,3206028.00,2632495.71,1872910.15,9349911.63,7606099.87,5739767.09,3964101.85,12619819.71,9172464.47,6179667.95,4258545.87,15102467.15,4790953.21,3146797.82,2017868.74,4717358.82,3255226.03,2013452.13,1225798.16,3446974.74,2292136.10,1508201.23,960307.67,2537560.55,1167006.45,3708950.19,817223.77,4822773.65,2080075.16,7539915.82,3628659.02,3866005.60,0,3141965.83,0,5300189.68,0,0,0,16304979.86,0.0
6,销售费用,162513162.64,81463242.19,51061373.25,16075181.28,119751578.26,56373734.75,37565513.18,20394831.72,79337665.08,42879477.17,29809572.38,13741612.53,117469525.05,60855631.97,41532985.54,17068975.63,158073963.14,61217972.60,34997609.82,13641412.19,112461809.53,49315003.08,25999128.07,8824216.42,55829507.38,28993060.55,15598878.06,3411516.61,34848581.81,21348720.30,10982909.24,4633182.88,41552107.51,27121304.15,12227073.15,3302845.62,29990518.87,23763499.46,17376805.85,9963222.62,30860909.06,18855586.20,8050605.75,6039508.52,25786201.78,14180138.48,10512440.28,3761993.39,12119299.22,7594484.77,6491323.15,3068079.07,26781037.01,19669169.89,15047843.04,7449863.98,28163398.47,21917162.68,15923679.66,11044026.70,41302810.50,25653263.33,17438579.27,9260243.86,40028311.46,26297177.34,18258356.04,9517117.64,20229590.57,13271969.22,8788075.29,4163817.88,20763448.53,8753782.43,11255060.36,5999500.96,25315181.85,13092807.08,29617775.85,11268660.30,18491764.08,0,20541334.46,0,25864239.12,0,0,0,14742342.71,0.0
7,管理费用,194574640.23,135049774.71,90558391.16,50671738.60,195670820.00,118592457.62,83572943.41,46226271.17,169659668.04,92912075.20,61291361.74,26990098.93,144448456.14,86113043.24,54623999.69,24467005.61,131483193.04,72631860.19,47343606.76,19956855.81,123583958.46,67604679.25,42753224.26,19610308.44,117285927.59,56228140.74,39846269.80,21623430.47,107460899.15,62535987.04,38279951.61,17103407.02,101563375.82,58031142.19,39930750.76,22178852.30,124745499.49,66368983.85,44193199.27,27402329.68,57189534.62,31607337.82,16536009.79,5846310.86,20088367.19,11679134.02,6987738.54,1864840.65,11434810.79,11054500.36,6608971.44,2991880.97,17023429.90,14783533.67,7491218.76,1217301.44,22955622.85,16614403.21,9585908.85,4704825.66,28290817.63,32389245.85,20778953.82,6673413.10,36771698.58,26217626.23,16405247.86,8280383.47,-1120996.48,15922291.88,10657901.76,5617815.06,19327183.90,9013314.63,37948831.09,23795313.17,84482407.41,33761309.75,86749842.56,27159697.74,38053492.13,0,35578068.19,0,46831848.54,0,0,0,24304201.77,0.0
8,财务费用,237575256.61,164801058.43,108057019.88,59536021.35,151866154.75,76016303.21,55917489.72,29383767.05,154443425.36,112128268.57,70301718.56,51511004.01,70855748.40,-1942389.85,39268862.73,22098665.01,129086651.59,108826719.12,74908935.04,42726348.87,76059751.88,57235514.84,37577627.60,21029565.57,204888479.94,110879167.88,87524285.02,57672043.42,210812663.24,128286982.70,78704853.33,44381857.52,92018819.49,55684688.62,33094271.17,16671712.73,41978435.28,18393105.67,6697398.22,1459712.87,11594226.85,10777929.31,9607865.99,6551812.38,19800289.39,14289244.47,9381264.86,3592897.29,18206679.33,15726157.45,9530186.59,4893898.78,16886866.15,13973476.03,9939286.02,5322355.02,26408149.99,20102925.56,14293750.06,7485530.78,32204922.04,23303972.64,14925979.61,7406420.80,30006276.74,23133606.50,15764950.30,7845376.28,30837350.76,23147788.75,15422775.35,8384171.25,31539124.41,15759372.36,32737399.86,17210673.76,49458457.14,34596498.44,17794002.06,6672242.03,8480076.28,0,6698654.94,0,-8381580.97,0,0,0,-27211.86,0.0
