,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,602008782.00,408077863.83,200458766.34,706819759.09,510392533.58,334359593.55,150976540.75,554309105.50,412128960.05,271319288.79,135080840.51,486099163.58,363853614.43,238817094.28,108471713.89,2070527588.63,1612987405.52,1004671180.21,471131618.00,1803428585.27,1277058850.67,833822334.05,483204028.88,2359247812.76,1649309375.71,1076313378.34,416555583.18,1060058987.06,890470691.09,751707673.44,416378826.96,3813489476.36,2998623757.99,2242562031.56,1240269703.41,4720406750.72,3606159148.76,2121248811.79,1231418730.89,3514494841.67,2340781936.89,1430584072.91,668251294.04,2793626588.90,2394005404.67,1555220542.37,832940646.51,3119745387.82,2211083434.89,1410051626.63,657117607.84,2492372417.20,1749918285.50,1128558427.24,541367993.76,2109661422.54,1598520508.07,1060289755.84,444798989.15,1895945739.37,1433244657.19,956167323.03,436071669.53,1104865914.69,704214140.25,429830516.91,213348156.40,586996645.50,488515846.54,307757036.35,131627576.90,547460589.48,289314560.14,569293606.13,279760764.98,268438843.13,106959829.89,224360090.92,102898693.00,187752219.88,93014845.34,196247159.08,145495514.60,102616386.80,0.0
2,营业收入,602008782.00,408077863.83,200458766.34,706819759.09,510392533.58,334359593.55,150976540.75,554309105.50,412128960.05,271319288.79,135080840.51,486099163.58,363853614.43,238817094.28,108471713.89,2070527588.63,1612987405.52,1004671180.21,471131618.00,1803428585.27,1277058850.67,833822334.05,483204028.88,2359247812.76,1649309375.71,1076313378.34,416555583.18,1060058987.06,890470691.09,751707673.44,416378826.96,3813489476.36,2998623757.99,2242562031.56,1240269703.41,4720406750.72,3606159148.76,2121248811.79,1231418730.89,3514494841.67,2340781936.89,1430584072.91,668251294.04,2793626588.90,2394005404.67,1555220542.37,832940646.51,3119745387.82,2211083434.89,1410051626.63,657117607.84,2475138290.64,1733132532.90,1118726779.20,536955632.84,2109661422.54,1585915424.43,1052438827.96,441702636.03,1889318348.74,1421836983.58,953965008.70,432836865.26,1099444672.95,699907937.48,428453248.56,211007944.36,582142120.41,485945450.32,306409661.86,130942634.47,546362455.74,289103262.32,568597433.05,279514119.69,267781459.05,106832550.70,224469453.30,102865747.21,187708587.44,93014845.34,196210127.82,145495514.60,102616386.80,0.0
3,二、营业总成本,564494621.20,382603426.30,194807649.19,681584226.64,494153964.46,326077953.31,151387713.47,545747044.68,402127842.75,264210530.34,130742941.25,475784204.31,355628013.81,234042824.24,103648248.71,2387676927.50,1866321042.98,1194182372.14,564009133.11,2231200268.61,1534507597.03,1027333253.22,585610001.64,2763206351.77,1893323333.58,1233563828.55,518803194.65,2426323922.18,1541087110.11,1158269719.27,587035246.09,4886661273.74,3587485197.41,2648342999.95,1299989998.61,5334193545.66,3580224015.66,2128019346.11,1207369595.22,3477924145.06,2254250373.00,1409098812.08,707296225.75,2976307580.27,2291378544.03,1486049881.08,789872611.89,2800884780.08,1977236506.52,1277105415.26,616944756.67,2396973683.14,1680392092.93,1087242340.88,524833623.42,0,1516149991.56,997353426.05,422822062.88,1767325915.35,1328577066.27,875936319.04,389415056.59,1038869777.92,666465529.24,408722228.76,202964488.87,553033966.25,455548979.00,288205251.47,126718897.12,512470384.74,267456865.53,515640407.31,248309676.72,244284169.84,96017196.73,183973655.45,93525747.02,166522349.90,0,177349295.11,0,0,0.0
4,营业成本,502301732.05,342245927.70,170013055.59,623169410.06,451568411.25,295051194.58,136313509.14,487270037.42,357756257.79,233048584.71,116583741.21,411265624.03,308123419.61,204776779.40,92911572.15,2030683672.57,1608144238.93,1016814603.84,488692096.58,1831133310.20,1325352842.34,879342489.41,524083876.30,2371315656.71,1662624181.25,1077346910.74,412331087.52,1211126959.21,970172790.00,801404648.64,453078726.44,3955878644.21,2996794736.95,2206887130.83,1151067636.23,4696832233.03,3197102987.79,1882491792.86,1084106741.83,3042518774.84,1968705584.93,1221469763.48,625613105.45,2555629596.96,2022671838.28,1316005734.35,701983803.15,2446991191.64,1713551889.56,1103289257.31,536378473.59,2080606641.66,1462340343.26,947100327.72,456828132.47,0,1327215139.52,873601828.04,370677461.99,1542735853.79,1168500027.21,770446943.99,340672928.33,900492567.89,580182973.70,359859259.22,176724784.33,481577597.17,422690143.63,267818130.72,117293833.17,469631839.86,246220706.30,486625340.71,232447934.47,226061920.27,87271528.70,172467630.40,88114072.61,151323906.78,0,163082203.27,0,0,0.0
5,营业税金及附加,6612615.44,4228091.51,2637286.63,5708087.65,3018906.42,1824935.16,0,6383312.69,3199346.75,2177590.01,0,5929555.95,3172097.50,3164236.40,1174606.13,7420283.98,6112908.32,3700785.85,849336.80,6252017.65,4798010.58,3631093.73,1949605.91,8456059.61,6041632.98,5246417.59,2329369.30,6781091.15,4207035.80,3915218.15,1251700.22,7732519.13,4493144.78,2679995.90,1319276.56,12854759.68,9055951.10,7639933.21,5363573.75,11794474.90,5797377.13,2951131.90,1505142.17,14633955.40,13321444.49,6269486.43,3958390.19,21751800.60,15844304.73,9591693.12,4750241.09,13026660.06,8919954.55,5060631.39,2522488.28,0,8661478.93,5907173.94,2625057.07,9783764.11,7637324.23,5134978.22,2483696.41,7150965.24,4478582.70,2362030.25,1265331.79,3676941.10,2810433.35,1806160.39,687914.31,2925907.33,1479730.46,2849888.71,1948497.90,1371538.00,712717.54,1579493.25,1227230.27,3448725.58,0,2943330.46,0,0,0.0
6,销售费用,28091489.70,15709891.91,7592636.50,24474745.22,17035652.16,10897946.09,4601299.49,20156562.27,14069977.64,9427746.02,4578536.11,19443972.58,13553225.18,8978132.86,3673119.91,41960127.55,32281083.22,21124473.32,10567475.30,37468069.55,26664030.12,18400001.82,10239097.69,57573649.96,40852472.10,25973640.19,9041130.84,12528361.01,12206355.56,10716517.09,6222430.12,78057690.07,58145877.95,39547430.34,23913473.80,122252453.77,77684495.07,42073568.63,22589101.25,83660856.61,46921225.52,25614601.00,10817946.05,39644476.61,27265776.77,17261161.68,8560323.13,40840301.83,29837253.51,19977107.61,10352267.04,38342329.74,27567126.09,16722600.59,7904502.75,0,24468839.96,16853073.92,5975433.47,27555872.67,18053535.16,10412120.79,3963471.66,10817444.22,6680308.51,2428702.22,1040695.13,3504420.01,1520227.53,817214.87,228507.95,1646879.73,788748.62,1263135.44,563968.56,328058.89,174422.39,308670.31,70171.75,1776525.50,0,3053140.84,0,0,0.0
7,管理费用,20824003.63,14305708.74,7821863.71,26800981.75,18838489.05,11596746.46,6292243.03,25876007.43,20340617.07,13889577.54,7144055.94,35863604.39,22813785.86,14409323.31,5987749.01,166245668.60,119411624.14,76383765.44,38960326.94,179120184.45,116524779.26,81898298.75,27976955.19,165910904.44,122972767.04,79000262.36,41221532.53,307799330.63,162720292.55,116057409.75,57019156.16,234305397.79,157519993.43,102338108.00,38327004.16,202023355.54,129804579.98,85107844.68,46941341.69,152096714.25,110310041.53,75399220.50,33792140.38,137430262.75,96477161.65,64443817.37,33632600.32,135247324.59,101263182.89,66617607.62,32203973.72,136504801.89,88910960.81,59395191.35,30866719.68,0,83165042.49,54226481.52,24704209.67,105660862.85,77741901.14,53004203.49,22812570.97,69389746.98,40100483.75,22297416.62,13091081.26,34811536.63,17593231.07,10446527.29,5544319.57,22489512.02,12544680.53,23699926.84,15709372.08,7096664.19,3458746.79,5001431.81,2281947.63,5376140.44,0,4765494.99,0,0,0.0
8,财务费用,3763533.68,4244321.22,3520819.54,1631958.82,1425137.91,4842485.90,2795927.28,6896833.74,4841342.27,2689393.34,1514320.00,-3126305.47,1946897.30,1313408.49,310082.99,94240606.44,76275689.16,51944762.12,25460347.86,100530430.41,72691431.36,46112271.70,21498766.92,130331062.96,88555093.65,58877857.98,29036469.48,193520732.41,163446283.36,147708906.95,76717975.48,356314885.90,247302969.42,170214557.20,82864734.88,264989085.95,161637586.44,107956116.21,45339822.19,184383711.02,119730618.87,82021416.07,36580666.41,198830691.85,131878852.57,84409496.54,40456280.82,144550773.79,111928999.10,72104313.55,34974543.93,128493249.79,92653708.22,58963589.83,26711780.24,0,72639490.66,46764868.63,18839900.68,81589561.93,56644278.53,36938072.55,19482389.22,51019053.59,35023180.58,21774820.45,10842596.36,29463471.34,10934943.42,7317218.20,2964322.12,15776245.80,6422999.62,7469809.30,4106897.39,9221150.36,4399781.31,4616429.68,1832324.76,4597051.60,0,3505125.55,0,0,0.0
