,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4711284890.86,3318243412.47,1623602556.35,5900332754.69,4663115877.11,3147745596.27,1533182546.21,6536179022.63,5116044560.70,3282264100.20,1592244331.95,4625612358.36,2952758178.20,1853003184.44,975900984.27,3966256238.90,3156578490.07,2189118643.11,1138172186.25,6444663675.77,5711300193.05,3772403457.24,1815254601.13,8140266159.43,5948417973.92,3858492298.84,1889280472.79,9139464741.86,6942279642.25,4895930741.22,2530283318.94,8312148905.73,6294718202.86,4482143662.15,2076640519.31,6990249026.87,5555207187.56,3656796717.85,1716931771.68,5342179755.29,3588305480.79,1309964129.51,643343244.68,2049147288.14,1273607692.61,747802329.94,357978221.95,1304013771.95,943286313.32,613152568.21,291269596.59,1192740759.59,928073334.88,570293045.50,227137017.58,1139992325.73,821004103.36,563156625.56,262363270.81,668266567.47,413745922.45,252450185.99,358309074.94,329513578.96,286524383.36,0.0
2,营业收入,4711284890.86,3318243412.47,1623602556.35,5900332754.69,4663115877.11,3147745596.27,1533182546.21,6536179022.63,5116044560.70,3282264100.20,1592244331.95,4625612358.36,2952758178.20,1853003184.44,975900984.27,3966256238.90,3156578490.07,2189118643.11,1138172186.25,6444663675.77,5711300193.05,3772403457.24,1815254601.13,8140266159.43,5948417973.92,3858492298.84,1889280472.79,9139464741.86,6942279642.25,4895930741.22,2530283318.94,8312148905.73,6294718202.86,4482143662.15,2076640519.31,6990249026.87,5555207187.56,3656796717.85,1716931771.68,5342179755.29,3588305480.79,1309964129.51,643343244.68,2049147288.14,1273607692.61,747802329.94,357978221.95,1304013771.95,943286313.32,613152568.21,291269596.59,1186853287.26,924518926.81,568001143.28,226162584.87,1139073689.49,820551452.87,563036873.37,262308742.24,657612121.93,411895090.16,251360955.03,353829607.10,326470983.83,282890320.66,0.0
3,二、营业总成本,3704178168.75,2629427666.10,1307738260.65,4525873480.02,3730236685.04,2521217970.51,1247745739.08,5263602351.66,4160486232.50,2637312484.95,1297926685.21,4639997729.79,2855464434.69,1816308259.34,991858712.06,5444333459.50,4082228798.49,2744215008.01,1313886582.30,6474694584.33,5664780359.55,3715196808.04,1765428180.06,7747109797.56,5706396305.90,3721716886.36,1786763909.01,8205465641.32,5990728938.48,4194148552.73,2156504716.66,6896379962.80,5097188623.14,3698428036.62,1786415711.36,5716122394.63,4395317517.24,2969865787.84,1468771264.13,4616693242.39,2954610921.83,1124563337.04,547686487.66,1641231635.06,1024693137.94,570794428.62,278248644.78,997146537.09,701700027.35,448625523.80,225595775.15,898200911.60,677546263.19,407072043.03,172691596.32,863727545.69,601098809.60,403444451.92,191394518.58,457482647.53,238951952.81,143499837.59,260534158.38,237598705.73,221296617.59,0.0
4,营业成本,2744505562.26,2031051482.59,1028657892.24,3196718437.42,2801317934.83,1912529655.60,939721526.39,3864628710.79,3311132570.35,2115741510.86,1027693665.65,3139119791.37,2276715178.24,1472890349.52,806805187.78,4437916102.21,3351597966.77,2294558846.16,1092117398.96,5470922836.25,4854952498.06,3240209184.07,1533834901.05,6738309132.96,4911835562.33,3307595777.95,1564529411.48,7098742858.64,5183921796.57,3746827593.27,1905049502.91,5877660148.09,4408263914.54,3299819609.41,1525684007.98,5092547172.18,3835778774.17,2630345515.86,1260674574.29,4041944806.76,2461250599.21,957667949.82,460205733.96,1378819774.07,849615503.00,485346825.99,237472604.11,867361572.82,610020644.38,389769085.13,190139143.75,723883107.48,543737726.99,320338866.87,132447878.51,712241397.32,494691985.88,334006851.95,156167945.06,368192925.86,185639189.51,111751415.04,203755567.80,186774253.51,175525480.76,0.0
5,营业税金及附加,122848372.92,88010411.49,44488413.71,167096116.94,132538368.30,91198970.85,46232437.92,181475911.01,134169356.75,88867802.83,43847353.15,152426936.23,67312116.05,41918517.10,22909899.17,80786736.06,64267690.60,44650551.70,22441439.75,88994802.76,68611029.96,46640680.58,22875092.36,101221481.01,76356931.26,47970764.24,22474746.53,117308739.34,96437548.99,67612213.28,36080427.20,111697062.19,87109480.87,61853199.83,30589465.64,95953848.14,73390520.07,48290132.28,23606511.05,75399245.41,48150909.63,16594992.19,9209982.45,23523091.30,14786730.75,8787693.05,4278226.51,16395912.07,11897895.45,7828994.24,3692492.28,15806882.04,12757560.43,7812080.65,2906864.47,14177061.58,10202911.26,6391814.54,3025738.96,7919253.73,5490403.95,3524866.27,5077479.48,4927472.66,4516746.29,0.0
6,销售费用,73369142.62,54860297.51,27458110.85,97897366.39,69705687.32,43722271.70,20557962.45,85501066.58,67197651.87,39885786.25,18781750.25,68752844.68,57463760.17,40744112.60,19718224.80,73717289.62,59963364.52,37617305.98,18161852.49,82218245.14,64929261.58,41255624.96,20156043.50,92641665.09,69556663.93,44483075.74,21647812.24,100364407.47,72226562.22,46287029.77,22349843.46,92905366.71,68278961.44,39818824.60,17823540.22,80485804.17,58412414.24,35020472.64,15049115.96,69879600.75,48016135.01,10805335.04,5662930.29,42799183.12,26611662.66,15422078.15,7784447.15,31296473.89,22707423.31,14866651.59,7247882.21,32361452.49,23917683.57,13932728.56,5520480.54,32484218.64,22807142.64,15313748.91,7019273.37,10834933.76,6387071.93,3859255.17,7569954.94,9016425.03,14067508.75,0.0
7,管理费用,537765832.32,376580187.90,184678757.53,564566017.46,543861672.30,413717438.22,206968053.17,797063885.82,523362481.93,306386336.87,151584488.17,363272747.56,316643559.76,157181301.81,104377553.97,635455192.96,474737319.55,194983883.00,132918860.91,645167888.25,560081331.22,308495700.68,135980799.37,739332982.61,576031741.50,261201910.11,142981978.93,829040399.95,593507496.28,308725171.65,186825538.58,751199542.50,493500119.18,275135874.84,200251160.25,407840554.28,400278952.53,241694459.28,169160606.35,387989754.23,351977482.88,119131002.91,64841359.05,165294510.24,119831635.57,53367680.63,25059350.71,81008831.33,57723303.45,34830610.76,24821307.02,128448347.96,98113964.69,65301008.20,31950966.67,109656888.60,75906227.70,49791725.45,25572418.71,69268315.77,40083278.66,23100702.41,41723149.70,34126567.67,24452833.30,0.0
8,财务费用,77993952.71,52741285.92,23604641.30,114420894.90,91139260.72,59439938.65,31336310.06,148889301.57,127316039.94,86613953.36,50717659.95,196796513.24,146219779.33,106135568.37,36572857.49,172608844.78,111556353.28,75805548.88,38230717.05,126489069.11,88388271.68,45257309.42,23329435.59,73196142.57,50680133.39,30379223.68,11286775.25,52902186.43,41053823.38,27248903.62,13917262.02,43494513.40,33843033.37,20413548.27,10189669.35,41295315.39,29842138.85,17309176.96,-307926.72,49053463.22,54622161.22,11289189.35,5456307.73,20091720.74,13692989.46,8022526.04,4115473.99,-718234.53,-4014751.31,-2803668.08,-1331490.95,-2298878.37,-980672.49,-312641.25,-134593.87,-4832020.45,-2509457.88,-2059688.93,-390857.52,1267218.41,1352008.76,1263598.70,2408006.46,2753986.86,2734048.49,0.0
