,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2345680408.95,200412819.42,138085503.80,62935123.66,386885446.48,269327878.22,214443690.59,144086883.09,2110016908.65,1140026724.27,710692967.07,682727608.48,955991357.72,554935630.39,430914248.67,147882946.91,430229229.71,143423232.87,51576308.15,18226806.90,411962798.09,318941707.75,265969552.75,128564865.55,721379754.36,549654196.85,394671822.15,157663041.87,1095363117.55,906945836.84,802872136.05,646968537.44,1137036782.51,153135270.20,11354984.40,1256800.00,457517949.00,98926710.00,14423523.00,2687473.00,80099000.06,70805383.06,55996822.06,23458361.00,820710905.00,817158019.00,216009659.00,193140.78,120470672.47,115636721.12,65206406.30,34887744.15,192550670.03,112218061.29,73608194.18,33406948.43,135382873.31,49998423.86,22644907.37,76000.00,54575912.18,50870899.53,50136373.84,42227413.28,201101940.60,150332419.75,103026290.01,52958289.80,234083034.71,147223659.46,108893115.79,192090646.33,84999307.16,131168673.05,106344559.18,0.0
2,营业收入,2345680408.95,200412819.42,138085503.80,62935123.66,386885446.48,269327878.22,214443690.59,144086883.09,2110016908.65,1140026724.27,710692967.07,682727608.48,955991357.72,554935630.39,430914248.67,147882946.91,430229229.71,143423232.87,51576308.15,18226806.90,411962798.09,318941707.75,265969552.75,128564865.55,721379754.36,549654196.85,394671822.15,157663041.87,1095363117.55,906945836.84,802872136.05,646968537.44,1137036782.51,153135270.20,11354984.40,1256800.00,457517949.00,98926710.00,14423523.00,2687473.00,80099000.06,70805383.06,55996822.06,23458361.00,820710905.00,817158019.00,216009659.00,193140.78,120470672.47,115636721.12,65206406.30,34887744.15,190040191.95,111584492.97,73493137.41,33278187.92,135302590.81,49921880.74,22566441.77,0,53316667.51,50674659.74,50049315.47,42187682.86,200833133.25,150136965.84,102866289.35,52922377.02,233851388.34,147064419.61,108813686.02,192090646.33,84999307.16,131168673.05,106344559.18,0.0
3,二、营业总成本,1851635463.26,293970810.38,193416029.95,87834511.37,501745656.79,356424526.50,242865520.24,144623445.53,1989133778.70,1144344068.39,707490882.88,636357189.86,886721112.32,457910700.58,358189841.84,142963236.85,442387580.97,159411038.10,61838013.39,21180192.22,386270915.12,301979929.54,248029903.41,122513730.44,690699052.44,532389328.54,382620009.37,159890574.28,1040225587.80,846205304.16,719975063.61,537280703.36,1109032912.55,206037892.50,84519839.71,46440273.26,345137116.06,96808542.92,32492033.22,20095741.43,60876741.17,62764475.27,49042272.33,16870051.70,789681535.19,614407433.16,136306132.78,1846843.21,131321736.27,124767467.28,69014167.95,36534995.55,182292091.56,111212362.92,72762625.41,33010159.11,129113504.18,57300767.53,27648283.97,5059438.11,159909971.63,78532872.93,70204479.69,51320412.10,427000662.89,185475188.16,104619428.94,55282650.13,206061100.15,131341605.20,95304329.22,168543737.02,71599446.63,108540097.24,83152761.70,0.0
4,营业成本,1109970922.22,115962200.58,77060505.87,34389157.46,228162791.10,169148577.27,132101190.25,94501556.01,1502556811.57,968229395.64,592204172.74,572354309.67,679131487.24,338961881.10,265165342.14,104805345.09,329723042.65,98053218.51,34507785.14,11890807.76,287404454.00,223154702.32,186425561.11,91311706.98,510196281.79,398666006.04,293537066.82,114667015.92,754579878.06,613871084.09,524673385.18,407409045.61,818409371.17,92998136.15,7834967.83,841851.11,214358251.20,44960280.25,5223950.12,2064787.00,42650358.39,40292679.26,33112473.25,9023917.93,652304538.90,482820888.10,96921893.43,0,134354772.98,113489541.16,63830185.64,34058722.43,169317102.19,100725246.32,65043871.99,28933178.37,103196690.32,42117552.78,17666028.90,0,113456367.85,61253715.78,56527897.84,44950627.69,242609956.39,137168226.94,82114241.46,41819858.45,138146824.73,93584009.25,72733299.60,121121778.32,50453907.45,74517704.58,58039896.33,0.0
5,营业税金及附加,503266217.80,19451997.34,14462036.94,7287148.48,9014755.27,15096141.83,11028466.72,5655120.65,263881163.49,58528412.35,38395313.33,36815263.02,78417499.51,53308496.96,45856177.70,13997655.97,34751477.93,15243952.88,5311117.38,2010757.71,39201534.44,32680077.27,27082533.59,12536479.46,71468756.02,52011298.40,35581628.57,14753371.60,111139036.20,95364900.05,92167390.90,83775081.95,138345500.01,23337426.87,3053409.07,114700.43,73203265.66,15305191.86,731669.81,86187.05,-19298023.29,1862786.65,1573118.56,520474.47,94643980.68,94211988.62,22013472.69,0,619831.68,493151.34,11292.55,10846.74,459051.57,30691.60,12863.68,0,132000.00,0,0,0,186995.48,84721.97,54728.15,38304.66,697741.50,536436.89,474469.19,181578.74,1579111.84,748797.86,422901.10,1101281.00,377538.71,1268692.62,2869055.22,0.0
6,销售费用,43338585.73,33738904.54,21572624.51,9699273.92,75720538.89,45224380.93,16925074.11,5767031.50,29803789.57,10943951.68,7424224.45,3306242.97,34437468.59,28865274.40,22804389.36,8495336.77,8017020.84,16873462.13,6928517.27,1599061.97,21221769.05,14678339.07,12277507.57,6320477.66,37791784.20,24212074.60,7898355.57,4677816.71,45316244.06,36323258.85,35166986.94,4677773.28,51673230.62,42804635.19,37392983.72,16960502.32,13924694.16,9716875.43,7832240.93,5825030.71,10105412.46,1811349.13,1263719.13,362913.13,2420541.57,2064244.00,1161419.94,0,0,0,664116.97,368419.52,1569749.50,1378333.45,1045269.57,1066228.79,4057103.32,4042331.32,3086886.57,969552.58,4163111.12,2006586.47,1729848.05,1178469.83,15988342.81,13385141.98,8313353.75,5176957.96,17179254.43,12676653.39,7667365.89,17010564.99,7936002.84,11815603.37,7824014.32,0.0
7,管理费用,125186605.46,79420612.65,49393477.00,22449320.12,106883585.85,69958598.52,51321336.65,24917178.36,147320972.66,79685852.58,52408613.56,19004013.08,96785421.02,38174755.26,23414304.50,10915723.49,38704971.29,23845871.43,15749678.94,7801024.46,27936292.47,19862808.60,13888965.36,8232791.56,31698752.33,22213351.75,16050850.74,9240897.72,46494876.08,37161115.35,21581210.50,13041991.94,41929474.86,33929415.35,25093508.34,17387205.89,37446235.43,26552437.62,18805106.97,12334042.86,28098152.66,19504103.23,13479899.68,7192695.69,48203173.34,33610622.84,15912107.15,1582686.94,-860620.55,9268440.20,4217184.74,2019179.60,9082042.44,7365785.30,5119475.54,2481547.33,19032552.70,9421183.69,5876951.25,3901392.98,38709563.37,13645897.58,10658035.27,4407745.62,166357496.51,33708352.84,13580896.04,7684762.17,45797453.73,21652673.44,12096568.90,24574308.06,10751091.99,17152554.05,13793685.68,0.0
8,财务费用,50788643.15,38159761.00,25701592.01,11726987.48,61511088.32,48290646.89,32551660.35,14810524.47,38293344.81,23821102.43,14183980.47,4880298.53,-5318934.42,-181141.42,2234466.09,4749175.53,10261831.54,5417915.01,-614311.40,-2121459.68,9487829.49,11501337.92,8291421.80,4116274.78,42441085.69,38040787.52,29863422.37,16551472.33,88908750.58,72086994.12,50533676.56,27524722.49,50112517.20,13156729.04,11332120.85,11133312.29,5964850.18,634853.68,227051.27,180312.31,224088.88,79699.19,261119.37,-229700.85,2032440.51,1993147.16,675102.34,264156.27,1646821.93,1516334.58,291388.05,77827.26,1864145.86,1712306.25,1541144.63,529204.62,2695157.84,1719699.74,1018417.25,188492.55,3393933.81,1541951.13,1233970.38,745264.30,1347125.68,677029.51,136468.50,419492.81,3358455.42,2679471.26,2384193.73,4735804.65,2080905.64,3785542.62,626110.15,0.0
