,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4341993928.27,2651343382.06,1468351587.53,2153115454.58,1531549673.27,998763600.00,473717788.81,2587008634.46,1808394687.64,977964832.01,371866055.05,2112104640.12,1324455372.43,867159539.49,337518079.48,1591158503.16,935785013.90,715159317.05,198889434.87,851581883.85,479904870.58,322398062.58,87650033.57,581618855.45,285054489.56,148470595.67,81261.52,573979006.75,40999699.21,28187068.99,15357722.92,49039906.84,35835222.53,22223584.73,7989827.05,64602258.25,43078629.09,29859598.53,12632972.52,21701498.96,6213759.04,974015.44,0.00,19476320.89,19216623.93,15117523.38,11970753.48,16504215.72,5598111.11,241700.85,220700.85,44315512.93,16379553.61,15018015.15,12260998.29,40665415.52,31782540.21,20012700.96,12918544.90,151504407.62,98721589.97,49909827.45,26890924.89,300704055.79,204280426.87,138006797.31,384416240.62,362762416.98,0.0
2,营业收入,4341993928.27,2651343382.06,1468351587.53,2153115454.58,1531549673.27,998763600.00,473717788.81,2587008634.46,1808394687.64,977964832.01,371866055.05,2112104640.12,1324455372.43,867159539.49,337518079.48,1591158503.16,935785013.90,715159317.05,198889434.87,851581883.85,479904870.58,322398062.58,87650033.57,581618855.45,285054489.56,148470595.67,81261.52,573979006.75,40999699.21,28187068.99,15357722.92,49039906.84,35835222.53,22223584.73,7989827.05,64602258.25,43078629.09,29859598.53,12632972.52,21701498.96,6213759.04,974015.44,0.00,19476320.89,19216623.93,15117523.38,11970753.48,16504215.72,5598111.11,241700.85,220700.85,44315512.93,16379553.61,15018015.15,12260998.29,39499364.13,31252449.60,18514329.90,12265204.35,150235655.40,97976715.25,49308954.70,26589487.19,299476510.66,203558647.40,137466317.31,384020509.90,362585416.55,0.0
3,二、营业总成本,4076501309.56,2512749237.53,1438550434.18,2279908052.12,1457287101.19,951520543.99,459160652.44,2318074304.33,1632086500.41,885045491.83,350979194.20,1659356557.98,1095241216.44,726932144.19,295753244.02,1321941645.97,839715473.33,586200650.60,183941728.50,523187824.85,299862146.31,191445682.24,63822981.11,276090392.54,150624152.61,86664131.39,17240390.98,263138758.89,39370555.16,27153772.91,14336837.68,46637341.41,32772666.21,20299367.83,7788622.99,63001479.27,40858984.33,29049521.01,12748315.07,34961371.54,7986593.60,3069101.23,2013608.34,27697562.19,25778161.37,17107706.13,9823313.01,32270347.97,25032120.79,9207952.93,3769694.42,189182800.51,29414748.85,23816109.76,15979939.41,98474297.90,57157832.51,30291557.33,15599169.94,135932123.02,82330970.91,45773391.84,25827914.14,264256205.66,187221570.97,128093960.93,347422730.25,326315870.06,0.0
4,营业成本,3323374972.62,1986135569.42,1263099507.81,1733206320.96,1258489230.35,833214277.05,397865019.47,1952611631.70,1396341991.53,750182693.58,291961205.43,1377450711.81,900026820.87,606723829.28,245818772.83,1057992227.05,663990297.10,479016119.49,157259806.27,356341134.19,200095385.23,140785810.59,63514275.38,162652367.73,92976480.22,53143531.90,84315.75,179542360.97,30370110.38,21104133.10,11604218.46,36491066.44,26949345.58,17005579.18,6441094.77,56059538.61,37640349.38,26717372.42,11414832.24,18244679.54,4564723.17,312083.52,0.00,15546642.19,16211190.05,10794670.17,7342042.06,15318633.95,6937522.29,44623.13,0,61536463.39,15884996.18,14586709.79,11882394.35,41024459.17,28001524.10,18544196.20,10090930.66,103349336.88,61896680.90,32746786.55,16502419.02,217413761.33,155258579.82,104048889.46,291410175.57,285046456.07,0.0
5,营业税金及附加,119023630.53,78611038.85,36087822.67,35893504.78,16849788.25,10005287.69,5098530.62,32458747.32,19276583.19,9632325.48,4120403.53,17652163.62,7216079.17,2219059.04,1091622.19,6917124.35,5673305.50,4545255.74,1849695.54,4116798.52,3042935.74,1851275.87,798395.51,847880.82,478676.56,247466.57,117961.70,831694.18,469064.52,312630.63,154224.21,662172.67,481857.40,328481.11,143087.87,644254.38,414120.54,244722.95,110885.09,289030.95,129545.50,33335.50,3085.50,184760.98,134199.42,88936.46,0,306417.61,829.50,829.50,0,37053.35,107198.40,107198.40,70.00,895313.87,646518.10,443771.75,297344.61,883424.30,530573.44,331146.50,119884.41,6684272.93,5762460.10,2854742.83,1667690.47,1649691.41,0.0
6,销售费用,24354595.26,16992752.49,8447880.42,3417147.58,1505009.62,1063747.77,723355.68,1946990.03,1476201.55,959674.90,475058.73,1355902.51,1018577.38,723234.33,177401.00,1174241.99,1070081.62,597120.25,181562.86,66629.40,0,0,0,14498.50,0,0,0,35984.40,2312520.58,1467613.62,828145.69,1453986.28,1011860.61,403933.56,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63696.94,855929.35,4000.00,4000.00,4000.00,8334660.84,7886216.87,768794.34,239835.88,6451416.03,5765776.80,4658171.98,3665713.69,14487932.18,8279239.87,6257465.36,27342325.36,20906729.86,0.0
7,管理费用,420057430.70,288381372.63,47567709.78,192710444.49,128656421.61,75151770.52,45663999.60,245576300.43,149108213.33,82752662.43,32697787.13,229483180.10,158150976.90,99780296.79,30375587.30,221092398.25,146547474.47,91424602.42,29039885.83,157960228.80,101302353.67,66602469.51,23600964.29,81679436.19,50047915.57,31445722.12,16429174.36,81018972.50,5265268.62,3226765.20,1766428.69,5618525.58,4360628.51,2577900.66,1205348.64,4110340.19,2805492.75,2086548.13,1221265.41,4347044.98,2600615.37,2031421.83,1327290.73,5025253.94,5441510.83,3644007.89,891667.90,1611375.45,9427803.56,3771915.87,1180513.23,8572396.84,5568063.00,3682452.46,1692789.36,36071824.10,13518705.67,5498849.87,1877385.16,17914743.40,9820151.72,5250432.72,3993618.36,18397356.40,12778422.82,11715861.39,22564074.52,14152580.08,0.0
8,财务费用,141771716.23,111605322.45,52862817.10,79036699.05,43626350.93,29812975.52,16794867.25,76286840.57,50762955.43,35465872.90,16440118.72,32810938.30,29676594.68,20089193.24,11138222.73,44458933.02,31682148.85,24692683.07,11150117.06,24801802.35,17907015.44,10836168.27,5524358.36,11566805.89,5713739.65,781608.63,-490292.73,-147814.37,-110177.78,-21138.48,-16179.37,-48348.23,-31025.89,-16526.68,-908.29,-1290.01,-978.34,877.51,1332.33,692443.43,691709.56,692260.38,683232.11,6284927.83,3149458.32,2099032.52,1049218.32,14787972.72,8665965.44,5390584.43,2525484.25,15310588.64,7850491.27,5435749.11,2400685.70,12148039.92,7104867.77,5035945.17,3093673.63,7333202.41,4317788.05,2786854.09,1546278.66,7272882.82,5142868.36,3217001.89,4438464.33,4560412.64,0.0
