,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6974865051.26,4828987512.80,3006269796.85,1280370180.04,5104612067.33,3681072808.64,2260838139.53,973591896.19,4094644605.90,2853361375.57,1717174772.81,724602662.73,3479301279.19,2499758323.92,1601387837.63,721789588.49,3603373823.29,2663397469.26,1692518104.45,704062431.68,3353542537.61,2302840466.60,1468492666.06,689752933.99,3359907269.51,2453744722.61,1570592070.88,730328334.74,3785998190.06,2701401813.89,1699315311.56,765312041.70,3488386875.64,2544798528.35,1507704072.64,604642352.39,2336971980.39,1549216482.71,958647831.06,414966412.44,1538604603.41,1046215297.22,655738524.19,315243101.21,2186555874.75,1717912953.21,2025417879.89,1327396934.74,0.0
2,营业收入,6974865051.26,4828987512.80,3006269796.85,1280370180.04,5104612067.33,3681072808.64,2260838139.53,973591896.19,4094644605.90,2853361375.57,1717174772.81,724602662.73,3479301279.19,2499758323.92,1601387837.63,721789588.49,3603373823.29,2663397469.26,1692518104.45,704062431.68,3353542537.61,2302840466.60,1468492666.06,689752933.99,3359907269.51,2453744722.61,1570592070.88,730328334.74,3785998190.06,2701401813.89,1699315311.56,765312041.70,3488386875.64,2544798528.35,1507704072.64,604642352.39,2336971980.39,1549216482.71,958647831.06,414966412.44,1538604603.41,1046215297.22,655738524.19,315243101.21,2186555874.75,1717912953.21,2025417879.89,1327396934.74,0.0
3,二、营业总成本,6745509923.16,4674994920.62,2922472687.88,1252672097.19,4987779395.46,3603425913.58,2222396937.51,964374755.39,3995690201.60,2776028742.29,1683021184.86,716584234.38,3305931728.29,2351894728.39,1509242102.08,693799833.48,3461844546.28,2538509901.36,1620041642.97,693478146.24,3210039717.22,2185905156.03,1400328678.17,674012126.11,3217116678.31,2344299714.58,1508235018.39,709622073.94,3634706842.98,2589214021.02,1625421222.22,732230497.62,3341544449.03,2435913138.18,1435697512.65,570130392.45,2189565282.42,1449380750.30,897349768.84,389356130.27,1412660586.46,948238198.65,597122027.14,298735873.16,2112461458.24,1651108178.28,1917510721.10,1238289939.31,0.0
4,营业成本,6376345187.99,4408881221.45,2747843457.24,1169945678.80,4633111549.43,3365227826.23,2083098928.05,909441458.52,3737548064.71,2601586766.06,1569713724.33,665243083.77,3022330346.34,2155034577.09,1378575960.03,618517813.95,3131797114.68,2320757432.61,1472904311.68,617162597.60,2936826529.89,2004915767.66,1284208871.81,614487041.68,2947986596.66,2157151943.07,1387221543.22,653562966.21,3340557326.54,2380057872.02,1493842458.10,669332072.60,3100436024.60,2274004504.14,1335563833.75,527535236.70,2037923305.19,1349086584.38,834223668.16,358980607.46,1261045615.39,848262573.79,529848535.34,262005828.91,1949130604.72,1531936488.45,1798935476.09,1148509204.07,0.0
5,营业税金及附加,27442415.35,20121657.06,14214471.53,7338586.86,24504530.16,14501319.79,10029819.80,4176833.56,23452356.48,16128362.39,10451901.55,4733636.26,23418356.84,9524680.80,5274995.85,2846271.02,9678668.89,5502705.55,4447054.87,4422193.65,9853340.83,6528088.60,5725290.37,4529954.54,10551821.64,6423078.55,5300484.90,4069509.38,10306932.64,4859262.90,3586692.07,3095786.85,4105897.93,983934.36,49303.60,25974.45,3283764.11,2473656.36,2317042.21,1014406.26,5398556.58,4139576.57,3077601.67,2000328.95,7769627.07,4855501.50,3784122.26,2030217.25,0.0
6,销售费用,158980000.30,108041360.28,64176053.30,18538764.74,136239121.76,78913201.03,44486717.24,12816160.85,96915179.84,57118825.88,35195690.73,10969865.11,98857795.09,62309564.92,35755389.01,21591652.53,105207171.94,62771154.72,39572572.85,17281998.48,84067504.95,50439896.67,28501589.36,11816893.10,89989965.32,57131105.84,30652032.29,12484765.41,101709517.80,70065244.60,35331388.02,12825736.95,86302037.81,52276631.55,29471118.71,10775218.98,69667429.53,44889857.61,25084808.63,13287533.07,58160341.79,34657703.42,25038994.43,13658597.84,53713931.14,40038534.74,38591593.12,29241518.82,0.0
7,管理费用,86227507.28,65530004.96,43734157.39,22779752.41,78600775.42,65077270.81,48872625.98,22850713.60,90024941.54,68905916.05,44770118.52,21513680.64,95730455.01,74266833.92,51001252.99,28578441.17,135696912.56,90561157.59,61400642.23,31761604.26,98659982.05,61991880.66,43080003.25,18790382.05,87587121.93,62773910.92,41473913.50,18190699.74,82706966.54,59214137.92,40796008.80,20326753.89,77035306.21,50278535.96,34885822.17,14752581.46,58087580.82,37967480.74,25202106.86,11532608.90,59560099.60,47355655.31,29608465.24,15364873.75,55917224.89,42573438.03,48244003.78,41766685.82,0.0
8,财务费用,78821269.79,59604115.21,42730239.08,21093641.57,80201060.27,55566687.99,32040679.06,11890984.77,44980744.46,30834477.87,20355168.87,7124881.31,55117542.97,43362710.45,28592819.24,13294295.70,65463547.35,46591983.78,31032061.17,15147119.70,73190015.66,54372493.54,30517823.69,14548797.39,72859072.63,51340351.49,32683257.40,14636274.01,85454440.55,63750866.28,41402424.73,19218695.32,58742803.61,36648941.91,23305905.82,7872148.93,16468133.09,11107434.76,6913642.39,2018764.87,22247835.90,18297408.53,14034186.59,7589652.94,35599943.03,28477503.33,24085022.17,16181578.20,0.0
9,研发费用,17693542.45,12816561.66,9774309.34,6661308.66,16724606.52,9517296.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,6314364.15,18397751.90,14622310.80,3868167.38,3198604.09,2768914.57,1454394.04,2534580.86,6999087.29,10477232.04,7396361.21,10041684.96,8971359.11,14001130.86,12325467.11,10685000.17,7702632.55,7442343.84,7657028.90,8295099.69,9839057.35,8142100.13,9479324.71,10903787.08,6677859.19,13971658.91,11266637.30,10462250.50,7431452.03,14922378.87,21720590.26,12421528.60,9169231.94,4135069.68,3855736.45,3608500.59,2522209.71,6248137.20,-4474718.97,-4485756.13,-1883409.23,10330127.39,3226712.23,3870503.68,560735.15,0.0
11,公允价值变动收益,-152964.94,35268.48,39390.82,0,-1284587.20,-575987.20,-270037.20,-590002.11,1735537.20,206472.08,135348.09,130500.00,-517000.00,-386500.00,-386500.00,-544500.00,849500.00,0,-1613400.00,1933500.00,-363000.00,-229750.00,0,0,-11000.00,-40000.00,30000.00,89000.00,-59500.00,-6855.28,529500.00,-888450.00,-2375000.00,-2637550.00,-2082150.00,-3075700.00,-224450.00,-2123700.00,-4048550.00,-2054950.00,3717950.00,1180360.05,1213360.91,1067850.03,-841000.00,-2272850.00,-248000.00,310.00,0.0
12,投资收益,4252724.97,4227721.53,3090744.87,122698.79,818124.52,-221687.35,1182642.57,302210.09,10492584.36,9583290.99,9306489.10,63016.43,1874000.49,1841872.60,1746048.39,40150.04,5574673.40,3391974.06,2857784.08,1001430.26,1483537.74,1867684.46,306281.40,158693.20,1182234.58,1203413.27,-301978.36,-96126.57,140310.83,18241.78,-190388.77,25827.61,-3704656.12,-3579976.09,543247.76,-235727.52,1507251.97,3335777.32,1811605.22,384893.76,1252577.44,486435.63,830324.06,531541.32,-213216.91,911587.46,5748946.06,21997809.49,0.0
13,其中:对联营企业和合营企业的投资收益,653097.86,1390576.44,633312.48,122698.79,-617790.58,-744173.85,-975083.82,-160308.65,18201.59,7168794.75,7170945.16,24046.43,95583.49,69202.98,52197.96,44662.50,92774.02,69159.68,49672.96,42137.50,84528.35,51621.30,39319.19,0.00,67450.15,47705.05,32929.24,18153.43,-415003.06,137218.84,63251.76,26676.73,149534.25,123773.23,35394.89,9191.79,233839.66,2178062.28,761575.14,86108.70,205677.33,-10495.64,12621.51,-10495.64,64981.36,51227.42,93750.28,118643.59,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,274733636.60,179118314.05,102299073.41,36910905.00,165531765.31,113367159.93,61475276.49,18936199.78,147775221.59,107818964.59,54169152.65,8211944.78,174726551.39,149318968.13,93505283.94,27485405.05,147953450.41,128279541.96,73720845.56,13519215.70,144623358.13,118573245.03,68470269.29,15899501.08,143961825.78,110608421.30,62085074.13,20699134.23,151372157.91,112199179.37,74233200.57,32218921.69,140762770.49,102667864.08,70467657.75,31200532.42,148689499.94,101047809.73,59061117.44,23940225.93,130914544.39,99643894.25,60660182.02,18106619.40,73040199.60,65443512.39,113408104.85,111105114.92,0.0
16,加:营业外收入,851159.06,1562915.00,94222.33,10926.63,685061.19,900583.04,392324.41,55505.52,740590.42,5267235.13,5982628.13,9660340.89,48435963.21,17830509.54,12457212.90,5741243.26,171236291.80,135595057.17,114861285.06,10822934.79,136305009.87,65369707.97,40740991.17,1465200.57,51218882.13,24193313.52,11638512.82,2072412.78,33340330.85,16691539.39,11341803.33,693371.43,12929008.36,12398237.74,7844256.23,352842.57,6130893.29,2176029.44,1542800.23,1384924.34,1066258.61,809006.13,593454.13,91835.89,1342428.70,734869.96,1538911.64,2772753.14,0.0
