,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,328519281.70,206707613.98,84886775.92,603628902.58,491621468.99,333024377.62,170150985.04,654119343.75,435007100.66,289264280.24,130376997.94,636100473.97,483918102.05,356402581.53,111103766.10,506255340.98,376664585.04,266827794.93,119009778.26,528028724.97,403718817.51,279646559.06,123593865.36,589275846.23,454306306.73,324944566.80,181332952.46,476770387.67,308624729.07,182966667.73,77704697.83,419433022.16,301672028.87,190415291.55,77230756.73,396667866.41,275652303.75,161462615.25,65789910.31,323075216.19,225963721.08,140560615.87,55778864.70,304751742.14,230363431.65,154710848.23,62697138.14,300181956.46,217819517.62,130187764.32,48405315.24,222853310.37,184623571.84,0.0
2,营业收入,328519281.70,206707613.98,84886775.92,603628902.58,491621468.99,333024377.62,170150985.04,654119343.75,435007100.66,289264280.24,130376997.94,636100473.97,483918102.05,356402581.53,111103766.10,506255340.98,376664585.04,266827794.93,119009778.26,528028724.97,403718817.51,279646559.06,123593865.36,589275846.23,454306306.73,324944566.80,181332952.46,476770387.67,308624729.07,182966667.73,77704697.83,419433022.16,301672028.87,190415291.55,77230756.73,396667866.41,275652303.75,161462615.25,65789910.31,323075216.19,225963721.08,140560615.87,55778864.70,304751742.14,230363431.65,154710848.23,62697138.14,300181956.46,217819517.62,130187764.32,48405315.24,222853310.37,184623571.84,0.0
3,二、营业总成本,370916529.86,238128143.19,113998095.86,841103748.01,442002443.52,299338023.26,154565302.26,556249122.78,360385046.30,236506556.64,113918230.74,571972949.87,438459330.29,322734491.13,102928325.57,461791570.32,332556728.91,231639955.86,103077938.56,479751483.07,344280250.20,232056579.22,107868267.97,562276522.92,428577289.07,312121686.00,176177332.74,484951988.55,309377901.42,186232770.50,82556161.41,411483720.30,282343581.73,177125054.30,74595488.59,373985738.28,252869313.37,149280305.48,61620486.06,284057570.88,191966505.72,119017213.45,48595340.72,267817100.54,198675892.12,133319112.98,56014372.81,256145610.31,183309309.11,109963100.97,42858583.75,194877995.06,172091728.19,0.0
4,营业成本,199080193.84,126114339.65,57214089.41,379100786.86,295579587.30,208160269.81,114905782.01,420011941.66,260369352.03,175486232.69,82600452.35,411406284.19,316062940.63,240201916.37,67588884.85,321912869.47,235920509.30,167733417.46,77558796.90,363837021.60,275824753.52,188271641.59,87296138.45,455213041.79,353983336.63,258957401.16,151249424.20,383696563.14,246938591.79,147468384.74,65186737.59,331199411.12,227373675.65,142978214.20,58622137.20,297242003.87,204328458.10,119572767.63,48007865.43,238292225.31,163907149.89,102098490.70,41584933.68,232554622.55,174664311.83,117587817.66,48695636.88,228070560.70,162919301.88,97276933.43,37108514.97,172280666.66,148272031.87,0.0
5,营业税金及附加,3990548.20,3047955.53,2092924.50,7340060.54,5492318.77,3719561.40,1746796.81,9524872.78,6258670.64,4032720.85,1661871.19,10061108.65,6052231.87,3085670.39,1168959.31,6022562.03,4349007.80,2979063.60,1002700.24,1040948.82,1060811.85,693473.09,77515.87,2266728.78,1696371.96,1190549.94,779667.64,2623200.99,1446046.11,530764.79,126020.53,2318935.01,2369470.88,1210930.22,225903.42,1176327.24,620536.47,306159.62,138165.95,569704.00,370947.52,254869.46,148490.42,565305.10,436020.65,335066.98,119961.35,842670.34,602730.17,366452.44,197711.70,335984.01,195400.38,0.0
6,销售费用,15364806.63,10008280.30,4285399.27,28396999.72,22161941.22,14423085.87,7066306.49,35977340.29,24537050.00,16165924.78,7235207.81,49929530.87,38274080.27,24472831.19,11820133.74,46943872.80,32769408.96,22344269.76,10716924.23,49671023.30,33623959.21,20951402.42,9868100.58,46209679.17,32051094.96,21105752.97,9094313.37,41367517.21,26823227.76,16416194.93,6903256.70,34257462.76,22455158.48,13984850.90,6359870.44,36811806.11,24103321.22,14347955.00,6253802.46,28996239.75,19472665.41,12514081.50,3617294.48,18377907.54,12221539.17,7464747.67,3359923.68,12880025.15,9573611.21,5901111.28,2639765.53,10675570.04,10556773.36,0.0
7,管理费用,36103424.00,21788176.60,11269790.35,58794904.38,30014074.89,26605493.75,12686190.72,60620116.61,43255864.54,27894295.97,13461243.28,59226496.74,44134395.12,28519407.20,13081852.82,62717522.25,45539301.23,30027222.10,12323811.50,56917515.68,35310862.72,23047064.00,12053716.72,50938709.98,39757106.59,29914941.55,15046414.78,54134744.07,34441311.40,22204999.79,10458369.30,43624462.77,30267862.35,19055224.23,9421559.80,39454384.65,25879773.29,16285027.90,8161118.31,20793636.48,12232011.84,7775281.11,3676658.86,13559116.68,9612344.05,6181900.32,2913753.49,10594462.32,7403193.98,4782371.23,2090672.15,8397727.24,8336790.99,0.0
8,财务费用,108455821.06,72065948.46,36830219.07,128197498.11,68666727.51,36773954.65,18497426.23,30455616.09,21768646.69,8732566.95,8959456.11,25827636.56,29577682.45,22054525.01,9268494.85,22548616.52,12887635.22,7461247.18,2126401.27,-1606401.89,-2443752.25,-1810617.04,-1427203.65,-851573.01,-477208.95,-613547.50,8532.75,-1186873.24,-373487.41,-489785.52,-118222.71,-1208946.17,-142630.42,-124210.04,-33982.27,-2671464.01,-2172265.24,-1341094.20,-940466.09,-4941040.44,-3780778.76,-3390019.14,-432036.72,1667145.84,1741676.42,1749580.35,925097.41,3542781.37,2311210.35,1636232.59,821919.40,2858838.02,4584806.50,0.0
