,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,11980153109.49,9290780498.15,6284709366.43,3341809272.15,11203963989.88,8636255475.14,5747599893.49,3009285562.46,10779258187.81,8207870020.22,5443462585.94,2758742855.18,9721544239.74,7367620232.51,4911046268.48,2355335131.69,8641891376.41,6463256148.84,4179725332.77,2116591711.88,7417906235.14,5564125226.15,3566508105.81,1732745963.48,6219885201.14,4371111988.20,2917593797.33,1489527276.82,5849960920.47,4400904162.68,2779612143.54,1224427462.24,4791513530.93,3546416960.57,2395114847.43,1286287520.41,4472857598.31,3233286135.32,2082885064.95,1045637417.90,3683247060.76,2670486403.01,1667802711.24,751451273.69,2938487360.76,2239980939.25,1535179966.20,752732185.97,2498556727.65,1833687838.89,1184464113.34,596516671.49,2081953630.57,1579024572.87,1076198774.28,592929647.31,2492439435.04,1860537408.47,1258576051.00,689273888.20,2353139561.27,1773153730.86,1204161554.62,639784977.13,1752007748.96,1134644883.59,552364003.31,223805158.09,711042458.37,920247232.88,307272800.46,160774904.23,677133277.53,510649062.79,363338470.79,674088993.06,486801405.11,389976131.61,316545746.92,0.0
2,营业收入,11980153109.49,9290780498.15,6284709366.43,3341809272.15,11203963989.88,8636255475.14,5747599893.49,3009285562.46,10779258187.81,8207870020.22,5443462585.94,2758742855.18,9721544239.74,7367620232.51,4911046268.48,2355335131.69,8641891376.41,6463256148.84,4179725332.77,2116591711.88,7417906235.14,5564125226.15,3566508105.81,1732745963.48,6219885201.14,4371111988.20,2917593797.33,1489527276.82,5849960920.47,4400904162.68,2779612143.54,1224427462.24,4791513530.93,3546416960.57,2395114847.43,1286287520.41,4472857598.31,3233286135.32,2082885064.95,1045637417.90,3683247060.76,2670486403.01,1667802711.24,751451273.69,2938487360.76,2239980939.25,1535179966.20,752732185.97,2498556727.65,1833687838.89,1184464113.34,596516671.49,2076203679.57,1576106205.97,1073657981.58,592254517.65,2488918119.77,1858519743.85,1256912048.09,688816703.68,2345798357.69,1769722559.78,1201725017.64,638575574.86,1752426088.24,1136142216.70,554330690.45,223890771.06,711647636.44,918227199.53,307518210.92,160924578.04,678817966.56,512050581.31,364121624.67,674605315.69,487466411.46,390529638.44,316545746.92,0.0
3,二、营业总成本,9913187246.19,7534744569.37,5102344152.89,2720349473.94,9680952663.38,7297121234.57,4829035897.34,2528401973.36,9539356686.74,7194789939.04,4745498623.89,2363907710.06,8815986651.36,6582206876.87,4370108450.56,2057336760.90,7823035952.67,5720305954.53,3652072823.61,1842429428.25,6713029826.57,4969244228.55,3149689230.05,1518600453.36,5576312739.17,3829574432.84,2548930274.69,1283687880.83,5358654688.33,3945867927.24,2488964020.60,1086006405.78,4198498108.78,2972777466.19,1968082662.71,1013436966.02,3386577178.24,2388799010.45,1522619283.92,759887526.65,2952871332.52,2152699341.70,1366286914.98,623094735.18,2498552905.96,1855780580.11,1261941452.15,613663208.47,2134599896.08,1514384612.04,979899225.47,478284745.45,1997585575.41,1434604597.50,975790648.19,517276429.49,2288035095.26,1645380752.25,1101963442.97,573959398.64,2112739924.97,1535842408.85,1023508172.90,523398142.58,1538571824.97,1010608688.68,473311871.54,157199581.94,561224729.81,779747337.97,267666633.42,115597905.99,518437342.64,380979178.15,276472490.87,552617912.85,455865754.20,336509480.52,256241631.43,0.0
4,营业成本,4270717427.61,3211640217.01,2155041998.13,1124120094.59,4214150545.04,3182641057.31,2116723055.97,1058534606.70,4008115022.81,2959423694.86,1993658149.61,980695291.74,3661963411.51,2729960905.66,1839392977.87,877859115.27,3426916571.12,2531284993.12,1643123726.50,816880758.77,3036009922.41,2267701113.51,1456482242.39,721855313.45,2463273940.94,1674426057.58,1151188943.02,593844956.31,2823454230.56,2125731841.26,1341083514.08,532484934.48,2255795827.97,1693129176.98,1158902123.69,616580005.22,1906495629.16,1374358959.91,879943688.12,442659191.91,1634792761.19,1197792257.64,747309274.70,345362293.55,1440100457.45,1130238364.18,798075075.24,394148700.13,1248717614.43,916390411.16,599579390.87,272831829.87,989680340.71,729288788.25,498585911.13,268527178.10,1159951149.31,865655404.72,582292940.44,310971749.94,1020335146.35,748370514.06,486042670.20,264078045.10,673101516.90,428161760.04,181799200.67,53510515.95,185796795.78,353388847.16,88063069.31,44673644.14,187610846.07,139965859.37,101241750.54,183330511.44,133877250.03,97918651.55,88279501.48,0.0
5,营业税金及附加,147402654.92,116640991.36,83331191.58,47874308.58,158609824.62,124073133.40,83842744.17,50234345.59,165627205.68,130732216.77,82357665.01,42697164.93,160017899.74,94323574.28,63589528.27,32730492.31,108786167.32,79574750.65,49812343.02,26704031.35,94251681.24,68420768.51,42843289.38,19600836.14,78183808.78,53633567.41,35452456.74,17598221.39,72270429.07,52640229.12,31325456.93,15046678.82,57682448.75,37881041.14,24239011.40,11549758.37,12859316.79,6820012.47,4050021.39,1688395.08,7376462.39,5621192.33,3740791.33,1736011.75,6432301.53,4392023.98,2939619.12,1239760.20,5225399.39,3826533.23,2584722.73,1189949.10,5117067.70,4205608.72,2747375.63,1217225.16,6295781.20,4037334.37,3032541.56,1235908.37,3807442.62,2790083.39,2098296.64,913676.18,3865790.68,2007315.81,842056.61,941603.98,1785733.40,1520209.11,604355.96,336892.90,1103486.19,764411.42,467916.43,444620.22,171022.63,107198.23,44980.87,0.0
6,销售费用,3962187663.67,3243737194.28,2275415785.74,1184168075.43,3978858549.51,3090843452.08,2046039395.12,1109491953.87,3963764314.44,3144548369.83,2054118602.71,1060917940.74,3738246421.75,2834296967.35,1850058303.57,890004417.40,3138780051.21,2334582403.86,1474323072.44,761338717.72,2742614053.88,2024658893.37,1284902987.00,596891244.89,2264002656.62,1605471531.76,1041286260.90,513623558.24,1781867233.18,1314115608.83,831458830.93,416221919.72,1357990653.87,906472900.97,565547250.54,281951259.39,998600154.24,707475647.94,446167905.93,226313632.20,837732439.56,626911930.46,393569108.55,178537962.89,630974681.11,455508750.17,292139905.83,139540949.32,482294257.73,342671334.42,214996521.59,114171817.87,604228488.59,436994713.40,304567378.04,157720699.40,664036819.69,490593341.29,331974000.50,169068005.49,739714064.43,515143510.86,357523963.51,175073514.48,618313328.53,410236323.76,208067610.23,84763015.86,298621999.51,324111068.17,147227293.27,55389042.65,250693664.99,185310114.15,133787943.22,287435946.58,261692468.66,176992632.71,135767977.34,0.0
7,管理费用,849133879.62,525105393.32,330706081.69,161179215.24,712870734.56,489831716.07,325746865.27,290551629.82,1181078820.63,798853797.10,512240507.68,239680685.82,1008196364.84,720109073.16,468455933.72,212274844.22,904691275.23,632402706.74,390849430.44,185317474.78,671040637.18,473089441.15,284161227.88,140827714.46,635730185.77,439564889.94,283482995.67,137938678.23,559612372.39,391022752.03,250120523.90,114015677.18,484205429.69,339697992.54,220152760.10,101375187.00,451406959.12,284950550.11,181067092.84,80577391.88,390199061.99,257209632.40,172319051.02,77700443.46,326622985.93,227938228.83,145387504.47,69294192.19,335710277.61,222806019.95,148875873.79,77713960.41,362461206.57,239626957.82,156923930.49,82264974.90,442129266.14,268182068.77,174980849.95,89227349.78,336279108.14,260201932.85,171135987.77,80592508.16,239280282.28,168633886.66,82854637.88,17898397.63,74811485.55,91220896.61,29597822.06,14501212.42,59567493.62,41925778.10,27187534.91,54704347.40,40724551.74,43169827.37,21863873.17,0.0
8,财务费用,-221845282.46,-141738577.96,-101770725.99,23735559.27,-167564056.76,-82692636.60,-58418237.37,6709908.07,87406964.27,89255792.46,65283112.44,31919152.87,116535851.92,101712262.53,67436883.28,37837897.15,133387474.04,99932572.45,64291408.78,38139770.52,112308333.21,81989683.49,52444795.82,29894756.14,52707108.76,41166992.21,25749040.68,16508510.48,72357847.48,57931472.01,35135519.45,13173138.56,-4245508.73,-12926263.09,-6520786.25,-2957303.66,522406.33,4851788.19,5277267.66,5462364.10,38448576.68,30443299.53,23222422.65,14671841.01,55394524.41,31614761.51,11608217.24,366995.13,30893457.15,29748827.37,16297726.72,8877323.34,36098471.84,24488529.31,12966052.90,7546351.93,15622078.92,16912603.10,9683110.52,3456385.06,12604163.43,9336367.69,6707254.78,2740398.66,4010906.58,1569402.41,-251633.85,86048.52,208715.57,9506316.92,2174092.82,697113.88,19461851.77,13013015.11,13787345.77,26702487.21,19400461.14,18321170.66,10285298.57,0.0
