,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,21887874447.35,16748985457.28,11770218002.77,6497892579.56,23867262859.27,18374971244.06,13004898344.02,7143824454.16,26743513679.75,20311331836.91,14071616455.38,7724188512.96,28087519979.94,21613691027.97,15097023558.58,8543634298.77,30832061062.35,23671171980.32,16534876058.11,9136383307.36,32205864614.42,24435626607.38,16995893252.94,9460303917.73,33746885959.63,25392655628.50,17567813449.59,9413323787.82,31859099548.90,23822402087.19,16166477573.70,8892718884.05,30403787639.09,22729042188.33,15543398625.10,8786826803.99,24343456921.39,17798700755.96,11971141844.74,6600274421.73,21163159558.01,15432917003.19,10221334031.96,5513195422.56,18849668539.31,14513855879.06,9800287678.69,5557597833.47,14968766420.88,11227513772.53,7505134638.43,4242678546.42,11289246172.71,8317564381.31,5444242048.53,3224055565.00,9007706390.81,6587429361.66,4481820330.92,2498954271.68,6675606231.41,4545109343.42,3095559515.73,1744560212.70,5354376893.96,3942031123.33,2651096395.22,1472902968.37,3184024240.21,2111291300.83,1378618256.47,768103276.06,2057196935.93,842379974.52,1424671523.67,682330335.32,1282065904.81,607647898.16,827422836.31,381440987.11,809650177.34,410288769.72,892205524.61,459867108.98,949265551.85,576766800.00,955552000.00,438819000.00,816558003.66,0.0
2,营业收入,21887874447.35,16748985457.28,11770218002.77,6497892579.56,23867262859.27,18374971244.06,13004898344.02,7143824454.16,26743513679.75,20311331836.91,14071616455.38,7724188512.96,28087519979.94,21613691027.97,15097023558.58,8543634298.77,30832061062.35,23671171980.32,16534876058.11,9136383307.36,32205864614.42,24435626607.38,16995893252.94,9460303917.73,33746885959.63,25392655628.50,17567813449.59,9413323787.82,31859099548.90,23822402087.19,16166477573.70,8892718884.05,30403787639.09,22729042188.33,15543398625.10,8786826803.99,24343456921.39,17798700755.96,11971141844.74,6600274421.73,21163159558.01,15432917003.19,10221334031.96,5513195422.56,18849668539.31,14513855879.06,9800287678.69,5557597833.47,14968766420.88,11227513772.53,7505134638.43,4242678546.42,10663549543.63,7825471722.82,5181032854.13,3051967080.60,8576566037.50,6259594731.49,4285804782.87,2382983069.47,6354451794.94,4318148721.12,2943859515.38,1654320135.26,5138424687.67,3794069119.21,2555530848.77,1417998821.76,3048986660.20,2001745083.93,1322337398.68,738021772.49,1980522849.43,811367836.32,1357857674.15,658068050.70,1237846877.19,590125673.76,816406466.14,372539316.17,803028526.94,406502668.52,888836154.59,458755223.70,947529636.67,576206100.00,953624000.00,438236000.00,815548320.81,0.0
3,二、营业总成本,20292080293.09,15524078412.92,10811814300.25,5919304097.81,22322429135.56,17200517359.24,12121682274.03,6651767526.66,25482360686.19,19359360276.74,13348677627.58,7269700787.70,27024074671.52,20684439850.69,14381974705.11,8146850472.58,29852831601.77,22764102722.59,15659750553.38,8707634008.19,30455418677.30,23046620022.16,15969826687.92,8878315489.38,32078468753.99,24100076486.79,16629317799.93,8896027930.44,30541527393.49,22712352173.75,15213311980.82,8338009522.80,29944944094.74,22239754953.18,15191627542.17,8581716276.44,24031872943.67,17489479136.85,11773715817.75,6536678135.05,21093017222.81,15303560676.69,10050222143.45,5470910767.74,18820060636.28,14486029952.88,9455954224.24,5382260676.88,14459790072.94,10822913682.78,7128559506.91,4105206654.28,10802254070.80,7942736045.19,5146013381.40,3118665805.85,8589665620.98,6288670391.96,4280003924.11,2400042438.21,6447426335.90,4382071286.66,2970474517.98,1671048443.32,5177405026.34,3807794212.15,2546129790.59,1408144009.39,3044391231.35,2007722559.39,1302834887.17,732304760.88,1940954377.19,788294687.72,1315378123.81,635131480.05,1191445388.16,563300577.80,754285280.19,340775563.11,739400945.51,0,826445540.77,0,887279437.32,0,0,404524000.00,779672574.20,0.0
4,营业成本,16118794546.34,12305306552.23,8609192295.68,4718941358.53,17687705427.02,13665062210.39,9634847632.68,5393170996.47,20697645316.53,15757300896.58,10879398685.58,5966528162.23,21814265199.94,16816631394.50,11694893063.44,6640295792.90,24162111777.41,18550399381.95,12899825879.37,7143755068.58,25354127930.72,19182754724.25,13277591336.25,7395379908.67,26793203129.58,20177262382.21,13926748421.84,7413691469.24,25529035567.88,19117801108.95,12807116201.37,6998541722.13,24749175316.54,18527568756.26,12660802892.55,7240221237.37,19731760186.23,14313452130.76,9608703041.16,5360005588.56,17244601188.88,12474666140.46,8142851883.04,4367897707.91,15181313006.61,11785742976.36,7931035340.25,4520322504.08,11921108455.31,9034863745.11,5996600680.76,3430100942.05,8995613949.46,6677537545.98,4358609110.29,2607902097.29,7244219883.00,5304107397.30,3602763812.98,2021770107.46,5365446642.02,3690281650.55,2507694725.40,1414401254.83,4405639515.28,3272274375.04,2194000008.81,1213198328.87,2571936266.69,1700555654.23,1101017136.75,621060303.76,1651346011.45,678955067.81,1129729298.01,547627503.95,1025031461.01,486820486.13,661649877.38,303633228.12,648694547.14,0,720583446.56,0,784424681.78,0,0,350200000.00,668216789.53,0.0
5,营业税金及附加,259443376.67,202461876.89,143021736.93,86484489.35,279597551.74,213113004.37,146327202.04,86284727.51,284836463.07,215723632.37,147099750.54,84505757.07,347324126.78,211861669.91,166304290.23,108674889.96,377178108.17,293063983.95,208103437.12,128208566.88,385874632.16,298860433.84,209184423.12,125353669.93,414944539.04,325356277.84,227587236.61,128056227.25,379835823.68,296269807.74,202538931.37,122336271.28,366930334.17,282640887.85,189406840.89,112214532.15,260583212.31,190756076.00,128436136.91,73316634.73,222290418.74,168716098.78,111426053.60,66706841.27,201617605.74,151937502.25,100765161.63,58907694.60,156132549.07,116580732.18,76134341.39,46203523.30,64397597.09,44769533.28,29698525.86,17998359.52,44264937.45,32401949.90,22013466.59,14040819.72,32952567.84,21264600.56,14618935.77,8827317.86,22212521.90,16692653.28,9902426.20,8401515.22,18848361.57,12595210.33,8490837.07,5134021.52,9471011.09,6042269.96,7628869.84,3834742.05,9309074.75,3201301.91,5117717.79,2191463.90,4601755.42,0,4041605.24,0,4785857.62,0,0,73000.00,33203446.00,0.0
6,销售费用,1339525620.01,1053856482.74,742980486.57,419892834.89,1517481122.75,1157948211.59,882750547.29,474711478.27,1714097699.05,1291356315.50,966332633.59,519893515.40,1800384673.87,1389501284.29,995400303.66,614967597.83,1874226538.10,1451460347.12,1043618965.01,631136593.25,1831098020.25,1389275935.51,1093049511.02,590240608.23,1830391096.34,1375576330.69,975562796.81,590253594.26,1682533201.68,1174758048.60,815951797.00,501204172.75,1817581200.70,1270651524.93,937205408.01,447881860.97,1500148740.76,1055004057.77,758848599.54,387347261.73,1209068057.23,842126796.77,591165933.85,346830805.35,744380508.42,537010695.28,376053255.97,219152683.77,497253630.79,329240938.15,200844508.45,160148267.72,378996108.46,233730983.77,133279672.33,90437814.54,252780093.13,191753466.95,135787746.09,78246916.18,234793690.54,164090807.59,115949834.06,66028303.63,176098514.26,123902224.21,85345534.80,50172818.30,112914657.21,198964656.27,53857294.97,32339917.81,77948540.49,35203618.80,56421960.88,35253678.08,49863797.82,33479509.48,29484203.77,15977763.31,35858447.14,0,49400843.79,0,43800838.78,0,0,22976000.00,35391779.64,0.0
7,管理费用,2601420720.94,1944338345.49,1307360900.81,678488663.88,2785779487.97,2130546429.26,1437210612.91,699925286.43,2603895280.39,1973168602.34,1336087716.12,700926833.99,2865125297.05,2209502231.95,1523821424.01,780780116.89,3065705228.90,2211292082.78,1479363220.19,788808999.12,2962215485.61,2250950447.04,1453643412.02,765760332.77,2995436886.41,2196251659.21,1471623318.90,745807273.05,2883775894.27,2085332433.31,1360660440.56,708577727.43,2793009214.01,2030123313.83,1322899398.11,732854017.85,2341236611.72,1780420332.12,1154545149.54,658081422.74,2238917475.93,1655706424.38,1111937675.70,608357395.18,2478738274.07,1852639530.83,947505147.50,528534889.98,1721567231.03,1206206344.71,767647674.17,436869970.04,1274676371.90,923768450.54,583642293.61,357474317.22,956859741.13,682643077.09,456921735.69,245097139.60,727059065.45,466367112.64,306606513.49,169274006.36,532048872.78,360827532.76,235328250.26,124662488.18,320254648.40,81752843.45,131350337.77,69165234.97,196284183.65,67255152.51,125817351.69,52157137.84,110896296.17,45195339.34,66688150.03,25620888.13,57352893.05,0,51519793.15,0,50562497.57,0,0,28420000.00,35424044.77,0.0
8,财务费用,-27103970.87,18115155.57,9258880.26,-8131086.81,-17607127.12,19846571.05,8235147.24,-10966141.17,21621081.06,15916204.07,11726032.02,-9976359.99,6309079.25,-7486976.15,-8009682.34,-3515269.08,-6659786.28,9415433.24,6282053.76,-9229957.29,-38926186.39,-29457177.14,-17121847.49,-7449241.42,5723154.07,12668097.73,12063992.96,9818096.11,60070076.64,48667095.24,34099103.64,17344061.82,134954750.38,107129840.43,65905481.47,32877874.57,147521155.74,110022523.61,81248649.65,40164987.73,153809575.13,132907215.04,88982251.15,45267695.13,175486010.38,130612196.81,87226907.21,46112594.56,121501657.23,80977940.56,51476789.96,31883951.17,88570043.89,62929531.62,40783779.31,44853217.28,91540966.27,77764500.72,62517162.76,40887455.25,87174370.05,40067115.32,25604509.26,12517560.64,41405602.12,34097426.86,21553570.52,11708858.82,20437297.48,13854195.11,8119280.61,4605282.82,5904630.51,838578.64,-4409497.47,-3741581.87,-4757402.27,-5396059.06,-8978199.95,-6647780.35,-7106697.24,0,899852.03,0,3705561.57,0,0,2855000.00,7436514.26,0.0
