,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1495721446.00,1038802213.20,652686826.25,2837897217.00,2267045260.87,1712097987.18,951451855.10,4448565471.91,3330894120.04,2229529763.62,997719926.71,3241039805.84,2457811760.74,1944297411.75,1279595818.38,3067939918.52,2344137318.90,1557056992.57,685008692.73,4559520397.97,3532272708.64,2458050349.77,1114703296.16,6497414936.85,5434179463.69,3780381019.20,1941208738.93,8149834153.29,6286854363.88,4328221628.77,2236921000.81,11992039858.72,9453898037.90,7137031825.44,3617547750.75,10331978966.56,7259017688.22,4968949573.26,1794643932.62,5316669891.08,3858073567.33,2461932902.76,1059457479.10,5890762190.15,5132444455.26,3910343504.55,1996755469.60,5072104098.26,4042647812.62,2842274990.47,1241023396.37,3393857207.55,2712704773.66,1969798443.97,894309066.55,3155359391.21,2524197323.13,1901727319.94,921923800.52,2864388336.46,2229947601.93,1687794566.60,972122841.66,2572827200.71,1836365206.42,1242977854.14,552640821.05,1671909108.67,1216670950.74,816293046.68,369658624.06,1068557828.66,541156328.70,720735575.11,330695486.25,558096487.76,307067212.05,530431496.37,263167756.64,575458236.06,338587885.02,607827862.55,278417400.00,606453211.27,350163900.00,609364000.00,325185674.94,681789720.68,307467248.88,430819164.00,297684510.00,-1413818.00,0.0
2,营业收入,1495721446.00,1038802213.20,652686826.25,2837897217.00,2267045260.87,1712097987.18,951451855.10,4448565471.91,3330894120.04,2229529763.62,997719926.71,3241039805.84,2457811760.74,1944297411.75,1279595818.38,3067939918.52,2344137318.90,1557056992.57,685008692.73,4559520397.97,3532272708.64,2458050349.77,1114703296.16,6497414936.85,5434179463.69,3780381019.20,1941208738.93,8149834153.29,6286854363.88,4328221628.77,2236921000.81,11992039858.72,9453898037.90,7137031825.44,3617547750.75,10331978966.56,7259017688.22,4968949573.26,1794643932.62,5316669891.08,3858073567.33,2461932902.76,1059457479.10,5890762190.15,5132444455.26,3910343504.55,1996755469.60,5072104098.26,4042647812.62,2842274990.47,1241023396.37,3383268194.89,2705276770.04,1965428959.12,891390423.52,3138293814.10,2511583508.37,1890937910.20,913693105.21,2858373962.44,2231332673.84,1687991551.69,971400705.10,2566149096.66,1832790719.06,1240611812.49,551382551.39,1658516287.75,1205927906.15,810150415.17,368163392.19,1062394301.38,538551704.73,716803166.34,329088329.16,555161779.98,305893150.69,529065686.42,262332198.98,579226612.00,341049777.97,609008691.61,278856500.00,607492926.66,350953200.00,606538000.00,322098847.11,706389987.59,313044712.81,433427551.00,295665700.00,0,0.0
3,二、营业总成本,1705653570.82,1202601854.91,633250835.97,3088834267.34,2353879962.73,1745082857.38,915035463.24,4414586693.82,3351152086.62,2236531262.28,1020059109.71,6054882490.35,3093204484.40,2222684787.73,1369067543.22,4259833741.13,2688534393.08,1785799067.28,802172562.18,5075804965.24,3764645245.61,2550324599.83,1176766235.74,7230115734.68,5651549022.64,3873483404.39,1982033051.94,8414860076.47,6279828702.97,4275940103.92,2187670832.52,11475853333.58,8849618651.86,6610719965.45,3327063746.68,9628141416.22,6652089301.50,4484228538.31,1631342835.46,5204415417.76,3772660256.48,2415563877.55,1049153820.52,5697807645.69,4922430166.62,3750475029.31,1921905335.82,4841367215.25,3859782993.41,2730015205.39,1214057661.61,3367557788.56,2660789063.36,1934442648.28,882515630.44,3110565825.88,2478713245.15,1858351204.91,895740478.95,2803896470.39,2157360343.00,1619497749.64,928095690.79,2479571619.99,1757805906.10,1184952275.74,524918447.53,1603264814.14,1155127068.37,775829672.67,350649362.70,1036086498.21,537658163.74,697403586.72,318473492.53,527312620.62,285406678.20,507434217.53,246906811.88,545863290.24,0,548765180.18,0,535761678.74,0,0,0,561221312.70,0,384074417.00,274671051.00,204764591.00,0.0
4,营业成本,1313980515.84,904435298.71,555183289.54,2503955447.64,1978709632.98,1478127127.38,799626469.57,3970659309.57,3000380898.09,2015649421.74,892222226.55,3027387017.02,2276896851.06,1779875092.30,1174259239.94,2838014384.86,2153656914.37,1432872124.02,634581713.91,4102613442.96,3168920181.48,2190596533.10,1007754611.61,5860235696.30,4865543335.66,3357131453.92,1733581437.16,7274506755.64,5488161031.03,3681712679.53,1888436052.89,10152102377.82,7886481580.91,5879731211.76,2918699449.44,8604260390.00,5913271436.51,3969911553.75,1439504738.71,4547359205.31,3359086797.36,2159964068.05,936667417.91,4971453628.36,4304841123.78,3283795007.16,1690203461.03,4300432742.55,3440853335.77,2429431979.40,1070399358.97,2975623125.35,2379213437.34,1727571807.37,781839088.74,2791845168.42,2229086948.97,1672777522.68,801476998.30,2476698582.71,1917624976.39,1448659579.59,842710983.27,2225239815.91,1576680879.46,1065009040.90,471501300.82,1395694425.17,1011056407.22,678686059.59,309108269.93,878372884.78,461249413.68,585051943.96,266644654.07,442875886.23,242457101.10,423903074.74,208817953.44,455908629.30,0,470535794.87,0,457378457.35,0,0,0,471043592.93,0,321086961.00,227008878.00,185115654.00,0.0
5,营业税金及附加,18615283.00,12654360.01,6571362.08,18295169.07,14226294.94,10131942.76,6243818.13,22992261.39,17075155.61,13289205.01,7019051.39,31111684.46,18994410.84,18209155.18,16867406.56,9377462.18,6690931.19,4025480.57,742402.52,3977662.19,3105533.10,2450537.32,561199.47,18433699.18,17325983.55,13599616.75,12434922.48,13725526.45,11203083.31,6338606.87,3810321.14,25965215.67,23976449.67,21173375.76,13524047.11,33518263.86,29302551.88,25193965.69,4040201.76,7338305.69,5963759.67,997395.26,12023.07,9881446.79,9574385.78,7059181.50,2480482.40,14601115.26,14144701.03,10707025.96,4553053.81,7122219.30,6436000.38,5846559.56,616272.59,4804248.70,3687052.41,3578252.63,933757.62,4807569.07,4664685.02,4581211.48,4510507.84,2547689.54,2458694.32,2161218.25,812164.86,4473790.99,3635598.43,3356153.71,1582845.38,2186150.27,1717359.82,4790431.00,2891042.37,4723549.86,2206657.96,2363430.46,1661679.20,2664366.91,0,4207197.16,0,3764948.47,0,0,0,30431426.83,0,24106625.00,15510903.00,0,0.0
6,销售费用,107387687.17,73709828.29,35570291.46,142197460.46,118640381.06,85524876.91,39834666.56,175159621.02,136101750.61,80357030.20,35861663.75,279790449.00,176879006.07,128911778.45,75538019.52,292157641.30,171431650.33,123516431.90,59593980.56,249878512.92,201804366.45,133221672.12,65358849.38,466845444.26,325777588.90,234902495.71,112303604.78,503818729.49,360013581.78,307260089.59,159250518.68,789872423.32,619069548.98,519260785.13,311627022.44,721007775.61,523528740.96,366862131.07,135236824.69,438563409.15,278010776.14,172043941.42,72516915.33,448752238.95,419691026.83,337116883.40,172374193.58,367892168.11,295562442.87,235080214.30,117033958.31,249014231.56,189206155.29,143796685.96,69311358.84,195463745.36,153728344.81,118860132.36,63220633.88,195588858.30,150271351.48,111285673.62,54299141.99,162374609.96,112280094.60,72163381.56,29908617.56,108236637.35,75440590.79,48107988.83,21175605.08,77645971.60,37776826.94,43622200.54,17024857.43,18645619.72,10186089.60,15255619.74,5882947.66,11921412.12,0,8197602.21,0,10255207.04,0,0,0,4658099.06,0,12260090.00,6306078.00,3389697.00,0.0
7,管理费用,174529814.50,135003057.46,21875319.63,110921851.90,82334933.86,78678771.43,35458805.49,164265830.77,122658596.47,82094507.00,41346919.01,486484025.17,224200201.49,122696882.80,56713271.66,327235405.71,187229057.94,124006540.19,58872369.04,262821538.94,187846862.27,125650323.04,60053461.52,287664650.56,204521550.32,131345702.90,59099732.01,300167907.03,222784455.81,146803185.71,69840948.48,319945747.91,205990849.17,129797567.19,49205960.65,211113614.87,133204944.85,81718202.48,34357405.01,137860521.15,88752375.09,56940496.65,27360458.82,135050223.95,103486182.55,67085242.92,31090229.66,110862264.59,75967483.90,35456717.22,13359632.44,111409682.49,68241595.19,45312911.46,24654308.50,81810089.12,64339333.69,42839178.62,22270209.91,98440552.48,64463694.28,41016680.55,20916067.66,74105457.56,54400449.59,37045194.26,17904900.89,83897856.04,58256796.66,40687349.76,16369380.45,69167107.04,33222685.32,59993449.23,29295099.45,55027057.29,27625426.69,57136036.85,27813908.24,69221011.75,0,65123502.68,0,64718740.38,0,0,0,48169672.51,0,26064127.00,19400304.00,15338924.00,0.0
8,财务费用,63200411.16,57182198.55,34819368.08,134974781.03,96912510.28,72496811.86,48702794.45,122100602.58,128129691.12,91055544.21,43850420.87,170828044.52,133675060.44,84630220.37,40682495.97,190939914.43,141634430.37,100773796.25,47010906.68,211887074.65,153419813.00,94854237.46,41676195.02,233910278.85,167911827.77,110846641.63,56838515.27,245884580.51,179077353.95,120897547.20,55986272.90,151933431.24,92094598.37,44714804.60,10924195.66,35430239.63,27429301.53,24406418.31,10277500.28,46779961.80,36284964.25,22433684.67,9483775.16,103045963.50,76695076.59,49888514.18,18039916.77,45839157.66,27190533.02,14095567.90,6237547.01,24388529.86,17691875.16,11914683.93,6094601.77,36642574.28,27871565.27,20296118.62,7838879.24,28360907.83,20335635.83,13954604.40,5658990.03,15304047.02,11985788.13,8573440.77,4791463.40,10962104.59,6737675.27,4992120.78,2413261.86,8714384.52,3691877.98,4065561.99,2617839.21,5590507.52,2931402.85,4705363.96,2730323.34,6147870.16,0,701083.26,0,-355674.50,0,0,0,6918521.37,0,556614.00,6444888.00,920316.00,0.0
