,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,960750312.31,672533988.03,345671234.45,2162502055.02,1870263895.03,1390369363.52,569833465.15,2187433258.58,1431292891.44,898319034.00,389040894.23,429672247.51,6439328.40,4597420.85,1316356.09,14860235.66,3940695.23,2334215.99,162858.79,21621187.17,15714324.65,15714324.65,6734521.84,40998465.94,28543849.78,19710342.49,9645450.00,38231480.55,21320391.46,15635508.35,10971193.21,65683590.16,51263650.62,37934482.28,20868649.59,72105298.75,41184035.97,27811333.08,13525021.86,86207034.37,62395406.45,43673617.04,23076518.19,120712291.47,94054903.62,64286640.20,28468801.99,108480906.51,76644025.86,50423530.62,23118766.59,84896751.08,92922640.16,63026613.54,28015694.00,80655537.98,53476694.65,31333059.67,12635594.17,44173994.85,34915670.11,21175293.40,8514884.68,34711244.97,25884784.76,16550417.32,8728520.70,41456893.80,34033534.97,23149327.48,5441923.66,1532122836.69,838572831.52,1335408602.19,512286814.82,765968382.92,379103043.74,865858776.81,1011199787.29,818163529.16,0.0
2,营业收入,960750312.31,672533988.03,345671234.45,2162502055.02,1870263895.03,1390369363.52,569833465.15,2187433258.58,1431292891.44,898319034.00,389040894.23,429672247.51,6439328.40,4597420.85,1316356.09,14860235.66,3940695.23,2334215.99,162858.79,21621187.17,15714324.65,15714324.65,6734521.84,40998465.94,28543849.78,19710342.49,9645450.00,38231480.55,21320391.46,15635508.35,10971193.21,65683590.16,51263650.62,37934482.28,20868649.59,72105298.75,41184035.97,27811333.08,13525021.86,86207034.37,62395406.45,43673617.04,23076518.19,120712291.47,94054903.62,64286640.20,28468801.99,108480906.51,76644025.86,50423530.62,23118766.59,82693362.20,90775028.63,61751418.18,27431840.95,76479054.89,49827763.43,28174416.55,9809227.46,42317287.64,34907553.75,21167968.70,8514884.68,31864369.49,22766535.64,14170526.92,7094953.01,40740247.85,34033563.72,23149368.81,5441923.66,1531125205.05,838013453.95,1334224066.57,512087424.07,765293705.88,378874061.26,865242207.04,1010716032.00,817670453.07,0.0
3,二、营业总成本,1207728732.71,834450965.98,426471680.18,4227373118.99,1919563128.74,1357430331.27,563974732.34,2232495088.98,1360481273.44,845057506.62,387474398.55,399856431.64,21441966.40,15301192.01,2797892.58,75959508.14,27942238.55,16570349.51,3799699.18,55322571.64,39142765.63,32606801.42,14187269.66,203135816.26,47810791.44,33459819.25,16155468.26,82116945.77,47935700.74,34390270.62,20359103.15,176443483.14,110563675.78,67349835.92,26590445.77,92083661.20,58651254.36,36543393.51,18062474.99,139719029.91,91996056.36,62832986.14,29558371.05,136205071.64,106307901.93,73047209.24,32167432.55,130037301.51,87623413.12,56681833.69,25555148.03,82588504.47,84344109.12,56260364.61,25516146.42,75332396.37,51959193.00,30154935.15,11156889.70,86383022.02,46184254.88,28566757.83,12045934.21,39175447.31,26834452.08,16170364.53,8239323.10,41073105.39,32825651.87,22117404.40,5564796.94,1637013833.73,868521590.24,1327747163.14,533255006.06,761694649.09,366375747.98,815086343.58,940950862.54,768921496.56,0.0
4,营业成本,608571826.57,435935378.00,216123979.46,1415381330.19,1199230646.25,907520731.07,366318892.97,1417709038.70,933427300.21,603731897.25,255835949.12,280208179.56,7146739.14,5072799.81,1614676.54,16156983.97,4156032.26,2905255.84,220479.25,20758751.77,15030787.28,15030787.28,6721516.62,38018319.03,25048174.28,17276937.02,8370027.79,41495177.99,24817138.53,18650540.49,11041354.75,63184230.26,48987184.89,35686758.83,16970596.43,62056360.15,37153817.45,24747398.99,11232523.27,83773139.77,56281258.49,37912003.80,20860242.82,107152564.02,85266268.32,59046233.63,26014121.58,95158434.73,65268188.38,40936974.04,18435046.13,64062812.35,65254407.51,43386000.18,19253678.16,62596739.41,43453462.91,25144697.24,8680065.89,42723683.01,35326383.87,21461809.27,8425251.51,28517252.85,18582644.36,11004915.23,5887870.00,31858142.22,26199352.60,17818091.56,3875157.93,1397527112.76,763920560.23,1193804986.35,472562108.40,652114454.79,306621120.72,680166703.06,782203350.41,604319862.15,0.0
5,营业税金及附加,664270.54,417419.20,133010.70,1818405.62,939000.72,592545.74,227765.77,2917842.90,493189.04,241136.06,100647.20,257691.83,0,0.00,0,193383.43,42420.04,41341.39,0,52541.55,0,0.00,0,284890.13,213330.65,5299.60,0,138992.07,104901.12,64786.99,6353.25,161432.71,129082.26,96272.01,39431.08,314943.76,184997.30,180898.12,178965.93,227774.33,144925.77,105875.68,48064.94,207211.11,197181.22,132722.02,46860.66,386616.54,223108.99,191129.94,91309.99,367335.97,575147.89,368362.27,128773.31,647712.52,318887.28,126502.46,8817.24,95090.19,61969.89,43422.91,32067.21,144386.05,36739.52,30585.61,17734.94,401187.21,79392.64,71918.16,11647.32,135590831.18,72270334.18,86798402.46,38283007.78,70408207.70,35115136.63,81579739.31,98641503.17,87118309.04,0.0
6,销售费用,362713688.31,242247011.64,125350177.67,696964136.55,438457015.75,277613502.28,124794563.41,397413543.38,222722343.21,107552205.65,75278354.38,59735445.53,402763.00,244749.98,122708.17,493139.90,371025.61,216759.85,113121.67,1157702.79,1055240.71,1055240.71,444300.84,1731782.36,978822.04,698154.81,250147.61,2162087.14,1341044.56,891512.32,521783.47,4951910.09,3504897.98,2616472.14,2096822.99,6584306.98,4243155.37,2302962.77,1142515.43,7916535.14,6093778.61,4071248.90,2217926.80,6337560.30,5140569.45,3610839.64,1407541.90,8167129.32,6567705.83,4616075.64,2541514.34,6691561.84,6367098.29,4283904.69,2131939.20,5122513.54,3979247.76,2728317.78,1094976.32,6411822.31,3457131.76,2150878.99,860781.00,2804076.65,1814448.44,1058373.98,466105.65,1394635.63,1009621.35,623924.42,143025.55,23904259.43,12649251.15,20147509.21,9923835.61,14903588.32,7810460.19,15174929.90,11716486.95,17984119.10,0.0
7,管理费用,211103443.00,137242342.77,70257784.60,363136835.83,247730282.96,151723144.70,68983504.94,283550977.09,202282134.68,133988399.86,47744282.63,66261583.36,13025211.46,9622495.92,2442524.78,44383474.07,23242747.66,13778693.56,3802433.77,27636977.86,18938762.20,14405686.33,6032054.68,35233105.47,19682555.82,14161120.74,7245608.72,35124442.76,21104286.70,14627844.70,7802211.68,58806071.03,30352924.95,17240814.07,7045066.18,23014433.54,19821924.81,12246919.92,5087938.15,19512873.33,13980743.09,11179142.90,5715739.85,18009296.48,12392950.26,7996576.35,3758406.49,17474388.22,13289566.27,9317796.80,3967669.07,10818718.89,11051171.43,7448178.35,3544359.67,6618091.24,3944382.18,2012325.19,1342010.12,37164917.83,7295623.54,4870309.40,2736141.45,7250296.95,6039684.24,3834666.67,1755314.97,7008621.81,5240133.35,3367982.18,1473511.16,63514750.07,11204345.00,18488870.88,8388583.14,11552467.35,7861868.82,20803952.33,37662183.78,37293255.52,0.0
8,财务费用,24675504.29,18608814.37,10075866.46,19001000.82,5678929.53,-154817.16,2036381.36,26147302.43,13304635.91,8251777.76,5724560.13,902223.96,1345234.21,960318.38,-1305607.62,2153150.63,927545.90,312957.36,157030.68,2099010.71,1570586.99,1569520.76,825658.90,2467423.14,1419534.24,923903.86,386532.29,2103228.26,1489356.51,1033117.77,630150.13,1981623.05,1528231.21,1012875.62,438529.09,1477813.95,984679.82,647285.95,420532.21,1716899.00,1564204.79,1200123.78,602802.35,3834661.16,3109891.25,2040684.45,860967.81,3018332.81,1990894.74,1328026.01,519608.50,648075.42,1096284.00,773919.12,457396.08,347339.66,263212.87,143092.48,31020.13,-12491.32,43145.82,40337.26,-8306.96,459434.81,360935.52,241823.04,112297.54,410518.52,297151.93,235488.08,61454.98,16476880.29,8477099.68,8820452.21,4097471.13,12178343.56,8967161.62,17361018.98,10727338.23,22205950.75,0.0
