,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6085376805.28,30395434073.35,22014178363.64,13348648113.70,6159836579.24,28875756163.56,23492768818.05,15551334039.89,7241811895.12,29851743848.13,21929200769.31,13749235007.24,6274273821.63,22907118241.84,16572058544.35,10606358733.02,4951931256.74,20241906131.81,14895226131.61,9718697677.76,4456654640.64,19101677077.69,14039731402.45,9082020579.01,4078069314.47,20388890067.41,15053196350.03,10027901358.43,4923810623.61,19761679230.05,14965577158.47,9964451535.04,4752308236.25,17747489900.87,13344699202.62,8917455355.14,4215779027.36,17203123029.49,12519891756.01,8176641676.99,3917441890.00,14884629349.50,10795602483.46,6675366559.73,2874448414.82,15529593435.77,12409333283.00,8552402269.40,4119038784.12,15164742450.26,10966616339.39,6797896720.16,3119838561.33,11851974880.62,8828912904.63,5983906682.06,2931409011.86,9744903307.07,6621662057.68,4224459614.83,2158188769.71,7088015972.45,5211265687.71,3412446084.91,1687517206.96,5823577354.33,4042888856.17,2538225025.99,1388638476.65,4468335130.10,3032406847.22,1693081527.37,619386176.90,2412987792.91,1295236027.93,2418084806.89,1264735313.11,1727002232.72,774194602.15,1078049261.99,572198786.87,788906056.00,403757434.80,495010737.71,0.0
2,营业收入,6085376805.28,30395434073.35,22014178363.64,13348648113.70,6159836579.24,28875756163.56,23492768818.05,15551334039.89,7241811895.12,29851743848.13,21929200769.31,13749235007.24,6274273821.63,22907118241.84,16572058544.35,10606358733.02,4951931256.74,20241906131.81,14895226131.61,9718697677.76,4456654640.64,19101677077.69,14039731402.45,9082020579.01,4078069314.47,20388890067.41,15053196350.03,10027901358.43,4923810623.61,19761679230.05,14965577158.47,9964451535.04,4752308236.25,17747489900.87,13344699202.62,8917455355.14,4215779027.36,17203123029.49,12519891756.01,8176641676.99,3917441890.00,14884629349.50,10795602483.46,6675366559.73,2874448414.82,15529593435.77,12409333283.00,8552402269.40,4119038784.12,15164742450.26,10966616339.39,6797896720.16,3119838561.33,11814092426.36,8800535122.77,5963435974.84,2919753809.26,9722346097.72,6598895950.42,4208364543.91,2150842509.90,7064613089.05,5198987453.03,3402885177.97,1682460969.76,5819073195.58,4029516915.37,2525867232.15,1383077447.26,4454775147.87,3024943684.08,1689281816.23,617414065.09,2405533667.40,1291903776.71,2411474316.81,1261649035.49,1720307508.38,762664728.78,1070232642.49,570768391.35,778955923.00,397446383.79,566599197.40,0.0
3,二、营业总成本,5834610012.18,28390081416.99,20892416331.43,12968897317.21,6151098241.89,26218114318.70,20868852268.72,13616998093.86,6348793347.27,25800053864.52,18970046742.20,11880087434.81,5540639425.53,20878998805.65,15000475024.81,9622587179.13,4534400365.69,19203692799.70,14291982521.03,9407786957.20,4366383551.69,19011530814.45,14023599432.69,9082153213.06,4148662180.31,20020276909.90,14815085090.52,9944996711.69,4913951918.42,20190204636.07,15259640091.54,10185836150.89,4920264180.62,17427488408.38,12760850381.84,8456795799.33,3981119166.27,15801911781.41,11468607426.49,7411971191.83,3635503132.43,13904686284.84,10212958070.56,6499643053.93,2875692950.60,14216396637.60,10805178729.66,7370536934.02,3582873767.45,13900807779.78,10055671933.27,6295206493.05,2945058417.80,11201519762.46,8234328338.80,5630891336.65,2748657648.89,9002078757.02,5994999877.94,3817385385.14,1952824661.92,6339380190.99,4564369962.18,2951552398.98,1478903757.43,5040121271.26,3377030478.39,2091510747.76,1187668718.94,3890513803.00,2652709557.52,1494191105.18,533490870.07,2183296370.40,1111760015.83,2050473333.78,1072136222.20,1450320124.29,618754151.85,895218180.34,445501618.83,579203900.00,0,423931197.63,0.0
4,营业成本,4367126791.55,21773884285.39,16037798692.65,9754097799.82,4741194631.64,19845756818.51,15765961398.47,10259884918.86,4692310599.07,19729190475.09,14634679000.00,9171066988.49,4271432799.39,15787340418.80,11408668718.07,7263967310.23,3427558022.08,14764663431.18,11033836669.32,7370384661.31,3497227557.16,15323102779.20,11363379871.84,7378998628.31,3344912892.71,16651886019.64,12290031922.92,8251349814.35,4128552799.42,16693768322.36,12727625270.29,8500512936.03,4100359085.69,14931153175.89,11131812049.64,7382759124.49,3463359628.05,13683001460.32,9923520620.42,6396400180.14,3141673026.32,12057415861.42,8884372450.49,5629255046.18,2597352358.53,12556762340.80,9712241489.80,6647216143.91,3235985570.55,12074481475.02,8779540925.91,5510418331.42,2578486168.71,9580565820.78,7185667843.01,4873431682.69,2371474479.62,7753621043.16,5158170805.33,3284827371.29,1698162615.89,5389608600.75,3862764000.64,2502904839.46,1235018027.44,4173106528.76,2805843917.82,1677287656.81,996023913.86,3191213769.53,2233088394.97,1238990029.64,448625017.33,1801257462.20,1007096552.85,1722484580.67,909014146.29,1138441550.63,507912938.68,727466804.97,394579480.96,499714189.00,0,350613567.20,0.0
5,营业税金及附加,47639420.31,275933439.81,192036292.08,134488545.06,65722322.73,250358478.10,197549747.01,129509211.98,62538374.77,219074379.63,162946170.78,105960012.36,54684663.59,251439236.50,115224750.98,85488437.29,35522816.60,133046735.23,87653078.10,51233976.66,20088579.62,91030073.05,59123220.53,35500467.78,12633196.68,85832210.98,63687324.86,38967507.99,17772499.02,78689990.94,51156658.73,31846785.11,16516766.94,75717528.59,53921873.74,32113269.58,17610362.77,30117480.19,15563122.29,10397727.74,3901057.41,16268806.81,11483327.57,7109033.53,3243353.16,12582354.31,9974274.80,6755555.55,3002433.26,17854424.80,16836944.97,11895855.09,5163707.21,19527738.30,12358383.03,7659567.44,3322390.93,23233923.04,11857819.85,7777654.62,3938548.66,21730971.27,15863656.19,9749094.76,4352328.23,21237480.00,13897135.38,10487181.23,3874838.25,15515380.00,10888874.30,6747847.16,2883705.62,9694948.77,3970454.99,5928799.85,1077455.44,6339304.05,2767363.71,4562067.91,2111942.05,1085247.00,0,140938.55,0.0
6,销售费用,267671791.96,1297196188.84,963752678.83,590584957.47,287382511.79,1190499238.49,930070485.21,605463325.71,270903272.57,1304465552.27,984805717.89,641498275.35,304176522.86,1166484567.20,863724991.48,573734657.05,254937855.85,1190961739.99,855236974.12,551073823.71,245633576.10,1148055535.23,827987403.28,524593811.50,225061937.13,1129145035.51,840551181.32,570398742.45,258765041.02,1144489246.04,832809505.31,535959288.53,231926186.00,932884617.97,671206065.44,438518128.62,202836197.85,873779193.05,646339601.61,441501879.97,206922027.74,774685975.04,555716874.31,339929245.25,145167431.90,705595565.95,557995596.97,402926002.43,187410125.54,783289341.85,542922653.93,304204074.67,119829139.51,678174266.91,468744679.38,311095910.37,140999016.79,536608445.64,384297489.07,244146575.89,111216539.65,396042235.97,295933332.59,183705560.44,91370272.23,345353865.19,259750692.96,163323271.45,78552091.85,250781364.30,199950676.40,118024291.23,37495250.78,167147203.59,55218432.40,151346578.05,67196963.89,118389268.74,38949054.70,71249799.87,21934707.12,34701556.00,0,16218275.70,0.0
7,管理费用,246726191.21,1134725391.84,808517752.24,562417399.25,272195901.33,967840641.90,725799621.03,972856522.65,495307657.40,1909369899.86,1359800918.78,856354999.17,413588829.04,1441458586.06,1085916429.65,694013827.38,327367757.71,1384652496.82,1013255447.51,654253969.26,305525329.60,1160542907.39,804817760.04,500133881.63,242648227.81,1198704556.00,912015987.28,602523953.98,247016598.02,1110246902.75,849757346.38,562794713.60,290620479.68,1014494608.50,701591233.76,471238564.30,235479987.23,871138204.71,644901446.37,417135260.86,201176256.05,726351661.67,515256080.13,335899354.53,170541864.99,561194537.62,403772880.07,265718708.42,138800704.66,530820858.29,314299935.04,208290535.85,104170774.96,544880856.14,294353850.28,247872469.40,142822165.74,495438620.50,308733763.77,187444602.91,100179355.97,336263238.52,263991903.73,176305346.57,111697246.97,343207498.89,180587060.20,163171973.27,75254777.81,302668377.82,141696040.64,100724057.76,39354237.35,173099789.25,60313047.44,114211240.45,58584758.88,136438162.11,53793666.83,89651299.00,36188275.99,50270528.00,0,44709672.37,0.0
8,财务费用,651793103.08,2916029154.37,2184620599.95,1516848723.80,735008721.10,2741486438.03,2342835651.29,1498828444.69,768650745.61,2496592415.87,1723984373.79,1055396506.36,472931576.60,1818564890.78,1393180175.66,968343561.61,492709119.49,1669400051.76,1233143023.92,745472279.11,297978452.89,1229259157.47,946282893.04,626611788.47,332434073.98,930604174.96,717678559.57,486409117.79,266915275.72,1092760015.04,785696377.13,541285654.45,264624392.19,432022027.84,256102491.65,153592178.50,68850480.24,233455658.10,188855201.11,125739655.86,65756282.98,312687004.02,252158061.49,176847315.84,93050280.12,287136504.05,168622882.52,78635192.38,26406913.03,392163050.56,302693616.65,201121690.39,114199824.00,378371080.33,273203583.10,190831706.75,90039595.81,193176724.68,131939999.92,93189180.43,39327601.75,195735144.48,125817069.03,78887557.75,36465882.56,157215898.42,116951672.03,77240665.00,33963097.17,130334911.35,67085571.21,29704879.39,5132658.99,32096966.59,-14838471.85,56502134.76,36262897.70,50711838.76,15331127.93,2288208.59,-9312787.29,-6567620.00,0,12248743.81,0.0
